Delta_1 Delta_2 
-1.20822 5.034127 
-1.485177 6.449153 
-1.294882 7.081926 
-1.452136 6.184262 
-1.363446 4.387229 
-1.149598 5.164275 
-1.066426 5.021087 
-1.714737 4.351437 
-1.489755 4.354666 
-1.197524 3.517771 
-1.309801 3.742418 
-1.318953 3.839239 
-1.614265 3.866272 
-1.581545 3.529132 
-3.54986 0.08934052 
-3.545547 6.898365 
-3.696291 8.659762 
-3.788785 7.705771 
-3.327175 9.184539 
-4.752328 6.308397 
-4.024825 8.696311 
-4.512426 11.89902 
-4.316808 9.970358 
-3.879964 8.475527 
-4.038197 8.702935 
-2.772394 8.851056 
-2.580415 7.138966 
-3.01854 7.303475 
-2.592938 6.426667 
-4.123454 6.681095 
-2.872201 4.855898 
-3.29751 4.981433 
-2.905455 5.460104 
-3.149441 4.5562 
-3.15108 4.549718 
-2.915149 4.172165 
-2.204838 4.656241 
-2.132538 5.400109 
-3.00675 4.110758 
-2.835816 6.093854 
-2.654183 7.467202 
-2.8641 6.207015 
-3.265817 6.283297 
-3.103878 6.475846 
-4.266002 6.948237 
-4.293875 8.363473 
-4.801354 6.36005 
-4.144048 6.512748 
-3.998246 5.640838 
-4.109338 7.901653 
-4.608684 8.807512 
-4.818386 8.873535 
-5.766076 8.650807 
-6.344787 8.877799 
-6.836827 10.53679 
-6.055145 8.836109 
-4.1902 8.261263 
-4.066997 8.140307 
-3.942631 7.648393 
-3.578315 9.95141 
-4.717822 9.241398 
-4.843566 7.197891 
-5.143819 10.77751 
-4.821597 10.94662 
-3.832986 8.981665 
-4.160194 8.144626 
-4.001997 8.674656 
-3.292041 9.225419 
-4.68222 10.22589 
-5.737774 9.012637 
-5.631606 8.47726 
-6.254178 9.63114 
-5.70811 8.321969 
-4.837471 9.20023 
-4.674477 8.75029 
-5.560815 8.446759 
-4.360073 9.759175 
-3.475801 7.587804 
-5.324801 8.124686 
-5.210048 8.887353 
-6.549122 10.76896 
-6.523296 13.14853 
-4.844062 8.703702 
-5.236119 9.23246 
-4.677834 9.084929 
-5.109966 7.49543 
-4.869431 8.924952 
-5.731212 9.811543 
-7.007458 8.513979 
-8.807283 10.61835 
-8.112223 9.365513 
-6.178305 12.51426 
-5.509277 10.65216 
-4.743284 8.735222 
-4.360399 10.32384 
-4.342237 10.55795 
-4.650035 10.25765 
-4.907582 8.595311 
-4.512685 8.485676 
-3.694183 7.290703 
-4.163724 7.691738 
-3.468863 7.430665 
-2.827402 7.30331 
-3.513844 6.889435 
-2.758569 5.311953 
-2.852669 10.03974 
-2.661684 9.112658 
-3.222492 7.673526 
-3.066528 7.511286 
-3.887074 8.192438 
-3.960613 8.6828 
-3.879232 8.062216 
-3.59317 7.215085 
-2.768915 7.459844 
-4.175167 7.290036 
-3.770507 7.357475 
-3.721502 7.879191 
-3.611413 9.216217 
-2.995792 10.53923 
-3.645553 12.03938 
-3.353461 7.642299 
-3.820007 8.055022 
-3.598858 8.334237 
-4.312157 7.904932 
-4.898793 8.53686 
-4.369409 6.117853 
-3.489553 9.641559 
-3.249076 9.292009 
-3.262413 9.688442 
-2.626838 10.28236 
-4.064002 8.795112 
-4.037248 8.307094 
-3.541587 9.820643 
-2.795305 6.914089 
-3.180253 5.038898 
-2.866849 6.064996 
-3.293397 7.231297 
-4.009414 8.460539 
-3.501037 7.446767 
-2.995195 6.667082 
-3.103617 7.53992 
-2.960391 9.573817 
-2.859839 9.377764 
-2.232225 9.608488 
-2.98771 7.643055 
-2.819148 5.856714 
-2.727912 5.594768 
-2.342338 6.035588 
-3.178852 7.009428 
-3.031437 7.001055 
-3.649945 7.545223 
-3.387311 6.956249 
-3.823083 8.313069 
-3.242791 6.451885 
-3.325014 7.632952 
-3.70938 6.282167 
-2.964049 6.264577 
-2.311178 7.313634 
-2.270764 6.281045 
-2.04745 8.079223 
-3.551271 9.780844 
-4.824019 10.63039 
-4.481507 8.640558 
-3.395832 10.06399 
-3.067237 9.142447 
-3.237396 7.597543 
-3.395173 6.145498 
-3.547416 8.218405 
-2.78593 9.348003 
-4.021478 7.08024 
-4.041354 5.549225 
-4.001476 6.618634 
-3.911412 8.325346 
-4.413581 7.63016 
-4.310738 9.372322 
-5.036151 10.02786 
-3.552918 9.631068 
-4.21121 8.72704 
-4.261385 10.62719 
-3.088517 8.139772 
-3.318979 8.331878 
-3.2205 9.420078 
-2.874014 6.718217 
-3.299968 5.374783 
-3.451256 4.909126 
-2.141496 5.170371 
-2.129531 5.489674 
-2.321365 5.432614 
-2.646885 5.022188 
-2.655972 4.400555 
-2.541702 4.265945 
-2.688679 3.813097 
-1.988899 4.104747 
-2.57343 4.005218 
-2.166661 3.826375 
-2.275885 3.967782 
-2.479237 5.466707 
-3.655811 6.595241 
-2.65613 7.241838 
-3.156493 6.625582 
-3.517579 7.254259 
-4.557984 6.750109 
-4.193679 8.244586 
-4.545453 7.370629 
-4.352979 9.375394 
-4.300274 9.468178 
-5.125275 8.316158 
-4.885301 10.65913 
-5.925456 7.526517 
-4.526549 7.329839 
-4.384755 8.367292 
-3.708084 9.478499 
-4.620075 8.982466 
-4.367747 8.896398 
-4.510863 8.542432 
-4.432182 9.357088 
-4.475536 10.38679 
-4.238629 7.728766 
-2.67633 8.188521 
-2.368682 7.201766 
-1.900317 5.663434 
-1.723091 5.131818 
-1.480108 5.802174 
-1.676752 6.266415 
-1.781495 3.427658 
-1.936654 3.746475 
-2.294484 3.479903 
-2.163298 4.501531 
-1.386294 4.655345 
-1.518278 4.896262 
-1.517102 5.270387 
-1.775571 5.076106 
-1.627609 4.794895 
-1.453107 4.370098 
-1.388276 4.579784 
-1.529199 -0.7392932 
-1.359523 4.237811 
-1.158937 4.343582 
-1.450741 4.540421 
-1.315057 4.588694 
-1.295096 4.719129 
-1.289085 5.663782 
-2.065136 5.633267 
-2.11419 6.198811 
-3.10171 5.364891 
-3.87179 5.906443 
-2.774986 8.620377 
-3.215333 10.57721 
-3.678924 8.35216 
-3.840252 9.142181 
-4.483985 7.863796 
-6.614682 10.10353 
-4.644465 8.240433 
-4.82758 8.658282 
-5.162991 8.313139 
-2.811287 6.91695 
-2.695441 5.424916 
-3.266747 5.853958 
-3.211695 7.005077 
-4.294318 7.804338 
-4.662615 7.640971 
-3.945148 7.109541 
-4.258952 7.628421 
-3.315819 8.553206 
-3.853557 9.06226 
-4.247596 5.24382 
-3.198566 3.496494 
-3.431235 3.626989 
-3.29355 4.633791 
-3.73691 5.756971 
-3.35076 7.009143 
-3.168003 6.688091 
-2.807809 8.484821 
-2.910511 8.052517 
-2.933768 8.833842 
-3.373194 9.458082 
-3.348713 8.93964 
-3.587703 9.091554 
-4.498413 8.855677 
-1.862682 8.303576 
-2.673292 9.366188 
-2.742396 6.74375 
-3.252121 6.268644 
-3.175655 5.965353 
-3.243671 6.468305 
-3.187979 8.892588 
-4.852462 9.388576 
-5.770961 10.43266 
-4.716381 9.223695 
-4.509299 7.493365 
-4.464395 11.30749 
-5.13258 9.366496 
-3.975036 11.15086 
-3.98899 10.33538 
-4.012744 10.45107 
-3.943346 8.472502 
-5.518529 10.9553 
-5.343268 12.23969 
-4.625922 9.824269 
-5.204792 8.539043 
-4.805549 10.45983 
-5.005857 6.781689 
-5.570918 6.412594 
-5.618041 8.266303 
-4.80794 9.032469 
-5.320649 11.42422 
-5.192475 9.910253 
-6.938238 7.234024 
-4.482101 10.66967 
-5.061728 10.71136 
-4.657818 10.59303 
-4.86994 9.477788 
-4.924852 9.215983 
-4.651932 10.08024 
-4.179845 11.32518 
-4.913537 10.07024 
-5.394651 9.514416 
-3.700898 10.48579 
-3.789663 8.312341 
-2.697719 10.38749 
-2.495755 9.912125 
-2.531309 9.294942 
-2.950083 11.05136 
-3.185668 9.763484 
-1.664807 7.582258 
-1.264889 6.391619 
-1.256866 6.132346 
-1.529082 6.420624 
-2.183287 6.153641 
-1.726051 5.784378 
-2.427803 5.859148 
-1.978344 5.156619 
-2.16112 4.901774 
-2.157138 5.684935 
-1.655807 5.444372 
-1.599411 5.648935 
-2.167134 4.920152 
-2.456525 5.107051 
-2.612312 4.606663 
-2.568784 5.097347 
-2.926697 5.756128 
-2.828179 4.265993 
-2.403136 6.636251 
-3.107393 6.648071 
-2.500455 6.902078 
-2.65591 7.347792 
-4.994749 6.00976 
-5.040263 6.73169 
-3.983602 6.414204 
-4.060246 7.240217 
-3.803829 5.410907 
-4.094922 5.782112 
-4.368121 8.408421 
-3.994716 9.609111 
-2.984951 9.68265 
-2.293962 9.809255 
-4.633107 9.442766 
-3.406451 6.51077 
-3.878806 9.49279 
-5.199718 8.605119 
-3.478698 9.366786 
-3.487029 11.40374 
-3.754528 10.75688 
-4.267074 8.846539 
-5.310335 9.58669 
-3.976334 9.285491 
-3.746936 7.567036 
-3.564452 7.221982 
-4.175568 12.23214 
-3.591134 8.503742 
-3.740941 8.735387 
-4.571008 8.064201 
-4.246514 9.753914 
-4.688787 9.603172 
-4.835714 10.03491 
-5.442064 9.910685 
-4.708949 12.19174 
-4.074315 8.914833 
-5.098216 8.839895 
-6.663872 10.96072 
-5.192102 10.41206 
-5.472621 8.257734 
-6.156673 7.261948 
-4.267479 6.167447 
-3.654379 6.751003 
-3.854445 8.968103 
-4.172351 7.705397 
-4.055843 7.632935 
-3.455938 7.561165 
-2.715621 8.77714 
-2.764006 7.516915 
-2.94833 8.979478 
-3.276526 10.28834 
-3.233995 10.38453 
-3.479476 7.973321 
-3.651571 7.199794 
-4.028188 9.437062 
-4.210967 10.20077 
-3.80011 8.863949 
-3.483349 8.689482 
-3.762111 8.969371 
-4.285339 8.739765 
-4.605454 9.531323 
-4.654344 10.66676 
-5.364506 9.924756 
-5.436873 9.267785 
-5.161258 8.549594 
-5.678568 9.145299 
-5.309961 9.755791 
-5.246184 9.022612 
-5.650604 9.035053 
-4.753485 8.653457 
-4.669062 11.68544 
-5.030766 9.820222 
-6.793116 8.219211 
-5.078751 7.640942 
-5.780874 7.290215 
-5.059825 6.612381 
-5.024103 9.442229 
-4.58727 9.972116 
-6.558569 8.896352 
-5.300395 9.106062 
-3.995203 10.00564 
-3.191736 9.102828 
-3.377641 8.450588 
-3.357147 5.76678 
-3.004626 7.076839 
-2.537662 8.270955 
-4.065609 7.15639 
-2.921513 7.419024 
-2.907611 10.34267 
-2.865487 7.967808 
-3.304063 5.429593 
-2.886075 7.944042 
-2.973771 9.604476 
1.481013 9.262761 
-3.900485 7.738276 
-2.813805 6.294235 
-6.1446 7.272715 
-5.62992 10.547 
-5.155316 9.568483 
-5.473887 11.76539 
-5.339914 10.81641 
-4.498898 9.191956 
-4.848743 9.290149 
-5.119484 9.446181 
-3.443583 9.531333 
-2.726099 6.275362 
-2.854648 7.705968 
-2.895827 7.51185 
-3.06588 7.340683 
-3.668056 8.987023 
-3.142943 7.441487 
-3.555403 7.579245 
-3.93254 8.504947 
-3.791999 8.354495 
-3.476301 8.916848 
-2.421695 9.523393 
-3.725727 6.471156 
-3.167314 6.808233 
-3.426937 7.988783 
-3.115075 9.399363 
-3.548072 8.3826 
-2.969797 8.022287 
-4.595984 8.329155 
-3.738026 7.53856 
-4.031513 6.299397 
