"comp1" "comp2" "comp3"
0.1382373 5.421568 0.0148106
0.1904045 2.870237 0.009848378
0.05482662 5.102495 0.01580757
0.0682156 4.799742 0.009957835
0.2729576 4.489366 0.008987074
0.180334 6.232584 0.01405714
0.3194449 13.71073 0.01452041
0.1646714 3.958003 0.01277717
0.1011684 4.861051 0.01604415
0.1437064 3.530493 0.01202549
0.3143498 2.889823 0.006989714
0.1687025 7.423172 0.01069235
0.1803709 2.748633 0.01588849
0.1560025 4.232196 0.01277289
0.04283387 3.630286 0.0106084
0.2212449 3.352409 0.01433268
0.1079066 3.131084 0.01538632
0.1848749 6.527739 0.01053038
0.1317142 5.572908 0.01135404
0.09906688 8.444237 0.0145551
0.2718578 2.965582 0.01313875
0.1359604 5.126412 0.01046808
0.09747976 5.887346 0.008889913
0.2197289 13.61271 0.01059141
0.0903173 3.921645 0.02028689
0.2378278 3.492849 0.01473435
0.1197271 3.672605 0.01518885
0.2947985 4.516618 0.01124715
0.1607284 7.248009 0.00887542
0.2436888 3.528454 0.01070605
0.2068037 6.133453 0.01335014
0.462494 11.25999 0.01267142
0.1913511 4.556569 0.01331169
0.2278899 4.764212 0.01553517
0.1861502 6.131443 0.009770715
0.1708469 6.009336 0.01534186
0.2524761 4.32969 0.01566635
0.1915332 10.94919 0.01200081
0.1094138 4.141366 0.006867426
0.07273182 3.411634 0.009229294
0.1263013 5.472695 0.009223697
0.1735678 8.297737 0.01595805
0.2918906 5.316916 0.01892389
0.1817691 2.770647 0.01725912
0.1107339 9.325729 0.01110605
0.2509569 3.956538 0.01220063
0.1721759 7.687621 0.01821177
0.2498626 6.429352 0.009730138
0.4801109 5.009095 0.009116206
0.205395 8.267811 0.0173289
0.1927201 3.164332 0.01183133
0.8180751 7.65733 0.01466859
0.1994138 3.526988 0.01794915
0.1766156 4.036216 0.01633885
0.1525747 4.121706 0.01486469
0.2129422 5.063589 0.01817143
0.08549008 5.368563 0.01170113
0.05379535 5.914913 0.01524766
0.1384634 4.300062 0.01314456
0.2524025 4.803127 0.01552451
0.08768846 5.017462 0.0114577
0.3300717 5.149139 0.008425986
0.1336341 4.3101 0.01497022
0.0697521 3.979688 0.01734506
0.0810052 4.462671 0.01976169
0.5952346 4.291749 0.01900353
0.3335235 4.525942 0.01390261
0.08481856 6.732223 0.01317393
0.3291606 13.26747 0.02187132
0.06973985 4.480234 0.01053155
0.1680771 4.97946 0.01414665
0.1908629 8.082959 0.01588839
0.102408 5.111428 0.01548753
0.3350181 4.421301 0.01681907
0.4636167 3.889561 0.009467971
0.2710953 3.658871 0.01395133
0.04504523 14.69792 0.01650714
0.4371089 4.462222 0.01052707
0.3104928 4.811669 0.007924902
0.2362307 5.58095 0.01884476
0.5253473 3.801344 0.01288762
0.1505678 10.7307 0.01661598
0.46221 12.92654 0.00984808
0.139848 5.472367 0.01183963
0.4094002 6.053198 0.0107883
0.122302 3.900659 0.008918656
0.1906605 5.322719 0.009982909
0.08662632 5.192819 0.01217383
0.09232219 7.344228 0.01097726
0.265963 2.576839 0.01181903
0.2211634 9.17305 0.02310667
0.1330334 2.559158 0.01257383
0.2801004 5.35185 0.01387207
0.09596796 4.767213 0.01026339
0.1353935 4.352607 0.01747025
0.5191913 3.819164 0.01607701
