"Delta_1" "Delta_2"
-12.42123 -3.172333
-12.17005 -3.221938
-12.2169 -3.334286
-12.41312 -3.049785
-11.95773 -3.624355
-13.02729 -3.918954
-13.05227 -3.63661
-12.77169 -3.559073
-12.46942 -3.899467
-12.72943 -3.844485
-13.0172 -3.666246
-12.76067 -3.30486
-12.64491 -3.402982
-12.90727 -3.382613
-13.04916 -3.470364
-13.36583 -3.495864
-12.85651 -2.994883
-12.70594 -3.259557
-13.18058 -3.349379
-13.38819 -3.223925
-13.27822 -3.609486
-13.16149 -3.571904
-12.93983 -3.55117
-12.85968 -3.679527
-12.89681 -3.537496
-12.37489 -3.374225
-13.10137 -3.393746
-13.043 -3.290396
-13.82928 -3.47626
-13.91706 -3.548924
-13.77833 -3.02409
-12.77546 -3.299883
-12.88263 -3.714934
-13.28385 -3.535534
-13.01578 -3.459759
-13.49698 -3.402025
-13.07273 -3.17293
-13.10589 -3.186803
-13.0636 -2.954139
-12.92522 -3.364646
-12.56634 -3.384192
-12.69178 -3.413247
-12.67984 -3.82837
-12.812 -4.104072
-12.43952 -3.861187
-12.9015 -3.364726
-13.20211 -3.734935
-12.92162 -3.499476
-12.85605 -3.527693
-13.56303 -3.557766
-13.87933 -3.324741
-13.69355 -3.292945
-13.70308 -3.121258
-14.06146 -3.43273
-13.1471 -3.43377
-12.83169 -3.527462
-12.9917 -3.424527
-12.79578 -3.180222
-13.0901 -3.165813
-13.21111 -3.262984
-12.46549 -3.106976
-12.5453 -3.153951
-13.01596 -2.708799
-13.10512 -3.111156
-12.9389 -3.134196
-12.88184 -3.285306
-12.89172 -3.337973
-12.65231 -3.453236
-12.44173 -3.339638
-12.52191 -3.400414
-12.9784 -3.397435
-11.95683 -3.494761
-11.39605 -3.674525
-12.01114 -3.39652
-12.38486 -3.095248
-12.70478 -2.923033
-12.26797 -2.833074
-12.40535 -3.289646
-13.13144 -3.511498
-12.42344 -3.023482
-12.13095 -3.052555
-11.70062 -3.282071
-12.04547 -2.982072
-12.80984 -3.253865
-12.1865 -3.323586
-12.56248 -3.287318
-12.70423 -2.924854
-13.20202 -3.125924
-13.46772 -3.304855
-12.71895 -3.050623
-12.65097 -2.996136
-12.69009 -2.819563
-12.5993 -3.253399
-12.13765 -3.111134
-12.39562 -3.264107
-12.28514 -3.242156
-12.91247 -2.793863
-12.45944 -3.10623
-12.7475 -3.456056
-12.43474 -3.696717
-13.40617 -3.502662
-13.60728 -3.335513
-13.00032 -3.088502
-13.27685 -3.536829
-12.70639 -3.546034
-12.1478 -3.26181
-11.83177 -3.311958
-12.33104 -3.484422
-12.47843 -3.376065
-12.85635 -3.266487
-12.57145 -3.76441
-13.05629 -3.4603
-12.72572 -3.433496
-12.7288 -3.344803
-12.89184 -3.289872
-13.72345 -3.041009
-13.18574 -3.389956
-12.31614 -2.990129
-13.2849 -3.122299
-13.1524 -3.504969
-13.61586 -3.631006
-13.32005 -3.45214
-13.09174 -3.36295
-12.86218 -3.170644
-13.05107 -3.242427
-13.24886 -3.423376
-12.59159 -3.270509
-12.81823 -3.483347
-12.59402 -3.528928
-12.07301 -3.886142
-12.20602 -3.962029
-12.28578 -3.625484
-12.90426 -3.586755
-12.73964 -3.366972
-12.50135 -3.322362
-12.89034 -2.91951
-13.07501 -3.31881
-13.30905 -3.561149
-12.92557 -3.646572
-13.25492 -3.517936
-13.33516 -3.122756
-12.57648 -2.848332
-13.00384 -3.458061
-12.76225 -3.162705
-12.87959 -3.39597
-12.97992 -3.278699
-13.0184 -3.172977
-12.78591 -3.424422
-12.37686 -3.376795
-12.31077 -3.248812
-11.99928 -3.461481
-12.14691 -3.381009
-12.30126 -3.403354
-12.44483 -3.624027
-12.62597 -3.630586
-12.47199 -3.512934
-12.64066 -3.485631
-12.68847 -3.608343
-12.97575 -3.50419
-13.17586 -3.227172
-13.05192 -3.533285
-12.78829 -3.584235
-12.60764 -3.652449
-12.49285 -3.591004
