beta1_1 beta2_1 beta1_2 beta2_2 
-14.98141 -3.950206 0.44394 3.966502 
-13.5279 -3.989172 0.01476171 3.994047 
-12.45379 -4.527216 -0.09168186 3.925875 
-11.40632 -7.219644 -0.01267005 3.95664 
-15.07204 -5.426036 0.6803324 3.978247 
-12.73829 -5.344401 -0.06925999 3.930977 
-14.38612 -6.029996 0.06246408 3.91097 
-13.67539 -3.817054 0.07692003 3.963083 
-13.42543 -4.06328 -0.06506962 3.98014 
-14.23075 -5.16561 0.3286994 4.000463 
-14.03239 -5.988724 -0.08850114 3.998061 
-16.72828 -5.381897 -0.06964762 4.061184 
-13.96397 -4.223462 -0.004077998 3.935336 
-13.00275 -4.602265 -0.0135796 3.996555 
-16.34284 -4.314642 -0.07825127 3.945192 
-14.10473 -7.033016 -0.06397471 3.943958 
-13.2074 -5.629046 -0.06852344 3.941046 
-14.34471 -3.056043 -0.0684555 3.971295 
-18.80914 -6.464752 0.7322753 3.968661 
-11.3377 -6.609401 -0.1829506 4.005689 
-9.641756 -12.73646 -0.2439844 3.987869 
-12.54403 -6.858696 -0.1533023 3.999091 
-14.08662 -4.675335 0.2546281 3.93151 
-16.18573 -4.66435 0.4880903 3.989846 
-11.75308 -5.319767 0.2091581 3.918703 
-12.48435 -5.801786 0.05712561 3.967346 
-10.7937 -8.358248 0.04139272 3.884509 
-12.03732 -9.434187 0.1388886 3.999607 
-11.35767 -5.183633 0.05212426 3.960366 
-15.52702 -4.689299 1.330043 3.88048 
-19.32769 -5.277818 1.157537 3.970129 
-14.1801 -6.157775 -0.0003311583 4.009943 
-17.3618 -3.612494 0.2200334 4.029989 
-14.74338 -4.198293 0.05912855 3.946104 
-19.1415 -5.902919 1.594514 3.980338 
-15.0225 -5.353091 0.4499719 3.982231 
-46.2729 -5.456626 6.895513 3.972955 
-17.02546 -4.262628 0.6159868 4.022664 
-22.70139 -4.584467 1.170356 3.981958 
-12.60729 -5.055983 0.3312679 4.012131 
-12.53113 -5.21891 0.524667 3.861481 
-11.62272 -2.707557 -0.0751362 3.947962 
-11.52529 -4.972557 0.131912 3.93644 
-12.06145 -5.657626 0.3797937 3.897444 
-14.19192 -4.658009 -0.008259938 3.899243 
-14.70477 -5.897756 0.07237298 3.89178 
-15.33465 -3.97655 0.142202 3.978844 
-22.2158 -3.667841 2.160673 4.009095 
-15.25389 -3.460228 0.1338364 3.991255 
-13.21495 -4.874918 -0.09811395 3.988962 
-11.0964 -4.330101 0.0843825 4.021074 
-14.81013 -4.107344 0.5873593 3.94834 
-12.30273 -4.798646 0.2013336 3.947966 
-11.70589 -5.169785 0.2436528 4.028724 
-10.37157 -7.141707 -0.09429077 3.888921 
-12.13286 -4.861674 0.05555989 3.934261 
-15.19516 -5.623386 -0.1796071 4.044414 
-14.25893 -3.969588 0.1192247 3.941112 
-10.56347 -4.523943 -0.2006854 3.934923 
-15.71027 -5.582746 0.1046609 3.945021 
-12.93556 -5.772559 0.09118507 4.010738 
-13.51603 -5.070802 -0.1905217 3.901359 
-14.62315 -4.925537 -0.01340658 3.993604 
-14.19448 -4.781313 0.1346919 3.968343 
-13.2273 -4.912572 -0.03839408 3.97206 
-15.98114 -4.274097 0.03799675 3.938613 
-11.11963 -5.541818 -0.0723022 4.0252 
-12.68017 -5.994502 -0.1740368 3.976971 
-14.08862 -5.063912 0.5349406 4.005281 
-12.11337 -4.771381 0.04099695 3.995828 
-16.91699 -5.304262 0.7345334 3.998076 
-12.07869 -4.840873 0.3447751 3.951106 
-13.96267 -4.938347 0.8245363 3.974584 
-17.65746 -4.66171 1.828262 4.00905 
-12.94257 -6.19175 1.650859 3.947397 
-14.10501 -5.024491 0.5363142 3.974666 
-12.97504 -5.218708 0.3594387 3.987416 
-10.61799 -6.331329 0.1734396 3.996051 
-10.77265 -5.467483 -0.08961804 3.95754 
-12.73888 -4.713653 0.3623275 4.004443 
-11.58056 -6.509432 0.1591845 4.03788 
-12.66386 -2.552552 0.05575287 3.943524 
-14.57917 -4.228903 -0.03925165 3.977124 
-13.77152 -5.392427 -0.1113869 3.986228 
-12.99543 -4.915968 -0.09609267 3.99238 
-14.76339 -5.456988 0.001495634 3.92208 
-13.59611 -4.876606 0.04982996 3.885007 
-15.96685 -3.094529 -0.08486809 3.951977 
-12.98532 -7.638837 -0.1027175 3.982778 
-14.62801 -6.794849 -0.03293734 3.951065 
-14.06197 -7.242319 0.02332642 3.997216 
-15.78533 -6.043537 0.004405144 4.01122 
-12.59275 -3.761991 0.2403935 3.893403 
-12.00115 -7.025552 0.3556465 3.90657 
-11.96609 -4.281573 -0.07392086 3.987048 
-12.23932 -5.213745 0.07217794 3.972546 
-17.36704 -4.511893 0.788954 3.976155 
-11.7921 -4.82452 -0.000331536 3.967258 
-11.80305 -5.472774 0.1623103 3.980546 
-15.97993 -5.776273 0.6569784 3.968427 
-12.59606 -4.49222 0.09868183 3.998488 
-11.4413 -4.715312 0.3614441 3.931207 
-8.184661 -6.387259 0.002790039 3.95042 
-7.98533 -7.288343 -0.05500705 4.003633 
-12.37676 -7.212496 0.01408445 3.97517 
-11.77692 -4.379068 -0.2052533 3.985668 
-12.67624 -6.284016 0.4243284 3.896211 
-13.21721 -5.608006 0.5546384 3.958728 
-12.45764 -5.116885 0.150581 3.96712 
-12.74154 -4.158393 0.330802 3.955277 
-12.10049 -5.263071 0.02864148 3.946855 
-12.52359 -4.999189 0.1588088 3.960974 
-11.18048 -4.330598 0.2094894 3.971712 
-12.15777 -4.020267 0.03614991 4.002731 
-13.6544 -5.222283 2.438094 4.036092 
-14.70136 -3.85092 0.1127081 3.976889 
-13.83995 -3.374067 -0.1533433 3.962637 
-12.11839 -6.533666 -0.04406659 3.936748 
-13.24231 -6.398511 0.03120358 3.95548 
-13.99162 -4.372328 0.1322691 3.974656 
-12.35092 -5.577712 -0.03738669 3.950241 
-16.3374 -3.889643 0.3966921 4.001895 
-14.0739 -4.549661 0.2377201 3.979755 
-13.85416 -5.128357 0.1332496 4.01277 
-10.99467 -7.084404 -0.1040733 4.008211 
-11.05538 -6.58431 0.388551 3.962651 
-12.3381 -5.089345 0.4263912 3.991322 
