"nu" "alpha"
3.494789 0.4527243
3.584395 0.1680898
1.524049 0.1812218
1.916273 0.4228467
2.044978 0.1978938
1.514992 0.3529255
3.456554 0.4918309
1.94956 0.4501442
1.858792 0.1885623
1.314886 0.3586044
2.505402 0.2406569
2.540712 0.1617072
2.951042 0.1035676
2.70821 0.07282045
2.584445 0.4132239
1.962665 0.2674073
2.649805 0.2882139
3.196182 0.3116045
3.235009 0.06851505
4.46836 0.4611854
2.478995 0.2909397
1.648714 0.4636094
2.137524 0.3716736
2.258672 0.4665285
4.659137 0.04211139
3.273253 0.161246
2.515025 0.3632732
1.930172 0.2638803
2.444017 0.2734344
2.364158 0.1623475
2.937579 0.401093
2.47206 0.3496805
4.263808 0.4346255
5.727195 0.4173353
3.646184 0.4204681
1.783552 0.07680016
3.509387 0.07198355
2.364263 0.05761414
1.393069 0.1660658
3.555209 0.3072335
2.180308 0.3519328
2.152574 0.1669347
2.388952 0.07602812
3.963836 0.2408513
3.907538 0.1756629
2.783194 0.4125328
2.208043 0.4010173
3.857206 0.4038023
2.317809 0.3322346
2.164916 0.06317354
2.029832 0.4688643
4.909628 0.3156004
3.344389 0.3902466
3.564818 0.3246827
2.165606 0.1870432
3.490309 0.1417719
1.530328 0.4981125
2.134365 0.4440878
2.247551 0.4096987
2.526411 0.3813343
2.315179 0.2530045
6.395486 0.3451214
3.873118 0.2435602
4.015157 0.2381923
2.433363 0.262569
1.950438 0.2026704
2.954225 0.1675885
2.460114 0.4640775
1.668943 0.494842
2.407629 0.4156382
2.350559 0.403517
1.784959 0.2586715
1.379354 0.1235822
1.684977 0.2536827
1.898521 0.4088523
4.526361 0.2278132
2.246236 0.08946481
3.126142 0.08657992
2.659293 0.1536653
2.548908 0.3647714
4.678611 0.2147327
3.232289 0.4662572
2.44936 0.2654658
3.182304 0.3139488
3.067493 0.1642827
2.390602 0.3795814
5.550484 0.2148274
1.720887 0.2189765
4.980973 0.1383067
3.226072 0.4059173
2.731179 0.2155345
2.103842 0.1097189
2.95325 0.269676
2.686584 0.3571833
5.83995 0.3581948
2.573938 0.4135926
4.215772 0.2677746
2.572536 0.3021358
2.334151 0.2429437
2.361402 0.4644735
3.517314 0.1081293
3.62296 0.1814555
0.9679251 0.4315145
1.250493 0.1075938
2.817892 0.4900688
2.738239 0.4643912
1.563954 0.3938522
2.422391 0.2647075
3.372696 0.3763296
1.885894 0.3241604
2.015169 0.2934724
1.693115 0.4150373
2.981113 0.4802304
1.540515 0.2583212
1.215946 0.2683318
2.208089 0.4010531
3.411958 0.2211627
2.757812 0.3164207
2.553814 0.1332453
2.787921 0.1524007
1.908116 0.1310792
1.76337 0.133014
2.853886 0.4701759
2.306652 0.4211488
4.841777 0.09991641
4.342574 0.2945232
2.684691 0.2292424
2.252211 0.3536249
2.428474 0.4538769
2.088487 0.4751483
2.514047 0.1737727
2.720509 0.145546
3.494908 0.4128501
1.958416 0.4249088
2.93379 0.3031604
3.395252 0.1657133
4.60626 0.08436669
2.201856 0.3155468
3.274047 0.4194726
3.067486 0.3288091
3.380176 0.3969228
2.331782 0.05356236
1.863623 0.09335728
2.748808 0.4670227
4.142924 0.2301265
2.627684 0.2686504
1.83965 0.1132165
2.561493 0.1945286
3.145108 0.1758367
4.365766 0.3433661
4.882059 0.4518987
2.442917 0.3237361
3.392306 0.1551994
2.607673 0.3749498
4.14986 0.1222898
1.723386 0.4338977
1.640776 0.3717992
2.763795 0.1805314
2.151271 0.1746897
1.627803 0.3970726
2.602556 0.3225645
3.293894 0.213598
2.035825 0.3092854
1.814414 0.09639412
1.992194 0.4249587
1.971766 0.3500126
3.445005 0.1724015
3.568829 0.1969576
4.42958 0.05689387
2.878423 0.239724
2.027249 0.3467786
2.096667 0.2050817
3.436658 0.2387281
2.976749 0.326199
2.095296 0.3784237
1.267605 0.234587
3.465305 0.4374909
4.321336 0.1986796
1.942024 0.02464538
3.259123 0.4649202
3.745336 0.2869089
3.130241 0.3075313
2.50736 0.2017155
7.586136 0.1382746
3.482242 0.2723911
2.617049 0.2751343
4.224688 0.105145
3.533217 0.4319741
4.742033 0.1411162
3.042604 0.2209358
4.580863 0.05755229
2.534712 0.485373
1.669231 0.1146075
1.587718 0.2963653
1.677068 0.402861
1.72126 0.1858504
2.14817 0.275285
1.650694 0.2920709
1.995654 0.3375033
1.64177 0.3387482
2.502437 0.2974066
2.286616 0.3915383
2.870314 0.2903487
2.139178 0.3299258
2.177104 0.1402381
2.064942 0.2992289
1.684548 0.4713523
1.703999 0.4387206
4.282272 0.3320917
4.451153 0.0732304
2.350747 0.3359961
4.443858 0.4060443
1.442726 0.2613244
3.452546 0.1117325
5.654864 0.2860425
2.158193 0.4461003
2.242171 0.05183882
2.161642 0.3409093
3.517345 0.2972568
2.006371 0.4582052
3.978656 0.4033895
2.807214 0.3151852
3.432799 0.3833107
2.098758 0.162555
4.354496 0.2147467
3.736015 0.09004645
3.702218 0.3918617
2.174769 0.3590863
3.321026 0.4279137
1.735111 0.2858325
3.408517 0.1781511
2.587237 0.4154667
2.42185 0.4879882
2.161314 0.4938367
3.796804 0.4983488
1.937371 0.3819805
2.275711 0.2738994
1.329258 0.3972944
1.670506 0.4912092
2.234806 0.2809743
2.679472 0.2621949
1.410371 0.1352202
1.651973 0.1204751
1.738976 0.3866922
3.135817 0.2560982
1.584156 0.3421176
2.700536 0.1758086
3.669636 0.1437381
2.097946 0.4234973
1.678421 0.1587026
1.645108 0.2433847
1.744558 0.3923297
1.94181 0.4884522
2.735603 0.2509899
3.296305 0.1632332
3.004354 0.3332394
2.596057 0.4935001
2.115599 0.4409556
2.402001 0.2717498
2.140029 0.3015765
1.540079 0.1088077
3.560153 0.05480907
3.217751 0.2503181
2.754805 0.4992295
1.568053 0.2750319
2.887729 0.2558745
4.400303 0.05944493
2.708517 0.4520406
2.158115 0.2457329
2.427264 0.1736921
2.980394 0.1762127
2.060716 0.3543461
3.40063 0.165214
2.47679 0.2471962
2.863191 0.3074745
4.225658 0.4905702
6.143346 0.349615
3.889395 0.4282543
2.702548 0.3731926
2.472885 0.4760365
2.61534 0.3495192
5.895066 0.08139223
3.017435 0.2209934
3.637882 0.3161491
3.814402 0.1446865
2.009116 0.24521
2.185576 0.4779848
1.974413 0.1970178
2.540701 0.304102
4.281163 0.1212374
2.194227 0.4062195
2.281031 0.4702871
2.39249 0.06057852
1.957782 0.08713764
2.959673 0.3540664
1.425965 0.4870243
2.753538 0.4705042
6.12599 0.4674851
3.585814 0.07209575
2.550649 0.3492177
4.537446 0.3660358
2.157035 0.3489098
1.583936 0.2858393
1.62913 0.1826515
2.743574 0.2515394
1.914071 0.4343869
1.90218 0.06956912
2.706139 0.2552237
3.764032 0.03565414
4.64715 0.1940302
3.606931 0.2023281
2.126637 0.4043051
4.235043 0.3773101
5.69801 0.29471
5.116294 0.07811291
2.531336 0.209258
2.56684 0.3376069
4.106114 0.4074482
6.188463 0.1195097
3.294552 0.0656484
2.422446 0.08583799
2.018419 0.2600804
2.262199 0.4976511
1.813795 0.4666661
2.051049 0.4805821
2.449597 0.2629295
1.964686 0.2779846
1.344221 0.3053692
2.112668 0.400378
2.776987 0.214386
1.890242 0.3935494
1.5857 0.4507415
2.638393 0.2820751
1.826551 0.1047361
2.913344 0.4870877
2.806136 0.2026319
3.298988 0.2012474
1.416832 0.4677003
2.463115 0.4392121
2.502501 0.2055841
3.09342 0.2052642
3.325861 0.4000651
3.539116 0.3221858
4.211542 0.06531079
1.992637 0.3905902
3.361092 0.3872918
2.820124 0.1609505
1.725522 0.1605421
