"p_1" "p_2"
0.7554277 0.2445723
0.7748456 0.2251544
0.7799358 0.2200642
0.7474542 0.2525458
0.7912336 0.2087664
0.7664898 0.2335102
0.7886431 0.2113569
0.781515 0.218485
0.7601966 0.2398034
0.7999578 0.2000422
0.7912052 0.2087948
0.7987563 0.2012437
0.7952823 0.2047177
0.8104257 0.1895743
0.7946294 0.2053706
0.7564155 0.2435845
0.8017133 0.1982867
0.7790549 0.2209451
0.8025158 0.1974842
0.788789 0.211211
0.7858674 0.2141326
0.770352 0.229648
0.772224 0.227776
0.7941944 0.2058056
0.7768554 0.2231446
0.756649 0.243351
0.7815332 0.2184668
0.7715435 0.2284565
0.7772098 0.2227902
0.7849694 0.2150306
0.7781489 0.2218511
0.7858471 0.2141529
0.7993133 0.2006867
0.7867859 0.2132141
0.7738954 0.2261046
0.7844558 0.2155442
0.7671935 0.2328065
0.7650997 0.2349003
0.7887028 0.2112972
0.7791021 0.2208979
0.7991027 0.2008973
0.7588007 0.2411993
0.7892168 0.2107832
0.7677657 0.2322343
0.7659853 0.2340147
0.7873465 0.2126535
0.7927442 0.2072558
0.7702983 0.2297017
0.7736302 0.2263698
0.767859 0.232141
0.7454826 0.2545174
0.7635309 0.2364691
0.789576 0.210424
0.7827824 0.2172176
0.8053674 0.1946326
0.7879302 0.2120698
0.7642538 0.2357462
0.7982621 0.2017379
0.7920559 0.2079441
0.7802077 0.2197923
0.7839706 0.2160294
0.7657608 0.2342392
0.7851946 0.2148054
0.794947 0.205053
0.7737009 0.2262991
0.7666458 0.2333542
0.784022 0.215978
0.7682407 0.2317593
0.8058977 0.1941023
0.7862912 0.2137088
0.7882241 0.2117759
0.7957698 0.2042302
0.7656975 0.2343025
0.7856449 0.2143551
0.7989349 0.2010651
0.7618909 0.2381091
0.7816839 0.2183161
0.7803421 0.2196579
0.8006564 0.1993436
0.778046 0.221954
0.7980161 0.2019839
0.7857151 0.2142849
0.7984689 0.2015311
0.780416 0.219584
0.7741579 0.2258421
0.7856829 0.2143171
0.8062399 0.1937601
0.7736284 0.2263716
0.7939174 0.2060826
0.7775306 0.2224694
0.7640223 0.2359777
0.7986023 0.2013977
0.7983562 0.2016438
0.7804661 0.2195339
0.7831764 0.2168236
0.7845376 0.2154624
0.7690565 0.2309435
0.7909111 0.2090889
0.787864 0.212136
0.7910107 0.2089893
0.782916 0.217084
0.7854116 0.2145884
0.7918295 0.2081705
0.7771037 0.2228963
0.7829547 0.2170453
0.7869469 0.2130531
0.7720492 0.2279508
0.785383 0.214617
0.7771393 0.2228607
0.7713944 0.2286056
0.7733109 0.2266891
0.7779029 0.2220971
0.7641419 0.2358581
0.7755632 0.2244368
0.7858 0.2142
0.805264 0.194736
0.7877327 0.2122673
0.7888155 0.2111845
0.7715641 0.2284359
0.7752787 0.2247213
0.758331 0.241669
0.7718628 0.2281372
0.7645689 0.2354311
0.7955807 0.2044193
0.7917351 0.2082649
0.7975294 0.2024706
0.7919258 0.2080742
0.792022 0.207978
0.7621488 0.2378512
0.7983315 0.2016685
0.7911591 0.2088409
0.7779313 0.2220687
0.7501426 0.2498574
0.789243 0.210757
0.7518952 0.2481048
0.7801035 0.2198965
0.7680974 0.2319026
0.7905477 0.2094523
0.742729 0.257271
0.7925757 0.2074243
0.792483 0.207517
0.7913239 0.2086761
0.7980795 0.2019205
0.7946302 0.2053698
0.7829015 0.2170985
0.768971 0.231029
0.7911471 0.2088529
0.7979009 0.2020991
0.7368041 0.2631959
0.7790917 0.2209083
0.7734749 0.2265251
0.7622405 0.2377595
0.7926369 0.2073631
0.7798392 0.2201608
0.7717092 0.2282908
0.791941 0.208059
0.785823 0.214177
0.7953066 0.2046934
0.7922376 0.2077624
0.777707 0.222293
0.7649583 0.2350417
0.7925158 0.2074842
0.7832333 0.2167667
0.7799605 0.2200395
0.7720496 0.2279504
0.7832914 0.2167086
0.7830807 0.2169193
0.784424 0.215576
0.7809926 0.2190074
0.7848514 0.2151486
0.7761335 0.2238665
0.7826009 0.2173991
0.7675657 0.2324343
0.7723637 0.2276363
0.7574469 0.2425531
0.7791031 0.2208969
0.8010572 0.1989428
0.7784836 0.2215164
0.787255 0.212745
0.772288 0.227712
0.7789847 0.2210153
0.7656185 0.2343815
0.7882116 0.2117884
0.7835823 0.2164177
0.7887917 0.2112083
0.7820899 0.2179101
0.7626888 0.2373112
0.790995 0.209005
0.7604517 0.2395483
0.7675006 0.2324994
0.7682476 0.2317524
0.8074803 0.1925197
0.778738 0.221262
0.7941486 0.2058514
0.7722767 0.2277233
0.7969638 0.2030362
0.7824615 0.2175385
0.7674125 0.2325875
0.7817727 0.2182273
0.77581 0.22419
0.7748584 0.2251416
0.7941721 0.2058279
0.785735 0.214265
0.7956479 0.2043521
0.8030339 0.1969661
0.8120732 0.1879268
0.7693581 0.2306419
0.7861081 0.2138919
0.7808807 0.2191193
0.7909421 0.2090579
0.7840562 0.2159438
0.7882334 0.2117666
0.7785276 0.2214724
0.7752264 0.2247736
0.7761537 0.2238463
0.7720754 0.2279246
0.793377 0.206623
0.7792929 0.2207071
0.7922624 0.2077376
0.7936562 0.2063438
0.7608951 0.2391049
0.7770122 0.2229878
0.788883 0.211117
0.7690888 0.2309112
0.7712645 0.2287355
0.7495234 0.2504766
0.8003817 0.1996183
0.7852562 0.2147438
0.7906414 0.2093586
0.7821388 0.2178612
0.7817657 0.2182343
0.7781448 0.2218552
0.770876 0.229124
0.7413696 0.2586304
0.7747071 0.2252929
0.7741243 0.2258757
0.7752679 0.2247321
0.7638585 0.2361415
0.7794815 0.2205185
0.7850044 0.2149956
0.788369 0.211631
