"Delta_1" "Delta_2"
0.9763907 -5.427514
0.992497 -5.422516
0.9709588 -5.49054
0.990979 -4.914784
1.015807 -4.903366
1.038302 -5.139703
1.032128 -5.329856
1.047089 -5.08432
1.025866 -5.565179
1.069771 -5.460757
1.067961 -4.919485
1.010026 -5.193172
1.061181 -4.852944
1.001364 -4.437614
0.9754823 -4.397418
0.9668263 -4.531316
0.9710339 -4.995255
1.004905 -4.64147
0.9757676 -4.981493
0.9965382 -5.030086
1.01633 -4.975418
1.046813 -4.486309
1.077516 -4.312009
1.054539 -4.384336
1.082005 -4.363591
1.026916 -4.593461
0.9770628 -4.949444
0.9428338 -4.852881
0.9812103 -4.319729
0.9699796 -4.565203
0.993947 -4.850588
0.9711098 -5.176287
0.9994426 -4.88027
0.9290137 -4.81149
0.9055763 -4.653192
0.9239209 -3.738167
0.9210501 -4.040613
0.8408323 -4.177081
0.8675463 -4.34443
0.8867593 -4.163104
0.892517 -4.349344
0.9005872 -4.226261
0.9686242 -4.35121
0.9059178 -4.083991
0.955434 -4.075335
0.9546232 -4.440069
0.9547531 -4.297316
0.9372062 -4.876636
0.9242352 -4.577372
0.953479 -4.261627
0.9904858 -4.396782
0.9372412 -4.442088
0.9953119 -4.534321
1.030195 -4.90181
1.034461 -4.615443
1.034547 -4.808703
1.04197 -4.958042
1.03332 -4.776153
0.9811437 -4.905009
1.044306 -4.696194
1.01692 -4.906037
1.025246 -5.420909
1.067934 -5.079888
1.048396 -5.278105
1.031783 -5.07818
1.010714 -4.977269
1.019458 -5.218655
0.994843 -5.62674
0.9842082 -4.889469
0.9183968 -4.932289
0.9728096 -4.822585
0.9953089 -5.301169
0.9781915 -5.384942
0.9681346 -5.24474
1.012621 -4.818197
0.9989718 -5.110026
1.059087 -5.050403
1.001341 -5.467538
1.054992 -5.09084
0.9995435 -5.204544
1.033119 -5.087338
1.054974 -4.641896
1.00645 -4.796556
0.9997005 -4.402345
0.962991 -4.407868
0.9649964 -4.552853
0.9537823 -5.115657
0.9877769 -5.339688
1.027102 -5.386118
1.058724 -5.293907
0.9945493 -5.125224
