"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-2.24343 -3.379894 1.141804 -11.22199
-2.28407 -3.44139 1.159307 -2.64059
-2.228612 -3.392113 1.258206 -19.13199
-2.150959 -3.186704 1.315565 -12.8843
-2.303364 -3.295437 1.275507 1.093465
-2.310855 -2.999218 1.230206 10.02553
-2.34905 -3.214683 1.180934 4.511671
-2.139377 -3.148386 1.20323 4.308766
-2.194698 -3.411865 1.102562 7.010394
-2.074444 -2.864366 1.161614 15.19818
-2.259644 -3.024581 1.312565 10.90298
-2.000809 -3.434849 1.371742 -5.362194
-2.044688 -3.028741 1.374702 6.232291
-2.18818 -3.125572 1.384596 -2.640341
-2.254167 -3.05683 1.388335 0.415446
-2.361209 -2.689349 1.305111 2.9963
-2.247691 -2.674024 1.241245 -6.080141
-2.110506 -2.982886 1.185771 -23.85342
-2.079395 -3.123809 1.106203 -6.188432
-2.059101 -3.254973 1.105999 5.260243
-2.129885 -3.051434 1.054093 14.15333
-1.958353 -3.242851 1.195352 1.1422
-2.060748 -3.193074 1.16558 3.384921
-2.089072 -3.306146 1.242908 -1.135976
-2.02834 -3.268417 1.318097 -9.431197
-2.089623 -3.010356 1.280354 7.610553
-2.042522 -2.540561 1.118135 20.75789
-2.10221 -2.610107 1.070187 -6.017029
-2.164685 -2.427338 1.238568 -5.166991
-2.069272 -2.506442 1.128845 10.23854
-2.194954 -2.620734 1.130975 -5.014394
-2.155095 -2.902985 1.070403 -11.54898
-2.175389 -2.93886 1.063566 -0.120475
-2.248465 -2.89006 1.062139 21.15386
-2.148467 -2.767567 1.142555 10.18542
-2.273449 -2.90642 1.122884 -19.21638
-2.302503 -3.114358 1.021459 -7.733898
-2.083536 -3.190927 1.153866 3.381148
-2.202933 -3.466255 1.086947 6.293955
-2.174936 -2.920528 1.173761 11.52226
-2.295287 -2.775704 1.201858 1.817914
-2.32626 -2.88147 1.251289 13.90058
-2.250361 -2.917811 1.264632 7.233118
-2.282345 -2.837765 1.187776 9.772972
-2.124858 -2.935527 1.229514 -3.693498
-2.12632 -2.777372 1.271176 -0.7220003
-2.124168 -2.752403 1.129891 5.793527
-2.058966 -2.537811 1.05614 4.770638
-2.085438 -2.956793 1.158764 1.403164
-2.269705 -3.456882 1.215795 -8.926802
-2.288258 -3.197479 1.240382 15.25514
-2.236242 -3.237111 1.141231 -2.94659
-2.326264 -3.186952 1.096058 -7.817744
-2.485043 -3.122029 1.128633 8.229625
-2.253785 -3.131955 1.20396 -3.126649
-2.314519 -3.209364 1.205176 -3.45238
-2.057446 -3.003994 1.156569 -8.870462
-2.086441 -2.978854 1.199645 24.72868
-2.183782 -2.846027 1.250205 3.66923
-2.081657 -3.057914 1.15453 11.54226
-2.13545 -2.895121 1.156891 -1.656128
-2.197935 -3.080353 1.178786 1.414136
-1.961641 -3.052213 1.14595 -1.856385
-2.0853 -3.399855 1.06737 0.6003802
-2.001527 -3.066044 1.122318 2.370471
