"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-30.3765 -4.065238 20.12032 2.039044
-31.51253 -3.915182 19.5325 5.136798
-29.63347 -3.974261 18.20405 4.787308
-30.10457 -3.996922 17.63288 3.835298
-31.92469 -3.798382 17.52288 6.870514
-29.66541 -3.777702 16.73535 3.802189
-29.96871 -3.995159 17.75751 4.813867
-29.28287 -3.884017 16.92517 7.379239
-30.28462 -3.628276 17.82298 5.383022
-29.8255 -3.921576 17.2621 4.892778
-29.97296 -3.775275 18.07125 4.149521
-31.44231 -3.777624 20.23231 8.910718
-30.44465 -3.631207 19.81206 3.614613
-29.55665 -3.852775 20.83012 4.572518
-29.97635 -3.984877 22.90566 4.658809
-29.26351 -3.635969 22.45263 3.298977
-29.42898 -3.819805 17.23891 6.653996
-30.09776 -4.136122 17.44977 5.847548
-30.49774 -3.868231 16.82291 6.663386
-30.3545 -3.845406 19.26221 3.450873
-31.63213 -4.046892 20.79721 5.139851
-33.19369 -3.916222 25.27369 5.938597
-30.97744 -3.749297 17.85126 5.366468
-30.88915 -3.887711 17.36508 4.243729
-30.70134 -4.024337 18.01413 4.516383
-30.14347 -3.908696 15.87628 3.312185
-30.25471 -3.767569 16.82863 4.897012
-30.43016 -3.96437 19.45386 3.095419
-31.27388 -4.06281 21.81039 2.115286
-30.03721 -3.972371 23.08912 10.95413
-30.88873 -3.922537 22.32893 5.988321
-30.20902 -3.957644 18.24892 2.993369
-29.92943 -3.665473 16.83717 3.904076
-29.94137 -3.993188 16.77304 5.424488
-29.63495 -3.981663 17.01372 5.710784
-29.72894 -3.941768 20.58265 1.988867
-30.12267 -3.797798 17.34617 3.585846
-29.56534 -3.904593 17.30188 6.740813
-37.95539 -3.966716 30.57721 7.036457
-29.61326 -3.854746 16.88505 6.966526
-29.72531 -4.1673 17.7421 5.0126
-30.43806 -3.936968 19.51729 3.695406
-30.17378 -3.879635 19.27728 4.738992
-30.50227 -3.822567 22.43204 5.420009
-31.4028 -4.000142 19.13657 4.400546
-32.67239 -3.804883 20.1641 4.407934
-30.15349 -3.579483 16.35274 5.694637
-31.11836 -3.47454 20.72345 3.613709
-29.76586 -3.828601 20.74294 3.237438
-30.69945 -3.724245 19.8354 8.024511
-29.60019 -4.041425 17.83144 4.388635
-29.90658 -3.7564 17.18277 3.424366
-70.59772 -3.958455 55.61562 3.012866
-34.69248 -3.794554 19.60389 4.370907
-30.17342 -3.927941 17.82488 4.417423
-29.1357 -3.974158 16.17771 4.350195
-28.89706 -3.739754 18.01831 7.040213
-30.96468 -3.537772 23.54117 3.357045
-29.70646 -4.017598 19.86205 1.350136
-29.05833 -3.759019 18.8039 3.443255
-29.58637 -3.922567 23.46102 4.963401
-29.79707 -3.728912 23.88252 2.980722
-29.71322 -3.821903 20.20031 1.842035
-29.6268 -4.01407 16.87687 4.332751
-30.21979 -3.903286 19.32032 4.598496
-30.00214 -3.92672 19.06699 2.756561
-30.04992 -4.06855 18.1583 3.399648
-30.48619 -3.906189 17.37932 5.230654
-30.81076 -4.100618 18.36913 3.974801
-29.91528 -4.045762 19.14623 3.793448
-30.54025 -3.838609 20.02165 5.224211
-29.65686 -4.037512 18.43691 2.968942
-29.88827 -3.922225 18.78448 6.94167
-29.7911 -3.695481 21.55214 4.718838
-29.7055 -4.250883 22.14586 4.365191
-29.90399 -3.732159 22.39633 6.711381
-30.57121 -3.914078 21.84025 4.931293
-29.47479 -3.80207 19.90776 4.694167
-30.94171 -3.612216 20.44144 6.748736
-32.17592 -4.103707 21.45094 4.581028
-29.56096 -4.028836 17.89394 5.26378
-29.38887 -3.848565 18.97759 4.33421
-30.27583 -3.877033 23.43007 5.399689
-30.52044 -3.936674 22.66615 4.975915
-30.88692 -3.926022 21.59269 5.181572
-29.86389 -3.774824 19.39042 9.66324
-30.32347 -3.706853 21.2271 4.361982
-30.43489 -3.812074 19.78242 4.06304
-30.02624 -4.018562 19.44483 2.88985
-29.41515 -3.865202 20.76767 1.004506
-29.36141 -3.918958 20.9002 3.933276
-29.53742 -4.023102 20.51879 7.096781
-30.68788 -3.94018 22.05841 0.4867113
-30.4755 -3.918431 21.3528 3.165476
-30.65758 -3.944473 17.43876 2.991081
-29.9076 -3.712098 17.98301 5.398203
-30.52483 -3.88533 16.83402 4.308076
-30.84619 -4.052174 20.48047 3.324159
-29.66309 -3.835276 17.71572 7.478153
-30.23206 -3.836757 19.54347 7.38669
