Delta_1 Delta_2 
-7.124214 0.8350714 
-6.268164 0.9745283 
-7.319862 0.9949974 
-7.892617 1.010347 
-7.581589 0.7679914 
-9.983116 0.8229737 
-5.876679 0.9265534 
-5.136442 0.8193989 
-4.352765 0.6985392 
-3.756415 0.8798963 
-5.930555 0.798019 
-6.824648 0.8797069 
9.648266 0.9807455 
-3.873435 0.7425893 
-2.346098 0.7025032 
-2.336321 0.5826073 
-3.214893 0.8019955 
-4.422056 0.9644818 
-4.096498 0.936617 
-3.934609 0.8979959 
-4.607588 0.9999019 
-5.180224 1.083835 
-6.025682 1.001123 
-6.608769 1.02401 
-8.511386 0.760652 
-7.381786 0.6962783 
-5.237949 0.625259 
-3.361006 0.7100091 
-3.260724 0.756083 
-3.252904 0.72423 
-3.830892 0.8223189 
-4.491913 0.7099399 
-1.848591 0.7256822 
-4.720118 0.6478619 
-4.406099 0.8741834 
-2.839216 1.04472 
-1.801661 0.7963355 
-2.729166 0.7809741 
-2.622995 0.7375344 
-0.1979359 0.7270602 
-3.086933 0.5844188 
-6.284148 0.5969831 
-3.589801 0.597896 
-2.981505 0.6007186 
-5.396089 0.7289549 
-5.601146 0.7143754 
-6.459261 0.7635772 
-4.055467 0.7932171 
0.037854 0.7112261 
-2.599904 0.9534734 
6.265902 0.8754452 
-1.649233 0.9974224 
4.049598 0.8876002 
-0.4588875 0.8577472 
-4.019561 0.9005076 
4.68235 0.7350334 
-2.101516 0.6656606 
-3.022701 0.7388978 
-6.979377 0.835735 
-6.290268 0.5814105 
-4.454223 0.7791991 
-3.630774 0.8266714 
-2.558191 0.859668 
-2.645076 0.8390311 
-4.956895 0.9540465 
-6.107984 0.7190728 
-3.430272 0.7441044 
-2.653837 0.5375922 
-3.934954 0.6809902 
-7.734661 0.5762778 
-3.431946 0.5273662 
-3.201992 0.4570268 
-2.50181 0.4976873 
-3.560874 0.5709155 
-1.457795 0.6294133 
-2.215641 0.5773653 
-2.301454 0.618162 
-2.719067 0.6326289 
-4.02438 0.6376436 
-4.211231 0.5429394 
-4.89251 0.6816547 
0.4577179 0.6444513 
-6.630688 0.7573522 
-3.806547 0.7491508 
1.354753 0.850862 
4.751131 0.9510393 
0.03411623 1.075087 
-3.873045 0.8463749 
-4.094151 0.7997424 
3.945638 0.7871767 
-4.629528 0.7600887 
-6.782038 0.8464761 
-6.696743 0.9030327 
-7.212459 0.7770176 
-5.689275 0.7872019 
-3.613332 0.9635069 
-3.509021 0.6878457 
-5.932639 0.6213527 
-4.815453 0.7790137 
-4.759045 0.6321295 
-3.562152 0.6084569 
-4.68732 0.6064057 
-4.370853 0.6893068 
-4.770156 0.673886 
-2.885165 0.6938537 
-2.959092 0.9554137 
-3.694136 1.10217 
-3.359923 1.012722 
-5.650869 0.8338979 
-10.59811 0.8316955 
-2.024962 0.8565431 
-2.989486 0.7394683 
-3.142029 0.6444218 
-3.454679 0.7477478 
-2.700729 0.6983017 
-1.488694 0.6244145 
-2.256208 0.6300673 
-2.961743 0.596202 
-2.551767 0.9643383 
-2.881404 0.9054155 
-4.22753 0.9349588 
-3.437165 0.8051421 
-4.423778 1.013839 
-4.804722 0.97573 
-5.421777 0.8543229 
-4.504045 0.7321087 
-4.01954 0.6943305 
-3.594422 0.6197766 
-3.326448 0.6638035 
-4.026811 0.7663242 
-6.121828 0.7089797 
-9.031035 1.068 
-8.114287 1.187412 
-4.015072 1.208187 
-6.498436 0.8943067 
-1.525829 0.7785008 
-3.198446 0.7466799 
-0.7736319 0.6944056 
-2.434148 0.6964559 
-3.064669 0.6066425 
-2.505253 0.5989951 
-2.81562 0.565196 
-2.511406 0.5313221 
-2.265231 0.5296162 
-1.75933 0.5431738 
-3.487885 0.4408677 
-4.970437 0.600478 
-4.819481 0.6519374 
-2.758408 0.5744205 
-2.98094 0.5670895 
-3.299246 0.3837209 
-3.560868 0.4243692 
-0.9669431 0.5143703 
-1.592733 0.5145562 
-2.713094 0.502986 
-2.710516 0.5103593 
-1.814916 0.4683028 
-3.754531 0.5242603 
-3.246211 0.5806198 
-3.016915 0.5391079 
6.608823 0.5615699 
-0.1191787 0.5455543 
-3.520901 0.6365217 
-5.037525 0.638687 
-4.63961 0.6063013 
-2.628808 0.6575438 
-4.011334 0.6140655 
-3.23558 0.6338764 
-3.567929 0.7223528 
-2.902544 0.6272961 
-3.923195 0.6616204 
-3.650279 0.6532572 
-4.995144 0.5154264 
-4.646279 0.5423105 
-3.352667 0.6285858 
-3.363875 0.5851675 
0.008015441 0.5348011 
-1.471745 0.4375443 
-1.284858 0.3863052 
-1.648118 0.2959593 
-1.37562 0.3187683 
-1.736594 0.3260928 
-2.08562 0.3740497 
-3.241474 0.388835 
-4.301504 0.3699741 
-1.517983 0.5409139 
-5.111147 0.6246453 
-5.435423 0.7210324 
-6.033094 0.8891996 
-7.232625 1.001295 
-6.277752 1.091761 
-1.104894 0.9277331 
-7.916532 0.7690831 
-7.687556 0.8446958 
-5.028899 0.9494087 
-6.479504 0.7289019 
-2.374043 0.7484126 
-4.382831 0.8321428 
-4.343667 1.009672 
-2.796265 0.9157723 
-3.054121 0.8628215 
-2.639759 0.8577846 
-2.870397 0.7684047 
-3.541055 0.6498269 
-2.488122 0.6517173 
-4.757565 0.6873762 
-4.771871 0.6779313 
-4.889145 0.6845766 
-4.230764 0.7562484 
-3.504146 0.7059675 
-1.705899 0.54335 
-3.106419 0.5240678 
-3.305502 0.5042757 
-3.290657 0.5266217 
-2.997771 0.532205 
-2.909936 0.5213917 
3.155376 0.6202415 
-2.71488 0.6409324 
-3.053112 0.5528551 
-1.495909 0.5525596 
-5.92694 0.5622545 
-2.125179 0.4856226 
-1.849193 0.620722 
-2.816058 0.6317161 
-0.03177089 0.5691145 
-3.760481 0.5459347 
-4.37505 0.5082913 
-4.948763 0.4753712 
-3.918335 0.6180495 
-3.710758 0.7127288 
-2.793765 0.647359 
-2.471637 0.5371178 
-2.462397 0.6526749 
-1.852577 0.6953331 
-1.468916 0.6435729 
-1.960889 0.5736339 
-0.896489 0.4285145 
-3.6853 0.6141083 
-3.010631 0.659922 
-2.547358 0.6265558 
-2.578153 0.6010762 
-1.571034 0.5356407 
-3.07763 0.4302835 
-2.929521 0.3315121 
-0.3236075 0.3908432 
-1.837248 0.3794598 
-1.897402 0.3682818 
-1.906107 0.3866781 
0.4569113 0.4939723 
-3.365818 0.593334 
-0.766419 0.7034543 
-1.938544 0.6233442 
-2.074969 0.7564972 
-2.653026 0.6852914 
-3.445165 0.7128528 
-2.881209 0.7304554 
-2.888223 0.5955172 
-1.426593 0.3987079 
-0.8450533 0.3784736 
-0.9569032 0.3423733 
0.2205501 0.4742624 
-1.671597 0.6483065 
-2.436598 0.759258 
-2.590292 0.7058944 
-1.716341 0.7789911 
-4.381557 0.8417053 
-4.08578 0.8332165 
-3.93604 0.7257107 
-4.446252 0.7883073 
-5.003121 0.767189 
-9.043344 0.6958227 
-7.402224 0.7033655 
-2.429224 0.4792902 
-4.066307 0.4987943 
-3.550462 0.514501 
-2.723468 0.5548649 
-2.994535 0.4691953 
-2.755218 0.4701122 
-3.641442 0.6455925 
-3.405838 0.8657735 
-2.396357 0.7353405 
-3.968252 0.7602209 
-4.127434 0.9073669 
-3.65661 0.9323467 
-4.236442 0.8816291 
-4.049691 0.6211918 
-3.943635 0.71936 
-4.284749 0.5935579 
-3.583107 0.5478946 
-4.342356 0.7306215 
-3.612236 0.7785761 
-4.237474 0.9616442 
-4.76937 0.8085397 
-2.467852 0.8405484 
-4.205319 0.7545621 
-4.890289 0.9839323 
-7.616436 0.863208 
-6.375334 0.7801309 
-5.641624 0.7407581 
-5.416752 0.9122334 
-4.861618 1.040893 
-5.087347 1.121387 
-4.321688 1.312661 
-4.791892 0.9293761 
-4.277292 1.00109 
-5.656412 1.085717 
-3.92141 1.015913 
-3.537006 0.9270493 
-3.502533 0.8284655 
-4.283733 1.022115 
-4.759893 1.081971 
-8.486468 1.144468 
-7.68447 1.002842 
-6.751458 1.040805 
-6.770014 0.9494643 
-1.612478 0.771854 
3.978196 0.6880864 
-4.700297 0.7757737 
-5.731725 0.8828395 
-8.31862 0.8471578 
-3.970516 0.7451187 
0.366109 0.7510834 
-2.880896 0.7055805 
-4.424646 0.8497299 
-4.386597 0.7762811 
-4.391507 0.8117566 
1.152068 0.9181207 
-4.420223 0.8279543 
-4.680768 0.7918091 
-5.029229 0.7908896 
-5.190739 0.8124719 
-5.112217 0.9320491 
-8.242651 0.9289086 
-7.678207 0.7928569 
-7.827113 0.8423665 
-7.301421 0.6170482 
-8.268236 0.6164751 
-8.508132 0.7059089 
-8.071057 0.7648516 
-6.770009 0.7651705 
-6.134852 0.7694453 
-4.619221 0.6111331 
-3.432363 0.6671303 
-3.647259 0.5963445 
-2.721233 0.6342625 
-4.499652 0.6647769 
-3.620135 0.5954589 
-4.459313 0.9340074 
-4.566619 0.847337 
-5.67713 0.8180393 
0.7315177 0.7312621 
-2.717714 0.801737 
-1.441941 0.8387081 
-7.497507 0.8142249 
-7.259417 0.8353655 
-6.914112 0.6887161 
-7.022548 0.6457678 
-0.9432451 0.7997445 
-5.840477 0.9490835 
-6.022807 0.8676326 
-3.358676 0.6874943 
-2.534712 0.7316101 
-2.844385 0.7047036 
-3.660124 0.8541831 
-3.889002 0.9331248 
-5.835095 0.9714045 
-6.129212 0.8644023 
