tau2_1 tau2_2 
0.3325072 0.01060417 
0.2201687 0.0187517 
0.4264373 0.02305966 
0.7121848 0.01603019 
0.117088 0.01840436 
0.3250251 0.04880253 
1.610957 0.01793691 
0.1318979 0.02569114 
0.3716354 0.00744579 
0.1723286 0.02616506 
0.6850275 0.0387457 
1.536869 0.01783149 
25.6582 0.02568204 
1.463324 0.01493667 
0.5506593 0.02568172 
0.04454732 0.03506701 
0.2579909 0.02582252 
0.0325001 0.03062878 
0.4361659 0.009906478 
0.1497277 0.04090242 
0.08516131 0.02181242 
1.70156 0.02834251 
0.1751722 0.04351021 
0.4431539 0.01662301 
0.4658335 0.02007468 
0.8699677 0.01898827 
4.045846 0.02879655 
0.1363659 0.01441866 
1.629619 0.02560325 
0.1530439 0.02178147 
1.67777 0.03251738 
0.103354 0.01858525 
4.460769 0.01890678 
0.09066132 0.02399974 
0.3051339 0.02443815 
1.052823 0.01552556 
10.20774 0.0235639 
0.3500101 0.0248196 
0.1271139 0.018553 
33.06456 0.01879815 
2.484912 0.01533833 
2.207285 0.03965704 
1.104122 0.03401203 
0.3097309 0.02171525 
1.802369 0.03437317 
0.5763572 0.01665114 
0.6540399 0.01201375 
0.9550355 0.01880743 
4.777135 0.009831141 
1.04875 0.03816574 
24.19243 0.02012421 
22.68294 0.02437386 
12.86398 0.01491205 
68.5267 0.01807045 
33.4553 0.02782784 
32.02087 0.02317957 
0.1179481 0.02735133 
0.1650461 0.01750523 
6.306191 0.02765402 
0.6410208 0.02385061 
1.197016 0.03348915 
1.264147 0.009627319 
7.069226 0.009824671 
0.4849855 0.01412252 
1.041874 0.01488552 
3.634891 0.03090354 
4.809914 0.03419143 
0.5725718 0.02914436 
13.67004 0.04756924 
1.843533 0.08027302 
0.3069634 0.01491044 
2.877121 0.01217979 
0.2503902 0.02735645 
0.3631606 0.01864954 
3.738715 0.03260456 
1.184638 0.01306371 
0.06609467 0.02808633 
2.612312 0.01289641 
2.357794 0.03909291 
2.106763 0.0242218 
0.6222375 0.01471856 
36.57806 0.08018292 
2.901054 0.02254472 
40.15316 0.009539161 
20.6676 0.03359493 
19.20735 0.02290758 
29.14912 0.01708181 
0.175608 0.01639959 
1.07026 0.02250934 
12.33096 0.02417341 
0.4965105 0.02199399 
0.284734 0.01690325 
0.9638678 0.01657143 
2.287585 0.03087489 
0.08338841 0.015792 
0.1151405 0.01917853 
0.08040038 0.03322399 
0.4785048 0.02015423 
0.2254931 0.03962374 
0.7847308 0.02289331 
2.694228 0.01077472 
0.7446238 0.05324575 
0.06705614 0.01624744 
0.1373385 0.03056194 
0.05451369 0.01702641 
0.03989354 0.02212677 
0.06269613 0.0191397 
1.19999 0.01328551 
0.4046373 0.0227658 
4.515043 0.03796707 
0.4732909 0.01204474 
0.148845 0.02202651 
5.338241 0.01880767 
2.419369 0.02489872 
0.1389223 0.04786052 
0.6446747 0.01599184 
0.03417701 0.01252927 
0.06345408 0.03378068 
0.2965399 0.05351142 
4.255879 0.02636423 
0.09455088 0.01547509 
0.1897556 0.01078496 
0.1296415 0.02694088 
0.08275742 0.008289555 
0.2816445 0.01874241 
0.04582697 0.01389748 
0.01688707 0.0185534 
0.3181887 0.05160135 
0.08130579 0.03184935 
1.757586 0.02608296 
1.478926 0.01566648 
6.631789 0.02179747 
