Delta_1 Delta_2 Delta_3 
-0.3622204 -3.27521 -0.4416971 
0.4100477 -2.521601 -1.486699 
0.429009 -2.509268 0.6620921 
-0.5620289 -2.183323 1.10483 
-1.54817 -2.413124 -0.5278269 
-0.5119969 -2.019167 0.2728503 
0.06570126 -2.231139 0.3243641 
0.6638402 -1.747376 -1.261975 
-0.9137707 -2.31172 -0.1306499 
1.135869 -2.435652 2.31784 
0.1568843 -2.594035 0.6874944 
-0.3517193 -2.92408 1.455055 
0.2867079 -2.699928 0.4754625 
-0.4478745 -2.31935 -3.504794 
0.3181886 -2.118918 0.1666145 
0.1869633 -2.121489 1.203266 
-1.587592 -2.644599 -2.310174 
1.929845 -2.548628 0.2501982 
-16.91062 -2.474249 -2.742115 
-15.19625 -2.989066 -2.001016 
-9.134253 -2.914344 -1.958743 
-2.146832 -2.607371 -0.7545155 
-4.583635 -1.987611 0.7193305 
-5.752336 -2.845851 1.026313 
-4.805949 -2.735036 -0.5236996 
-8.459106 -3.203047 0.7150706 
-17.33575 -3.508362 1.677463 
-24.43245 -3.399809 0.2996961 
-24.86689 -2.838267 1.4949 
-20.11764 -2.746844 0.6530168 
1.349519 -2.559112 -1.163729 
0.6474487 -2.24467 0.9041364 
-0.5249486 -1.919985 1.72315 
-1.607325 -2.002777 -0.07805829 
-2.675052 -1.972421 1.176793 
-3.407222 -1.97095 1.109353 
-2.320553 -2.271429 0.8905263 
-0.2358264 -1.904913 -0.7264644 
-0.6146206 -2.860821 0.8475552 
-1.383818 -3.388819 0.4268015 
-5.031371 -3.149322 0.06827596 
0.1020847 -3.608513 0.3011487 
-0.09374078 -3.354121 1.885824 
-0.4897721 -3.180904 1.57479 
-0.3889995 -3.43671 0.04653162 
0.7651664 -3.376679 -1.26709 
8.897464 -3.451672 0.1069578 
0.9988369 -3.461731 -0.2607999 
0.8010314 -3.878722 1.836942 
-0.07157771 -3.581427 -2.748732 
-0.6086972 -3.280765 1.274612 
0.157784 -3.542035 -0.02678481 
-0.09696142 -3.887952 -0.7191432 
-0.318307 -3.400331 -0.4221192 
1.669485 -3.867366 -1.212564 
1.591011 -3.15634 -1.899732 
-1.528476 -2.616456 2.212315 
-0.5031253 -2.655147 1.513516 
-1.731086 -3.032711 -1.719307 
0.1928144 -3.135762 0.4640814 
-0.271806 -3.484307 -1.14344 
-0.8271646 -2.798139 -1.694662 
-0.3647105 -2.763992 0.816823 
-0.09262158 -2.988536 -1.92235 
0.06456877 -3.178652 1.375874 
-0.9876695 -3.376237 1.487965 
-1.780138 -2.991265 -3.072692 
-0.2717758 -3.654617 0.7381917 
-0.1225671 -2.73036 0.6673646 
0.1493708 -3.13776 0.3099511 
0.218315 -3.034651 -1.97503 
0.7527898 -2.988435 -3.00249 
-0.06585706 -3.245814 1.670153 
0.2399508 -2.917749 1.094042 
0.2683598 -3.008722 -1.11354 
0.217544 -2.925424 0.5480933 
0.05171413 -2.809689 0.8253928 
-0.08731817 -2.426919 -2.306463 
-1.12235 -2.75328 0.6865434 
0.1278594 -3.114726 -1.286307 
-0.02445447 -3.356961 -3.235169 
-0.5760397 -3.687391 2.213779 
0.7455091 -3.561512 -2.186281 
1.379898 -3.948872 1.844715 
-0.08698774 -3.465058 1.023851 
-0.2442186 -3.227562 0.3747207 
-0.553708 -3.332944 0.5407861 
1.433883 -2.947334 -1.648568 
1.849222 -3.013086 0.1270877 
0.0109278 -1.98115 0.9495894 
0.5103861 -2.337129 0.9493261 
-0.3974277 -2.411347 0.07556528 
-0.7291573 -2.485062 1.125909 
0.2247092 -2.251716 -1.03572 
-0.6635671 -2.639411 -2.746762 
0.1381344 -2.267477 -1.864062 
-0.2111537 -1.888227 -1.381422 
-0.06994177 -2.824478 0.5023036 
-0.1740634 -2.810737 0.9175508 
-0.04810007 -2.494899 1.7936 
0.9979193 -3.309061 -0.6656745 
-0.1387488 -3.361616 1.191371 
0.4504464 -2.966999 2.569101 
-0.1796777 -2.813271 1.606937 
0.2323529 -2.580161 1.000915 
0.6465449 -1.935667 -0.376001 
-0.4863391 -2.194367 0.9802608 
0.3757459 -2.290768 -1.065358 
-3.810828 -3.143403 -1.62085 
0.4379967 -3.560121 -0.0009143996 
-0.06519591 -3.757296 -2.595679 
-0.05803893 -4.020824 -3.284676 
-0.700369 -3.963391 0.4874355 
-0.4015169 -3.541809 0.5243895 
-0.3122124 -3.491277 -0.1205449 
-0.3632983 -4.102539 0.241497 
-3.395994 -4.393673 1.895787 
0.4845017 -3.93807 0.6889291 
-5.01652 -2.989367 4.263133 
-4.861509 -3.345218 0.5939841 
-6.165145 -3.069949 0.02439782 
-1.584961 -3.14268 -0.8295957 
-0.2461883 -2.507554 -1.338312 
-0.9224827 -2.625394 -1.094944 
1.044401 -3.174129 -1.44445 
-0.1772555 -2.500515 -0.06591669 
-0.7477301 -2.492432 0.7059021 
-16.99011 -2.996586 0.5758133 
-0.3228588 -3.098944 -2.282394 
-0.3245509 -2.927093 0.2548814 
-2.591757 -3.154927 1.890053 
-0.2732044 -2.625467 0.9825291 
0.4008076 -3.065717 -1.837962 
-0.7456656 -3.510462 0.5141693 
-1.446281 -3.135819 -2.330911 
0.8335397 -2.501906 -1.842381 
-4.733989 -2.631345 0.2065633 
-10.55285 -2.596007 -0.9967209 
-6.500422 -2.254679 1.169438 
-10.02719 -2.30617 0.5258903 
-4.750554 -2.479137 0.3278407 
-6.551317 -2.701193 -1.644986 
-8.220803 -2.479776 -1.294559 
-4.500443 -3.03231 0.9489933 
-0.9320386 -3.050122 0.3729454 
0.1129314 -3.247411 -0.2954122 
-0.1070492 -2.983605 -1.054341 
0.9199807 -2.350847 -0.7075908 
3.66051 -3.040179 1.010706 
0.4324859 -3.129108 -1.140256 
0.01963771 -2.761778 -2.42365 
