beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
28.68466 5.025942 -30.40289 -3.842234 15.5016 3.991095 
29.36002 4.411531 -29.53301 -4.122037 15.40944 4.211012 
30.17929 3.966258 -30.81548 -3.967077 16.70343 2.736303 
29.50207 4.559689 -30.57134 -3.68856 17.41006 2.778524 
27.47492 5.180092 -30.28502 -3.850573 15.60227 2.362969 
28.54194 4.993919 -29.30854 -3.822944 16.06937 2.462072 
29.04274 4.352665 -31.2793 -3.955691 15.4621 3.771491 
28.3155 5.845139 -28.99703 -3.729408 14.65524 2.755728 
28.23038 4.488016 -29.53124 -4.076826 15.36927 3.405115 
29.83345 4.15188 -29.52715 -3.995043 16.97277 3.733058 
29.6599 4.256977 -30.46785 -3.816045 16.18211 3.423844 
29.00044 5.009137 -30.28981 -3.679924 16.11343 5.006838 
29.96865 3.533264 -30.49661 -3.984644 16.39491 2.973988 
28.04074 4.625744 -31.50058 -3.959889 9.589437 4.28766 
29.38371 4.187346 -29.18946 -3.593924 15.37608 4.316628 
29.42707 4.341936 -30.55704 -3.876266 17.09614 2.9608 
26.92033 6.48078 -30.06396 -4.116974 14.38706 3.969378 
22.53674 13.00749 -30.90131 -4.084244 15.21945 3.858479 
4.461487 6.995143 -30.69115 -3.949261 12.97704 5.620068 
18.3857 0.8022852 -29.52647 -3.859391 15.54107 4.140222 
18.13695 10.82886 -29.82633 -4.020426 15.41481 3.815518 
28.00702 4.45977 -29.79499 -3.812541 15.52861 4.194135 
23.60813 4.890098 -29.65215 -3.821366 16.27085 3.215241 
25.34951 7.304046 -29.56766 -3.880014 14.29719 4.789438 
24.12783 5.078106 -29.74842 -3.868299 15.04519 2.848241 
24.08848 2.54702 -29.97185 -4.027221 16.32438 2.907092 
7.978203 3.878387 -31.1426 -3.808903 16.37747 3.92413 
0.2927756 7.762812 -30.78595 -3.932377 15.70241 2.882398 
3.707666 10.57816 -29.78148 -4.071557 15.69988 2.76412 
4.485285 12.96787 -29.51283 -3.921576 15.44619 3.70266 
29.41341 5.084906 -29.8873 -3.706916 14.99202 2.531475 
28.72492 4.037916 -29.14367 -3.749115 16.07529 3.363543 
28.98231 4.502563 -29.7558 -3.749369 16.6055 4.240348 
27.50683 5.896421 -30.15383 -3.648895 15.63222 2.946769 
27.59176 4.70565 -29.96289 -3.802913 16.28158 3.296092 
25.05775 5.775367 -29.64038 -3.879178 16.57387 3.455162 
26.15494 4.130926 -30.23671 -3.801196 15.49795 5.083818 
28.95928 4.219544 -29.55343 -3.850203 15.55897 2.339842 
28.43084 4.846046 -29.30786 -3.499117 15.81005 3.917856 
28.07066 5.140745 -30.00567 -4.098726 15.63025 4.901687 
28.49796 1.796347 -29.87957 -3.909583 15.76765 2.525865 
28.66905 5.176434 -30.20219 -3.832097 15.42837 3.318048 
29.21225 4.312877 -30.04735 -3.791632 14.77918 5.956316 
29.04638 4.677203 -29.73214 -4.043407 14.62084 6.107271 
29.06844 5.422072 -29.44385 -3.976118 15.29909 3.083123 
30.06462 3.91903 -30.96673 -3.713824 15.30384 4.807199 
16.04446 12.50456 -30.26799 -3.691936 15.59656 3.068507 
8.948084 23.92141 -30.19255 -4.011523 15.7903 2.560131 
28.69314 5.277745 -30.46539 -3.931415 16.14883 3.833844 
29.00011 4.442922 -30.05815 -3.91719 14.65523 3.56933 
28.71571 4.279061 -30.86566 -4.132931 16.22317 4.666123 
29.0395 4.71212 -30.45879 -4.022566 15.58014 2.926357 
29.29018 4.195544 -30.14361 -4.061507 15.64421 4.033775 
28.95424 4.442169 -30.49421 -3.891506 15.9685 3.837587 
29.40183 4.989356 -29.92804 -4.049796 15.32092 3.620322 
30.34554 4.031236 -31.29276 -3.93191 14.49811 3.976922 
26.60272 4.973311 -30.53781 -3.870806 16.66879 7.055064 
28.76894 4.721084 -28.89831 -3.922381 16.29425 1.969414 
27.53636 6.707215 -29.95232 -3.969423 14.70958 2.694776 
29.09358 4.519283 -29.9162 -3.677486 15.88658 2.987515 
29.58338 3.79523 -30.00761 -4.147383 15.73876 3.915806 
29.04011 3.707988 -29.79996 -3.778694 15.13791 4.361271 
29.05953 4.615623 -29.54711 -3.975299 15.64345 2.750959 
29.20556 4.177034 -29.58705 -3.748332 14.80548 3.778564 
29.61603 3.747529 -30.20823 -3.812427 16.193 3.713138 
28.0827 4.829845 -30.58267 -3.825352 16.42524 4.970143 
27.47011 5.018857 -29.72233 -3.900785 14.89923 3.000995 
28.54468 5.027049 -29.49055 -4.285555 15.33883 3.938807 
29.06291 4.484457 -29.99068 -3.840814 16.19942 2.777617 
28.99212 4.15817 -29.53843 -3.575965 15.78195 3.2761 
28.65058 4.661267 -29.79674 -3.83536 14.8614 4.035719 
28.83878 4.711338 -29.59559 -3.952718 14.80158 5.318221 
29.50282 4.170374 -30.69273 -3.690286 17.04455 3.12083 
30.01492 3.868279 -30.4214 -3.62642 15.16845 2.920945 
29.35118 4.052464 -29.80821 -3.994097 14.88262 2.95365 
29.28971 4.627401 -29.81126 -4.089849 15.82795 4.127367 
29.16581 4.687365 -30.80586 -3.919578 15.64247 3.933193 
28.62934 5.084999 -30.03214 -3.951574 14.30139 4.045383 
28.45851 4.817528 -29.36967 -4.128588 15.39659 3.069087 
29.17619 4.666647 -29.37909 -4.026711 15.46696 5.024654 
28.95142 4.477785 -29.71061 -3.824791 14.87218 3.875657 
29.15586 3.88862 -30.70145 -3.76386 16.47758 3.651181 
29.42622 4.34198 -30.05925 -3.674588 14.18216 4.387827 
30.30904 4.253403 -30.36888 -4.123418 15.7791 4.027296 
28.42372 6.494338 -30.08854 -3.860101 15.09642 4.00291 
29.61288 3.406075 -30.03454 -4.156509 15.28286 4.355033 
28.6991 4.341987 -29.91033 -3.857352 16.32668 3.115891 
31.11648 4.925 -32.02629 -3.737556 14.03834 4.697916 
30.33069 4.863213 -29.70093 -3.883845 15.60491 3.797572 
29.29645 4.145028 -30.06308 -3.829962 16.18236 2.790075 
29.55265 4.035464 -29.6261 -3.948426 15.71021 3.942256 
29.77477 3.157321 -30.11152 -4.014011 15.7614 3.552056 
28.10675 4.960369 -29.77531 -3.999551 16.17395 2.683215 
27.49384 6.851659 -29.12718 -4.112848 15.04575 3.650104 
28.64416 5.39295 -29.35753 -3.962113 13.94435 3.697327 
29.64525 4.047705 -30.18495 -3.884361 14.73568 3.61949 
28.82652 4.293154 -29.95715 -3.88828 14.77876 3.888513 
28.85194 4.871528 -29.34061 -3.794147 15.52121 3.172787 
28.92137 4.508693 -30.6187 -3.919506 15.70839 4.726499 
28.8233 4.897796 -29.64462 -3.834401 15.62202 1.902822 
29.53523 4.596343 -29.39926 -3.821688 15.67099 4.526178 
28.90538 4.839575 -30.16086 -3.905789 15.02728 3.41543 
29.39784 4.502264 -29.92506 -4.011451 16.43884 3.180708 
28.62632 4.946269 -30.88896 -3.78708 16.63002 4.223752 
30.5431 4.025242 -29.30965 -4.081112 16.38436 3.395882 
29.52392 4.460791 -29.17223 -3.882135 15.74803 3.91557 
29.39776 3.763509 -30.08953 -3.935906 16.41767 3.881859 
29.34916 3.943408 -30.2865 -3.8786 15.84124 3.592434 
22.79804 5.074676 -32.20797 -3.91219 14.02287 4.110611 
28.33073 5.727298 -29.67114 -4.07324 15.3012 3.351095 
29.16117 4.434619 -29.85129 -3.763051 14.93482 4.32948 
30.47012 2.841644 -30.2717 -4.180016 14.10027 3.844336 
28.36745 5.307352 -31.00752 -3.7951 15.89188 3.766777 
28.93489 4.932827 -30.22247 -3.926101 16.04488 2.789367 
29.26778 4.798087 -29.94725 -3.767466 16.00756 2.764433 
29.41119 4.230764 -29.89163 -3.721128 17.40308 3.28383 
27.06726 5.512692 -30.09334 -3.823089 15.64998 3.640235 
29.5447 4.110586 -30.49977 -3.80122 16.22261 3.389553 
24.95362 10.67573 -30.05699 -3.925795 15.68447 6.482552 
24.1479 6.468156 -29.72091 -4.039617 15.95274 3.217895 
23.1174 6.50884 -29.88512 -3.877884 15.26038 3.921753 
27.34169 4.402651 -30.77725 -4.010292 15.25431 4.851644 
29.44363 4.047236 -30.10087 -3.930597 14.88699 4.083227 
29.57262 3.526698 -29.69569 -4.045031 14.73472 5.317577 
29.1737 4.900085 -29.51095 -4.041636 16.07541 3.68872 
28.83402 4.672476 -29.70239 -3.792804 16.28978 2.890986 
16.00439 21.07574 -30.04185 -4.06931 16.27815 3.072259 
10.31226 10.08202 -30.10038 -3.803904 16.12288 2.841385 
28.84595 4.93106 -29.14712 -3.999851 15.7998 3.974656 
28.72791 4.735453 -30.48967 -3.852323 15.91075 3.482232 
27.46612 4.701727 -29.61295 -4.01541 16.1849 3.490217 
29.10128 4.400261 -30.27355 -3.808836 16.91293 3.23718 
29.04384 4.764914 -30.91764 -4.05661 14.69686 3.959091 
28.3672 5.421041 -29.98138 -3.767927 15.35788 3.464212 
29.15337 3.200294 -30.33154 -3.543746 14.43598 4.340697 
29.65573 3.523617 -29.38965 -3.794468 15.31386 4.269441 
22.98433 3.331104 -31.57139 -3.943627 15.94225 2.456743 
19.7168 6.419957 -30.04097 -4.156633 15.42414 3.185875 
20.18494 7.197994 -29.74946 -4.133766 16.09812 2.692942 
18.92397 8.607762 -29.55952 -3.983891 15.78611 3.396622 
24.69613 4.370147 -29.93555 -4.150874 15.77445 3.557547 
20.73303 6.866257 -30.41684 -3.900154 14.60403 2.887326 
24.81852 -0.04299312 -29.67634 -3.878625 15.5231 4.075658 
27.75183 2.630166 -29.89217 -3.862724 15.74986 3.855736 
28.834 4.352279 -29.61026 -3.744223 15.66717 2.245313 
29.12067 4.189148 -30.1264 -3.784782 14.86822 4.754654 
29.1078 4.595172 -29.87189 -3.989353 16.00015 4.598524 
29.60592 4.656446 -30.06001 -3.680262 14.17905 3.218886 
26.119 9.577985 -29.7468 -3.847211 14.78101 4.782534 
29.60924 4.197731 -30.72314 -3.632023 14.35241 4.435861 
29.07361 4.554466 -29.60277 -3.764327 13.78705 5.44877 
28.70345 4.83242 -29.98556 -3.694811 15.66374 3.751723 
28.46513 5.525663 -29.45751 -3.946545 15.60263 3.874236 
29.10761 4.175228 -30.33615 -3.971001 15.3822 3.350959 
28.40678 4.204756 -30.34524 -3.559743 15.0559 3.613423 
28.1232 5.849022 -30.12715 -3.732405 15.09418 3.776807 
29.62067 3.805467 -30.12137 -3.887523 14.95823 4.181799 
28.83137 5.072 -29.82303 -3.868257 15.60414 5.086611 
29.01059 4.389395 -30.01894 -3.938504 15.91338 4.244513 
29.16251 3.67104 -29.72544 -3.89898 15.67378 3.234233 
28.99328 4.134565 -29.6435 -3.985494 15.00377 4.738766 
28.85063 4.318228 -31.37041 -4.12327 15.29587 3.873461 
27.08357 5.414982 -30.36105 -3.842078 15.40494 3.478432 
24.98032 3.569228 -30.13285 -3.887855 15.85845 2.421711 
27.68908 4.650853 -30.03913 -3.972346 16.3025 3.558347 
29.2326 4.170434 -29.86836 -3.64424 13.88714 5.510446 
29.02042 4.535754 -29.71923 -4.016113 15.06068 4.721458 
30.27014 4.160559 -29.38446 -3.918814 15.6993 4.380933 
28.66463 4.659573 -29.99613 -3.870917 16.67246 2.196034 
29.77789 3.893863 -30.32034 -3.647483 15.73028 3.792101 
28.19951 5.543681 -30.00935 -4.015515 14.59704 5.299604 
29.72509 4.197375 -30.07448 -3.585559 14.49683 5.397779 
30.16375 4.426399 -32.15365 -3.941454 15.76402 3.895411 
28.13727 5.690563 -30.20887 -3.889962 15.23831 3.661319 
28.95438 4.690855 -29.7863 -3.760179 15.44873 3.788098 
29.28859 4.146885 -29.3726 -4.017236 15.22299 4.842718 
22.92153 6.669387 -29.87045 -3.892959 15.31309 4.16072 
27.7648 4.069784 -30.12328 -3.924859 15.43525 3.753694 
29.87559 4.365396 -29.94766 -3.698121 17.79145 3.249902 
27.8651 2.927349 -30.50363 -3.926812 16.62132 5.35564 
29.91042 3.673601 -30.56185 -3.817561 16.34101 3.846852 
29.18696 4.537767 -29.35982 -4.248957 15.35284 3.938842 
28.91157 4.829303 -29.4708 -3.901636 15.47419 3.689564 
28.79107 4.826937 -29.25738 -3.719898 16.15712 2.943372 
27.60954 4.678331 -29.93546 -3.80932 15.36501 5.179329 
25.60286 5.692547 -30.28164 -3.683405 14.63872 2.560391 
29.77405 2.97204 -30.2079 -3.975923 15.26587 3.801286 
28.96264 4.309583 -30.68878 -3.864772 15.25328 3.963395 
27.68673 5.743261 -29.51275 -4.012823 14.86873 4.476985 
29.12783 4.548602 -29.49419 -3.790974 14.96891 4.640943 
28.40048 4.896794 -29.53663 -3.772919 15.77232 4.12931 
29.08381 3.714456 -29.62091 -3.784179 15.83539 4.090998 
