"p_1" "p_2"
0.3208102 0.6791898
0.3743606 0.6256394
0.2810069 0.7189931
0.2779265 0.7220735
0.361711 0.638289
0.3411635 0.6588365
0.2884704 0.7115296
0.2914124 0.7085876
0.2694288 0.7305712
0.3361108 0.6638892
0.2670635 0.7329365
0.2343206 0.7656794
0.2288313 0.7711687
0.290083 0.709917
0.3081854 0.6918146
0.3610027 0.6389973
0.3618016 0.6381984
0.2886116 0.7113884
0.32113 0.67887
0.2801103 0.7198897
0.3147787 0.6852213
0.2690973 0.7309027
0.3272444 0.6727556
0.2713986 0.7286014
0.2396255 0.7603745
0.3016678 0.6983322
0.2540671 0.7459329
0.3275417 0.6724583
0.3613589 0.6386411
0.3749993 0.6250007
0.3509794 0.6490206
0.3224307 0.6775693
0.3639785 0.6360215
0.3331114 0.6668886
0.3340399 0.6659601
0.4073587 0.5926413
0.3243973 0.6756027
0.2989957 0.7010043
0.3141736 0.6858264
0.3292188 0.6707812
0.4354678 0.5645322
0.3248562 0.6751438
0.2591013 0.7408987
0.2377902 0.7622098
0.3053672 0.6946328
0.2801996 0.7198004
0.2651577 0.7348423
0.2786877 0.7213123
0.3335576 0.6664424
0.3937031 0.6062969
0.2345868 0.7654132
0.2951653 0.7048347
0.3293841 0.6706159
0.3416364 0.6583636
0.3648869 0.6351131
0.2340652 0.7659348
0.2756076 0.7243924
0.2601292 0.7398708
0.3526976 0.6473024
0.305164 0.694836
0.3194545 0.6805455
0.2983717 0.7016283
0.2727357 0.7272643
0.2509112 0.7490888
0.2956046 0.7043954
0.2861515 0.7138485
0.3210459 0.6789541
0.2718088 0.7281912
0.3655656 0.6344344
0.3129264 0.6870736
0.3169556 0.6830444
0.2544063 0.7455937
0.3104091 0.6895909
0.3732167 0.6267833
0.3297673 0.6702327
0.3028625 0.6971375
0.3263848 0.6736152
0.3664438 0.6335562
0.2367296 0.7632704
0.3233448 0.6766552
0.341411 0.658589
0.3137658 0.6862342
0.2980161 0.7019839
0.3033213 0.6966787
0.3124222 0.6875778
0.2954139 0.7045861
0.2905716 0.7094284
0.2429234 0.7570766
0.3840128 0.6159872
0.3547234 0.6452766
0.2925205 0.7074795
0.3844535 0.6155465
0.2683038 0.7316962
0.3818705 0.6181295
0.3378121 0.6621879
0.2427185 0.7572815
0.2879325 0.7120675
0.3037934 0.6962066
0.2209052 0.7790948
0.2552556 0.7447444
0.2915178 0.7084822
0.2737523 0.7262477
0.26286 0.73714
0.3240017 0.6759983
0.279327 0.720673
0.376171 0.623829
0.3188407 0.6811593
0.2341438 0.7658562
0.426223 0.573777
0.4007216 0.5992784
0.3140102 0.6859898
0.3250387 0.6749613
0.3267285 0.6732715
0.4981571 0.5018429
0.2903061 0.7096939
0.4030545 0.5969455
0.3107538 0.6892462
0.3019456 0.6980544
0.2431784 0.7568216
0.31663 0.68337
0.3011814 0.6988186
0.2729071 0.7270929
0.3218078 0.6781922
0.3191189 0.6808811
0.2830326 0.7169674
0.2789587 0.7210413
0.3750353 0.6249647
0.3072923 0.6927077
0.3057772 0.6942228
0.2843482 0.7156518
0.3285384 0.6714616
0.376128 0.623872
0.3084608 0.6915392
0.2946602 0.7053398
0.3083506 0.6916494
0.2541981 0.7458019
0.2205141 0.7794859
0.2503234 0.7496766
0.4208897 0.5791103
0.3706164 0.6293836
0.3477244 0.6522756
0.2522502 0.7477498
0.2893267 0.7106733
0.3449388 0.6550612
0.3052673 0.6947327
0.2709154 0.7290846
0.2420915 0.7579085
0.288856 0.711144
0.3523207 0.6476793
0.2666591 0.7333409
0.3194964 0.6805036
0.2916988 0.7083012
0.2711941 0.7288059
0.2965233 0.7034767
0.2801453 0.7198547
0.2756142 0.7243858
0.3144002 0.6855998
0.3236018 0.6763982
0.3498506 0.6501494
0.3561509 0.6438491
0.3189358 0.6810642
0.3229023 0.6770977
0.2387272 0.7612728
0.4155211 0.5844789
0.1960482 0.8039518
0.2443848 0.7556152
0.2584901 0.7415099
0.305052 0.694948
0.3546189 0.6453811
0.2829825 0.7170175
0.3589468 0.6410532
0.2711165 0.7288835
0.3239117 0.6760883
0.2828314 0.7171686
0.2938233 0.7061767
0.3165484 0.6834516
0.2410407 0.7589593
0.3666464 0.6333536
0.3661397 0.6338603
0.2979763 0.7020237
0.2788215 0.7211785
0.340456 0.659544
0.2967922 0.7032078
0.3435966 0.6564034
0.2398432 0.7601568
0.2478063 0.7521937
0.2837141 0.7162859
0.3203724 0.6796276
0.3358076 0.6641924
0.2662091 0.7337909
0.2356235 0.7643765
0.2813423 0.7186577
0.3006366 0.6993634
0.2490847 0.7509153
0.2945249 0.7054751
0.3582641 0.6417359
0.3951621 0.6048379
0.2395967 0.7604033
0.2674339 0.7325661
0.2619194 0.7380806
0.2612893 0.7387107
0.2781637 0.7218363
0.3318206 0.6681794
0.3194983 0.6805017
0.2486535 0.7513465
0.3186188 0.6813812
0.2678235 0.7321765
0.292484 0.707516
0.2733835 0.7266165
0.3136664 0.6863336
0.3376497 0.6623503
0.3574896 0.6425104
0.2217305 0.7782695
0.3347489 0.6652511
0.2375233 0.7624767
0.2555927 0.7444073
0.3113166 0.6886834
0.2647108 0.7352892
0.3585311 0.6414689
0.2502576 0.7497424
0.3292958 0.6707042
0.2926184 0.7073816
0.288016 0.711984
0.2320711 0.7679289
0.2450711 0.7549289
0.3811816 0.6188184
0.30893 0.69107
0.2983156 0.7016844
0.2426355 0.7573645
0.3296718 0.6703282
0.3333333 0.6666667
0.2936915 0.7063085
0.355604 0.644396
0.3186986 0.6813014
0.3339478 0.6660522
0.2712979 0.7287021
0.2632228 0.7367772
0.3388003 0.6611997
0.2183352 0.7816648
0.3159754 0.6840246
0.3038837 0.6961163
0.2550243 0.7449757
0.2995486 0.7004514
0.2804708 0.7195292
0.2449381 0.7550619
0.2881361 0.7118639
0.3070889 0.6929111
0.2769796 0.7230204
0.323554 0.676446
0.2758491 0.7241509
0.3249162 0.6750838
0.2995464 0.7004536
0.3898011 0.6101989
0.2374468 0.7625532
0.3505044 0.6494956
0.3211986 0.6788014
0.2790164 0.7209836
0.3115322 0.6884678
0.3157983 0.6842017
0.2835008 0.7164992
0.3483118 0.6516882
0.3647764 0.6352236
0.3296636 0.6703364
0.3113871 0.6886129
0.2666729 0.7333271
0.2455808 0.7544192
0.2941142 0.7058858
0.263038 0.736962
0.2545836 0.7454164
0.2974657 0.7025343
0.2376375 0.7623625
0.2648248 0.7351752
0.2293419 0.7706581
0.3164424 0.6835576
0.3337962 0.6662038
0.29643 0.70357
0.3654955 0.6345045
0.2899475 0.7100525
0.3530697 0.6469303
0.3021792 0.6978208
0.3182151 0.6817849
0.2868665 0.7131335
0.2218079 0.7781921
0.3216228 0.6783772
0.3812169 0.6187831
0.3402747 0.6597253
0.2541374 0.7458626
0.3113893 0.6886107
0.3234971 0.6765029
0.3077837 0.6922163
0.3564039 0.6435961
0.2819508 0.7180492
0.3142033 0.6857967
0.3029713 0.6970287
0.333749 0.666251
0.3188923 0.6811077
0.3007888 0.6992112
0.265409 0.734591
0.2960668 0.7039332
0.2303446 0.7696554
0.3439837 0.6560163
0.2162111 0.7837889
0.2583857 0.7416143
0.2549468 0.7450532
0.2143797 0.7856203
0.2638627 0.7361373
0.3799242 0.6200758
0.3010478 0.6989522
0.3700537 0.6299463
0.2994957 0.7005043
0.3716687 0.6283313
0.2920614 0.7079386
0.2457746 0.7542254
0.2514772 0.7485228
0.3105626 0.6894374
0.3541284 0.6458716
0.3010031 0.6989969
0.3139615 0.6860385
0.2786461 0.7213539
0.2643396 0.7356604
0.288825 0.711175
0.3564964 0.6435036
0.2517255 0.7482745
0.2764024 0.7235976
0.2951002 0.7048998
