"Delta_1" "Delta_2"
-3.84363 -13.02973
-3.992904 -13.02728
-3.776027 -13.42455
-3.906399 -12.62512
-3.77177 -12.45487
-3.66771 -12.76895
-3.744197 -12.17925
-3.524211 -12.21661
-3.34601 -13.11663
-3.378749 -12.41902
-3.63978 -12.47833
-3.564112 -12.35352
-3.442547 -12.80684
-3.382795 -12.19867
-3.166401 -12.30775
-3.290441 -11.94646
-3.333317 -11.65896
-3.713804 -11.8598
-3.607162 -11.66444
-3.667684 -11.89157
-3.595739 -12.37457
-3.671222 -12.63317
-3.647762 -12.97692
-3.281562 -13.09708
-3.363619 -12.66578
-3.691662 -12.53006
-3.771988 -12.27514
-3.644557 -12.29253
-3.682053 -12.08428
-3.593946 -12.44306
-3.176919 -12.25559
-2.76597 -12.25336
-3.526406 -12.80015
-3.71112 -13.11039
-3.409014 -12.19525
-3.307095 -12.31589
-3.356096 -11.74524
-3.524168 -12.28951
-2.90191 -12.67901
-3.162845 -12.48546
-3.47125 -13.30603
-3.729216 -12.62852
-3.977326 -12.90166
-3.915001 -12.72787
-3.442096 -13.09159
-3.397258 -12.97978
-3.522066 -12.9926
-3.668971 -12.84124
-3.660511 -12.35259
-3.520842 -12.66737
-3.394018 -12.17107
-3.182643 -12.80661
-3.632514 -12.94967
-3.172355 -12.9682
-3.303666 -12.84011
-3.390767 -12.76511
-3.681554 -13.6695
-3.483715 -13.26265
-3.679455 -13.26577
-3.567194 -13.1
-3.754773 -12.40902
-3.173235 -12.65901
-3.221105 -13.15873
-3.69144 -13.08617
-3.586249 -12.94221
-3.50931 -12.0547
-3.042976 -12.20916
-3.372139 -12.88303
-3.372413 -13.19647
-3.735228 -13.04063
-4.214133 -12.76146
-4.253777 -13.31926
-3.845996 -13.21248
-3.69071 -13.45151
-3.577779 -12.43554
-3.891481 -12.00847
-3.679369 -12.42724
-3.799489 -12.90892
-3.743748 -13.39899
-3.261972 -13.59617
-3.227771 -13.13345
-3.374558 -13.43779
-3.282058 -13.54426
-3.667414 -13.59059
-3.376482 -13.79636
-3.255987 -12.91245
-3.626924 -12.99333
-3.608121 -13.40671
-2.975122 -13.16925
-3.328784 -13.55212
-3.043065 -13.10651
-3.184511 -12.51614
-3.215569 -12.50488
-3.380562 -13.13832
-3.364168 -13.34763
-3.733714 -12.36785
-3.212425 -12.32441
-3.267114 -13.21134
-3.105975 -13.33736
-3.042286 -13.18689
-3.21309 -13.46006
-3.213951 -13.71734
-3.40559 -14.06868
-3.302754 -13.67809
-3.329626 -12.76562
-3.473155 -12.60048
-3.235587 -12.66826
-3.107419 -12.6562
-3.358957 -12.54673
-3.166584 -12.47762
-3.358878 -11.84822
-3.360252 -12.59166
-2.869624 -12.43357
-2.943745 -12.20822
-3.377164 -12.4292
-2.811159 -12.41667
-3.254485 -12.31362
-3.056669 -12.16111
-3.130759 -12.07064
-3.195869 -11.93113
-3.430844 -12.62832
-3.325592 -12.56415
-3.313024 -12.85941
-3.309144 -12.81967
-3.253222 -12.03699
-3.262373 -11.94815
-3.500892 -12.42885
-3.354225 -13.1908
-3.395095 -13.0792
-3.447055 -13.88501
-3.03165 -14.12864
-3.524364 -13.17887
-3.138864 -13.0827
-3.127813 -11.93197
-3.092999 -12.25268
-2.81417 -12.17947
-3.415205 -12.43512
-3.144201 -12.24778
-3.196225 -11.97515
-2.989042 -12.32648
-3.295378 -12.19457
-3.251091 -12.37787
-3.223748 -12.46021
-3.204958 -12.30858
-3.253621 -12.45907
-3.108678 -12.60918
-3.135273 -12.57446
-3.48517 -13.19066
-3.656727 -12.84411
-3.448791 -12.85005
-3.599812 -13.20807
-3.400584 -12.7277
-3.043739 -12.43571
-3.222867 -12.62779
-3.624535 -12.34267
-3.285523 -12.06326
-3.653317 -11.96452
-3.416982 -12.17515
-3.475244 -12.1726
-3.287755 -12.52314
-3.168673 -12.82929
-3.338201 -12.71308
-3.375818 -13.06751
-3.114083 -13.10065
-3.178855 -12.81832
-3.277928 -13.12918
-3.590599 -13.01427
-3.477394 -12.82234
-3.440672 -11.94386
-3.402603 -12.58624
-3.169275 -11.97833
-3.227698 -12.20499
-3.328248 -12.78205
-3.350073 -12.67279
-3.728044 -12.53721
-3.905929 -12.92834
-3.50574 -12.78211
-3.353837 -12.57337
-3.662024 -11.88906
-3.541484 -12.58155
-3.494643 -12.2628
-3.336063 -12.41682
-3.245956 -12.5538
-3.522624 -11.96053
-3.944482 -11.99737
-3.494129 -12.90238
-3.608258 -12.54873
-3.432496 -12.569
-3.522648 -13.00363
-3.585924 -13.62997
-3.73225 -13.97314
-3.981162 -13.44196
-3.655892 -13.11382
-3.352492 -13.56759
-3.380208 -13.35977
-3.606897 -12.81796
-3.402606 -12.69608
-3.565974 -13.46895
-3.566251 -13.16119
-3.716031 -12.88886
-3.866073 -13.27932
-3.672739 -13.08412
-3.483962 -12.87139
-3.569131 -12.82527
-3.12045 -12.8461
-3.217282 -13.09237
-3.075995 -12.61885
-3.081815 -12.11377
-3.055473 -12.40531
-3.013454 -12.12587
-3.370208 -12.58624
-3.352962 -12.92636
-3.416568 -11.83072
-3.373848 -11.54412
-3.008754 -11.76623
-3.223566 -11.77933
-3.101057 -11.87281
-3.07326 -11.7051
-3.085296 -11.74432
-3.165113 -11.94965
-2.978434 -12.37855
-3.1389 -12.5272
-3.243788 -12.19939
-3.065353 -12.36487
-3.467706 -13.26269
-3.318537 -13.03131
-3.173493 -13.53642
-3.200554 -12.88038
-3.310981 -12.29962
-3.563245 -12.4985
-3.317716 -12.26533
-3.427039 -12.07988
-3.571096 -12.80804
-3.704424 -12.70367
-3.768127 -13.01938
-4.010348 -12.06634
-3.726311 -12.06302
-3.24273 -12.57236
-3.142628 -12.32672
-3.041339 -12.44867
-3.432199 -12.29515
-3.172149 -12.35006
-3.614821 -12.60798
-3.507065 -13.08682
-3.151176 -13.29018
-3.622002 -13.08846
-3.332398 -12.90899
-3.221383 -13.38668
-3.215278 -12.97225
-2.984968 -13.16969
-3.033917 -12.7616
-3.041066 -12.5347
-3.428059 -13.10088
-3.651228 -13.01789
-3.610983 -13.28042
-3.475867 -12.87201
-3.727243 -12.59156
-3.613801 -12.8754
-3.602796 -12.35774
-3.567523 -12.5875
-3.362162 -12.17816
-3.170156 -12.05375
-3.367798 -12.45317
-3.34821 -12.02153
-3.739139 -12.13155
-3.746905 -12.17203
-4.142136 -12.88493
-4.089232 -12.70942
-3.818679 -12.62968
-3.290347 -12.89546
-3.730477 -12.53832
-3.297698 -11.66319
-3.295147 -11.93103
-3.021868 -12.38646
-3.009179 -12.35573
-3.100602 -13.3792
-3.276972 -12.29555
-3.362183 -12.39177
-3.439383 -12.66592
-3.30915 -12.00531
-3.190034 -12.74894
-3.073125 -12.59482
-3.676159 -12.53737
-3.621726 -12.77006
-3.401332 -12.52618
-3.185515 -11.8527
-3.328714 -12.26661
-3.309756 -11.99317
-3.158704 -12.1362
-3.150241 -12.15808
-3.366415 -12.46734
-3.598898 -12.40721
-4.088698 -12.42023
-3.822545 -12.92473
-3.607193 -13.07923
-3.670116 -13.41306
-3.579115 -13.4408
-3.356488 -13.35528
-3.326179 -12.84278
-3.059923 -12.35711
-3.120098 -12.48343
-2.931565 -12.3955
-3.428696 -12.80984
-3.589727 -13.37966
-3.386097 -13.00381
-3.481929 -11.85617
-3.472784 -12.83483
-3.487399 -12.68279
-3.306299 -12.57175
-3.491729 -12.83264
-3.405531 -12.94523
-3.592219 -12.61569
-3.483796 -13.10094
-3.389003 -12.70779
-3.697402 -13.02378
-3.444257 -12.30005
-3.588415 -13.10828
-3.324065 -12.32785
-3.347204 -12.45556
-3.333925 -12.48523
-3.345381 -12.20944
-3.409928 -12.44866
-3.191165 -12.26152
-3.545182 -12.64244
-3.902605 -13.16819
-3.956274 -13.89322
-3.523223 -13.517
-3.468977 -13.39727
-3.516158 -13.36116
-3.3153 -13.95602
-3.659159 -13.60241
-3.959961 -13.46479
-3.29463 -13.08471
-3.623816 -12.73525
-3.485697 -12.85335
-3.944712 -12.75681
-3.637755 -13.09056
-3.6597 -12.98428
-3.610561 -12.72483
-3.471421 -13.38131
-3.363594 -13.7145
-3.37324 -13.48652
-3.333154 -13.81706
-3.012253 -13.9348
-3.132996 -12.82945
-3.285462 -12.58484
-3.340498 -13.57891
-2.938903 -13.6483
-3.247792 -13.37251
-3.588791 -12.75703
-3.490627 -13.54846
-3.522207 -12.88864
-3.649447 -12.46084
-3.037648 -13.02013
-2.865549 -13.04314
-3.208222 -12.55966
-3.553015 -12.75265
-3.381577 -11.98378
-3.12227 -12.05201
-2.967644 -12.30336
-3.166776 -12.6036
-3.158804 -12.464
-3.462599 -13.07661
-3.52468 -12.97094
-3.59426 -12.37656
-3.281027 -12.41964
-3.241952 -13.0345
-3.191523 -12.98352
-3.1499 -13.16375
-3.537755 -12.71886
-3.486934 -12.81726
-3.520667 -12.71901
-3.466094 -12.95568
-3.163965 -12.94008
-3.3342 -12.57886
-3.466679 -12.73837
-3.170208 -12.36305
-3.14407 -12.6474
-3.464534 -12.06912
-3.152138 -12.10312
-3.394156 -12.74051
-2.941225 -12.95484
-3.241442 -12.61308
-2.964937 -11.84743
-2.808719 -11.97836
-3.220835 -12.29669
-3.322288 -12.73343
-3.342104 -12.70787
-3.184521 -13.44494
-3.423297 -13.14151
-3.006867 -13.37751
-3.065253 -13.5126
-3.225521 -13.62733
-3.421648 -13.5829
-3.827698 -12.99434
-3.878094 -13.10377
-3.618837 -12.8878
-3.691963 -13.00924
-3.514487 -12.65334
-3.232948 -12.95427
-3.406187 -12.82311
-3.348822 -13.11383
-3.555041 -12.97394
-3.771211 -12.85415
-3.339337 -11.87841
-3.336324 -12.44979
-3.552684 -12.25105
-3.44478 -12.05598
-3.479185 -12.51136
-3.300559 -12.41971
-3.497416 -11.98559
-3.509021 -12.65441
-3.029226 -12.63743
-3.053887 -12.2757
-3.071214 -12.27144
-3.024257 -12.70707
-3.156675 -13.1478
-2.906804 -13.2076
-3.192808 -12.85319
-3.0849 -13.02753
-3.546706 -12.72563
-3.819378 -12.99237
-3.917672 -13.09403
-4.024613 -13.75299
-3.55567 -12.9058
-3.61892 -11.95786
-3.372425 -12.57268
-3.619883 -12.93894
-3.37201 -12.82364
-3.179435 -12.70931
-3.187787 -11.98645
-3.289143 -12.94424
-3.475059 -12.33822
-3.551692 -12.10497
-3.217855 -12.15857
-3.456355 -12.05185
-3.356175 -11.98068
-3.234131 -12.38118
-3.712563 -12.88033
-3.459214 -13.24779
-3.537258 -12.59977
-3.775872 -12.73038
-3.489093 -12.60862
-3.036203 -12.89225
-3.440507 -12.97658
-3.844834 -12.77254
-3.39806 -12.79434
-3.508239 -12.99727
-3.359776 -13.0897
-3.471675 -12.63113
-3.15032 -12.85075
-3.607779 -13.62279
-3.498853 -13.1994
-3.579301 -12.62282
-3.709782 -12.85751
-3.570258 -13.42841
-3.449228 -12.89877
-3.510061 -12.81317
-3.203614 -12.89734
-3.727054 -13.44012
-3.18728 -13.04699
-3.189401 -12.79936
-3.533464 -12.49378
-3.404539 -12.56145
-3.329369 -12.24085
-3.733386 -12.40766
-3.439311 -12.15603
-3.366136 -12.48919
-3.215283 -12.76743
-3.338495 -12.98149
-3.052485 -13.00952
-3.438478 -13.19514
-3.592206 -12.36203
-3.482622 -12.48431
-3.596257 -12.94634
-3.880342 -13.03118
-3.802788 -12.34569
-3.633074 -12.93219
-3.65497 -12.83553
-3.411726 -11.99641
-3.237789 -12.73618
-3.486132 -12.42623
-3.434209 -13.51662
-3.287525 -13.927
-3.285125 -13.99966
-3.196768 -12.80415
-2.953166 -13.6021
-3.298834 -13.23454
-3.107402 -13.44931
-3.122605 -12.99482
-2.892362 -13.45213
-3.655087 -12.65108
-3.342851 -13.19104
-3.340216 -12.40439
-3.441948 -12.29271
-3.242317 -12.36723
-3.215961 -12.91066
-3.504128 -13.20585
-3.597757 -12.57652
-3.565124 -13.25226
-3.543777 -12.86667
-3.324232 -12.51936
-3.80424 -12.33534
-4.271601 -12.67228
-3.86655 -13.29234
-3.411382 -12.6127
-3.388171 -12.21545
-3.323223 -12.85648
-3.110932 -12.65084
-3.201948 -13.06192
-3.394538 -12.50011
-3.717374 -12.38629
-3.402292 -13.16621
-3.427991 -12.94076
-3.513772 -12.87832
-3.773418 -12.14244
-3.784509 -12.20958
-3.768467 -12.30502
-3.361264 -12.40926
-3.1136 -12.47252
-3.186518 -12.70854
-3.418317 -12.735
-3.126633 -12.3092
-2.998362 -12.82157
-3.240921 -12.54325
-3.29489 -12.43144
-3.369255 -12.69929
-3.505594 -12.86182
-3.33149 -12.98677
-3.452508 -13.14233
-3.002665 -12.64779
-3.513269 -13.34209
-3.74819 -12.90532
-3.571425 -12.66509
-3.835922 -12.68798
-3.874897 -12.35351
-3.809219 -12.32658
-3.586996 -12.58919
-3.543661 -12.23553
-3.592274 -11.99829
-3.680699 -12.44757
-3.52105 -12.57282
-3.445637 -13.08779
-3.276008 -12.62713
-3.19028 -12.58527
-2.840608 -12.41442
-3.20466 -12.22106
-2.897211 -11.3982
-2.911211 -11.41677
-3.265053 -11.54066
-3.051281 -11.7822
-3.1636 -11.7345
-3.270924 -12.20327
-3.393128 -12.55902
-3.446095 -13.06852
-3.507218 -12.89471
-3.727155 -13.56235
-3.462791 -12.84461
-4.113963 -12.46099
-3.875255 -12.71447
-4.019877 -12.10423
-3.46694 -13.0409
-3.571981 -12.9489
-3.936701 -13.1813
-3.830615 -12.54459
-3.815933 -13.27455
-3.888762 -12.62112
-3.608914 -13.28889
-3.474593 -12.76032
-3.331928 -13.02574
-3.454986 -12.9242
-3.217901 -12.15167
-3.578072 -12.93597
-3.598583 -12.34583
-3.648168 -12.68784
-3.401245 -12.71766
-3.641677 -12.47706
-3.338919 -12.31981
-3.282669 -12.28983
-3.280816 -12.3613
-3.242752 -12.97122
-2.944045 -12.82061
-3.058302 -12.8789
-2.981685 -12.68688
-3.081637 -12.84466
-3.325069 -12.70042
-3.255327 -12.73181
-3.580831 -13.01688
-3.687796 -12.73579
-3.179226 -13.0225
-3.50454 -13.0239
-3.248201 -13.66184
-3.032072 -12.84106
-3.243585 -12.57599
-3.421671 -12.8013
-3.396296 -12.82107
-3.203715 -12.81951
-2.973734 -12.97103
-3.1736 -12.65414
-3.032765 -12.7426
-3.156216 -11.93822
-3.153475 -12.75561
-2.976125 -12.5701
-3.161842 -13.21813
-3.420888 -13.2399
-3.39705 -12.79751
-3.378467 -13.17303
-3.071095 -12.69281
-3.293671 -12.62085
-3.047367 -12.99635
-3.218894 -12.96504
-3.324186 -13.06292
-3.220522 -13.35074
-3.44038 -12.14552
-3.767364 -13.18243
-3.639123 -13.13503
-3.229964 -12.71055
-3.276618 -12.54835
-2.870887 -12.29932
-2.870536 -12.50372
-3.103661 -11.94871
-3.286495 -12.45997
-3.325324 -12.66285
-3.554853 -12.86331
-3.573928 -12.97756
-3.363186 -12.87861
-3.482785 -12.70245
-3.288409 -12.50014
-3.125031 -12.80759
-3.684082 -12.63068
-3.806842 -12.42281
-3.341688 -12.62548
-3.537128 -12.77191
-3.417084 -12.09016
-3.316638 -12.67291
-3.019069 -12.44907
-3.320211 -12.3743
-3.700142 -12.48226
-3.504831 -12.65871
-3.63915 -12.45647
-3.466731 -12.48618
-3.212931 -12.09437
-3.191455 -12.299
-3.204563 -12.48411
-3.414134 -12.48518
-3.438986 -12.66675
-3.650671 -12.89607
-3.372988 -12.78218
-3.249879 -12.77209
-3.482939 -12.66296
-2.972068 -12.87608
-3.316486 -13.16031
-3.289219 -12.6857
-3.3337 -12.66837
-3.45671 -12.7177
-3.295192 -12.7867
-3.269228 -12.4168
-3.213751 -12.25095
-3.115885 -12.02189
-3.007343 -12.41785
-3.114472 -12.18574
-3.30024 -13.18276
-3.986163 -13.99683
-3.884309 -14.32128
-3.499128 -14.20924
-3.305306 -13.23348
-3.853456 -13.02614
-3.861943 -13.23809
-3.617088 -13.13374
-4.023045 -12.91825
-4.016677 -13.19485
-3.684124 -12.97754
-3.308926 -13.16285
-3.634494 -13.37803
-3.365972 -13.48597
-3.436417 -13.10115
-3.183142 -12.27104
-3.030952 -13.50574
-3.076095 -13.37563
-3.397014 -13.63158
-3.241553 -12.78069
-3.457005 -11.8129
-3.531117 -12.62885
-3.369373 -12.70798
-3.334751 -12.31199
-3.265159 -12.4308
-3.217334 -12.38327
-2.983816 -12.5414
-3.224017 -12.45111
-3.106676 -12.71966
-3.600551 -12.45459
-3.344931 -12.5529
-3.419808 -12.62535
-3.353834 -12.87901
-3.356928 -12.55044
-3.34786 -11.89201
-3.226163 -12.40301
-3.158338 -12.66447
-3.33737 -13.52519
-3.423529 -13.72056
-3.733808 -12.99484
-3.464152 -12.48771
-3.392709 -12.67182
-3.58091 -12.59845
-2.929673 -12.68732
-3.20523 -12.41542
-3.442676 -12.71876
-3.20225 -12.61073
-3.436017 -12.48201
-3.148049 -12.36949
-3.684577 -12.11817
-3.266756 -12.50724
-3.46562 -13.38016
-2.982119 -12.98051
-3.120503 -12.96385
-3.054256 -12.8136
-3.098766 -12.66683
-3.320774 -12.66142
-3.16355 -12.68352
-3.531777 -13.08822
-3.452132 -12.842
-3.601886 -12.74912
-3.392166 -13.53029
-3.283112 -13.68783
-3.207023 -13.5752
-3.547875 -13.18437
-3.466238 -13.3898
-3.287387 -12.66658
-3.122749 -12.79296
-3.51647 -12.82044
-3.544083 -13.01914
-3.605897 -12.56753
-3.435084 -12.67326
-3.391393 -12.47349
-3.828686 -12.8565
-3.844619 -11.9603
-3.783753 -12.17561
-3.650437 -11.68841
-3.743791 -12.45728
-3.624426 -12.47023
-3.270065 -12.66348
-3.225822 -12.40448
-3.088973 -12.71547
-3.376891 -12.41918
-3.56426 -12.68524
-3.403795 -12.96603
-3.486755 -13.21476
-3.204563 -13.56835
-3.440395 -13.24369
-3.561301 -13.14034
-4.071251 -13.92023
-3.422448 -13.74218
-3.398925 -14.01922
-3.544845 -13.91923
-3.414703 -13.31159
-3.181491 -13.50554
-3.491924 -13.02709
-3.320999 -12.52541
-3.09238 -13.03128
-3.441006 -12.57708
-3.837146 -12.66067
-3.677164 -12.30134
-3.910499 -12.51523
-3.822968 -12.55535
-3.68065 -12.46452
-3.432743 -12.26226
-3.485479 -12.74928
-3.541436 -12.20067
-3.435541 -12.42045
-3.376265 -12.70618
-3.087336 -12.81995
-3.167864 -12.70898
-3.141626 -12.96778
-3.791697 -13.05869
-3.443489 -13.26979
-3.563125 -13.70704
-3.74978 -13.3805
-3.371425 -13.55466
-3.416846 -13.74783
-3.506083 -13.17582
-3.563054 -13.35225
-3.507492 -12.90897
-3.58701 -12.50655
-3.847277 -12.35633
-3.845725 -12.18836
-3.929364 -12.52478
-3.904808 -12.18536
