"tau2_1" "tau2_2"
0.1178071 1.538956
0.08313585 1.145718
0.07626668 1.196286
0.1043981 1.495923
0.128013 1.807583
0.1393338 1.249217
0.1064891 1.464745
0.1465608 1.466238
0.2965106 0.9925629
0.1676442 1.443111
0.1977661 1.20472
0.2180165 1.516702
0.1964325 1.074896
0.3397202 1.605895
0.2586644 0.812456
0.1814372 1.20281
0.1852841 1.646283
0.1146532 1.011897
0.16296 1.442303
0.1159404 1.299417
0.09875993 0.9749409
0.2366861 1.111924
0.5238135 1.021464
0.2001077 1.54999
0.2802476 0.8484755
0.1354574 1.601193
0.133199 1.448656
0.112039 1.431224
0.1593342 1.610213
0.2387724 1.200402
0.2929126 1.496525
0.222623 1.352358
0.1780151 1.410205
0.1467813 1.809614
0.125633 1.381493
0.1335429 1.295602
0.1414575 1.135466
0.2364645 1.562975
0.2506966 1.770341
0.2419446 1.034978
0.2907886 1.280008
0.1557685 1.51716
0.1213994 1.825515
0.1580431 1.152415
0.2326843 1.19586
0.1571053 2.6982
0.1797383 1.26502
0.167894 1.181872
0.09511651 1.422206
0.08101338 1.079612
0.1592165 1.316495
0.2438692 1.480301
0.1260675 1.365314
0.1866082 1.699423
0.1659049 1.065446
0.1420839 1.210845
0.1207074 1.744276
0.2322495 1.222375
0.1976185 2.057737
0.22529 1.429708
0.2504538 1.17057
0.228226 0.8629867
0.2183467 1.62332
0.1694867 1.179522
0.09951579 1.569263
0.1351406 0.9455033
0.2279668 0.9720304
0.1444298 1.122806
0.1290334 0.9619033
0.1042617 1.379503
0.06662785 1.297598
0.111031 1.245877
0.1182119 1.474785
0.2090003 1.199558
0.1321953 1.332292
0.101364 1.085878
0.06895766 0.8930961
0.1666093 1.347082
0.1686535 1.479205
0.2198594 1.28148
0.1284668 1.229315
0.2095413 1.011208
0.1961449 1.196176
0.1948319 0.8805943
0.1693856 1.165899
0.2205569 1.429242
0.1027864 0.9691291
0.2675828 1.24196
0.1194095 0.9168356
0.1747443 1.551016
0.2464652 1.158784
0.3999322 1.343039
0.3339851 1.074393
0.08851546 1.357571
0.22328 1.383411
0.1794627 1.050185
0.3770354 1.598503
0.1686425 1.311788
0.2759172 1.437669
0.2593062 1.218493
0.1493743 2.112578
0.1035132 1.029731
0.1118932 1.233289
0.2207022 1.33881
0.1553654 1.464718
0.2635183 1.23556
0.1346734 1.796396
0.2923012 1.495128
0.1955327 1.139886
0.2817129 1.431602
0.2172737 1.111171
0.2454897 1.366028
0.1653763 1.68492
0.1299186 1.358096
0.205157 1.048128
0.3537597 1.574112
0.1851417 1.477684
0.2234527 1.037547
0.1948756 1.145706
0.1752644 1.028785
0.2964994 1.314362
0.1424869 0.9838488
0.143355 1.522321
0.1413393 1.504091
0.206916 1.194875
0.2534722 1.180447
0.2387538 1.30392
0.2425126 1.605672
0.1603964 1.520227
0.2069677 1.251152
0.2615769 1.545073
0.1766826 1.261933
0.2463903 0.7606798
0.1220954 0.9552387
0.212061 1.115205
0.4452817 1.563004
0.2328061 0.933256
0.2668375 1.012771
0.178835 1.068503
0.1539547 1.068863
0.1224941 1.133125
0.2275934 1.236462
0.2727363 1.236928
0.3168024 1.247369
0.07430054 1.510549
0.1127463 1.424335
0.2997798 0.983034
0.08866148 1.167779
0.115987 1.191432
0.1389127 1.501784
0.1695987 1.29061
0.3772457 1.535509
0.1403592 1.04141
0.2200207 1.650753
0.2098778 1.864057
0.2405295 1.384806
0.1327272 1.2227
0.1182951 1.13983
0.1707259 1.103259
0.1635335 1.526564
0.1800805 1.858888
0.1357416 0.9008074
0.204042 1.642938
0.3247162 1.096977
0.1892844 1.018439
0.08853303 1.568168
0.07949923 1.270145
0.132536 1.061845
0.1899216 0.9441756
0.165146 1.449354
0.1971931 1.273113
0.1505478 1.096654
0.2560645 1.003038
0.1845236 0.9158189
0.2601864 1.659409
0.1934024 1.451404
0.1096139 2.100341
0.07629319 1.640036
0.1162576 1.270583
0.1612724 1.146921
0.1438293 1.632237
0.1264745 0.9813798
0.2154702 1.014563
0.2653746 2.372888
0.1901196 1.224725
0.2324759 1.028829
0.1931994 0.9624685
0.206196 1.0837
0.2038252 1.566913
0.2007304 1.763112
0.2137464 1.601834
0.1557756 0.8964392
0.1921319 1.107401
0.1474738 1.409849
0.2257492 1.180922
0.1979784 0.9292699
0.3553021 1.180205
0.0562478 0.9741573
0.1093428 1.400064
0.09530201 0.9349941
0.04930959 1.318915
0.1657241 2.049926
0.2712138 1.115821
0.1400329 1.554142
0.3690924 0.9699987
0.1711017 1.338457
0.1635379 1.625779
0.3230879 1.068045
0.2774747 1.348746
0.1133077 1.636663
0.1655844 1.568668
0.1394145 1.949653
0.1285759 2.294727
0.1374111 1.407613
0.2773636 1.102116
0.192684 1.063665
0.2106812 0.9289594
0.206507 0.9228019
0.1993201 1.001845
0.3257577 1.730206
0.1557065 1.15395
0.1275515 1.228839
0.1952802 1.131138
0.2821903 1.075295
0.2884915 1.130578
0.2865857 1.530904
0.1972699 1.190324
0.2102669 1.398658
0.2743073 1.009721
0.0958196 1.286002
0.164831 1.089473
0.1975715 1.014356
0.1124763 1.244071
0.08818623 1.319851
0.1464839 1.555656
0.1094954 1.530834
0.1094888 1.440711
0.1561708 1.083596
0.6120293 1.675456
0.3930262 1.373316
0.2659035 1.224199
0.6421578 0.9571716
0.2248196 1.559563
0.2782625 1.665177
0.5192057 1.303239
0.2073582 0.875012
0.1734275 1.426979
0.1442192 1.271495
0.1235812 1.293793
0.171447 1.163564
0.1629273 1.351726
0.1771596 1.88204
0.3034689 1.304989
0.1412208 0.777443
0.2001821 1.678639
0.09858438 1.298031
0.08702221 0.9892286
0.1327073 0.9214445
0.09229319 1.03636
0.1824298 1.457236
0.07989469 0.758505
0.1947229 1.279287
0.1765139 1.825876
0.1773447 1.833987
0.2332655 1.986666
0.2194683 1.334562
0.1493309 2.312652
0.1636455 1.360562
0.2049118 1.107069
0.1291761 0.7017394
0.06151145 1.210284
0.1320341 1.230245
0.1692346 1.848384
0.2638022 0.8122756
0.2100498 1.187474
0.1212778 0.9591161
0.1281674 0.9973323
0.1751447 1.38289
0.2576031 1.20744
0.1061239 1.368312
0.119743 1.282604
0.1901831 1.191149
0.1266006 1.262895
0.2573307 1.338039
0.231021 1.61716
0.2788797 1.522006
0.1978258 1.488413
0.2417382 0.9312168
0.2572259 0.9578276
0.1741829 1.190275
0.139799 1.374592
0.1108939 1.578816
0.137882 1.33457
0.2142553 1.494697
0.1605446 2.038907
0.1421877 1.481983
0.1053561 1.216944
0.1321552 1.048871
0.1325908 0.8326045
0.181712 1.307062
0.2026676 1.434096
0.3401705 1.367679
0.1668476 1.142145
0.1407788 1.423954
0.2709962 1.757094
0.1888085 1.01483
0.2622292 2.206926
0.2219861 0.8698482
0.1765901 1.391311
0.1464366 1.950835
0.2037141 1.697251
0.141273 1.317583
0.1299847 1.317749
0.3717074 1.342233
0.1835677 1.451945
0.1759533 0.9896178
0.08052654 1.457125
0.1131266 0.9644239
0.281411 1.561367
0.2262864 1.317632
0.1617816 1.182357
0.1706766 1.041023
0.1927613 1.354763
0.180612 1.183993
0.1890181 1.027464
0.166935 0.8173485
0.136311 1.029309
0.1130135 1.199562
0.1493244 1.593464
0.212684 1.203856
0.1244645 1.475873
0.1084909 1.187558
0.2279121 1.384613
0.09371373 0.9728195
0.1560992 2.161299
0.1769488 0.8582841
0.2296244 1.978121
0.1156523 2.208315
0.09486537 0.9864512
0.1106448 0.9867872
0.2892596 1.666933
0.1642957 1.280733
0.1618613 0.8264527
0.1790988 2.041698
0.2347894 1.00622
0.07992206 1.44271
0.1297675 1.376508
0.3550629 0.7142954
0.1597963 1.217083
0.06179136 1.197234
0.4114551 1.48639
0.200525 1.458352
0.2723671 1.777355
0.2136945 1.338312
0.2182275 0.8554325
0.2139329 1.806468
0.06898565 1.594566
0.1225896 1.042419
0.3007102 1.526063
0.3710519 1.534291
0.2909209 0.8729984
0.1848049 1.030993
0.163532 1.783687
0.1400685 1.507125
0.122146 1.125646
0.1645986 0.8481113
0.1108458 0.9013285
0.2417861 2.330117
0.2495179 1.420655
0.08547641 1.144831
0.142267 1.696312
0.1122324 1.220574
0.2302131 0.9826555
0.1584251 1.014473
0.111366 1.480621
0.1891052 1.79698
0.1802169 0.9630827
0.1639817 1.317976
0.1053384 0.9188288
0.1498349 1.328658
0.1360913 1.099466
0.1928638 1.395286
0.1803976 0.975747
0.2089394 1.034256
0.2851595 0.775948
0.3900164 1.056845
0.1798394 1.185815
0.1172279 1.439183
0.1948636 1.464153
0.3721613 1.435606
0.184839 1.858341
0.2528232 1.001089
0.2294509 1.696725
0.1883238 1.033852
0.1408361 1.441214
0.1109622 1.500708
0.205618 1.261814
0.2152199 1.15736
0.1284467 0.8844449
0.2044453 1.175112
0.3440188 1.283227
0.1640808 1.200493
0.07559767 0.8997195
0.1592009 1.328555
0.4131701 1.040913
0.1602846 0.7710516
0.1439517 1.541445
0.1169751 1.383095
0.1264747 1.005676
0.2245543 0.9901719
0.2474533 1.204268
0.2051686 1.453449
0.3085969 0.5428647
0.1854893 1.262234
0.3211206 1.536719
