"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-29.90412 -3.941353 21.18331 3.635611
-29.95212 -3.86011 20.65743 3.840024
-29.79062 -3.778631 20.54606 3.828119
-29.96985 -3.758209 21.32623 3.78814
-30.29994 -3.726106 20.69513 3.998275
-29.94409 -3.882567 21.46424 3.657966
-29.90645 -3.719994 21.53612 4.308909
-29.70253 -3.781102 21.56251 3.516128
-29.95506 -3.677063 20.83075 3.867158
-29.74168 -3.881815 21.31726 3.902911
-29.71331 -3.958674 21.38926 3.676195
-29.80185 -3.822516 21.42051 3.680959
-29.66982 -4.027537 21.19431 3.764788
-29.7159 -3.696651 21.79192 3.505521
-29.59278 -3.814914 21.05686 3.655043
-29.6361 -3.652849 21.59926 3.817125
-29.69556 -3.819649 21.63818 3.809374
-29.85188 -3.834597 22.14856 3.770618
-29.92408 -3.92864 21.95742 3.984047
-29.80981 -3.744706 21.50992 3.908366
-29.73636 -4.041767 21.31419 3.576453
-29.8273 -3.650493 21.269 3.73202
-30.07594 -3.772455 20.64612 3.354593
-29.63886 -3.818394 20.72748 3.832972
-29.80105 -3.726908 20.78488 3.714216
-29.75431 -3.870835 21.33937 3.822116
-29.87039 -3.814343 21.37356 3.72308
-29.87058 -3.789255 21.62341 3.5295
-30.03254 -3.927999 20.89513 4.040535
-29.92231 -3.813241 21.04633 4.014998
-29.57836 -3.811155 21.24357 3.800701
-29.51746 -3.809781 20.82821 3.692258
-29.63463 -3.913997 20.92516 3.903245
-29.79505 -3.810195 21.31731 3.880439
-29.62827 -3.792176 21.092 4.141812
-29.58787 -3.871267 21.28355 3.747584
-29.65295 -3.858383 21.46508 3.65856
-29.90965 -3.831967 21.15167 3.874654
-29.41914 -3.812356 20.85776 3.765148
-29.44865 -3.782243 20.59142 4.014488
-29.78661 -3.690652 20.16297 3.870869
-30.01238 -3.801098 21.23681 3.426423
-30.16012 -3.802926 21.30254 3.674932
-29.90749 -3.764107 21.24665 3.762957
-29.94951 -3.972161 20.50408 3.622261
-29.68477 -3.763331 21.17172 3.542906
-29.9069 -3.863183 20.57378 3.890361
-29.69827 -3.850482 21.3067 4.074593
-29.68949 -3.778249 21.29412 3.894163
-29.98823 -3.765402 21.14584 4.053022
-29.74365 -3.834717 21.46649 3.781365
-29.72091 -3.74358 21.23319 3.671461
-29.88897 -4.001793 20.3944 3.891602
-29.6424 -3.823008 20.3135 3.716136
-29.47039 -3.970336 21.15803 3.509641
-29.63414 -3.798591 20.78842 3.662764
-29.87894 -3.8745 20.5193 3.902486
-29.84889 -3.848722 20.71316 3.798808
-29.7856 -3.887265 20.82046 3.284333
-29.72575 -3.783101 20.95079 3.993758
-30.0098 -3.889259 21.26043 3.675693
-29.75582 -3.906305 21.06604 3.752933
-29.52551 -4.009958 20.76438 3.734268
-29.91315 -3.751989 21.06062 3.735965
-29.69903 -3.833905 20.9848 3.625947
-29.84839 -3.97122 21.01935 3.855076
-29.57289 -3.857007 20.7251 3.756573
-29.64834 -3.741926 20.42632 3.554037
-29.44869 -3.867319 21.24482 3.48636
-29.97945 -3.668575 20.59309 3.991659
