"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3" "beta1_4" "beta2_4"
30.01522 4.010813 7.730645 9.688468 -29.89417 -3.87824 14.4239 4.002168
30.17052 3.926245 7.229006 -8.174498 -29.95271 -3.979851 14.45709 4.034014
30.40814 4.161335 -5.39269 13.19155 -30.0954 -3.89418 14.62035 4.118263
30.01492 4.017722 6.098901 4.826279 -30.2473 -3.869006 14.63547 4.017842
30.11692 4.020432 18.07699 -5.795897 -29.94115 -3.887019 14.85446 3.9604
30.02552 3.794638 10.00046 10.59555 -29.97813 -3.836274 14.87888 3.960976
29.88777 3.960877 15.28138 7.174957 -30.08059 -3.872531 14.74552 4.040357
30.00555 3.881643 -3.55134 6.753567 -30.06006 -3.961566 14.92858 4.048647
30.08728 3.999348 5.703567 -5.772704 -30.30191 -3.870591 14.71293 4.105298
30.07764 3.997105 -13.22983 -4.443554 -30.09136 -3.910361 14.76102 3.996473
30.11498 3.987845 19.16576 3.869629 -30.19878 -3.940312 14.62159 4.161398
30.29908 4.122351 -0.8423299 20.62322 -30.31281 -3.946798 14.40252 3.989943
30.36016 4.059873 -13.36645 -4.737092 -30.23813 -3.913838 14.86495 4.107118
30.25479 3.880189 9.132602 5.87347 -30.29717 -3.910449 14.84903 4.029306
29.96913 4.015102 14.85493 4.020855 -30.23593 -3.89474 14.78465 3.896811
30.10343 3.961097 12.62831 3.772384 -30.28837 -3.967387 14.75546 4.215827
30.07537 4.009405 0.8490439 -3.168345 -30.206 -3.953096 14.81499 3.862566
30.20148 3.990184 -5.739481 -11.53826 -30.38852 -3.990437 14.461 4.11462
30.02665 3.899263 -8.003441 3.024 -30.23713 -3.846948 14.3968 3.973752
29.78559 3.906029 21.792 5.390407 -30.19729 -3.904562 14.46349 4.132723
29.89734 3.90872 -1.738439 0.5168022 -29.96237 -3.953212 14.79964 3.926701
29.89001 3.983657 0.3721393 -7.023446 -30.0757 -3.952166 14.78292 4.035723
30.40869 3.985719 1.166798 13.40737 -30.43471 -3.895357 14.80387 4.129566
30.06221 4.046815 12.46683 13.67504 -30.30907 -3.983468 14.96832 4.052419
30.1218 3.949558 -4.583412 13.37429 -30.24989 -3.920316 14.78324 3.947572
30.24175 3.929965 2.533231 -20.66023 -30.21134 -3.942122 14.64863 4.066801
30.27266 4.015786 3.727741 -3.092167 -30.00432 -3.942295 14.45522 3.979362
