"tau2_1" "tau2_2" "tau2_3" "tau2_4"
0.107738 54.72292 0.1616458 0.1349355
0.06376962 0.28648 0.1426899 0.2110527
0.03301764 2298925 0.1182122 0.2151611
0.01962031 0.2675629 0.1433193 0.07067355
0.02496086 0.3268839 0.1238513 0.09652085
0.06609383 1.597595 0.1129503 0.0954428
0.05455764 9.642806e+14 0.2126795 0.1800944
0.02124154 18542.55 0.1267373 0.1252201
0.09547853 3.044398 0.1406579 0.1131433
0.1097614 34.5957 0.1081821 0.1299366
0.07253311 0.05055128 0.07092475 0.1186561
0.298509 0.04251025 0.06232012 0.08790292
0.02135186 18478.41 0.07128659 0.09331946
0.1412399 5.643098 0.1097707 0.02263873
0.03581544 0.1746607 0.0934237 0.04339641
0.0856774 1.95476 0.1276709 0.09278905
0.03924252 92.99157 0.1115977 0.1378856
0.04845862 18.59023 0.1140422 0.09087291
0.06182766 30.02349 0.1163732 0.1225103
0.07731477 4.583227 0.1043042 0.2836161
0.06055771 114.9967 0.1021906 0.2035839
0.1613075 1934.144 0.1534602 0.125342
0.03139024 0.2558291 0.1262409 0.0983817
0.100716 409.8578 0.109072 0.04707948
0.02223486 71162138 0.1489938 0.1596691
0.06367159 0.06314466 0.1084492 0.07258348
0.03378883 0.5419644 0.1295118 0.09406614
0.1030474 0.5805324 0.08447233 0.2685696
0.06193439 1.352501 0.1065935 0.05406004
0.08813237 1.452857 0.09335115 0.09441641
0.0896282 0.592373 0.1198839 0.1029628
0.03299356 4.528231 0.1191931 0.1918724
0.01949685 151.6432 0.1311108 0.08590531
0.1258332 72328.96 0.1398306 0.1350344
0.08236351 979622629 0.1674145 0.04875436
0.03502968 5094.566 0.1540953 0.07403648
0.03599868 37.03199 0.1204716 0.09317743
0.06981462 0.2133438 0.2052089 0.02120738
0.1216988 0.06693559 0.1618741 0.2306824
0.6266037 10.15419 0.1158242 0.09404903
0.120034 54.2513 0.1461326 0.1224948
0.09419405 0.8595709 0.2083479 0.01385842
0.0283399 0.6552046 0.119648 0.03263925
0.04244687 3.135014 0.1052219 0.01754231
0.05480275 23.75792 0.04325078 0.08092929
0.04672591 1619.906 0.1094805 0.07604511
0.04023918 102.4128 0.1478893 0.07256177
0.06735903 233.8462 0.08630547 0.02369965
0.1032913 0.05281787 0.1162162 0.1279376
0.02925654 22981415805 0.07249223 0.1107616
0.06928039 1245300 0.0867004 0.06141767
0.1043488 0.0844429 0.136205 0.1105869
0.01577979 459.1144 0.1710725 0.06051642
0.09057204 32.1268 0.1073839 0.04398549
0.0888552 16703.91 0.07987948 0.02333622
0.02254698 7.627974 0.08243471 0.01616296
0.1560102 4.026195 0.1654567 0.007903781
0.1134794 4.657805 0.1101925 0.04982178
0.04199818 0.0548111 0.1115257 0.03950015
0.01768439 1653501 0.1184521 0.02800682
0.1466041 218.6399 0.1381477 0.08749202
0.06574124 2.926466 0.1043335 0.03585231
0.3001978 1243.734 0.1227297 0.141728
0.1558552 321680.8 0.1150348 0.1170687
0.1053585 0.4166007 0.1352818 0.1169865
0.08299273 14.37674 0.1011699 0.09432967
0.06827735 17.306 0.09013757 0.1291163
0.02695913 0.6565566 0.05834102 0.1081306
0.1229409 21.9298 0.07352729 0.1548509
0.05600344 0.14661 0.1370968 0.3011555
0.05603319 9579.057 0.1203124 0.09529868
0.2100768 867256.3 0.1150871 0.1142407
0.02223476 552.1997 0.1766846 0.1275813
0.1449813 339203.5 0.09230624 0.1067953
0.05373358 197137658 0.1102365 0.2705725
0.01572176 23122.8 0.1518949 0.05337633
0.0750669 0.1656384 0.1039799 0.1393368
0.04865864 1718.445 0.1031961 0.09338657
0.06553861 0.1576037 0.0813176 0.2804163
0.02366669 0.5299821 0.1066049 0.2726374
0.1261754 5719.139 0.1142053 0.1574674
0.03174284 384.9076 0.09284649 0.1764182
0.0814514 31.72415 0.1042992 0.0670944
0.01736308 49.11668 0.1097369 0.2122046
0.05610099 282.7846 0.06752514 0.1335997
0.0280165 3138.003 0.1230812 0.1519395
0.05516506 1.409302 0.09267467 0.05908027
0.1863563 2.488884 0.08914126 0.07074585
0.4927252 0.5486457 0.1780212 0.03985726
0.0323006 62.76254 0.1678713 0.06218823
0.163438 0.7662979 0.1108958 0.006481379
0.03300804 0.1296389 0.1080884 0.02134975
0.01062049 5.840772e+18 0.150496 0.06785951
0.0234868 1.195088 0.1304493 0.02199059
0.06547692 2.552052 0.0995461 0.04907534
0.03201265 1.074942 0.1369557 0.03378237
0.04677622 109337419 0.1127702 0.1267516
0.02245081 387.5558 0.09227687 0.07535558
0.038094 6.433607e+14 0.1332786 0.0559349
0.03610333 3.756717 0.07657424 0.2483555
0.07929969 3.655501 0.1062825 0.04684727
0.04071355 0.735834 0.1556682 0.05588699
0.1844304 1.719098 0.1165979 0.03666056
0.08223923 2.162459 0.1029962 0.0326464
0.06570529 1.159653 0.1275296 0.02599925
0.1674151 1.187387 0.1248914 0.03215023
0.0822407 0.9198511 0.1077263 0.02996096
0.1299298 0.9202056 0.1361352 0.05027907
0.1528459 416297.6 0.1332083 0.05367351
0.04458558 0.5041193 0.1402684 0.1030616
0.02330277 313.481 0.1259176 0.1718863
0.191298 4.859407 0.1184003 0.07045285
0.0491135 164.4924 0.1615221 0.05642686
0.01575719 1.202597 0.1161302 0.02952507
0.0279141 1545.653 0.1379108 0.03466442
0.0263759 1.17996 0.13986 0.05108371
0.1113345 0.1143845 0.1050545 0.07793023
0.04115978 0.6893315 0.09005337 0.06263748
0.08238057 13.51762 0.1117698 0.06809494
0.02700064 246.2296 0.1075822 0.06218265
0.0288777 6.683687 0.1444858 0.1216857
0.03207252 91558182970 0.1223396 0.06515163
0.02646012 59.1007 0.1023016 0.08449498
0.04463816 29.6114 0.1523925 0.06469807
0.02586582 2277.901 0.1245936 0.03985738
0.0500312 0.4487351 0.09783486 0.03012292
0.1004285 6.899657 0.1905051 0.2026235
0.01626816 10.00939 0.1043789 0.06841227
0.07533109 26.45222 0.1082213 0.05733984
0.04907801 0.8751915 0.1773563 0.05820906
0.02472417 71.23261 0.1409545 0.200827
0.03433409 0.3104003 0.07855453 0.04574119
0.1658876 1.75238 0.116707 0.04930974
0.03246897 0.07894015 0.1540734 0.1941842
0.02358277 1317.783 0.1822493 0.09674094
0.07119122 0.788643 0.1451799 0.03932195
0.07411367 37.12996 0.1265481 0.01483437
0.1849129 8.717705 0.2147776 0.09648237
0.1074561 10.31478 0.1775528 0.03527577
0.04917832 88.06232 0.178147 0.07201812
0.1245948 26.76525 0.1002132 0.09983799
0.0338049 12.53812 0.08795695 0.2641055
0.05745401 40.45651 0.1127743 0.04628431
0.03296446 8474930340 0.2004398 0.05660828
0.1563114 1262611 0.1233808 0.04328707
0.2057508 1.262202 0.1206023 0.1133753
0.1738908 11346.78 0.09306593 0.03755696
0.2823061 8657.419 0.1204266 0.118197
0.1461693 131637013 0.1459017 0.1046809
0.05150352 0.854941 0.1297365 0.1254704
0.1003969 2.254072 0.1707451 0.08109583
0.0288841 5458.964 0.07725605 0.07494627
0.1848602 1201.454 0.142331 0.09569702
0.1755533 650.1146 0.1510244 0.05467223
0.02955971 1.875345 0.1411156 0.02987682
0.05254464 0.121737 0.1022609 0.1612648
0.085813 425.5546 0.1699256 0.4360589
0.01925958 199867.2 0.1174437 0.1098479
0.02544735 5.372135e+13 0.09624628 0.2430014
0.04383343 9.99043 0.1885474 0.16724
0.04861459 0.0809476 0.1354255 0.05116829
0.01591321 14.03936 0.1225732 0.05480071
0.01930831 7.436868 0.06942327 0.04327655
0.04056911 0.05628482 0.2216632 0.1515829
0.03500561 1.830754 0.2249186 0.2569544
0.1982387 0.9479389 0.1121894 0.06301237
0.08861849 745.0124 0.1145668 0.0201099
0.1269964 12.45853 0.1615267 0.1123819
0.0947702 0.03267977 0.1435172 0.1100008
0.06859426 13.06211 0.2001804 0.0611238
0.05696161 43.43219 0.1182717 0.4347771
0.06035335 22.15825 0.136881 0.08489465
0.06517258 25884.34 0.09492157 0.1305288
0.06918161 2.075237 0.1114567 0.03852945
0.05826328 0.8928432 0.1164404 0.1101593
0.07485884 0.2676852 0.1119221 0.06022828
0.01596103 11.33173 0.1681388 0.05695737
0.1349784 276.3007 0.09498816 0.2307457
0.0300569 1490.703 0.1491919 0.1506206
0.0388086 180.6163 0.1155204 0.1763943
0.1294215 414.2419 0.1437615 0.0411378
0.06931001 0.05367681 0.1601217 0.05972977
0.04055376 3.491607 0.1036479 0.04880901
0.1040914 0.248712 0.06277652 0.08303527
0.03241106 195299.7 0.1336706 0.05920829
0.01899805 0.2200447 0.1516182 0.1087685
0.1134575 8.632036 0.1115059 0.05033082
0.1234419 3.491174 0.0985678 0.08445843
0.02844691 3.624031 0.08370376 0.05104823
0.3092514 0.1636008 0.1142619 0.07147195
0.2538662 2.39705e+26 0.1353422 0.04142243
0.1072967 32783.57 0.1116131 0.0596001
0.06098272 0.199218 0.1443177 0.08735495
0.1686119 4.088691e+16 0.1424935 0.07623094
0.2236429 28.58736 0.2220246 0.08882422
0.1138813 0.2802377 0.1346176 0.1222162
0.04710855 29064.89 0.1197373 0.1683727
0.05910066 27836.34 0.07780711 0.1204189
0.2189613 0.2150391 0.09465052 0.03912013
0.05470046 3.301441 0.05946688 0.05541725
0.04751057 34592.76 0.1127497 0.08538536
0.0602192 159.8507 0.15409 0.1934878
0.01364646 0.6261124 0.1614427 0.3303918
0.06472385 0.2800736 0.1446116 0.1044914
0.09268936 1.344295 0.1455317 0.1510157
0.03439746 1.211796 0.2253935 0.03229867
0.07709781 0.776132 0.1724449 0.1038962
0.04494538 10.36227 0.2410953 0.04192633
0.05958636 1.448366 0.1579484 0.04502804
0.06407492 0.3980165 0.1633301 0.01449034
0.02284406 1.579865 0.1051386 0.02839092
0.0194251 1.196887 0.1152617 0.02876754
0.03204932 2.495145 0.1080717 0.08277487
0.06305252 2.290586 0.1269369 0.03912094
