"comp1" "comp2" "comp3"
0.2176135 3.121751 0.07196282
1.191776 1.951545 0.01354244
1.093954 0.07588661 0.01771202
0.5015924 0.2656258 0.0237051
0.2200984 0.04661543 0.01788601
0.2877152 0.08171216 0.02644674
1.04749 11.47186 0.03267916
0.03796059 0.1993193 0.01639263
2.632816 6.545062 0.0454586
1.587525 0.2586791 0.01403312
0.174965 59.49877 0.05722855
1.736387 1.275126 0.01875037
0.1739064 7.499372 0.05348316
0.2022213 0.2931897 0.01651719
0.8807453 50.95963 0.03276229
0.07345983 15.86225 0.02291827
0.2181267 0.1801873 0.02713517
1.194316 0.05638396 0.02511166
0.09405186 1.145708 0.03128724
0.1193918 33.6422 0.0298598
0.1794457 0.5437698 0.01846161
0.8050957 36.48496 0.01757887
0.06442096 0.4550108 0.02404371
0.04200682 0.5497579 0.02269143
0.5193791 4.324809 0.01208636
0.08042418 0.4331726 0.02553325
0.3028624 36.50956 0.02067073
0.8148771 0.8295379 0.02044048
0.358927 5.018896 0.03182263
0.6404013 2.682859 0.01991644
0.6349856 19.75561 0.02624679
1.356675 2.201442 0.0373095
1.409941 5.654803 0.02393868
0.1825003 0.04131067 0.04428052
0.07256082 0.1406327 0.01072555
2.065766 2.263529 0.03754088
0.08474696 0.276222 0.01062702
0.4471152 0.2464203 0.01699821
2.518422 11.99632 0.03358286
0.3589991 51.24044 0.0236277
0.3416736 0.8289237 0.0335676
2.813331 0.299622 0.01683497
0.10962 57.46076 0.05071045
0.1188469 19.34499 0.01441482
0.03215169 0.3505844 0.01368544
1.183922 0.7639131 0.1403615
1.922702 2.565432 0.01452847
0.05952906 0.1658998 0.02096824
0.312883 1.399564 0.02753896
0.7589269 0.1485143 0.05229154
0.1511262 0.2824731 0.02696626
0.2000999 78.00952 0.05273132
0.03847503 22.10703 0.034102
0.9587958 0.5596963 0.01335382
0.3521654 0.047608 0.02954289
1.858475 0.06266559 0.01964731
1.115005 3.618735 0.02022601
1.09086 25.08102 0.03601698
0.7356941 0.7025634 0.02249633
0.2823041 0.4299465 0.01579737
0.1500083 0.3863388 0.02276679
0.5892928 0.1612141 0.04635229
0.2324654 47.11065 0.0117505
0.749041 0.4440835 0.01296086
0.1220186 4.846224 0.01667397
0.07604771 6.249965 0.02193514
0.1993418 0.5227813 0.0440923
0.08507635 402229651 0.03354037
0.8250969 0.3706538 0.01944231
1.575256 0.8741128 0.04777581
0.2458253 92.06574 0.02356604
6.208639 1.946355 0.0194867
0.1488766 0.05279935 0.01798772
0.2727696 0.05605465 0.04137212
0.1027247 7.185808 0.009022672
0.02566766 118.1697 0.06075599
0.09525783 5.100055 0.02972492
1.380306 33.85982 0.02936776
0.2674126 7.474184 0.01993669
0.05896951 2.065323 0.03191815
0.1138921 2.01806 0.01421171
0.0687588 4.652033 0.03221503
0.2742529 0.9042252 0.02691077
0.503577 104.6083 0.01485218
0.7029774 8.121422 0.01477014
0.1237312 32.4495 0.01985837
0.06543499 0.1751485 0.01754681
0.6416902 8.793341 0.04657431
4.067597 513.8609 0.01942744
0.02358167 40.93245 0.02873428
1.027162 1.490631 0.01416418
0.0128694 74.8341 0.0900093
0.5769887 19.67881 0.0165915
0.5987534 0.2270465 0.02316024
0.705657 0.07255934 0.02027045
0.02420102 2.905243 0.006640128
0.2156686 33.65974 0.03485344
0.2510662 0.04093253 0.01145469
2.402619 0.6253412 0.03373363
0.2675527 11.79568 0.01464667
0.1329575 6.65272 0.03575773
