beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
-29.67529 -3.83246 15.87693 4.09282 9.846386 -6.867319 29.51865 4.044257 
-29.80692 -4.074523 16.12542 3.738525 8.143818 9.832963 29.46334 3.535531 
-29.69181 -3.881524 15.80143 4.762509 2.24942 -14.53066 27.30499 6.16434 
-30.01524 -4.097473 15.04133 3.839587 -6.478127 10.48289 28.8883 5.084115 
-30.62295 -4.083633 15.0254 4.787016 -4.197169 9.02154 29.24781 4.230902 
-29.65646 -4.101319 15.42988 3.523524 20.84098 10.70047 27.21215 4.930211 
-29.74747 -3.88673 15.88494 3.079864 2.532686 4.566564 30.11885 4.356778 
-29.3006 -3.932824 15.98119 2.602461 8.940265 5.499118 29.25861 4.393585 
-29.48305 -4.060775 15.64867 3.346134 -1.900962 -3.659483 29.52252 3.57785 
-29.83492 -3.798365 15.34204 3.975961 -3.127619 0.4323053 1.137259 17.11096 
-30.73974 -3.924913 16.28047 2.833385 -0.1632804 -9.166747 29.15557 4.379627 
-30.06539 -3.899345 14.38281 3.483933 -4.634265 -4.813858 28.59983 4.279196 
-38.37308 -4.023473 12.7619 3.559735 24.0589 -7.489375 29.12788 4.018709 
-29.60154 -3.966993 15.90451 2.63322 14.96713 5.814147 29.00545 3.548477 
-30.94351 -3.641008 15.83006 3.061761 -6.555565 -0.8475804 28.55975 3.903888 
-30.14381 -4.00183 15.31067 4.740916 0.4300882 -3.284833 29.18867 4.290245 
-30.33707 -3.99984 15.81255 3.608674 -16.64771 1.646343 28.72161 5.034149 
-29.40651 -3.597034 15.63939 4.180137 5.943591 17.86846 29.10605 4.413328 
-29.75777 -3.99459 15.04266 4.991193 -8.749933 -23.64343 28.57752 4.853698 
-30.09779 -4.056165 14.80573 4.341412 1.584579 5.417826 28.64788 6.833311 
-29.51964 -3.599162 16.86941 2.569579 -14.89681 17.70331 28.88677 4.918963 
-29.7126 -3.920703 15.9628 3.461838 14.88993 4.052116 28.00639 4.22902 
-31.07262 -3.968119 16.08108 3.932254 14.17832 -0.1526779 28.98825 4.631408 
-30.00928 -4.041969 15.11273 5.41478 -6.722379 2.17804 28.82747 4.295639 
-29.94859 -4.138642 14.75466 4.20032 17.07653 -6.063766 28.14524 5.903702 
-30.57216 -3.728564 15.39378 3.747433 -0.5204771 7.199316 29.22858 4.278003 
-32.24868 -3.862953 15.30308 2.681934 4.448603 6.356117 28.85289 5.132516 
-30.20173 -3.618944 15.21304 4.494838 -0.6851896 13.33708 29.10259 4.464546 
-29.68273 -3.829309 14.84784 4.306163 7.508366 9.176835 29.33598 3.921739 
-29.35555 -3.679086 14.99232 4.017408 6.233953 8.917341 27.21786 6.810485 
-30.23277 -3.95234 15.56086 3.550171 -5.085238 -3.178213 29.11341 4.831224 
-30.3064 -3.951077 15.00501 4.327934 -10.58527 5.609944 28.91198 5.329263 
-29.96072 -4.088689 15.72776 3.086293 6.665194 -3.278647 22.10511 0.4015575 
-29.7388 -3.991204 15.40366 3.389282 7.986667 16.67484 22.99231 6.673962 
-29.75219 -4.071223 15.45784 3.689252 -1.933699 -15.54366 18.38302 8.147752 
-29.60408 -3.961317 16.072 3.060022 -15.02141 -14.81974 16.72059 7.449484 
-31.03441 -4.034878 14.9544 3.41271 -7.878876 -5.258803 6.458249 2.655147 
-30.41993 -3.959852 15.10105 2.707206 3.552404 -0.4128127 17.28896 6.025528 
-30.15713 -3.910241 16.38438 2.785076 3.530556 10.66905 -1.891275 5.821945 
-29.82075 -3.925094 15.37012 3.591206 3.189055 -2.041923 17.98014 3.140124 
-29.38651 -4.058165 16.41095 4.685054 0.7183142 5.727762 14.83587 7.863506 
-29.92543 -3.860112 15.53227 3.028983 7.081804 -2.724822 35.0203 4.075217 
-30.22493 -3.932635 15.28131 3.865291 -3.678074 0.8110487 19.9948 21.20206 
