"Delta_1" "Delta_2" "Delta_3" "Delta_4"
1.057087 -11.92402 -0.3847579 -2.21004
0.9907638 -6.557558 0.09247786 -2.199834
0.9788117 0.5781025 -1.694058 -1.911711
1.003068 -4.20385 -0.009980047 -1.925759
0.9909771 0.9711125 -2.617834 -1.999083
1.01716 2.404246 -0.8042052 -1.594778
0.9623358 5.40769 -3.355271 -1.943605
1.033143 0.5764083 -2.725185 -1.880799
1.012484 9.221169 -2.38167 -2.219617
0.993306 11.88413 -2.050925 -1.928054
0.997804 12.18542 -1.624097 -1.881689
1.0011 -14.13134 -0.9741468 -2.050827
1.039282 2.472503 1.8565 -2.267472
1.051711 10.96959 2.972932 -2.28146
1.118134 -0.3170213 6.135584 -2.223017
1.10187 -9.040462 -1.983488 -2.158346
1.101087 -4.146275 -1.625036 -2.045229
1.077621 7.375714 -0.9689167 -1.983926
1.094766 7.273854 0.2899051 -2.564526
1.113786 0.183813 -2.997909 -2.202206
1.112175 -0.2446858 -2.525143 -1.975042
1.091594 -9.976639 -2.385746 -2.511635
1.110445 20.04771 -2.768016 -2.231762
1.115307 -16.2382 -1.318347 -2.256037
1.089787 18.31706 -2.727926 -2.252036
1.014015 -0.851634 -0.9787355 -2.281473
0.9514226 -5.851282 -1.335715 -2.042275
0.9620672 10.94415 -0.1583126 -2.043667
0.9765323 -7.127701 -0.1656786 -1.981247
1.061128 -6.897853 0.8503903 -2.065559
1.02138 -4.966447 -1.168222 -2.325377
0.9972855 -0.3462789 -4.121958 -2.14993
0.9891501 10.65317 -1.229608 -2.345461
0.9784124 -4.308405 -1.202147 -2.11416
0.9512302 2.425269 0.1781605 -1.814577
0.9302731 -12.54482 -1.486911 -1.79443
0.9757094 -2.573929 -2.221017 -1.727391
0.983674 16.91783 -2.81058 -1.527078
1.005509 15.26787 0.01609581 -1.867848
0.9749533 1.680253 -2.69842 -2.256369
0.9238953 0.2936632 0.2459686 -2.209084
0.9913108 -0.6159676 -0.9813913 -2.179469
0.9513196 3.610982 -0.520217 -2.114395
0.9892955 1.058153 1.553912 -2.009313
0.986637 0.165523 0.2525089 -1.804166
1.002292 2.106898 -0.951036 -2.314852
0.9763979 -13.66534 3.110497 -2.093684
0.9981582 8.310522 -2.736158 -1.969087
1.020924 -11.31907 -2.21165 -1.723156
0.9853812 -5.1321 -1.357605 -1.544477
1.012889 -2.889008 -2.001647 -2.297982
0.9895581 6.150071 -2.242944 -1.634707
1.016474 3.883664 -2.834512 -2.323559
1.01617 2.750577 -3.436748 -1.88847
1.011617 -1.338954 -2.965678 -2.178912
1.027919 5.922474 -0.5454708 -1.66732
1.034347 8.492276 -2.535481 -2.09906
1.032666 -9.871224 -0.7960444 -2.238025
0.9957491 13.24905 -0.9316779 -1.946335
1.033308 -15.86395 1.662172 -1.65289
0.976159 -11.4471 -0.3112928 -1.926772
1.027714 14.19794 2.597563 -1.930786
0.9889903 -11.38112 -1.598555 -2.271863
1.03122 -1.597964 -2.451793 -2.280767
1.025727 2.66494 -0.9376577 -2.685527
0.9846182 -12.21602 -0.9281244 -2.524683
1.058376 7.533243 0.4723288 -2.316431
1.079173 17.58312 -3.403532 -2.460269
1.09976 5.585554 -2.605961 -2.35633
1.102698 -6.418185 -2.201065 -2.054287
1.101123 16.25836 -0.7813128 -2.269388
1.040403 3.147983 -2.618086 -2.561437
1.093871 -1.536888 -2.71707 -2.481704
1.118622 9.310139 -2.325646 -2.083238
1.072592 2.252154 1.72973 -2.163548
1.136784 -1.491162 -3.598193 -2.489384
1.131964 10.91454 -2.846385 -2.498126
1.09393 12.98366 -3.044021 -2.195757
1.101622 -1.579203 -1.756561 -2.446182
1.125461 14.94971 -0.3171934 -1.737628
1.106606 -14.55132 -1.482238 -1.851153
1.10886 -1.759186 2.243783 -2.093652
1.100613 3.276079 -1.068554 -2.080488
1.066725 10.32521 -0.5567302 -2.415129
1.090194 -18.54743 0.006125748 -2.443055
1.108096 7.391217 -2.163532 -2.49131
1.063394 -4.635657 -1.443112 -2.067296
1.104943 -0.8008292 0.1081002 -2.142152
1.089037 1.407854 -3.532339 -2.050492
1.064079 -3.12104 -3.687059 -1.977962
1.054118 -1.213726 -4.513995 -1.908144
1.073021 -7.304688 -3.00014 -1.947195
1.068266 7.61132 1.629788 -2.208302
1.085112 0.06445594 -3.562646 -2.260935
1.075815 2.159328 0.1398391 -2.005552
1.019027 0.3848261 -1.311322 -1.889063
1.026759 -12.44752 -2.633535 -1.90214
0.9652086 3.375907 -1.642361 -2.203992
1.013238 -7.346265 -2.497022 -2.539894
0.9849169 -18.87746 -0.3659447 -2.251881
1.03205 -8.089492 -2.693301 -2.210129
1.035188 -0.6094027 -1.75619 -2.396128
1.075636 2.003166 1.000479 -2.465283
1.050259 -1.018551 -2.438235 -2.173679
1.067226 11.29258 -2.866971 -1.808524
1.003356 0.1266776 -1.909627 -2.594339
0.9707363 -5.793328 -3.079825 -2.368925
0.9893941 -9.581171 -4.254183 -1.997766
0.9996963 -20.98401 -2.271882 -2.554445
1.02644 -14.27599 -2.722421 -2.28747
1.057321 0.3614277 -1.836146 -2.646977
1.114171 -6.65944 -2.105241 -2.713219
1.075742 -7.249994 -0.6833285 -2.248266
1.03924 -5.407285 -2.76262 -2.39773
1.033157 9.174388 -3.641851 -2.450099
1.045091 2.614512 -1.608759 -2.374442
0.9803262 -4.272053 -1.059537 -1.990173
0.9823253 9.506581 -0.1085907 -1.82198
1.01381 4.574449 -1.909959 -2.339439
1.111533 -6.78033 -3.759853 -2.261574
1.123869 9.99593 -3.074321 -2.158976
1.163809 6.827586 -2.875934 -2.248341
1.144089 2.861362 -1.844527 -2.465081
1.087487 -0.431046 0.3022919 -2.063044
1.131571 11.78559 -2.168589 -2.225801
1.153528 -5.08734 -0.8982621 -2.05813
1.099541 2.859247 0.6406386 -2.453484
1.043475 8.177729 -1.274995 -2.257082
1.019444 2.343436 1.114401 -2.184316
1.054403 -14.77777 -4.909105 -1.774681
1.057268 -2.987449 -2.622697 -2.046688
1.019852 -8.364377 0.0864652 -1.973296
0.9967255 9.767849 2.049451 -1.839512
1.003168 10.8362 -2.647772 -1.863803
1.044373 -1.612846 -2.813008 -2.300152
1.025991 10.81444 -4.39752 -1.887246
1.075744 9.323383 -2.231314 -2.054369
1.067888 -0.2220237 -2.968305 -1.940239
1.073214 -3.399919 -2.877484 -2.325458
1.090235 -13.69103 -3.624125 -2.17494
1.09529 1.055804 -2.764652 -2.07771
1.068998 -5.87594 -2.716727 -1.9838
1.070613 -5.549108 -0.2303755 -2.333149
1.069822 9.709911 -2.989311 -2.11446
1.009952 23.47394 -3.27026 -2.176364
1.104135 1.369975 -4.281806 -2.396963
1.026619 -11.75965 -3.301905 -2.085204
1.085139 1.378012 -2.869011 -2.398162
1.073716 -11.75443 -2.254896 -2.274515
1.079645 -3.443795 -2.131881 -2.522193
1.023587 1.593256 -0.8755907 -2.514175
0.9499404 13.84368 -3.228176 -2.26252
0.9636406 1.136384 -1.634262 -2.148194
0.9486368 -5.696055 -1.783466 -2.38555
0.9754483 1.549515 -2.044144 -2.017935
0.9887485 1.63972 -0.07840223 -2.241685
0.9813727 -5.74605 -2.080162 -1.781263
1.022881 -4.281561 -1.353918 -2.116241
1.023743 1.85129 -1.934791 -2.050642
1.039899 1.449371 -2.412872 -1.989039
1.07047 -2.434052 -1.168669 -1.945338
1.136058 -10.61581 -1.124707 -1.667509
1.159396 1.828647 -3.965237 -1.962988
1.198717 6.96375 -3.517977 -2.302878
1.190527 -17.25594 -3.048693 -2.344774
1.183389 9.672205 -2.85929 -2.426286
1.137004 9.001856 -2.586852 -2.40954
1.122636 -20.36281 -1.877882 -2.081663
1.089713 1.394654 -0.7439085 -2.154259
1.049237 1.963964 -3.354679 -2.195136
1.061755 -0.1301343 -3.138772 -2.005808
0.9434147 0.6106735 -1.312582 -2.446329
0.9240391 0.3231285 -0.0614005 -1.980272
0.9317655 -1.913287 -1.759419 -2.24911
0.9750366 -1.720837 -2.849219 -2.222068
0.9650666 2.184478 0.3558789 -2.146731
1.032764 -7.841142 -2.656409 -2.19777
1.057826 23.64519 0.213445 -2.221981
1.050132 17.19064 -1.319717 -2.281745
1.046494 3.158091 -2.611091 -2.128775
1.030861 19.05849 -1.875069 -2.191191
1.030854 -23.16185 -2.317484 -1.988094
1.126689 3.770273 -2.116418 -2.340402
1.083383 -3.897059 -3.901555 -2.118658
1.076046 1.807451 -0.2116436 -2.598824
1.085156 1.474793 -2.011166 -2.294878
1.046518 -8.14946 -2.400485 -1.961247
1.073839 0.01595539 -2.268435 -2.196241
1.035996 -7.526425 -0.1634385 -2.173192
1.060418 -7.348611 0.9430504 -1.937939
1.076345 4.482376 -2.2943 -1.797513
1.032745 1.210914 -0.8879174 -1.946446
1.039577 -3.132979 -2.378476 -1.902395
1.018615 6.178199 2.25482 -2.122905
0.9861068 -9.519657 1.493979 -2.258512
0.9499477 -16.54705 -1.008534 -1.817432
0.9836848 -3.17255 0.3130916 -1.973114
0.9526336 6.908892 -0.4048015 -2.439502
1.000689 -14.24981 -3.204964 -2.081752
1.022662 8.429794 -2.661707 -2.18831
0.9985788 -0.3301353 -0.9147074 -2.271167
1.019812 -9.006506 -0.5213954 -1.83548
1.007067 -4.809003 -3.04456 -2.035906
1.018735 -3.869938 -3.55267 -1.915773
0.9963534 -11.63735 -2.238797 -1.786347
0.9943947 10.28734 -2.317309 -1.931688
1.000255 0.0528989 -1.528183 -2.143163
0.9592869 4.686767 -0.05523491 -2.19284
0.9976039 -5.115103 -1.268194 -2.080892
1.05163 1.657437 -1.885157 -2.138994
1.04621 -6.850662 -2.622693 -2.537416
1.059485 5.046942 1.163701 -2.164962
1.06086 9.468627 -0.3447809 -2.532242
1.058915 -10.43292 0.7444537 -1.995961
1.04201 -4.194039 0.8789836 -1.947708
1.050377 -4.156263 -3.50667 -2.105409
1.042176 3.226261 -1.159699 -2.151882
1.051707 1.772089 1.793138 -1.919771
1.069646 -4.548915 -1.686747 -2.092667
1.082775 -6.089036 0.1104327 -2.134972
1.142203 3.523884 -1.38493 -2.340867
1.139062 2.725398 0.06273702 -2.240396
1.036213 -1.40229 -0.2711786 -2.422965
1.028538 -17.35563 -1.054067 -2.047392
1.063061 5.818387 -3.780356 -2.316052
1.051086 -2.443884 -1.454317 -2.175511
1.005692 -0.346291 -2.434941 -2.597076
1.005709 4.437212 -2.088978 -2.325277
0.9850771 3.330259 -2.614371 -2.127578
0.9895074 6.222561 -0.2382326 -2.020435
0.9596634 1.211088 -2.554248 -1.886533
1.007127 6.637112 -0.1829884 -1.803854
0.9460344 1.395027 -2.516679 -1.70422
0.987779 3.471817 -2.102421 -1.933535
1.011168 2.271726 1.99137 -1.860318
0.9892032 10.7285 -1.420185 -2.022204
0.998845 10.75104 -2.554846 -1.970641
1.001502 2.55865 -2.204739 -2.227812
1.002805 -7.161357 4.343684 -2.163915
1.034843 -3.343103 -1.832763 -2.45713
1.083888 -3.765108 -0.4281382 -2.21279
1.109001 -8.123207 -3.658971 -2.351145
1.117285 6.76419 -3.949543 -2.194102
1.102335 6.072518 -2.697385 -2.306453
1.106161 -13.37941 -2.675802 -2.195796
1.076273 -9.683492 -0.17854 -2.298943
1.118488 0.8035583 -0.6916883 -2.407122
1.148383 1.213573 -2.470895 -2.333142
1.061445 -4.522598 -2.49583 -2.394321
1.051055 1.008601 -3.338946 -2.57522
1.06628 8.801011 -3.021883 -2.161144
1.114197 -15.7437 -3.704385 -1.876011
1.085179 4.18108 -4.176251 -2.264718
1.06855 6.782248 -2.46193 -1.972919
1.052708 1.314702 0.8277814 -2.0513
1.079149 0.1623445 -0.4667785 -1.91633
1.085022 3.566706 -2.033147 -2.163706
1.142603 2.660871 -1.245895 -2.095313
1.129209 6.100196 -1.828004 -1.94481
1.090472 -1.69397 -2.546636 -1.803158
1.105667 0.5446607 -2.532185 -1.906834
1.106063 0.7108167 -2.890149 -2.296796
1.106595 6.351095 -3.614667 -1.863508
1.060153 2.166352 -2.503456 -2.502598
1.109275 6.304943 0.86475 -2.047098
1.159812 -3.584482 -3.203911 -2.171168
1.119167 16.91684 -2.361326 -1.968236
1.084183 0.6066919 -1.71673 -1.588121
1.059622 -1.877465 -1.935226 -1.785771
1.058129 -1.441551 -3.394525 -1.844308
1.095035 -0.2706214 -2.368221 -2.217027
1.088043 -0.336854 -2.177062 -2.177023
1.042031 10.73797 -3.967549 -1.946185
1.005631 -20.51109 -3.19899 -1.911412
0.98089 -7.199379 -3.374181 -2.07836
