"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3" "beta1_4" "beta2_4"
15.0181 4.033159 30.17513 4.010943 -30.12051 -3.948123 -2.475988 -12.95073
14.80715 4.008834 30.17787 4.04631 -30.14831 -3.867025 20.00445 0.2146189
14.95767 3.998852 30.12442 3.985673 -30.11285 -3.811384 12.47396 2.794702
14.96441 4.03921 30.07037 3.989638 -29.96626 -3.959563 -6.459933 18.86832
15.05649 4.012385 30.10515 3.956129 -29.77161 -3.868661 9.259426 -2.431722
15.09653 3.986535 30.13635 4.023802 -29.84983 -3.836385 -13.03036 -0.7881737
15.15469 4.067663 30.15867 4.0415 -29.55597 -3.946546 -9.873471 25.76544
15.07245 4.085355 30.22176 4.003263 -29.72218 -3.638457 -10.5493 15.92762
15.11915 4.040775 30.23588 3.966135 -30.11996 -3.768204 -10.8678 -4.893101
15.33564 4.026893 30.1411 4.023034 -29.85472 -3.718779 5.188289 6.412427
15.28272 4.017989 30.02988 3.98872 -29.74715 -3.854374 12.62498 -2.080975
15.08939 4.041288 30.11043 4.024256 -30.01861 -3.845715 5.08328 -2.348926
14.98266 3.997078 30.0925 4.027369 -30.32869 -3.803246 -2.678063 19.59683
14.98683 4.00994 30.07651 4.008442 -30.01047 -3.787231 9.258368 -7.973818
14.89378 4.013725 30.04477 4.021687 -30.24417 -3.795238 -5.396829 -7.875743
15.08074 4.100528 30.01924 4.030345 -30.02969 -3.73947 -10.51655 9.718124
14.94256 4.08268 30.1121 4.070681 -30.39007 -3.905893 -0.7930743 -4.416554
14.97824 3.99161 30.12494 4.036632 -30.17752 -3.782716 -4.268338 12.87896
15.067 4.02823 30.10235 4.015389 -30.20086 -3.999027 -16.58406 10.05003
15.06526 3.98577 30.13948 3.980785 -30.04132 -4.007994 1.979039 0.0913657
14.95194 4.013476 30.12983 4.053864 -29.82834 -3.806119 -8.773555 -0.2592152
14.97993 4.090816 30.11392 3.978698 -30.03583 -3.908293 -6.935761 6.26043
14.94167 4.007223 30.15739 4.016184 -29.92536 -3.9164 -4.021147 10.58242
15.00826 4.020793 30.17024 3.993088 -29.78506 -3.957092 12.73937 4.082207
15.11052 4.075122 30.17284 4.007863 -29.88163 -3.881479 9.265595 -0.4737545
14.89008 4.058654 30.17322 4.037839 -29.92884 -3.832647 -7.306982 -12.52787
15.08043 3.979955 30.05379 3.999638 -29.73794 -3.945942 -22.20959 12.60529
15.05532 3.947357 30.03171 3.977462 -29.57933 -3.797658 8.355551 -0.9646065
14.94458 4.00992 30.1076 4.006141 -29.81947 -3.730394 10.57138 4.499192
14.91406 4.12615 30.25476 4.056124 -29.97317 -3.880228 11.28439 8.080189
14.84551 4.030122 30.20199 4.022553 -30.24373 -3.824465 3.835487 1.782566
15.08444 4.011667 30.03625 4.019415 -30.00937 -3.743456 -1.654565 -8.346681
14.95689 4.056889 30.14339 4.021179 -30.3554 -3.660566 -17.14229 -8.378976
14.94363 3.963484 30.1558 4.010664 -29.93895 -3.915411 4.154603 12.39766
15.09942 3.900036 30.12002 4.041135 -29.72009 -3.884136 11.76171 -2.082919
15.06142 4.03629 30.26318 4.027947 -30.02361 -3.89096 9.702576 -0.3660448
15.04761 4.027928 30.15383 4.056012 -29.82766 -3.870617 10.84821 0.5250839
14.961 4.063231 30.30419 4.060293 -30.17672 -3.752841 -13.33204 6.20899
14.96977 4.067265 30.19724 4.040077 -29.77281 -3.82595 -4.750788 6.386331
15.00936 4.047683 30.19774 4.020326 -30.03761 -3.665703 23.4684 -7.559165
