"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-2.081251 1.183619 -2.939194 4.445617
-2.159621 1.093791 -3.02287 -3.604728
-2.080737 1.127647 -3.039994 -2.010593
-2.270874 1.145529 -3.174521 -0.5849114
-2.162427 1.229638 -2.965108 2.990344
-2.04363 1.167265 -2.831384 -7.188261
-2.026695 1.174898 -2.637621 -4.346112
-1.899212 1.233989 -2.731073 6.199708
-1.855404 1.211438 -2.929252 5.714462
-1.802679 1.225159 -3.266689 -8.335044
-1.90276 1.116698 -3.114554 1.651124
-1.95613 1.075542 -3.061352 -6.654208
-1.991987 1.074278 -3.023356 25.39967
-2.070145 1.058873 -2.965044 9.627894
-2.062789 1.048813 -3.157534 -6.920789
-1.945905 1.045682 -3.156405 -5.345615
-1.912921 1.121957 -3.246167 -22.42027
-2.110683 1.162289 -3.332697 15.98388
-2.116125 1.139492 -3.306074 0.8787588
-2.133844 1.16102 -3.128988 1.350714
-2.281763 1.173007 -3.008879 7.490467
-2.173488 1.143978 -3.262665 10.26418
-2.159004 1.171437 -3.145761 14.05837
-2.192021 1.202324 -3.064838 -4.026402
-2.002622 1.213767 -3.218651 2.881433
-2.179199 1.141524 -2.911619 9.070786
-2.071585 1.176583 -3.032908 -9.746422
-2.199334 1.11123 -2.768876 -13.50726
-2.036998 1.0685 -2.641795 -6.094272
-1.850103 1.085674 -2.759001 9.023906
-1.995934 1.065669 -2.840896 1.470417
-2.099003 1.077441 -3.283252 -11.23662
-2.033484 1.069375 -3.317446 7.779656
-2.11623 1.195927 -3.173939 -5.288695
-2.076171 1.153288 -2.847343 0.06887607
-1.822107 1.20101 -2.74999 -1.114917
-1.97011 1.191236 -2.972192 0.1161195
-1.882786 1.126925 -2.661366 9.903994
-1.89351 1.082742 -2.653758 -10.25205
-2.08478 1.209304 -2.84186 -9.264124
-2.134911 1.229296 -3.109127 0.06329684
-2.099983 1.090991 -3.162729 12.19768
-2.031921 1.175169 -2.967516 -2.831056
-1.991479 1.105565 -3.29778 6.468156
-2.047085 1.072526 -2.753762 0.5423426
-2.198676 1.10583 -2.903901 -1.184126
-2.087526 1.220224 -3.276402 -0.665271
-2.079886 1.151567 -2.857495 -2.902678
-1.922823 1.18651 -2.872539 14.51391
-1.883545 1.061544 -2.804456 -12.84883
-1.979203 1.121819 -2.858112 7.477455
-2.069678 1.048156 -2.889701 -1.926274
-2.048421 1.041581 -2.880211 7.295423
-2.044025 0.9516529 -3.163935 9.553153
-2.039015 0.9593271 -3.076843 -11.56317
-2.144737 0.9557665 -3.070504 -5.206929
-2.059023 1.17742 -2.837744 -18.73895
-2.161554 1.186778 -2.694037 -7.036112
-2.243108 1.165122 -2.78314 -6.946184
-2.165154 1.121827 -2.607593 -6.219017
-2.2655 1.151352 -3.190095 -2.326109
-2.153665 1.128017 -2.622475 -6.237936
-2.12344 1.183417 -2.972684 -12.04723
-2.058219 1.097724 -3.078637 -9.183973
-2.147518 1.021327 -2.700392 1.004437
-2.04453 1.038008 -3.025193 4.74567
-2.062028 1.094986 -2.671268 -3.820953
-2.216578 1.134658 -2.772584 -11.00378
-2.11564 1.151516 -3.26454 1.545734
-2.035439 1.158189 -2.633891 -1.200211
-2.087573 1.14503 -2.964811 8.659773
-2.013624 1.066867 -2.623865 12.56693
-2.012668 1.089211 -2.628467 -1.964249
-2.01715 1.199412 -2.88248 0.2158822
-1.944435 1.206766 -2.705314 0.8936499
-1.883001 1.199031 -2.844527 11.07947
-1.827435 1.161247 -2.960724 1.721858
-1.884772 1.149789 -3.113514 20.75873
-1.965593 1.126515 -2.436348 -0.5310995
-1.920611 1.152766 -2.712314 -12.86539
-2.023969 1.104707 -2.793013 -6.791063
-1.974851 0.9997064 -2.76282 0.1055601
-2.196082 1.005811 -2.326135 -9.065626
-2.258682 1.013995 -2.369133 -2.308547
-2.147506 1.059933 -2.533923 20.53416
-2.056595 1.056037 -2.702581 9.092092
-2.097549 1.091307 -2.454691 -10.75964
-2.100399 1.081457 -2.386334 -3.398237
-2.053699 1.079015 -2.55483 -8.119323
-2.145965 1.167412 -2.912243 -6.784666
-2.178368 1.136137 -2.645279 1.497505
-2.149268 1.140307 -2.930173 3.298013
-2.126244 1.09774 -2.730514 -7.368596
-2.148798 1.078027 -2.692137 -0.7545895
-2.059049 1.168297 -2.700965 -0.3500886
-2.127581 1.141684 -2.683717 -0.08905482
-2.128293 1.152409 -2.698481 -7.57421
-1.982757 1.102948 -2.652734 -2.271674
-2.051181 1.09616 -2.895615 -5.637238
-2.075679 1.103454 -2.987294 -4.574933
-2.179883 1.161884 -2.966065 6.176847
-2.209234 1.182256 -3.107259 -6.490481
-2.201364 1.181784 -3.230937 4.832354
-2.206607 1.130328 -2.626368 -5.121753
