"tau2_1" "tau2_2" "tau2_3" "tau2_4"
0.03362069 0.0148657 0.3081676 4.038671
0.03295925 0.02106147 0.207336 24.78096
0.0483442 0.01171946 0.3243807 15.62084
0.03540477 0.01229173 0.1090691 416.7649
0.03087698 0.02083171 0.2024672 1522.708
0.07326552 0.006768408 0.2124237 425.0112
0.0403549 0.01950917 0.1194625 2.191743
0.06717383 0.01237749 0.2331392 0.1625082
0.05000366 0.0107704 0.2195115 41884.84
0.02588145 0.01192947 0.08385167 2.015746
0.05259094 0.01883312 0.05663416 17.16879
0.02992762 0.02621788 0.1632702 198.0934
0.05368212 0.01750997 0.2381703 3.01276
0.06997201 0.009476239 0.08809008 3159.467
0.08337171 0.009515062 0.1541599 13787.9
0.06523581 0.01779851 0.05976648 9.460474
0.04360006 0.009781273 0.1416809 0.2096788
0.06424707 0.01333493 0.1346968 0.1277553
0.03181309 0.03407491 0.1809152 0.3774922
0.03310545 0.01426311 0.1303979 453.174
0.02260311 0.03446598 0.1089363 655.1485
0.03418227 0.01743218 0.1064934 0.6054982
0.05756308 0.01283336 0.07905656 2329.175
0.04252133 0.02458178 0.1307151 2.533117
0.03271224 0.03831063 0.1373814 15.55691
0.05178967 0.01318335 0.1524693 18.6541
0.03234308 0.009845449 0.1304654 240.1953
0.05659022 0.009792558 0.1672192 9.092326
0.04862818 0.01541982 0.1965775 0.1420382
0.03882373 0.01542163 0.1604084 0.2948953
0.02096373 0.01761556 0.1668493 398115.5
0.02511075 0.01268928 0.09693633 1052.984
0.0533083 0.02766862 0.1969412 0.5253881
0.02840286 0.01557021 0.08467869 42.74081
0.02588998 0.02044541 0.2042575 0.8701578
0.03868926 0.01243096 0.2705126 2.695537
0.03774441 0.01488146 0.1913614 1.628966
0.01944597 0.03480316 0.2404281 53.78705
0.03251818 0.02318817 0.1588768 2.156713
0.06107729 0.01827844 0.1867769 0.2260036
0.01165245 0.01668638 0.08130435 0.1901137
0.0220951 0.01618796 0.112847 21.29628
0.02633897 0.0173064 0.2574008 121.8299
0.02922091 0.02070888 0.3064755 1.206011
0.05468731 0.01286198 0.1469446 1.824039
0.02913537 0.02408405 0.2375625 0.3614593
0.06314037 0.01159447 0.1658902 63.91177
0.03593816 0.01559535 0.1699857 154.3052
0.04810089 0.01471475 0.09425581 0.9660833
0.05070739 0.01532707 0.2038593 42.54773
0.06904907 0.02146903 0.3410083 0.594736
0.02210538 0.02742447 0.244476 39.21497
0.02362011 0.03918802 0.174688 98.05122
0.02602839 0.02502583 0.1729821 2094317
0.06222325 0.02032258 0.2229946 0.9999747
0.03218027 0.02075836 0.1283497 0.05968286
0.04055702 0.01313629 0.1416659 391.4709
0.03676397 0.0145453 0.1617189 17.32105
0.03767488 0.008117034 0.1286704 212.542
0.05353323 0.02363407 0.1970033 455026.2
0.09564306 0.01717325 0.1241046 2.751597
0.05412452 0.02346804 0.2230508 8925.183
0.03658159 0.01189397 0.121458 938837.1
0.02885768 0.04627012 0.08146023 7.976321e+18
0.02012156 0.01808478 0.1546394 493.3375
0.02964371 0.01659651 0.2567105 0.09204229
0.04203378 0.02913032 0.2480293 97.23313
0.06496386 0.009410909 0.1179796 23.14567
0.01549175 0.014759 0.1756532 114.3815
0.03048958 0.01780204 0.3818684 5.141702
0.01907734 0.02978153 0.09691312 12866.1
0.06938041 0.02181066 0.1599639 7350.569
0.04345727 0.01402707 0.1415377 3.67645
0.03984695 0.01506207 0.08442919 0.3273903
0.01635236 0.008603754 0.3098774 0.1852813
0.008290977 0.01344766 0.3110031 0.1347946
0.03094253 0.0197005 0.2541865 92.12494
0.04658863 0.02509477 0.2024824 32.5683
0.02412996 0.02038219 0.4530014 621.3056
0.03047719 0.01686992 0.2261604 0.1695445
