Delta_1 Delta_2 Delta_3 
-1.346633 -4.966767 0.6743795 
-1.752811 -4.498607 0.6234142 
-1.07645 -4.645167 0.08432546 
-0.998936 -4.063011 0.4214788 
-2.12987 -4.807165 0.7017867 
-2.065178 -4.556612 0.7983723 
-1.648491 -4.307402 0.7023664 
-1.125933 -4.400998 0.4887096 
-1.060855 -4.23724 0.1780861 
-1.884621 -2.526639 0.4081058 
-1.690941 -2.879383 0.4675611 
-1.767188 -2.442188 0.9361681 
-1.518178 -2.681323 0.5917406 
-2.440132 -3.25195 0.8520892 
-2.050473 -4.093681 0.04116536 
-1.602501 -4.581098 0.4395697 
-1.44042 -4.983049 0.4860467 
-1.141211 -4.489746 0.4894027 
-1.899823 -4.80278 0.331597 
-1.625586 -4.573306 0.06675059 
-1.010164 -4.250186 0.8560673 
-1.198847 -4.594666 0.7619102 
-2.422531 -5.667979 0.9502308 
-1.219831 -5.968358 0.7333518 
-0.9658514 -7.135546 0.6632929 
-1.133713 -6.654994 0.4482165 
-1.628045 -5.72942 0.7842303 
-1.794127 -4.532595 0.5095773 
-1.080735 -5.698053 0.6187958 
-1.926825 -5.471767 0.8465006 
-2.258461 -5.591297 0.7079361 
-1.51531 -4.418295 0.6484735 
-1.514538 -4.400402 0.3501532 
-2.058294 -4.355701 0.883682 
-1.211334 -3.338957 0.3299229 
-1.92283 -3.955701 0.4495036 
-1.364575 -4.926392 0.586657 
-1.58266 -4.700326 0.3439629 
0.2910008 -4.572317 0.8668249 
-1.975568 -4.202383 0.8271544 
-1.716841 -4.363534 1.057478 
-1.541915 -3.084375 0.8777024 
-1.500698 -4.294243 0.06207266 
-1.427141 -4.007825 0.6349353 
-1.356725 -3.4668 0.5281426 
-1.852608 -4.043555 0.6137434 
-2.364397 -4.244288 0.6105402 
-2.414209 -3.642276 0.4039009 
-1.901478 -4.187314 0.6742693 
-1.42722 -3.009589 0.7627356 
-0.8854347 -3.127561 0.5608378 
-1.483387 -2.849987 0.5893425 
-1.394296 -3.738454 1.030019 
-1.533241 -3.746374 0.6988846 
-0.8607831 -2.885832 0.3768827 
-1.682999 -2.449615 0.1104451 
-0.5700402 -3.024361 0.8268816 
-2.201102 -4.586443 0.5308874 
-2.966816 -4.185788 1.073907 
-1.559003 -4.073341 0.3983831 
-0.3339765 -4.190711 0.7108226 
-1.778531 -4.158893 0.8245791 
-1.324262 -4.532084 0.6495175 
-0.8481347 -4.66764 1.119921 
-1.070386 -4.382123 1.168427 
-1.345756 -4.277935 0.7906343 
-1.781533 -4.737733 0.00144676 
-2.128467 -5.178702 0.9653556 
-1.669927 -4.934264 0.5181395 
-2.231597 -3.58684 0.5819205 
-1.019898 -3.690907 1.025541 
-1.81167 -5.074399 0.3610341 
-1.375108 -4.498437 0.2438803 
-1.458823 -3.606209 0.4337755 
-1.638 -4.159691 0.8202086 
-1.495036 -4.160426 0.5247713 
-1.63514 -5.407139 0.7449263 
-1.537664 -5.488309 0.867131 
-1.801713 -2.782574 0.999422 
-2.274079 -4.817937 0.4871469 
-1.084448 -2.75622 1.016475 
-1.744035 -3.049997 0.6606744 
-1.139888 -2.651455 0.5365734 
-0.7397848 -3.030945 0.5537467 
-1.067879 -3.99498 0.909268 
-1.750912 -4.240814 1.099008 
-0.5277132 -3.521355 0.7048048 
-1.378311 -2.827252 0.832427 
-0.9539734 -2.982275 -0.05684466 
-0.9200303 -3.763589 0.6774523 
-1.429209 -4.239336 0.2038088 
-1.908252 -4.177065 0.4925092 
-1.2655 -4.418508 0.8267748 
-2.096269 -4.981047 0.6134357 
-1.555245 -5.239436 0.5061541 
-1.707355 -5.379968 0.4056784 
-2.321941 -4.907844 0.5597775 
-1.9838 -4.144896 0.6340563 
-1.233192 -3.390019 0.5617163 
-0.9954958 -2.985391 0.3476667 
-1.094307 -2.47282 0.8012394 
-1.235768 -2.443835 0.3539588 
-1.361523 -2.389242 0.1904335 
-1.259805 -2.412321 0.4516579 
-1.064402 -3.416137 0.7928351 
-1.618813 -2.319695 0.481569 
-1.266839 -2.410795 0.4390762 
-0.7596932 -2.721759 0.285492 
-1.111713 -2.050623 0.2271585 
-1.230698 -2.524319 0.6457335 
-0.8105285 -2.68557 0.6978546 
-1.309964 -2.918156 0.6505737 
-0.9083226 -3.390952 0.5547144 
-1.331909 -3.19138 0.4834256 
-1.910835 -3.506889 0.9736448 
-2.162936 -2.602259 0.9010703 
-2.248907 -2.846822 0.3038993 
-1.991327 -2.940939 0.4308429 
-1.518766 -3.268117 0.5608807 
-1.777224 -4.033003 0.9040718 
-2.00239 -3.152329 0.9929339 
-1.508567 -3.794079 0.5204586 
-2.322948 -3.14162 0.4284668 
-1.267479 -3.646101 0.7919349 
-1.607037 -3.019176 0.4551544 
-1.980009 -4.461498 0.5505302 
-1.986273 -4.319887 0.2049882 
-1.363757 -3.763211 0.8480848 
-1.430922 -3.217519 1.223911 
-0.7906465 -3.622951 0.0004979217 
-1.078566 -3.147935 1.119547 
-1.601252 -3.270003 0.3445237 
-1.073368 -2.559243 0.6455588 
-0.8915504 -2.93501 0.7857983 
-1.291087 -2.728727 0.5820599 
-1.263283 -3.005439 0.7659664 
-0.5079564 -2.401966 0.5991349 
-0.9125119 -3.035061 0.7162496 
-1.580851 -3.358455 0.5528184 
-1.727414 -4.021438 0.7092532 
-1.11198 -2.793971 0.3660531 
-0.8534294 -3.305645 -0.1257216 
-1.363289 -3.149955 0.695109 
-1.04097 -4.061356 0.1009351 
-1.19909 -3.796943 0.6489177 
-1.590424 -3.645782 1.057843 
-1.495993 -3.839709 0.6724188 
-1.515208 -3.74022 1.237742 
-2.052508 -4.383028 1.233481 
-2.338239 -3.922848 0.7945597 
-2.321155 -3.87451 0.4344565 
-1.430972 -3.015169 -0.3421491 
-1.170728 -3.456404 0.5132402 
-0.8746919 -3.440567 0.533735 
-0.8685894 -3.417081 0.7288305 
-2.079458 -2.933959 0.4400619 
-1.347134 -3.381468 1.063542 
