"tau2_1" "tau2_2"
0.1031817 0.009530633
0.5170861 0.01122853
0.2896763 0.01741986
0.1432788 0.0138755
0.2405751 0.01500441
0.2972171 0.01914098
0.4151914 0.01295568
0.588549 0.01142096
0.470636 0.006856066
0.4449763 0.01095789
0.8380754 0.01153662
0.511415 0.01389785
0.603353 0.01472604
0.2252984 0.01306398
0.4130008 0.009771797
0.2148189 0.009219219
0.2892016 0.01386811
0.1353547 0.01089971
0.4072539 0.01197681
0.8010403 0.008190641
0.1913212 0.01340743
0.1950727 0.01278384
0.6354316 0.009575083
0.2510477 0.009811485
0.1070435 0.01199873
0.1530778 0.01046049
0.3704922 0.01135776
1.304584 0.01325989
0.3262572 0.01790886
0.2904294 0.01239431
0.5811769 0.01042028
0.9723327 0.01930425
0.4238406 0.01674439
0.3380624 0.01586941
0.4395458 0.01169982
0.5622308 0.01414143
0.2113449 0.007983818
0.3836154 0.01418534
0.1252832 0.009075133
0.3797359 0.01246435
0.2204695 0.008074744
0.3542398 0.009492699
0.792883 0.006862099
0.4105385 0.01056025
0.296367 0.01228227
0.4464803 0.01151475
0.1996399 0.01636821
0.1831993 0.01111266
0.7504196 0.009881718
0.36609 0.01111332
0.35173 0.01174741
0.137322 0.008141139
0.1532431 0.01227794
0.4202291 0.008728075
0.400567 0.01390365
0.2903077 0.02203462
0.4296021 0.01073708
0.3236763 0.01262386
0.4371615 0.01701174
0.2778649 0.01293749
0.4069937 0.009479464
0.5691113 0.01107538
0.4288028 0.008543285
0.2896711 0.01310799
0.2161718 0.008589094
0.4550464 0.007960404
0.1691087 0.01190934
0.421726 0.009650592
0.5708894 0.01151743
0.2322311 0.01722124
0.6740965 0.009185077
0.6722857 0.009730708
0.3819205 0.01378928
0.353685 0.009893256
0.3629521 0.01320792
0.9663837 0.01510313
0.2205373 0.01772115
0.3486216 0.01267169
0.3216941 0.01176525
0.1075447 0.009077652
0.3511458 0.01103044
0.2951717 0.01097556
0.6522183 0.01167153
0.3584675 0.01030293
0.6975445 0.0160616
0.9165782 0.01356786
0.3391748 0.01143659
0.4079082 0.009698125
0.0569254 0.01143113
0.1317292 0.01785453
0.3547685 0.008542772
0.4850639 0.01129627
0.2567999 0.01285905
0.3258275 0.01650871
0.2652239 0.01524636
0.3258783 0.0104342
0.7748551 0.01613896
0.8114668 0.01566779
0.6930839 0.01056347
0.7548328 0.009949251
1.172874 0.02143291
0.2845122 0.01521538
0.7094456 0.0108784
0.5265804 0.01164591
0.4817334 0.01506101
0.2468616 0.009118303
0.9251759 0.01111577
0.4244914 0.01043306
0.5175375 0.00944873
0.4378327 0.01298784
0.3719589 0.01721429
0.6263077 0.009522789
0.2557965 0.009932923
0.3936302 0.008978701
0.5976288 0.009655756
0.1666741 0.01145888
0.2882603 0.008924012
0.3351789 0.01216319
0.350805 0.008539729
1.131049 0.01056589
0.3325233 0.01382416
0.3195426 0.01169367
0.3132092 0.009572503
0.2425949 0.01548307
0.5277255 0.01093398
0.5280742 0.01200877
0.5017113 0.01309191
0.590802 0.01853507
0.3538691 0.0107298
0.1769859 0.009036827
0.1370376 0.01359642
0.4082617 0.01621282
0.2224793 0.01266759
0.4014705 0.01004369
0.3299688 0.00933697
0.4066941 0.01279784
0.9603491 0.01225053
0.3373155 0.01247975
0.327035 0.008233822
0.9500813 0.00866752
0.4593489 0.01729605
0.2805928 0.01270811
0.8437856 0.01248152
0.2258042 0.0161247
0.6671357 0.01669585
0.2501789 0.009384192
0.2170008 0.01097208
0.1255411 0.01496658
0.1405087 0.02727783
0.3050137 0.01732748
0.1047885 0.01761434
0.1936237 0.01048847
0.2511396 0.018151
0.3824051 0.0112022
0.3519287 0.009753235
0.189129 0.01736796
0.2100507 0.0282247
0.1935897 0.00883664
0.3232827 0.01320374
0.7155105 0.006174059
0.8141459 0.006433767
0.2565794 0.007887531
0.3539514 0.01192897
0.2724756 0.01995819
0.583608 0.01321786
0.7342447 0.01386934
0.6950939 0.01033262
0.1651767 0.009902468
0.4178003 0.01137277
0.3600522 0.0193329
0.4798556 0.01222844
0.1259249 0.01682356
0.1366147 0.01512378
0.1133752 0.01123926
0.329652 0.01070461
0.2125641 0.0116851
0.3962035 0.009151085
1.325005 0.01323884
0.4504856 0.01107552
0.3868904 0.009356027
0.6205343 0.01681549
0.5508595 0.02000673
0.2048895 0.01651945
0.523138 0.009136984
0.2536326 0.01369643
0.2512727 0.00657687
0.2466601 0.01113441
0.2532131 0.00975746
0.1714385 0.01238171
0.3562617 0.01674333
0.2864777 0.01080277
0.1273686 0.007829791
0.1837251 0.009027586
0.193925 0.011678
0.1672693 0.009464629
0.1465315 0.01050104
0.1340709 0.01031574
0.1591546 0.01577979
0.5765432 0.01052586
0.235878 0.01300368
0.2889934 0.01508454
0.2400252 0.01247436
0.1851984 0.007667739
0.09118135 0.0101868
0.2754863 0.0104902
0.4803415 0.01460878
0.5159448 0.01034294
0.3520668 0.01136622
1.981916 0.009183445
0.7263589 0.007802853
0.2703934 0.01175371
0.8496067 0.0166195
0.437347 0.01222876
0.3914563 0.01447809
0.3834782 0.02469344
0.5155439 0.01039252
0.1859804 0.01032031
0.3230534 0.01268666
1.357206 0.01458137
0.6183768 0.008472632
0.8031248 0.01004292
0.8516327 0.008763411
0.2667828 0.0167922
0.6359383 0.01170709
0.5036208 0.01496939
0.6976017 0.0146542
0.338029 0.01547224
0.5331347 0.007856557
0.1191406 0.009868182
0.4679272 0.009866946
0.2014143 0.01042566
0.5652679 0.01171509
0.8171464 0.02001269
0.7596278 0.01353592
0.3031625 0.0150182
0.3039897 0.01149221
0.2847315 0.01207688
0.2008425 0.01598914
0.3045015 0.009409729
0.1816498 0.01223484
0.4043827 0.01356296
0.6473796 0.01218686
0.4779999 0.009394682
