"Delta_1" "Delta_2"
-4.468721 0.9424761
-4.512574 0.9512879
-4.342117 0.9564115
-4.633152 0.9963164
-4.26081 0.9825367
-4.399518 1.040863
-4.725078 1.080656
-4.883195 1.114356
-4.165109 1.147648
-4.777766 1.126184
-5.2951 1.013158
-4.691745 1.030823
-5.45435 0.9723789
-5.574576 1.035975
-5.488535 1.05154
-4.93101 0.9994126
-4.675841 0.9652019
-4.77285 0.974821
-4.730673 0.9593792
-4.915927 0.962058
-4.674265 0.9612517
-4.716984 0.9981937
-5.386589 1.001171
-5.432231 1.029806
-5.147968 0.979082
-5.089499 0.9874548
-4.858389 0.9589415
-4.870916 0.9851331
-4.614133 1.009453
-4.653629 0.9128047
-4.682874 0.9353644
-4.207961 0.9456193
-3.961339 0.9556524
-4.30213 1.017553
-4.354693 1.00172
-4.518592 0.9864019
-4.731237 1.072949
-4.627052 1.041354
-4.437834 1.10742
-4.594404 1.122998
-4.70254 1.058559
-5.296016 1.105503
-5.525765 1.092291
-5.126081 1.132657
-5.691933 1.080427
-5.538359 1.069813
-5.079889 1.093241
-4.914568 1.090862
-5.202645 1.08266
-5.018249 1.077615
-4.718691 1.083654
-4.734232 1.117264
-4.686992 1.074314
-4.430335 1.032105
-4.285724 0.9950028
-4.384443 0.938751
-4.250799 0.9114002
-4.436401 0.9274066
-4.283416 0.8913726
-4.400411 0.8804121
-4.372301 0.8834958
-4.364519 0.8906942
-4.386432 0.959267
-4.285529 0.9244565
-4.498862 0.9481532
-4.735963 0.9168141
-4.585703 0.9209152
-4.589759 0.9687681
-4.885271 0.9292996
-4.933224 0.9050111
-4.831293 0.9285148
-4.932839 0.9827996
-4.576655 1.01675
-5.359056 0.9978956
-5.213352 0.9934956
-5.010651 0.9554412
-5.047185 0.9631784
-4.525346 0.9325845
-4.608048 0.9383433
-4.83628 0.9310982
-4.886994 0.9329757
-4.550653 0.8887412
-4.44531 0.9190736
-5.215949 0.931127
-5.193055 0.9687421
-5.197788 0.9496271
-5.238877 1.024713
-4.858015 1.002999
-5.042618 0.96334
-5.130787 0.9416507
-4.584995 0.8906403
-4.92579 0.8936465
-4.347447 0.9246391
-4.309982 0.9766468
-4.478103 0.9476585
-4.733202 0.9315314
-4.639199 0.8828028
-4.520367 0.8761522
-4.146197 0.8558041
-4.403171 0.8705372
-4.805228 0.8471996
-5.240248 0.912238
-4.568228 0.9142497
-4.540913 0.9504714
-4.826701 0.9127006
-4.610779 0.9639205
-4.675802 0.9749214
-4.947617 0.9543638
-5.357448 0.9330466
-5.764587 0.9684609
-5.544508 0.9099033
-4.884928 0.8938231
-5.186809 0.8805797
-5.13994 0.8891968
-4.622806 0.9247017
