Delta_1 Delta_2 Delta_3 Delta_4 
-13.46459 -0.01451446 1.173546 -0.02285536 
12.28393 0.06487221 -21.34749 -1.471861e-06 
-9.439269 -0.03547387 2.758883 -0.01262593 
3.318393 0.0606447 0.4859309 0.01580486 
-1.532654 -0.001753316 4.058647 0.02820653 
-22.28185 -0.08254508 19.51446 -0.005005146 
11.64723 0.089284 -2.764322 0.006007345 
0.1696712 -0.0495756 4.290808 0.01197295 
7.7406 -0.1061215 -8.793654 -0.01444396 
8.653763 -0.05261432 -9.628659 -0.0007218962 
8.879815 0.007597599 13.58872 0.02103247 
6.923043 0.03651605 10.97564 0.01617901 
1.534105 -0.0104408 3.508116 -0.01605615 
-2.89137 -0.05400749 3.194261 0.002776826 
-7.596853 -0.01399354 5.484071 -0.001274016 
-9.877677 0.02596009 -6.744848 -0.01011644 
9.851751 -0.002804909 -12.31418 -0.05881509 
13.75833 -0.02519983 4.841951 0.008989065 
-6.39757 -0.00167662 5.205781 -0.02399224 
-6.868795 -0.02857467 1.277887 0.0003362938 
-12.56363 -0.04135797 16.17423 -0.02337581 
13.851 -0.02258582 6.002853 -0.02172442 
11.85905 0.08871968 -1.961324 0.009607234 
7.574748 -0.1743877 1.750297 0.008376764 
-11.14971 -0.08467136 13.85555 0.0004609267 
-1.266768 0.0677784 10.05145 -0.01449101 
6.116404 0.0683788 -5.457596 -0.01410122 
-4.784332 -0.07655056 -5.100641 -0.008293189 
-7.303266 -0.01380171 -1.832747 -0.009766284 
-10.28963 -0.1094529 -0.6342439 0.001852849 
1.871229 -0.0667898 10.24141 -0.001050511 
-5.954405 -0.05593978 13.53146 -0.01042584 
-2.804125 -0.0269405 -5.801591 -0.007961952 
-8.108662 -0.03698313 -1.04721 -0.006957103 
-35.83316 -0.03481192 15.64826 -0.002493341 
-10.66985 -0.03923474 11.04318 -0.003432392 
9.227109 0.000621656 6.344159 -0.01795819 
-1.76174 -0.008103615 13.38914 0.005157485 
-5.410826 -0.07667828 -3.647964 -0.004869788 
9.730733 -0.02245606 -10.00923 -0.02248496 
1.730744 -0.01408408 0.2482758 0.003682552 
-3.565125 -0.002766072 -5.500299 -0.00212412 
7.185281 -0.05859293 9.365129 -0.005896887 
5.723025 -0.09106696 9.369764 0.006580103 
-14.36473 -0.06387131 11.27563 0.02603192 
4.545714 -0.002805604 5.331398 -0.001174084 
-9.806301 0.06313457 7.308388 -0.003823793 
-9.800305 -0.02424821 5.053609 -0.002762055 
-8.328833 -0.02028999 13.44295 -0.01313539 
5.932908 -0.01110408 -15.0247 0.01647598 
2.077456 -0.06303916 -8.749101 -0.03742962 
5.2258 0.04858731 -23.24364 -0.01426658 
7.688091 -0.05125995 13.75487 0.01314084 
1.813418 -0.03641099 -9.94682 0.03520252 
8.85823 -0.02383967 -0.8406612 -0.003514108 
7.043265 0.08942286 -17.72947 0.01775019 
12.28947 0.009217811 4.958299 -0.004585364 
4.927409 0.02795393 -3.543518 -0.01912533 
23.96888 -0.06923279 -4.767739 -0.02288238 
-10.78631 0.09646295 -2.027677 0.003566279 
-23.04561 0.04648661 -11.36965 0.001225863 
2.723072 0.01465525 -3.214207 -0.03390014 
8.739985 0.05700586 8.475276 -0.02222514 
1.949943 -0.003533868 20.34746 -0.02590121 
-2.781551 -0.07525066 -7.481599 -0.02222151 
-6.172928 -0.1539901 -1.988829 -0.03211706 
-12.88338 -0.03134636 -12.96437 0.0003692411 
-2.579519 -0.03116079 -5.757357 -0.003590903 
3.976811 -0.04041878 11.72575 -0.009979204 
28.32834 -0.01376129 -21.49073 -0.02394502 
21.3198 0.02442127 -8.892927 0.01571591 
12.54026 -0.07638179 -0.7375024 -0.001262898 
7.059971 -0.004762647 3.062034 -0.004695976 
3.299542 -0.008280864 -14.30604 -0.03734599 
-4.019986 0.02091202 1.071583 -0.03313332 
0.4936324 -0.004461787 6.352101 -0.03217487 
-8.678553 -0.004796062 3.313639 0.01920306 
0.9486898 -0.07780449 16.45824 -0.005183349 
6.728306 -0.08531994 -4.656444 -0.02285699 
-10.4174 0.07184232 2.528622 0.00710287 
-15.69256 0.0007880402 -0.122505 -0.01718866 
-6.472282 0.09196755 1.342104 0.01819495 
-23.20057 0.03693728 -0.7363407 -0.002431555 
6.11299 -0.1368646 -5.486799 0.01032236 
-1.768659 0.009820501 1.713469 0.004783865 
-7.870213 -0.02968053 18.75462 0.005708044 
9.205806 -0.01711879 16.88383 -0.01921358 
-0.8235866 -0.005014251 -0.7544849 0.001474827 
-10.24238 -0.07953958 0.06757865 -0.002369296 
8.230109 -0.1778608 4.191593 0.01890741 
-0.8805602 -0.02636902 20.88694 -0.02440072 
8.595751 -0.01864796 18.88814 0.004843158 
-10.49592 -0.01420643 -0.5987637 0.01368755 
3.350778 0.05412168 2.190333 -0.008466299 
0.7654994 0.05592157 -6.380773 0.00246289 
-3.68251 0.07392165 1.573636 -0.02377849 
-2.507333 -0.04240084 -5.850993 -0.00910299 
11.78995 -0.093753 3.333082 -0.005807731 
15.01196 -0.05469688 -11.94527 0.01211996 
-18.94899 -0.01498355 22.90236 0.0001403079 
-4.266861 -0.1126085 -3.575194 -0.001758666 
5.070853 0.01616708 5.753998 -0.006805536 
-2.414925 0.04651201 -2.621081 0.01436726 
11.8372 -0.1247521 -1.918737 -0.01817493 
0.7966857 -0.03998212 4.550547 0.004123325 
-6.015607 0.009351283 -13.63269 -0.01863335 
7.052307 -0.003442273 -2.781989 -0.01460487 
-17.88646 -0.06188287 1.213819 -0.01226255 
-13.70251 -0.04556921 1.351246 -0.01750827 
6.153593 -0.08589595 -3.563782 -0.01571256 
14.49002 0.08719737 5.594075 -0.007396796 
-15.29876 -0.01170181 -8.95679 0.0144421 
7.430365 0.002974835 12.26347 0.005698489 
-14.21625 -0.07964101 3.121087 0.0008511288 
-1.81388 -0.07785028 7.789411 -0.005758991 
20.18866 -0.07757309 -15.42956 0.00313803 
-0.7013668 -0.04863564 -12.89869 0.00436263 
5.488566 -0.03582633 -2.767106 -0.008469865 
2.089733 0.0149228 -11.04188 -0.005801981 
19.88691 -0.08801486 1.015213 -0.03150708 
1.970741 -0.07207822 -10.09086 -0.01016824 
-6.579936 -0.1049032 -0.04174748 0.01611393 
3.837516 -0.01646336 5.504283 0.0005070153 
0.7682238 -0.05767653 6.618034 0.01810464 
-0.4861495 0.05271707 -10.2522 -0.01357545 
-2.379207 0.0002279603 2.511234 0.005273717 
-18.9514 -0.05242796 -16.95148 0.00355265 
14.09606 -0.01954752 2.827837 -0.009423291 
-5.799313 0.04647119 1.226181 -0.01409861 
13.70524 -0.001077497 1.070801 -0.03045471 
10.71173 -0.01207066 6.962471 0.03038911 
8.12381 0.00535261 3.989611 0.004607005 
17.20763 -0.03133816 -9.786371 0.01343447 
3.232291 -0.012307 13.17746 0.01726908 
-9.624436 -0.01551175 7.33875 0.009223574 
-12.42846 -0.08376776 11.59587 -0.01419061 
-14.90953 -0.05647527 17.47864 -0.003585844 
9.907108 -0.002796662 -7.634538 -0.01115091 
-2.393703 0.04255357 3.351136 0.01575385 
-19.88799 -0.146147 -3.199198 -0.002732061 
0.9267246 -0.0233467 4.469921 0.003134764 
-9.775605 0.006900326 -10.66238 -0.01757178 
20.64158 -0.02472137 4.249752 -0.008664958 
3.384109 -0.01972219 0.2398618 -0.004181114 
-22.23814 0.0212013 -12.80001 -0.0132197 
9.877289 0.05676759 4.924004 -0.003063445 
6.460477 -0.03194626 12.75475 -0.01114512 
14.25706 -0.04446923 -5.610148 0.0006520025 
-5.598971 -0.02815119 -3.989575 0.01136725 
-9.020919 -0.1383508 -7.732233 -0.009241365 
-6.357163 -0.04265996 -0.1301355 0.001302858 
11.51441 -0.09125856 3.007615 -0.01593449 
4.162947 -0.03752963 -0.4068703 0.001671164 
-0.6493168 0.05071328 5.677902 -0.008965486 
-2.151374 -0.03256711 5.732238 0.00293947 
5.492179 -0.004256184 -11.17636 -0.02225066 
-1.66633 0.01566327 -2.291743 0.003544827 
15.15667 0.01104188 -5.414619 0.00678907 
3.990669 0.02121592 -0.6963159 0.01249188 
-17.28336 -0.09837486 -9.683973 -0.02156952 
1.520248 -0.05727108 -17.39258 -0.009492357 
-8.176707 -0.01652329 -7.135611 0.04685041 
-17.09024 -0.04313265 -8.469438 0.0118638 
-6.021606 -0.02378637 11.15205 0.009676703 
-29.1698 -0.02596227 4.136917 0.003523961 
-9.223141 -0.0938886 8.714982 -0.00786697 
8.526803 0.03016848 -12.31717 0.021095 
-18.81218 -0.02836556 -9.746391 0.002303696 
5.480031 -0.03477567 -12.74659 -0.01222709 
-6.255892 -0.09267359 -5.943154 0.008272897 
-4.15611 -0.06366185 -7.121219 -0.04587083 
8.913835 -0.1626859 13.52266 -0.02604582 
6.49329 -0.01050963 15.08398 -0.001933721 
-3.897704 -0.06101422 0.2557046 0.006004039 
2.861675 0.0001121029 22.98127 -0.02205071 
3.661089 -0.05605423 2.121978 0.02000974 
9.208954 -0.05931058 12.28776 -0.008412346 
-30.09398 -0.1467843 3.880369 -0.02609142 
8.990522 0.07656295 6.121142 -0.005118523 
-12.38431 -0.05123765 -16.29382 -0.007169521 
-8.880781 -0.00570103 1.971967 -0.01228394 
-15.58477 -0.035481 6.598262 0.004926271 
5.136022 -0.05656836 12.38438 -0.009205435 
6.999211 -0.01184454 10.16564 0.0151712 
-2.460667 -0.06484366 6.648562 -0.01070218 
3.216047 -0.01749887 6.875878 0.02702517 
2.718048 -0.0463578 -8.859699 0.001062702 
-25.27971 0.1664828 14.65261 -0.02231297 
-9.710289 -0.08600795 -2.037896 -0.01666874 
-3.419104 0.1295706 8.398313 -0.01171576 
3.031165 -0.04895265 4.717931 0.02836406 
3.717368 -0.07856365 7.417031 0.01472668 
5.537825 -0.004357008 5.426266 0.0005789384 
0.0850114 -0.03703998 -15.20663 -0.002524363 
-6.26926 -0.08624549 -1.837 -0.04272649 
15.57676 -0.0112116 -2.794787 -0.01836697 
-1.657662 -0.06668979 -10.4094 0.009372961 
-10.66965 -0.04982364 1.016981 0.001968587 
-12.38918 0.03683158 -10.81588 -0.005174329 
-7.911469 -0.0657506 -1.438892 -0.0007603957 
7.137298 -0.1531614 -6.11446 -0.009195996 
-2.293131 -0.1192716 9.349674 0.01012206 
-1.018981 -0.05136007 -4.427216 -0.01629277 
12.99453 0.03324414 -0.1222975 0.01670533 
-0.5330921 0.002737678 2.348688 -0.02799566 
-15.26961 0.02301485 -6.38766 -0.01848957 
-4.162395 -0.1057722 -12.89472 -0.01870202 
-24.01817 0.02259824 -2.172429 0.01467074 
-3.794634 -0.07609024 5.061107 0.01679844 
12.51571 -0.07012576 19.59346 -0.005187164 
0.2196432 0.1060713 -0.2258587 0.0004145445 
-6.351557 -0.0004864884 8.655002 0.004757395 
-8.460145 0.03247084 13.31978 0.01779393 
5.906692 0.01512377 3.401378 -0.006165614 
-2.211937 -0.07771934 -16.27397 0.008207586 
-4.970923 -0.01722259 -9.412702 -0.007388386 
7.519697 0.08582259 -10.54934 -0.009261365 
-3.679685 -0.06625575 -3.881105 0.009813475 
-0.05404156 -0.01373699 0.6380716 -0.0006327424 
7.794316 -0.001813005 -18.40872 0.01220965 
20.94457 -0.02439623 3.504359 0.001421948 
3.365212 -0.05543319 -4.152092 -0.0161751 
-22.43513 -0.1207443 4.111975 0.007746366 
-1.984324 -0.01582234 0.7103534 -0.005611609 
-0.03444886 -0.002471544 2.45446 -0.004169803 
14.70637 0.009508452 -4.51707 -0.02600995 
8.501263 -0.04281368 -0.4366856 -0.01353931 
-13.38573 0.06379209 -10.99397 0.005145528 
-0.6972226 -0.09026425 0.5306304 -0.002474606 
2.352432 0.08529979 0.9132152 0.01361022 
2.53228 -0.1263336 22.86073 0.0222855 
2.771848 0.1336987 -1.520437 -0.01262623 
1.590697 -0.06376222 6.211137 0.02452068 
5.440981 -0.0261973 11.26952 0.02152879 
-1.203231 0.05209157 -2.765191 0.0006111597 
15.86313 0.01323292 -9.027738 0.01986687 
0.1392635 -0.1485554 -2.03404 -0.002169481 
-13.66458 -0.03651456 4.512512 0.005223905 
2.756496 -0.01480157 -7.832905 0.006142407 
-7.028916 -0.05399096 8.418421 0.00786323 
1.651432 0.01828247 -21.43272 -0.02645725 
-6.643502 0.104146 -2.612779 0.01713837 
-3.476525 -0.07979148 12.39713 0.006070354 
1.516474 -0.04670763 11.39214 0.002665524 
11.58415 -0.08194147 15.06348 0.008565928 
-0.9869439 0.05461313 -17.25296 -0.002886018 
-6.38667 -0.005678153 7.478565 0.02678206 
2.222909 -0.04100314 5.911366 -0.02526665 
1.640861 -0.04273231 9.208157 -0.0161191 
-13.90947 0.1166834 8.132385 -0.003187635 
17.27983 -0.1481889 -0.7561507 -0.02881724 
5.847938 0.06753783 -0.4762932 0.003046446 
11.0358 -0.1472374 -10.0743 0.02145767 
-0.7305447 -0.0009198141 12.61436 0.001585791 
19.97055 -0.02156792 10.85012 0.0004282551 
-3.911886 0.02697009 19.20911 -0.0139113 
1.541807 0.04447551 -6.667593 -0.01067685 
-15.49756 -0.07971315 -9.748369 -0.0169515 
-9.938329 -0.005479215 7.277652 -0.02263869 
1.232012 -0.06941813 -2.115189 0.03498379 
2.095961 -0.01114019 -2.48422 0.01554407 
11.65314 -0.1345022 8.353784 -0.01860223 
1.223057 -0.04715299 2.663495 0.01532295 
4.964059 -0.05815448 -7.697883 0.003698835 
-4.4132 -0.07450466 7.069564 0.02377459 
-5.156728 -0.1526263 21.53992 0.01504402 
2.447519 -0.1394881 -5.535614 -0.02757192 
3.385678 0.007447805 -7.051306 -0.002292519 
-0.7214883 -0.01365277 -1.040766 0.001689411 
5.059649 -0.0211263 -7.629999 -0.01276655 
-7.669523 -0.05794962 -0.9420675 -0.01538469 
-9.2535 -0.001374391 6.466141 -0.009843609 
5.296742 -0.03576472 0.813532 0.01001601 
-6.068038 0.01296859 -1.604261 0.004445449 
6.015513 0.0357941 2.244266 0.003371922 
5.797144 0.09547671 -8.414293 -0.0227251 
-18.96739 0.007980316 -8.338887 -0.01483669 
1.047923 -0.005714295 3.14655 0.002975259 
28.84773 -0.09526881 6.854837 -0.001122475 
0.5675398 -0.0495901 3.430621 -0.02517221 
4.324867 -0.005594149 -7.498536 0.01666973 
11.5187 -0.05993076 0.03168894 0.00172494 
4.135253 0.05122772 -5.589826 -0.003809788 
14.57678 -0.07433219 -7.406454 -0.005123763 
-12.51365 -0.05952465 1.400343 0.01128808 
-4.423081 -0.01387313 -7.146422 -0.0287929 
-11.59147 0.01445499 18.4796 -0.005462518 
-3.629041 -0.0199565 9.853317 -0.02507098 
-15.51546 -0.03195546 -23.15594 -0.01480124 
-6.500061 -0.02118325 5.467173 0.02128096 
7.487591 -0.07236 -12.40867 -0.002283385 
-2.972159 -0.03783783 -9.933377 -0.001200965 
-8.214024 -0.06657958 12.81402 -0.01962144 
18.14469 0.1396832 17.32118 0.007873075 
3.739446 0.04797733 -1.356503 0.01457913 
-5.474572 0.1338857 1.328954 0.01573929 
6.989936 -0.05453126 3.926929 0.001304062 
-3.945664 -0.0337652 16.30949 -0.005814587 
2.515433 -0.1151232 1.189614 0.001574586 
-2.517204 -0.03617031 26.75322 0.008066142 
-1.215848 -0.1327542 -0.05278125 -0.02264318 
7.295269 -0.06930949 20.24631 0.01479905 
-1.308864 0.0313083 15.95359 0.01008072 
-12.19621 -0.04271766 -0.6892152 -0.003870569 
11.03433 -0.00959987 8.38979 0.01213301 
6.443148 -0.07057938 -6.326899 0.04618461 
0.004978329 -0.04490247 4.533935 0.02198715 
-7.796306 0.1168037 7.207402 -0.01171628 
3.624009 -0.04224357 1.463889 -0.01166936 
-4.6902 -0.03440094 9.334382 0.009380054 
1.325229 -0.04007545 -10.27535 -0.01161333 
9.347953 -0.05742104 -0.3305298 -0.009042485 
-19.09275 0.06711039 -28.53226 0.004422382 
-2.951913 -0.07051291 10.74384 -0.0341573 
13.06019 -0.0138344 8.293011 -0.005431966 
-7.704659 -0.0674215 7.043977 0.003244184 
-15.42001 0.04311108 -15.81132 -0.01220868 
4.979347 -0.08502574 -2.92684 0.02132916 
-17.81411 -0.05931045 17.46464 0.009739491 
4.459529 -0.01565907 12.54547 0.005972125 
-1.124932 -0.1213977 3.452008 -0.02364882 
-9.159369 -0.1828599 4.088803 -0.01877395 
-14.43599 -0.1263777 -1.863623 0.004753915 
4.40509 0.03451548 4.257774 -0.002768875 
-0.2296834 -0.05386161 2.300945 0.008742679 
10.42001 -0.02632617 14.88265 0.01334334 
-14.05029 -0.02608859 2.427015 -0.01600206 
-9.065173 -0.04276967 3.43677 -0.005509616 
-1.864385 0.05026035 -14.96826 -0.007307853 
-5.522778 0.05582206 3.110096 -0.02595836 
18.99727 -0.02570912 -10.6814 0.004827444 
-10.65749 -0.01889342 1.817542 -0.01813169 
-16.1838 0.009343632 2.160563 0.006877971 
-1.348676 -0.01893788 -11.50576 -0.04039171 
-15.99239 -0.02309903 -0.8507953 -0.002366431 
5.205016 0.03197944 4.087472 0.005946472 
11.43054 0.03531153 10.50557 -0.01961775 
9.468112 -0.03161405 2.625536 -0.02443879 
4.405851 -0.003490267 4.450764 0.01891936 
-13.19317 -0.01665831 10.73305 0.006796409 
-2.520903 -0.05418582 10.46325 -0.01373416 
13.3912 -0.08907863 19.40545 0.00814797 
6.093613 0.01909963 0.8276821 0.04845579 
-15.0509 0.005679634 -1.745746 -0.00678675 
1.175177 -0.05759695 4.885851 -0.008420616 
7.047937 -0.01602067 -6.140559 -0.008609279 
5.137962 0.1430953 1.925859 0.009150494 
12.87009 -0.0210657 -21.53879 0.000758361 
11.0007 0.03089152 -9.542823 0.00781239 
-6.692249 0.004699742 -2.755771 0.0192513 
-11.97234 -0.04759343 8.627368 -0.02157667 
10.18272 -0.05001726 -3.539733 0.005061884 
7.89344 -0.1032248 7.81378 -0.05356891 
-6.471785 0.02911455 -8.375894 0.008223856 
-5.815226 -0.03854552 4.533533 -0.03441394 
-2.950301 -0.03001707 4.239908 -0.01917558 
1.904056 0.08551471 0.4686091 -0.01327809 
-10.18032 0.05325369 11.43899 -0.009677933 
11.59704 0.0334171 -7.8667 0.001384137 
15.16671 -0.1476464 -0.3745254 -0.01441362 
-6.323741 -0.01228369 -4.065598 -0.02243782 
11.6536 0.01114414 -2.627684 0.01534715 
3.325618 -0.01543396 -2.46459 -0.0124277 
14.18196 0.003546774 -6.339135 0.01073754 
2.053136 -0.02644179 -13.96422 -0.02475913 
-3.797445 -0.05826401 -11.6965 -7.148056e-05 
6.408144 -0.07198616 -4.369848 -0.03232044 
-1.829172 -0.05648457 -15.33833 -0.002610388 
2.469794 -0.007595166 8.325961 -0.00267336 
-20.10154 -0.006644626 13.61963 0.007067986 
-3.770881 -0.04680566 16.728 0.01537118 
6.187857 -0.030571 3.356164 0.01020567 
-1.501679 -0.01129586 10.66778 -0.01503062 
2.43922 -0.02749305 5.854414 0.003412529 
2.973694 0.00128264 -3.0602 -0.03845204 
-5.231819 0.00762779 1.700392 -0.00218456 
9.666536 -0.08949094 -1.074278 -0.01174495 
-4.088216 0.005412778 3.455462 -0.0302869 
-6.641454 -0.06684938 -17.70078 -0.02231099 
-9.714794 0.13493 -0.3527278 0.01129181 
0.7078252 -0.006905902 0.5951081 -0.01176405 
1.956286 -0.01923408 10.43484 0.0005474488 
6.1213 0.05607326 -10.56206 0.0007124976 
-10.43951 0.06626287 2.718262 -0.006025152 
12.75677 0.04919759 15.85698 0.007823974 
15.07465 -0.1057345 -15.47148 0.005605739 
-2.517788 -0.0430649 -3.592223 -0.006329533 
8.551942 0.006124864 8.429308 -1.265055e-05 
-13.91199 0.03235502 1.188523 -0.008395051 
9.848314 -0.03990948 -12.859 -0.02850116 
-1.265568 -0.02039619 -19.3712 0.004579335 
5.102242 -0.03971622 4.004745 0.02228044 
-0.402288 -0.03969621 -16.66824 0.01762772 
-8.794066 -0.01961146 -8.526888 0.02227819 
13.09646 0.1243838 13.88795 -0.01004784 
-5.664051 -0.07196615 17.36235 -0.02799603 
7.471775 0.0623172 3.343915 0.006980767 
8.959418 -0.01441847 12.2427 0.006884204 
-5.331421 -0.01773628 -0.6884664 0.02029038 
-3.067664 -0.08812393 4.206679 0.04321012 
-19.06295 -0.06789474 -5.940322 -0.03409055 
-14.48186 -0.0358191 8.472135 -0.01643998 
-12.13144 0.04350142 -19.17097 -0.01759149 
-6.437183 -0.004831111 -2.718469 0.008106539 
2.217107 -0.0002828776 -1.887516 -0.003705725 
1.669664 0.0443207 2.503435 0.02907824 
2.912307 -0.1504817 -7.815662 -0.02394986 
5.455817 -0.003096721 -2.576708 -0.008653747 
-16.21893 0.0113703 2.27575 0.0003958398 
-8.561939 -0.09443237 -2.606536 -0.009588667 
-0.8089556 -0.03346438 17.05433 0.006745415 
1.165008 -0.02106197 -7.850813 -0.002597831 
0.4797985 -0.01674242 2.69763 -0.01909063 
19.04502 -0.01983117 13.67886 -0.002573153 
3.048199 -0.006068057 16.78475 0.009381628 
-4.558297 -0.1617667 12.97236 -0.003182303 
16.35182 0.0022772 4.298114 -0.0153441 
9.980721 0.04609021 19.69902 -0.009342404 
-8.525546 -0.03583703 -10.58642 0.008103832 
5.936744 -0.04596933 -9.091278 -0.03107919 
18.60102 -0.07178463 3.341567 -0.009287732 
-17.08075 -0.009640198 -7.907491 -0.004585154 
-4.544206 -0.04570256 19.72176 -0.01280363 
-11.36203 -0.05856625 -11.8873 -0.01288439 
15.9787 0.1203516 7.83201 -0.01873749 
12.82867 0.02219073 -14.4651 0.008796376 
6.739164 -0.05026976 -12.12059 -0.01350549 
7.836819 0.02122013 -1.302388 0.02174731 
6.04425 -0.06659945 13.93784 0.007225999 
3.220415 -0.07332898 -14.62382 -0.001908386 
7.268251 0.04222102 9.770705 -0.01156064 
7.920405 0.1474939 6.417305 -0.03763111 
-17.71006 -0.03843563 6.437862 -0.003798062 
-1.635543 -0.09606499 10.94693 0.00793853 
-0.2218929 -0.0633252 9.949679 -0.02888212 
-4.15845 0.07667112 3.677121 -0.009573456 
-8.502767 -0.1293877 -17.30309 0.0008656321 
-14.63137 0.05089841 25.41832 -0.02364181 
-6.936853 -0.0533271 -9.007133 -0.01543083 
13.20396 -0.009424633 -17.69688 0.006227609 
2.794961 -0.07115448 2.966591 -0.008398067 
-5.862544 -0.1006198 4.483257 -0.005064609 
3.692939 -0.0211902 -19.77684 0.01087389 
-2.044828 -0.02665063 -18.44995 -0.002720654 
-0.4154277 0.05994943 -15.56642 0.004034345 
-4.298779 -0.0121007 -12.04096 0.003957597 
-6.064046 0.00366157 7.967754 0.0005472487 
11.13948 -0.05166132 3.923339 0.02288814 
12.10453 0.03487287 20.22443 -0.02469828 
0.1246839 -0.004665972 3.11503 0.002290054 
-15.24242 0.04923053 1.898772 -0.01711313 
4.156626 0.00935576 -2.773362 0.003593256 
21.68705 -0.06022868 5.526137 -0.001656742 
26.47553 -0.05425214 4.43863 -0.009744933 
-2.566445 -0.04404279 -0.9093721 -0.01944719 
-0.9908292 0.06749932 1.875675 -0.000639806 
6.021927 0.02959881 6.188257 -0.02570749 
-3.782165 -0.07265109 -3.223644 0.01806728 
1.605949 0.0161268 2.423549 0.02254592 
7.683777 0.00318565 -2.684707 -0.01119479 
-0.6839469 0.07969615 -6.406586 -0.001054306 
6.309451 0.003147574 16.71226 0.00381076 
-6.912897 -0.09947757 -13.61751 0.005123092 
-4.137987 -0.04200895 -8.013811 0.001803258 
2.420852 -0.1038861 -2.547381 0.002262631 
6.289073 -0.02668408 12.39418 0.0006315303 
-6.357657 -0.02862023 5.264034 0.004430924 
-18.5701 -0.06123018 -14.85808 0.002040751 
6.095379 0.009305362 5.022303 0.003279725 
0.7763476 -0.0382599 -16.09873 0.001711909 
-0.08904865 -0.0271039 4.035857 -0.01303798 
-4.99893 0.1214985 -0.2670203 -0.01049035 
-5.989822 -0.09029072 0.5173961 0.03025907 
-2.795721 -0.009427921 3.909295 0.01697701 
-7.615244 -0.03767809 -8.543312 0.02283291 
-3.378513 -0.02285437 -0.5233454 -0.005652789 
-13.28493 -0.1357563 -7.872492 -0.008232151 
4.314091 -0.007774504 11.35512 0.005813371 
7.667316 -0.07325604 8.022628 -0.006188845 
-0.1198786 0.003670413 2.426081 -0.007177137 
4.095352 -0.09158085 24.51862 -0.01405568 
-8.453441 -0.004239403 10.12845 -0.02023797 
18.39432 -0.03101054 12.33039 -4.330573e-05 
-4.926588 -0.02008165 -2.884219 0.0008964884 
13.36362 -0.1459322 -9.817786 0.01045815 
13.1756 -0.03431639 -6.58504 -0.00262868 
