beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
-30.39734 -3.885276 29.78835 4.004191 15.43366 3.159983 
-29.21316 -4.051205 29.29756 3.965193 15.85122 4.359699 
-30.06026 -3.911066 25.45554 5.078367 14.67439 3.102895 
-29.99368 -3.759236 17.04688 7.464857 14.91381 2.97939 
-30.87255 -4.040954 12.08864 7.730481 12.67221 4.264554 
-29.63415 -3.740853 18.1436 4.707226 15.3714 3.586806 
-29.73005 -3.891422 24.87943 2.982775 15.25882 3.977545 
-30.66664 -3.886525 23.96742 8.088305 15.90684 3.706661 
-29.99076 -4.35037 29.2309 4.218024 14.84283 4.383609 
-30.41401 -3.999929 29.25745 3.827978 16.30002 4.296556 
-30.01245 -3.836493 28.86461 4.855491 15.36057 4.662032 
-29.2879 -3.81179 28.7854 4.040884 15.81772 3.875632 
-30.09661 -3.766533 29.07308 4.650691 15.1878 4.309623 
-30.03037 -3.830957 30.02516 3.861804 16.00164 3.850009 
-30.10716 -4.107513 28.72319 5.505797 17.93323 2.873509 
-29.97903 -3.779758 28.92448 4.406424 15.39882 5.015138 
-30.76206 -3.949495 29.62657 4.893006 16.25218 4.369909 
-29.45362 -4.045496 29.04662 4.264038 16.16695 3.062101 
-29.93073 -3.856265 29.0491 2.599163 14.83794 4.303488 
-30.23617 -3.665064 29.5246 3.978069 15.13029 4.464486 
-30.15474 -3.8378 28.85408 4.490013 15.40987 4.118944 
-30.45755 -3.870504 29.16992 5.053773 14.22608 5.061709 
-29.47537 -3.808601 28.27934 3.475352 16.25045 3.562481 
-30.25589 -3.804161 28.51055 5.000075 15.29558 3.296527 
-29.46992 -3.951839 28.81208 4.908121 15.53114 4.35018 
-30.53609 -3.900275 28.73144 4.710705 14.96934 4.195312 
-30.17115 -3.936691 28.09703 4.835994 15.95956 3.971488 
-30.16173 -3.440941 28.94616 4.788331 17.25294 4.703275 
-29.81906 -3.926908 28.94798 4.148731 14.67712 4.616578 
-29.89971 -3.832181 29.63891 3.617228 15.56122 4.491768 
-30.13304 -3.739439 28.72906 5.430617 15.66844 4.577615 
-29.74762 -3.815437 29.06293 4.538471 15.24352 4.125564 
-29.74156 -3.853252 29.17801 4.079544 15.68072 4.692015 
-29.86362 -3.782136 27.77842 6.765918 15.73414 4.133496 
-30.12994 -3.756584 28.55266 4.631552 14.76933 4.248681 
-30.08467 -4.104646 29.03846 4.965166 15.14415 4.719829 
-30.00627 -3.935293 17.0191 11.75272 16.02902 4.590487 
-29.60859 -3.958933 21.82613 4.623717 15.40968 3.71294 
-31.09499 -4.037752 7.779084 16.4754 20.00654 3.904887 
-29.44234 -3.725212 22.52543 0.3654965 16.30821 3.880025 
-29.84327 -3.931727 26.21241 5.256947 16.81476 5.832524 
-29.94928 -4.044396 26.15736 9.354362 18.27968 4.245245 
-30.46973 -3.933536 12.07644 9.832651 18.63325 4.153004 
-30.46039 -3.714766 -6.311155 2.966797 17.17828 3.252376 
-30.42311 -3.816857 19.19691 14.65074 18.30768 2.355806 
-30.15277 -4.027295 25.03554 11.71283 14.31707 5.417339 
-30.35028 -3.929746 30.45124 2.280341 16.39874 2.528412 
-29.51505 -3.992823 26.58791 5.079006 15.54646 2.950287 
-29.48506 -3.926521 29.04871 4.820674 15.04908 3.371108 
-30.17986 -3.961658 29.89055 2.748931 15.59077 4.13248 
-30.14473 -3.818292 29.05889 4.651013 13.47646 4.47467 
-30.08223 -3.996164 29.11477 4.549947 16.02996 4.162935 
-30.33701 -3.807662 29.83703 3.968849 15.42833 3.090689 
-30.23364 -3.820728 28.59639 5.41969 15.65237 4.487992 
-30.01527 -3.925277 29.8088 3.855953 16.41503 2.889052 
-30.11604 -4.026574 28.69124 4.06863 15.50948 2.902534 
-32.63244 -3.982739 27.63738 3.72965 15.60802 2.221458 
-29.9208 -4.075497 28.39343 4.743977 15.53854 4.388378 
-31.00469 -3.735395 29.30888 3.870204 15.06202 4.160331 
-29.63825 -4.117286 28.35562 5.882357 15.34786 3.77778 
-30.19094 -3.849954 27.59993 5.223552 15.27766 3.213662 
-29.74229 -3.822832 30.61493 2.812606 16.1397 2.708889 
-29.62543 -4.053646 29.33938 4.223001 14.92955 4.824002 
-29.40248 -3.839247 29.28767 3.663682 15.62006 3.673099 
-29.12727 -3.920361 29.15644 3.65051 16.02451 3.788657 
-29.52507 -4.009348 28.61198 4.532396 15.91731 3.747002 
-29.33234 -3.372784 29.74095 3.694938 15.87407 3.224821 
-29.7567 -3.535789 28.92315 4.920309 18.2898 0.6374943 
-29.789 -4.03487 29.25471 4.610365 15.41416 3.629383 
-30.14401 -3.656561 29.12232 4.313712 15.47327 6.159766 
-29.4284 -3.909764 28.82268 4.672287 16.2217 5.675276 
-29.48487 -3.957738 29.32208 3.995746 15.77607 3.609513 
-30.70392 -4.040795 24.42447 8.304433 15.94507 3.151088 
-29.732 -3.827456 29.23556 4.259808 15.58327 2.646736 
-29.90545 -3.807062 28.43446 5.232776 15.06151 3.75368 
-29.66527 -3.904553 29.16709 4.594089 14.9031 4.027161 
-29.57993 -3.882596 29.70863 3.072966 14.97194 3.687159 
-29.89834 -3.791337 28.45173 5.027844 16.32069 3.994199 
-30.57221 -3.41898 23.38558 -0.4814309 15.19931 2.81359 
-30.30441 -3.805514 29.55637 3.939634 15.272 3.478006 
-30.91219 -3.62962 25.76326 5.471644 15.54277 3.109111 
-30.11572 -3.962778 26.44203 5.859966 15.56345 3.875045 
-29.50978 -3.771614 26.56659 3.277447 16.50209 3.017013 
-31.03002 -4.149718 27.62166 4.814993 15.29172 3.152888 
-30.84009 -4.042566 28.56269 4.434669 15.3504 2.603299 
-29.93324 -4.363593 28.38995 4.475426 16.4506 3.745721 
-29.92767 -4.074268 23.19536 8.102248 16.10007 2.635589 
-29.76771 -3.893206 29.76145 3.428914 16.12007 3.901478 
-29.33792 -4.040649 29.57416 4.131468 15.13649 3.54667 
-30.42776 -4.193218 29.34914 4.664363 13.56058 4.503141 
-29.15055 -4.185742 25.40563 6.274101 14.0582 1.69207 
-29.85388 -3.981624 28.95487 4.604195 15.29143 4.060402 
-29.77785 -4.164257 27.39913 6.011738 16.26884 2.223126 
-30.65468 -3.952182 29.12434 4.042186 15.70257 2.463641 
-29.68295 -3.9986 28.748 4.599196 16.20606 3.568982 
-30.39209 -3.831672 29.13103 4.062891 15.49241 4.450446 
-29.87232 -3.911139 29.04629 4.327449 16.06105 3.641156 
-29.96863 -3.870702 28.61825 5.14758 15.33596 3.585902 
-29.64337 -3.58829 28.7682 3.824464 15.61368 4.995556 
-30.36123 -4.044319 28.21539 4.676691 16.51557 3.458531 
-29.76231 -4.155671 28.67812 4.533801 15.36879 4.234848 
-30.04219 -3.864522 29.23543 4.148528 15.01473 4.3285 
-30.81692 -4.029207 29.45379 4.231673 15.19861 3.395101 
-29.84827 -3.800292 29.04427 4.781168 14.87699 3.916372 
-30.21148 -3.61256 29.10313 3.826466 15.82602 3.91852 
-30.49054 -4.062945 29.43393 4.291921 15.64328 4.770535 
-31.07353 -3.79384 29.08453 4.062811 15.9547 3.487322 
-29.83882 -4.014499 29.13506 4.689572 15.66698 4.446975 
-29.62418 -3.796145 27.6894 5.443268 15.95397 3.931862 
-29.85365 -3.738366 28.72961 4.812781 16.08741 4.306456 
-30.78937 -3.911147 28.5258 3.986489 16.58449 4.198779 
-29.88781 -3.944965 29.9232 3.544608 15.35998 3.772347 
-29.91374 -3.958837 29.71312 4.315078 15.69564 3.705361 
-29.77942 -3.897537 29.21251 4.372169 17.03973 4.7958 
-29.93383 -3.928025 31.10414 4.03342 13.021 5.122099 
-29.82138 -3.871858 28.75294 4.868859 13.57134 4.259021 
-29.36035 -3.752557 28.98772 5.201888 15.63693 4.657442 
-29.90073 -4.089039 30.07809 3.829008 15.39672 4.247384 
-30.20407 -4.034393 28.35149 4.789558 16.01617 4.234213 
-29.66845 -3.68338 29.14099 4.289231 15.62044 4.399041 
-29.871 -3.785429 24.1937 11.93967 14.19533 3.071806 
-30.42926 -3.927692 28.15796 8.308718 16.09581 2.190721 
-30.13017 -3.801812 29.36626 4.033115 13.98584 4.182608 
-30.70609 -3.704027 29.73002 2.739606 14.20718 3.836688 
-29.62651 -3.800385 24.13397 7.412217 15.78661 3.109988 
-29.87749 -3.867958 30.61112 2.324597 16.41863 3.683743 
-30.38702 -3.910199 30.09108 2.787614 16.16565 3.347086 
-31.58304 -3.87226 7.177051 13.36857 17.83463 3.528617 
-29.77312 -3.851999 16.8774 8.625322 17.75584 2.016793 
-29.50184 -4.086531 21.3095 8.878294 16.45254 2.413544 
-29.47639 -3.872835 32.27718 4.051606 16.89322 4.335248 
-29.72721 -3.87629 27.84333 5.507089 16.29419 2.450895 
-29.58602 -4.053544 28.982 4.21826 13.00803 4.128524 
-29.44011 -4.002974 29.25631 3.672102 15.05731 4.816349 
-30.8516 -4.049082 29.00109 4.427434 15.61101 2.73991 
-29.48802 -3.795561 30.76404 4.624976 15.89561 2.985031 
-29.7296 -3.89747 29.4429 4.114096 15.12249 3.831847 
-29.62137 -3.938211 29.5908 3.770214 15.60177 4.053988 
-29.92356 -3.824516 29.34238 4.618853 15.57487 3.545451 
-30.95653 -3.993001 28.5943 4.687689 16.00904 2.5323 
-30.16098 -3.932034 29.27036 4.12665 15.99545 3.906198 
-30.13069 -3.630016 29.27522 4.131173 15.91218 3.365783 
-29.84528 -4.012306 28.8837 4.724112 14.83626 4.957179 
-30.03428 -3.947558 28.72788 4.708282 15.57189 3.556127 
-29.90884 -4.160728 29.44878 3.654579 15.08792 4.165333 
-29.26786 -3.880005 28.65037 4.425744 16.08256 3.337994 
-29.464 -4.164146 28.15366 5.773571 14.97731 4.384977 
-30.58129 -3.919207 25.5894 7.375453 15.62831 4.766508 
-30.19585 -4.02999 24.15697 4.363828 14.80476 4.061812 
-29.97704 -3.860967 22.82066 3.780941 15.72007 2.589046 
-33.07923 -3.978189 29.9403 4.628089 16.23767 2.800567 
-30.11785 -4.029586 27.30578 4.333305 14.46457 3.844393 
-29.51378 -3.910251 27.9186 4.936001 15.85764 3.333538 
-29.40211 -3.711881 28.33463 4.765771 15.11713 3.899403 
-31.19697 -3.879699 30.11843 4.169947 15.1905 4.184174 
-29.61854 -4.055161 28.81842 5.854547 15.68604 4.888064 
-31.74694 -4.087556 28.05781 4.607955 16.48513 3.495448 
-30.50343 -3.740848 30.53077 3.505683 16.75126 3.988104 
-29.64978 -3.968926 28.80438 4.4222 15.99984 2.460764 
-30.24585 -3.92983 26.14833 3.880163 14.80532 4.289303 
-29.84695 -4.05563 19.47858 6.258083 14.86792 2.966763 
-30.22416 -3.774758 30.3732 5.832311 15.11234 2.995622 
-29.31517 -3.739705 28.14636 4.327668 15.2515 3.253841 
-29.24087 -3.922503 25.53348 5.289112 16.23713 2.939168 
-29.36285 -4.192376 24.30122 4.705113 17.01315 4.908872 
-29.634 -4.161314 21.80113 10.38174 15.19984 3.743853 
-29.6607 -3.891282 30.3273 4.3025 15.08974 5.780391 
-31.1959 -3.791786 28.48304 4.425034 17.64135 2.472584 
-29.29647 -3.744364 28.26662 4.798653 16.06912 4.981377 
-29.78294 -3.897152 29.30827 4.116734 16.05377 3.342907 
-31.05002 -3.8144 29.55926 4.824512 15.60691 3.627532 
-30.90091 -3.97439 29.95658 4.093243 16.58142 4.22603 
-29.81171 -3.824857 28.25459 4.548141 15.88637 2.642568 
-30.25681 -3.824259 28.76947 4.413671 16.73193 3.105166 
-30.09978 -3.633005 28.35847 5.555714 15.43371 3.938281 
-29.4505 -4.088821 29.13234 4.730392 15.74504 4.294836 
-30.06746 -3.890183 23.36841 12.62668 15.39792 3.780736 
-30.22849 -4.180081 10.66414 19.46109 15.83237 6.393789 
-29.9439 -3.996121 0.6103425 6.659978 15.87048 5.029772 
-29.78476 -4.134328 15.11906 -6.356354 18.38826 6.712471 
-31.23807 -4.248485 16.15237 3.164751 28.37299 -1.397316 
-29.36821 -3.951584 15.68323 4.211142 28.28803 5.479998 
-29.9533 -3.944373 16.12178 3.953358 29.00152 4.583163 
-30.36519 -4.076886 15.56586 4.883298 27.73551 5.738986 
-30.01301 -3.976006 15.82612 3.901138 28.47378 4.829518 
-29.88917 -4.096912 15.51325 3.826517 29.96129 4.588381 
-29.52773 -3.730968 15.94556 2.413179 28.25412 4.464228 
-30.25833 -3.996843 14.90211 3.600241 29.00412 4.851963 
-30.06771 -3.812871 15.88591 4.382686 27.74311 5.288827 
-30.5243 -3.764175 15.53438 3.83793 29.38616 4.099067 
-30.52973 -3.588354 16.16773 3.951545 25.18766 8.363649 
-30.7913 -3.753021 15.8267 3.653845 28.47986 4.36636 
-30.85898 -3.854218 14.33222 4.724155 29.86331 5.250577 
-30.13001 -3.835679 14.76513 4.685193 28.80003 4.289591 
-30.93602 -3.847758 14.13759 7.006921 28.27058 5.011195 
-30.59447 -3.933806 13.99671 3.010289 20.70446 6.390298 
-29.73649 -3.879718 16.01015 3.424587 19.7624 6.383658 
-29.8526 -3.964743 15.94599 3.425961 15.67699 5.425913 
-29.80533 -3.75729 15.31153 2.722968 16.56728 5.634637 
-29.68401 -3.935772 15.78694 3.820382 14.07193 6.252576 
-29.67005 -3.786941 15.79407 3.103691 15.83618 3.073761 
-29.63785 -4.127409 15.38627 3.395335 23.67123 3.181277 
-30.04673 -4.232735 15.82517 2.752168 28.27447 5.181643 
-29.34063 -3.887818 16.94618 2.574491 28.8131 4.797324 
-29.16526 -4.039261 16.14386 4.420404 28.67787 4.259373 
-29.76147 -3.925634 15.77388 3.460824 29.83416 4.49309 
-30.67594 -3.904032 16.60496 2.667339 30.16758 4.648571 
-36.73777 -3.888952 16.63748 2.722932 28.86439 4.309526 
-28.85649 -3.96233 15.11865 2.61492 29.17195 4.922052 
-29.26038 -3.675035 15.14015 3.642716 30.7822 2.861572 
-30.16798 -3.933673 14.59934 4.302265 27.92873 4.57551 
-30.0631 -3.916134 15.71768 4.319612 25.1058 3.133015 
-30.01786 -3.933873 15.89781 2.276681 26.55533 2.202755 
-29.98811 -3.964274 15.27287 2.954908 29.72319 2.764303 
-29.6968 -3.718349 15.20359 4.43468 29.71264 3.423063 
-29.67755 -3.999342 15.85762 4.688487 29.47632 2.801526 
-30.20371 -3.693748 15.07885 5.516115 27.51074 4.784911 
-29.60542 -3.909144 15.55247 3.73023 29.44775 4.026667 
-29.28609 -3.823868 15.76076 3.709921 29.61585 3.934199 
-29.54909 -3.626532 15.064 4.788839 28.95349 4.712359 
-36.25533 -3.967881 16.89024 5.843656 30.98211 3.878204 
-29.79121 -4.01333 16.07797 3.329713 29.05764 4.690466 
-30.00335 -3.831376 16.45425 4.404775 29.37444 3.866966 
-29.25717 -3.875135 16.40462 2.993784 30.63268 5.56377 
-29.59378 -3.941536 13.14507 4.575624 29.72361 3.884272 
-30.72585 -3.916085 12.4578 3.775201 28.76164 4.432927 
-29.63873 -4.120787 13.40616 3.950445 28.79725 4.169912 
-29.32736 -4.210792 13.70957 4.430846 28.89591 5.033586 
-29.41392 -3.916094 15.60284 3.572607 28.29161 4.93257 
-29.90248 -3.814412 15.38715 3.062551 27.59625 6.612389 
-30.37932 -3.724995 16.38801 3.272977 28.42466 5.477738 
-30.20456 -3.782346 15.37816 4.076004 29.67967 4.195371 
-29.01901 -3.840299 15.1662 3.718904 29.69334 3.528726 
-30.43485 -3.819864 15.44621 3.79473 29.34329 4.228706 
-30.45809 -3.708465 15.66128 3.954682 25.65607 3.336305 
-30.3388 -3.941808 14.77886 4.397852 18.51902 1.73064 
-30.57492 -3.741631 16.19815 3.882969 21.81855 -4.900478 
-29.70219 -3.564661 15.42528 2.733323 21.66185 3.37359 
-30.29726 -3.810528 17.5621 2.429573 14.62598 5.181279 
-29.45448 -4.062058 16.01293 2.387779 26.63487 -3.876002 
-29.78199 -3.895347 16.13088 4.091968 28.24861 5.351046 
-29.84758 -3.991758 15.05782 5.018 17.76278 9.714683 
-29.57587 -3.920304 15.84088 3.673829 31.60113 4.279166 
-29.97454 -3.782768 15.7348 3.781584 28.79661 4.547821 
-30.12197 -3.682231 15.69504 4.071531 28.58764 5.05355 
-29.8451 -3.952492 15.63065 3.969629 29.12863 4.329836 
-29.90902 -3.844912 14.01127 3.139742 29.48784 4.46007 
-29.98464 -3.979002 15.41841 4.629549 29.58608 3.704993 
-31.16852 -3.930373 15.23002 2.742402 27.94822 4.644704 
-30.43504 -3.763339 15.75744 4.436788 29.06433 4.479028 
-30.46144 -3.64588 15.49322 3.470816 28.90041 4.220544 
-30.87997 -4.010693 15.46363 3.310971 29.19001 4.166353 
-30.05686 -3.846062 15.11596 4.42267 29.47573 4.222117 
-29.50948 -3.921453 15.33343 4.172759 28.32665 5.042652 
-28.95438 -3.675927 16.07666 3.944419 29.2914 3.609817 
-31.84337 -4.115605 14.44735 6.162721 30.14258 4.665022 
-30.34691 -3.947682 16.02821 5.403094 28.52772 4.842625 
-29.78775 -4.003137 15.88283 4.265929 30.14317 3.457308 
-30.39648 -3.461414 15.25308 4.20745 29.2779 4.626434 
-29.82194 -4.043127 16.1094 3.562131 29.3999 3.902838 
-29.96936 -4.015627 15.745 3.561638 29.25095 4.20412 
-29.79506 -4.131032 16.84107 3.760159 29.1509 4.35058 
-29.90218 -3.941116 15.47227 3.701386 29.11536 4.457866 
-30.20207 -3.957088 16.57417 4.741078 29.42919 4.619756 
-29.72734 -3.665917 15.8698 3.464017 29.18612 3.821968 
-29.16385 -3.72459 14.50866 3.023817 28.16244 6.332825 
-30.30234 -3.90458 15.85582 3.219757 15.01221 4.606186 
-29.76431 -3.982453 15.43998 2.837706 4.878042 6.489226 
-30.37911 -3.893646 15.65892 2.007973 10.84944 6.818172 
-29.55237 -4.019295 15.70247 3.078562 29.56323 4.092933 
-30.77082 -4.029558 15.61096 2.205163 29.3743 4.80253 
-29.8194 -3.825252 15.7734 2.72684 29.09542 3.844427 
-30.14753 -3.888344 15.34777 4.455122 27.23644 5.025271 
-29.79305 -4.065894 16.04573 5.278277 29.37156 3.759637 
-30.43806 -3.973146 16.27916 3.795786 27.69703 5.357576 
-29.60134 -3.994313 15.85074 3.23155 26.49141 5.214592 
-29.44508 -3.793834 14.69521 4.403275 29.1359 4.423955 
-29.59473 -3.579267 15.79954 3.105293 29.13013 3.724607 
-30.67526 -4.143671 17.13692 3.822446 29.64115 4.914958 
-29.6444 -3.846171 15.25069 3.434523 28.65869 4.778212 
-29.93257 -4.085124 15.61872 3.780546 21.66066 2.483295 
-29.94641 -4.014124 16.41917 3.428072 19.68319 6.066423 
-30.05514 -3.66382 15.65637 3.623765 17.24435 5.014961 
-29.47017 -3.786504 15.03693 4.205822 -2.456591 16.25225 
-29.48959 -3.989436 15.68127 2.976193 30.08538 -4.018803 
-29.80421 -4.249 15.2165 3.871096 29.69932 3.638417 
-31.98999 -3.930141 14.57938 3.052519 29.13362 4.1864 
-30.83957 -4.146082 16.3133 5.783092 12.17033 12.77726 
-30.35545 -3.803763 15.93446 7.969465 6.702396 -6.213372 
-29.69691 -4.045848 19.39435 10.00637 15.08599 2.841073 
-30.43105 -3.878201 15.98814 14.57834 15.13073 3.151855 
-29.5487 -4.1179 6.690406 6.843535 15.68633 2.828167 
-30.85846 -3.966006 29.57783 4.314004 15.8955 3.325231 
-29.30183 -3.557123 29.55689 4.315936 15.78491 4.560556 
-30.4076 -3.985593 29.36621 4.426899 15.27285 4.522902 
-29.39224 -3.62171 29.12481 4.581201 15.47034 4.637073 
-29.41163 -3.810325 22.73059 13.66966 15.69403 4.782754 
-29.63209 -3.966109 23.03856 5.762981 15.11143 4.146986 
-29.79948 -3.94583 30.33436 3.691138 16.55341 4.870828 
-30.65278 -3.863676 23.05665 4.806392 15.08675 3.732543 
-29.989 -3.960418 29.23981 4.257973 15.76852 3.610683 
-30.79347 -3.861671 28.93743 4.289624 15.58378 3.170195 
-30.01549 -3.866143 29.37025 4.011575 15.83155 3.360001 
-30.32781 -3.654445 21.8976 15.06306 15.71706 5.167533 
-29.87205 -3.80411 29.68315 3.842654 14.64331 4.579189 
-30.68045 -4.020362 30.14077 4.251985 16.40221 3.301046 
-29.04972 -3.768953 28.98545 4.487973 15.6213 3.793227 
-29.12527 -4.097997 29.0257 4.713476 15.07273 4.220197 
-29.6988 -3.950647 29.29149 5.231238 15.38207 4.328071 
-30.48455 -3.802678 28.9588 4.461714 15.79655 4.17044 
-29.88621 -4.008303 29.02808 4.362857 16.01712 4.384931 
