tau2_1 tau2_2 tau2_3 
0.335937 0.03176028 0.4656871 
0.1447463 0.1062706 0.812474 
0.144997 0.1859271 1.196073 
1.003556 0.04091884 0.4240272 
0.1484174 0.1077419 0.2068792 
0.3668834 0.1641079 0.2683954 
0.1787279 0.984987 0.355394 
0.1158961 0.2120094 0.169656 
0.3608299 0.09980848 0.2452382 
0.02365132 0.09212989 0.4134991 
0.4250304 0.1125172 0.9863688 
0.08174783 0.06228795 0.2708594 
0.06830895 0.03119064 1.542493 
0.1815704 0.1925964 0.6045904 
0.3909545 0.2655652 6.721775 
0.3761448 0.1526856 0.4680454 
0.3824744 0.08088972 1.321828 
0.374334 0.021241 0.3463731 
0.2153402 2.299008 0.8590858 
0.1602616 0.1433053 2.284375 
0.2350864 0.1048352 0.3417147 
0.5389836 0.02131543 0.6177302 
0.2004547 1.183725 0.1124587 
0.4444325 0.1826324 0.6562788 
0.161614 0.08655407 0.3167793 
0.159107 1.582791 0.1465966 
0.2053245 0.9809237 0.7810001 
0.1074542 0.1713751 0.08913743 
0.1275771 0.04884624 0.06427902 
0.2806414 6.725284 0.5000937 
0.4434384 0.2085304 1.926973 
0.07314759 0.2175158 0.06046018 
0.2408327 0.1950195 0.6393828 
1.179728 0.3294266 0.9471449 
0.229975 0.4524808 0.9041399 
0.1395683 0.07207598 1.450367 
0.3270956 331.69 1.138057 
0.1253809 0.03733491 0.8118205 
0.08571188 18467.46 0.07664126 
0.09942561 89.51353 0.01252807 
0.0720429 24.87815 0.03013988 
0.0534605 1.049362 0.1603529 
0.1143427 0.2459752 0.1042176 
0.2663217 138982866 0.07923761 
0.07282521 25.02825 0.1424896 
0.3610363 0.04669931 2.987121 
0.1121293 0.2707865 0.3769329 
0.1335325 1.277747 0.2285472 
0.3380336 0.04552164 0.4548322 
0.1323381 0.01450394 0.3032478 
0.2215687 0.06730436 0.1366395 
0.06233006 0.1516453 0.1479461 
0.37888 0.08386251 0.5863293 
0.1030855 0.4378343 0.4730104 
0.07664264 0.07437038 0.1442544 
0.2613218 0.4909473 0.8337848 
0.2980449 0.4232408 0.2256472 
0.3304898 0.2937377 1.287889 
0.2081187 0.2497514 0.3070272 
0.171251 1.442552 0.8975425 
0.2011035 0.385971 0.4969337 
0.1556289 0.1077135 0.5284437 
0.1310548 0.06548997 1.580826 
0.0972181 0.2101913 0.315192 
0.08742978 0.1084841 0.5372005 
0.3644187 1.719707 0.7869899 
0.220306 0.04783279 0.2193188 
0.5528292 0.1582088 0.4420252 
0.1476972 0.08795364 0.3549477 
0.3174957 1.027557 0.2602962 
0.09441991 0.06814431 0.4417413 
0.400369 0.1333337 0.1788762 
0.2367914 2.426311 0.296464 
0.1003424 0.1238703 0.8420913 
0.3172294 0.3684071 0.3556117 
0.2427003 0.05670895 0.4213133 
0.1563013 0.4681516 0.132394 
0.06801455 0.2462516 0.09092079 
0.1400525 13.26151 0.4157982 
0.292712 0.1541455 0.3497863 
0.2964607 0.07231766 0.126815 
0.07485524 3.039298 0.2200946 
0.2265197 0.4599811 0.1454533 
0.1381143 0.06048998 0.941025 
0.1457606 0.02884792 0.4761654 
0.9513221 0.02793068 0.8934327 
0.1580619 0.6438203 0.1712613 
0.2743815 0.1138602 0.3065493 
0.4127703 0.1002203 0.2364008 
0.2046013 0.05191999 0.2416742 
0.6437319 3.742065 3.231686 
0.3331024 0.03579944 0.4550905 
0.9570614 0.3873275 0.3857021 
0.3264395 0.04571003 0.1122072 
0.08503024 0.6078442 1.196918 
0.2222951 0.04290611 0.3535703 
0.0558433 0.08535817 0.9550833 
0.1497018 0.1579166 0.1993237 
0.2678284 0.121097 0.3020987 
0.4467189 0.2036505 0.08046848 
0.1059499 0.108739 0.9310064 
0.0459386 0.1560867 0.7377345 
0.1099595 0.08012926 0.9550209 
0.07190893 0.1006787 0.6874187 
0.5790752 0.2793876 1.537904 
0.07667529 0.08306638 0.09511149 
0.2063317 0.05649306 0.9426061 
0.08883248 0.1189925 0.2961899 
0.09282598 0.1075316 0.3632213 
0.2138864 0.2002287 0.6631479 
0.2382207 0.7371546 0.1181165 
0.3879119 0.1205151 0.4979965 
0.2964911 0.1096842 1.230096 
0.1718755 0.09421201 0.7679514 
0.4207763 0.0810278 0.2497368 
0.7986752 0.08275935 0.3210239 
0.4016123 0.6130224 0.1658225 
0.3898854 1.868905 1.792955 
0.2111967 0.03591365 1.196064 
0.1965258 0.08470543 1.459075 
0.06828045 0.9663433 0.6738098 
0.3988513 1.617036 0.166836 
0.2196006 0.3999841 0.1025723 
0.2012393 0.3973615 0.172529 
0.3298192 0.7758572 0.5134323 
0.2136022 12.51339 0.1820518 
0.1845396 1.075465 0.2852729 
0.3890822 11.42224 0.1734769 
0.50609 6.210968 0.04493339 
0.3112489 0.02083012 0.04920685 
0.2807583 0.3663415 0.4973895 
0.3661731 0.1273812 0.7745621 
0.2041572 0.1713062 0.4450727 
0.2733759 0.2151851 1.185583 
0.07126566 0.152849 0.8555229 
0.248768 0.06051336 0.08822158 
0.1464589 0.2772038 0.05251491 
0.1005079 0.1667817 0.2519096 
1.495359 0.5895477 0.08461287 
0.1218946 0.1002955 0.7291666 
0.1158497 0.2207693 0.7164013 
0.06519871 0.1314269 0.684326 
0.05611383 0.0281892 0.2283448 
0.5197085 0.05293897 0.5491764 
0.4379387 0.05517528 2.241669 
0.2334723 0.2874686 0.4425352 
0.5596049 0.1633891 0.5679251 
0.1190906 3.022079 0.457526 
0.2057845 0.1357357 0.2225496 
0.1652262 1.804469 0.5521523 
0.05726216 0.1108902 0.5460793 
0.04654475 0.1220068 0.3268847 
0.1430655 0.05752661 0.01412805 
0.2215057 0.1022386 1.198895 
0.2695451 0.07702747 0.5095533 
0.0779125 0.08860678 0.7334214 
0.3296047 0.03987176 0.2966485 
0.1671279 0.5166671 0.4143243 
0.4053588 0.117043 0.06045515 
0.2867341 1.638682 0.1069635 
0.2040355 10.29853 0.1677763 
0.05929657 0.6977051 0.2377426 
0.6280702 0.04735182 0.4483567 
0.3107477 1.408617 0.5534589 
1.451997 0.01776989 0.01808322 
0.4764657 2.43054 0.04885921 
0.2012444 0.128048 1.587888 
0.1062176 0.1602301 0.2211944 
0.3413201 0.08068928 0.2648241 
0.233292 0.02840815 0.08091783 
0.2077283 0.1557811 0.8616289 
0.1598928 0.2402452 0.7396118 
0.120709 0.1498597 0.4012016 
0.1253364 0.1053195 0.2768936 
0.08685077 0.311217 0.8953168 
0.2213798 0.1191769 0.09425308 
0.2171989 9.821206 0.766728 
0.5492574 58.09368 1.302971 
0.6095729 439.7944 0.5097945 
0.1476281 0.6849341 1.602927 
0.1492472 0.4606026 3.630468 
0.06984103 1.788833 0.1341244 
0.2121757 0.3708628 0.06497125 
0.3830937 1.062672 1.038381 
0.4934136 1.070825 0.04849917 
0.2241851 0.2632987 0.06130125 
0.2527732 1.135568 0.2433829 
0.1182255 0.5552377 0.1511039 
0.1646096 0.3672542 0.3068845 
0.1737156 1.499231 0.04829591 
0.5562992 0.81615 9.03707 
0.2146747 0.3675173 0.096606 
0.05611525 2.191598 3.17912 
0.03485332 1.639551 0.0234984 
0.03484028 0.3596662 0.03214787 
0.1868279 0.4934876 17.10866 
0.5530015 0.2619737 0.5379646 
0.3287087 0.3401256 0.4387083 
0.4706701 0.30622 29.67779 
0.2538601 0.7151315 0.1273612 
0.2398859 0.7069216 9.842658 
0.1669151 0.7111225 0.7655147 
0.1138516 0.5483441 0.1312192 
0.3334248 0.2111967 0.09730569 
