u.bar t.bar 
0.9990328 1.273941 
1.070105 1.277259 
1.068037 1.240402 
1.091266 1.232794 
1.201392 1.111489 
1.134244 1.242055 
0.9557436 1.012926 
1.047373 1.143574 
0.9682446 0.9016361 
1.066591 0.9771438 
1.020876 0.9329019 
0.9549754 1.20774 
1.014334 1.059551 
1.150247 0.9783087 
1.060708 0.9298504 
0.9092943 1.078225 
1.187688 1.176159 
0.9459767 1.191303 
0.9953797 1.172509 
1.059207 1.289934 
0.8811994 0.9380207 
1.065075 1.059174 
0.9750596 1.20178 
1.190661 0.9906979 
0.853108 1.286828 
0.7656855 1.541266 
1.197051 1.171387 
1.017141 1.042199 
1.054529 1.036786 
0.9428134 1.12224 
1.146681 0.9534553 
0.9598159 0.9922398 
0.988046 1.102133 
1.197548 1.061396 
0.994011 1.024847 
1.118601 1.140446 
0.9051232 1.081284 
1.037951 1.324511 
0.8776679 1.709686 
0.9694799 1.413136 
1.033655 1.278143 
0.8978654 1.194503 
1.030948 1.234988 
0.9670449 1.333808 
1.175186 0.9547935 
0.9634575 1.013827 
1.217589 1.192817 
1.081534 1.223704 
0.942594 1.32109 
1.038211 0.9290024 
1.136926 0.865298 
0.9053807 1.051306 
0.9196122 0.9584811 
1.021966 0.9287898 
1.020337 1.040842 
1.116288 1.090394 
1.04416 1.557452 
1.10932 1.088032 
1.014108 0.9468247 
1.03516 0.9592502 
1.092603 1.114477 
0.9292052 1.235582 
0.9956643 1.291132 
0.9271997 1.379981 
0.8728051 1.213288 
1.074014 1.257749 
1.056274 1.255267 
1.003783 1.171686 
0.9990796 1.489039 
0.9777552 1.286495 
1.037572 1.29997 
1.029237 1.210674 
0.995006 1.155853 
0.9640663 1.002549 
1.10762 1.067999 
1.096227 1.001739 
1.005704 1.095676 
0.9842618 1.06233 
1.214567 0.9211172 
1.166051 0.9593003 
1.101538 1.272167 
0.9579172 1.064027 
0.9295839 1.160878 
0.9737463 1.678882 
0.9482449 1.761813 
0.9050111 1.167275 
0.905099 1.376371 
0.9029752 1.536002 
1.019547 1.482406 
0.9701287 1.228849 
0.9961586 1.319205 
0.9854311 1.621334 
0.897075 1.328758 
1.019565 1.358312 
0.9880419 1.046506 
0.943324 0.9437641 
1.078057 0.9644308 
0.9616752 1.136424 
