"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3" "beta1_4" "beta2_4"
-9.380243 11.51767 -29.96732 -3.8892 29.95824 3.767716 14.90063 3.985951
12.02099 4.714618 -30.04602 -3.928739 29.92946 4.054832 14.53763 4.056479
9.071195 2.177259 -30.2327 -3.910246 30.14327 3.8705 14.49627 3.974479
6.889099 2.654167 -30.14242 -3.952483 30.2058 3.880014 14.40778 3.919355
9.061558 10.81348 -30.04245 -3.859925 30.09982 4.011296 14.56075 3.916322
7.098022 1.6512 -30.04955 -3.92861 30.03376 4.06576 14.64155 4.088636
0.09645637 4.725541 -30.35873 -4.028678 30.11691 3.872107 14.48426 3.988648
0.9406806 -21.61118 -30.00851 -3.997845 30.30633 3.950788 14.50588 4.025485
7.053772 3.343604 -30.00359 -3.968719 30.2394 3.939105 14.72905 3.884923
5.241267 -28.12672 -30.07717 -3.870559 30.4791 4.019957 14.98625 3.999875
-7.807545 -1.40175 -29.82579 -3.938225 30.09143 3.940311 14.60547 3.975658
14.80429 5.48929 -30.11075 -3.91175 30.37177 3.999701 14.69323 3.863018
-0.9904167 21.25007 -30.23191 -3.936605 30.04297 4.03739 14.3663 4.053182
1.756083 6.053513 -30.29295 -3.94259 30.06688 3.950723 14.62443 4.116679
1.719022 -6.25394 -30.3137 -3.954238 29.95498 4.051366 14.70718 4.157405
6.970923 11.88761 -30.11452 -3.77613 30.00171 3.91783 14.87678 4.190473
3.50038 7.111797 -30.13658 -3.957995 30.16592 4.034817 14.51361 3.942068
4.827843 7.088478 -30.04861 -3.901544 30.26526 3.981096 14.78272 4.120063
6.561959 2.093853 -30.11784 -3.783747 29.86143 4.120596 14.58054 3.930068
-8.805607 5.16905 -29.79068 -3.877994 30.09964 4.008074 14.87689 4.063264
11.44854 0.5734802 -29.78463 -3.946731 30.29037 3.957816 14.83375 4.082553
10.05063 8.054544 -30.14934 -3.814058 30.08937 3.970528 14.5525 3.937376
-14.11891 13.21094 -30.10236 -3.906113 30.17661 3.71726 14.58704 3.977158
-4.001329 -14.32821 -30.29652 -3.92858 30.43508 4.091196 14.83869 4.046961
-9.510325 -5.222498 -30.14762 -3.871858 30.032 3.94776 14.92249 4.091297
6.089084 12.62562 -30.28297 -3.840654 30.00122 4.103284 14.61648 3.97388
14.66043 -1.693196 -30.29494 -3.947758 29.9898 4.022756 14.47078 4.054543
1.247185 5.221122 -30.08151 -3.899209 29.87667 3.987545 14.73992 3.963563
20.45752 -6.528456 -29.93209 -4.007485 30.37952 4.077923 14.67107 4.102139
-13.37281 -9.389763 -30.15271 -3.937008 30.09349 3.991953 14.6016 4.014749
-15.88847 9.663503 -30.28772 -3.881569 29.9067 4.023429 14.43312 4.071643
4.760551 11.24118 -30.32443 -3.928392 30.20134 3.909511 14.71597 4.109723
8.67191 1.895933 -29.97761 -3.884451 30.00842 3.884082 14.65587 4.097136
7.991492 -8.914803 -30.27807 -3.943153 30.0572 4.023876 14.65925 4.154132
2.927208 4.806711 -30.06899 -3.959004 30.22203 4.033894 14.81648 3.937685
-10.63947 -6.061591 -30.08315 -3.880131 30.2588 4.229625 14.88493 4.018651
4.207458 -0.1543693 -30.09704 -3.984673 30.27756 3.804804 14.74508 4.088762
-6.599553 5.60824 -30.16593 -3.856432 29.96314 4.027072 14.60122 4.090192
0.8642418 0.9959775 -30.18984 -3.921287 30.07928 4.103447 14.38018 3.953272
5.288793 5.105513 -30.17584 -4.039703 30.17412 4.025941 14.33244 4.05195
-7.693371 -5.452342 -30.02464 -3.914865 30.04721 3.979996 14.56457 3.986453
14.19208 -15.00902 -30.12711 -3.828565 30.24429 3.928579 14.48939 3.966323
6.195117 -10.33188 -30.11126 -3.891721 30.2482 3.977271 14.37702 4.077765
-11.48802 -8.484113 -30.22468 -3.944016 30.0638 4.00385 14.3453 3.986908
20.78346 6.437018 -30.08292 -3.860449 30.08252 4.004112 14.42287 3.962119
-6.600544 21.73494 -30.3097 -3.91174 30.20081 3.903995 14.56892 4.09794
15.12302 3.327446 -30.30579 -3.903175 30.17115 3.981478 14.32992 3.952492
5.098691 3.108668 -30.22028 -3.872455 30.07686 4.057464 14.66875 4.041257
-6.122131 -5.508294 -30.33502 -3.83673 30.00079 4.06694 14.84923 3.984768
19.18856 16.99897 -30.33923 -3.903837 29.94334 3.835752 14.99372 4.046625
5.533345 9.169965 -29.9294 -3.955276 30.13558 4.040587 14.83673 4.013406
-6.013879 -10.27097 -30.13889 -3.825739 30.12542 3.849062 14.67942 3.948661
2.393655 -13.941 -30.06659 -3.895843 30.38937 3.88243 15.12022 4.008985
-13.79963 4.036859 -30.07336 -3.96802 30.12668 4.085922 14.73061 3.961132
23.79651 -2.991571 -29.85479 -3.848802 29.84974 4.015181 14.94655 4.020927
-2.693383 8.225034 -30.04359 -3.937117 29.90958 4.020745 14.91666 4.093218
-4.13711 8.893978 -30.13989 -3.916129 30.14162 3.77674 14.69206 4.107763
-15.06004 -5.481031 -30.07279 -3.912428 30.10792 3.825056 14.47319 4.011294
-3.098538 -12.01766 -30.52874 -3.877648 30.15292 3.909525 14.20999 3.975744
7.741342 -8.476682 -30.01337 -3.930857 30.01042 3.874657 14.48314 3.880503
-4.81276 7.455484 -30.08897 -3.847719 29.9668 3.893303 14.47445 4.17242
-10.69921 3.216906 -29.95205 -3.880296 30.05962 3.955664 14.7121 4.131647
-6.791442 5.398943 -30.01979 -3.915849 30.27582 3.98626 14.65739 4.002798
-2.825229 18.27979 -29.95262 -3.871188 29.96561 3.984457 14.37941 4.134451
-15.50256 0.5061289 -30.2447 -3.904273 30.16476 3.800413 14.87523 4.073793
-5.249331 13.58477 -30.1841 -3.889772 30.05564 3.903711 14.70631 3.981593
9.743688 13.63939 -29.85822 -3.906317 29.86664 3.951217 14.91498 3.890433
-0.5049404 20.57033 -30.30464 -3.790722 30.23798 3.91961 14.93362 4.081742
-5.664239 -1.087196 -30.09531 -3.938155 30.19974 4.045451 14.7035 3.957669
-2.807016 8.061328 -30.15261 -3.869161 29.97619 3.896945 14.638 3.946037
2.505801 5.070743 -30.29203 -3.866195 30.31625 3.914376 14.69053 4.018985
18.45582 8.047105 -30.06812 -3.945758 29.82226 3.951802 14.60894 4.040704
13.21203 -12.2942 -30.19571 -3.946591 30.3376 3.827068 14.76741 3.903533
8.230708 1.34712 -30.37407 -3.873309 30.47783 3.830606 14.49013 4.120887
-1.020794 -12.24558 -30.09777 -3.945536 30.24362 4.114865 14.46159 4.114128
-19.84711 2.63336 -29.79971 -3.94555 30.38357 4.130123 14.6045 3.974562
8.215479 -9.198013 -29.98509 -3.993943 30.77383 4.045564 14.85611 4.062582
