Delta_1 Delta_2 Delta_3 Delta_4 
-0.009500511 -0.05721611 -1.025101 -8.416965 
0.008686671 0.03559943 9.236869 6.585898 
0.008973797 -0.0368047 -14.22481 -31.99668 
-0.00337151 -0.02516154 17.91102 -7.691679 
0.001387505 -0.1092567 6.297013 2.472211 
0.02432781 -0.05633875 3.751312 -18.00726 
-3.588987e-05 -0.100186 -9.611181 14.00786 
-0.02183756 0.04267882 -19.49456 -3.687624 
-0.01128856 -0.02417673 10.06904 11.92179 
0.0001873034 -0.02006406 5.343506 11.76712 
-0.01213211 -0.03742422 11.43433 -21.67595 
0.002688313 0.01912519 6.050051 10.0363 
-0.007966127 -0.008940327 2.655276 -2.169843 
0.005087393 -0.04406705 1.35565 -6.607745 
-0.01898854 -0.02493506 1.44419 2.137813 
-0.01312298 -0.08551218 2.09966 -25.45035 
-0.01963628 -0.08729791 -1.113192 -3.927752 
-0.002498001 0.03214565 0.4785163 -12.9673 
0.02147602 -0.0105758 0.4774948 5.817441 
0.02151842 -0.02478212 8.372404 -9.977729 
-0.005053155 0.1637217 25.5315 9.721923 
-0.03488076 0.02948048 -17.06881 3.759427 
-0.02311287 -0.0256208 -0.9060201 -1.371864 
0.01443474 -0.03330331 -15.02508 4.286285 
-0.014928 -0.04669833 1.037429 -2.780524 
0.00987346 -0.02491909 7.031126 8.124121 
0.0007990583 -0.02661743 -1.720578 -0.6224649 
-0.02604478 0.01109421 4.166391 -14.2542 
0.004892453 -0.1904109 9.316455 9.409089 
0.01355472 0.104156 2.31014 5.859845 
0.00823606 -0.02631339 5.860197 5.25075 
0.02594154 -0.058115 -9.522847 -6.323349 
0.004077727 0.03216332 -5.785133 2.806009 
-0.01350407 0.04014658 -0.6528408 9.721807 
0.006393107 0.1141428 -25.18624 6.387234 
-0.01093931 0.05632877 17.93036 6.249155 
-0.008782926 0.09766214 12.13527 -1.560735 
-0.008855466 -0.0501096 3.250768 -21.04651 
-0.02771489 -0.01201704 -8.04324 -19.09256 
-0.0069058 0.01150095 8.868714 4.329803 
-0.00172596 0.01719714 0.4261265 -16.38985 
-0.01195965 -0.034883 7.35718 6.355627 
-0.005199662 0.0008477591 6.399968 9.358074 
-0.00970972 -0.06316381 -10.57944 -1.295958 
0.01035637 -0.04462953 12.23644 5.287718 
0.01816471 -0.04369576 5.417447 -5.825215 
-0.000728694 -0.0386999 7.033514 0.4707915 
-0.01176335 0.03466699 -1.394706 5.792903 
0.01438734 -0.0773882 -12.29246 -0.5816214 
-0.007367201 -0.1190623 12.72519 7.627596 
0.01028774 0.06702807 5.376064 -1.290767 
0.0158251 -0.04048223 1.469825 -8.701458 
-0.02597902 -0.01402327 13.16978 -19.65491 
-0.006000003 -0.09047637 -4.114172 -1.13076 
0.03363106 -0.02958755 12.65782 3.246955 
0.008980121 -0.03136699 19.23097 -11.01935 
-0.01306837 0.01145145 4.669206 -1.384673 
0.007355065 -0.05849676 8.751681 2.762024 
0.0004786924 -0.1273679 3.721647 9.670947 
-0.002348087 -0.08518436 4.569748 -2.962322 
-0.003481459 0.01248181 -2.653443 2.278727 
0.0005104885 0.01132631 -11.70634 11.48286 
-0.02286961 0.01888435 7.058818 -7.362856 
0.003786848 -0.02923261 -21.87951 -10.1854 
-0.004108878 -0.07320769 -2.093862 7.983118 
-0.00583324 -0.04566435 1.163862 -9.752249 
-0.01434939 -0.04091123 -0.5367678 -13.58979 
0.009875791 -0.02355251 -17.32749 6.550349 
-0.02988056 -0.1440414 23.17923 -8.697008 
0.02824851 -0.06352777 2.953314 11.49223 
0.003858322 -0.05328992 5.887164 -12.69295 
-0.00475341 -0.02117898 -5.895365 7.809915 
0.007580269 -0.006577657 4.525245 1.401761 
0.0005831676 -0.02251041 -1.62252 17.80766 
-0.01344352 0.003615533 -5.252164 7.34001 
-0.01627362 0.09122991 -17.18179 9.861658 
-0.0213744 -0.04283135 -0.6722937 3.027975 
-0.01310505 -0.05678448 -8.849905 3.215134 
-0.003650253 0.09200067 8.948131 -10.26707 
-0.004908924 0.01529745 16.63956 -7.490127 
0.03523066 -0.0222523 4.889907 -0.7497042 
0.0122075 -0.06930889 -11.61669 -8.37767 
0.02686326 -0.08274916 11.08354 25.15612 
0.02514333 0.04085696 0.9549055 -14.00428 
-0.02822415 0.01875364 -11.4874 10.38868 
-0.007430743 0.03638759 -1.426271 8.109005 
0.004989479 0.0008687434 -22.00455 -5.685597 
0.0009468436 0.05644459 -2.757866 -8.81946 
-0.01941221 0.0007501425 -5.366251 8.691298 
0.01328804 -0.04275577 17.39616 -1.597506 
-0.02643944 -0.07651654 15.27614 -2.263783 
-0.01184821 -0.007115975 -0.7505444 6.873639 
0.01387436 0.05371217 -14.81072 -1.93434 
0.02775036 0.0849723 -5.643799 6.137648 
0.01042235 0.03424889 9.282729 -1.975125 
-0.03362097 0.1052646 15.23114 0.830635 
-0.01513949 -0.05243796 14.64949 -4.427074 
0.008342317 0.002477325 7.572984 3.878643 
-0.0151757 -0.01463388 3.190923 -13.16652 
-0.01018697 -0.077983 -11.66192 -1.110543 
0.01266559 -0.02285285 11.30143 -7.522886 
-0.00722771 -0.04872342 -18.84707 -13.89003 
0.007303075 0.005076169 -7.102893 -2.055008 
0.04602416 -0.09144721 -11.49217 -2.680313 
0.005338782 -0.03336358 7.49794 9.877478 
-0.0001067582 0.0788133 -15.86845 -7.131832 
-0.02865104 -0.05363093 10.7274 -20.95053 
-0.009209658 -0.01751821 -12.52687 5.285005 
-0.004635344 -0.03486983 -7.023403 6.35648 
-0.03161804 -0.0342744 -6.62118 1.015864 
0.02029135 -0.04078561 -8.706102 7.943168 
-0.01014822 -0.007774737 -6.920277 -7.648173 
-0.01825038 -0.05088521 -2.6066 -0.9103219 
0.01527688 -0.003765004 1.85449 -27.80246 
0.002841376 -0.009605769 -16.12964 -2.733857 
-0.005897264 -0.07392532 -15.43968 -10.63304 
0.004713077 -0.02198903 -3.316295 -0.208518 
-0.009114308 -0.04812967 10.95799 -5.657412 
-0.03394406 0.08536218 2.344158 -5.419176 
-0.004528961 -0.02639466 8.896074 -9.4061 
-0.008430079 -0.03129804 -3.683512 5.172641 
-0.008341428 -0.02718264 15.36381 0.6929495 
-0.007018882 0.001363231 -17.9321 12.13975 
0.02913981 -0.04792372 5.236863 -1.313613 
0.00676378 0.1785263 -11.19069 7.102067 
0.004217083 -0.01272166 -9.155595 11.6594 
0.009974783 -0.05501042 -10.47063 0.789892 
-0.001752761 -0.09190029 -4.529151 10.36449 
-0.01539682 -0.03710624 -8.746908 0.8925052 
-0.005015124 -0.06517131 1.654062 10.0731 
-0.005915087 0.06593896 -1.144009 -4.320513 
0.004885194 -0.06088385 -4.133016 -3.32719 
0.02149165 -0.04610035 14.30707 -2.671935 
0.01377403 -0.02881412 14.6182 8.848343 
0.03848391 0.07767904 -1.350704 9.206778 
-0.002010417 -0.05944966 14.30018 0.09847619 
