beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
1.889713 0.05208102 -0.05066173 0.9890901 -7.467833 -6.422036 7.217494 -13.32989 
1.917407 0.0423779 0.08318727 0.9435704 -12.03031 -11.9336 -7.412332 9.777226 
1.922087 0.04486083 0.01312714 0.9846593 -0.6312683 -0.2280935 -13.35807 4.185798 
1.93566 0.04168971 0.05884686 0.9641369 3.122156 5.367103 19.13513 2.760911 
1.895406 0.0520296 0.09657871 0.9493012 5.337818 -7.563176 3.637768 2.783802 
1.915124 0.04099546 0.2375629 0.8817127 2.428952 12.39395 15.50081 -3.020408 
1.897171 0.05254188 0.05876926 0.9510226 2.19098 2.91861 -10.12111 -3.959462 
1.948664 0.02531561 0.06547144 0.9599891 -12.06295 6.829246 -9.564067 20.86738 
1.904068 0.04806186 0.1291328 0.9284783 1.97643 16.72623 -8.805298 3.694331 
1.930141 0.03908246 0.05774902 0.9534006 12.95239 -27.5931 -20.78359 -16.19438 
1.974664 0.02032153 0.154339 0.9233051 0.4206671 -5.0514 7.397751 13.89578 
1.908363 0.04630071 -0.08714959 1.024491 11.24261 10.38376 1.425369 12.86035 
1.940957 0.03128564 0.03754393 0.9594646 6.724865 -14.18326 -12.84954 16.45163 
1.873803 0.06309147 0.007818199 0.9794181 1.004287 -0.3855234 -21.1744 1.64099 
1.905051 0.04672397 0.06856186 0.9540452 -4.118921 -8.817183 19.84697 0.5644813 
1.903318 0.04946911 -0.02814328 0.9952516 -13.50609 -5.234287 10.40085 3.30809 
1.965839 0.02036086 0.0267008 0.9727946 -1.305002 5.374602 9.735511 -3.303897 
1.936681 0.03286822 0.02253457 0.9585327 1.212191 0.8098136 10.2518 9.579925 
1.908136 0.05337556 -0.02816245 1.013949 -11.02621 -7.869679 -1.819117 -14.97113 
1.938606 0.03169481 -0.01472124 1.002444 19.78769 8.74432 -18.58018 -4.985376 
1.899138 0.05252907 0.2023009 0.8910595 -26.60735 18.38151 -4.714434 5.203003 
1.940083 0.03193029 0.1878372 0.8870888 -9.212186 1.672157 1.336001 -9.111612 
1.901102 0.04960624 0.1074432 0.9239759 0.9173848 -8.54991 4.823412 8.15286 
1.977625 0.01827865 0.01752024 0.9846342 11.80142 -11.26594 3.844533 -2.844581 
1.963462 0.0205158 -0.003213615 0.9952064 27.33831 -3.513737 8.841482 -12.31782 
1.937794 0.03644403 -0.1871898 1.051152 -15.26331 9.001186 3.202282 -32.75173 
1.887601 0.05535424 -0.03153896 0.9978719 -11.7798 5.104468 12.91428 3.113126 
1.945345 0.0253187 0.06666112 0.9669203 -12.80571 5.014314 1.877021 -15.75728 
1.946693 0.02493327 0.1863524 0.9223668 -11.06804 -16.02275 8.044555 -10.58072 
1.893976 0.05526433 0.04224696 0.9745444 -12.33157 -9.906702 -4.165797 -1.030552 
1.913346 0.04190664 0.08623092 0.9449591 18.99075 -1.633288 13.49894 -5.88951 
1.940364 0.02712068 -0.01383127 0.9859578 18.36811 -3.845087 -12.68002 4.496678 
1.921924 0.03949502 -6.191247e-05 0.98299 0.6723777 0.1847226 3.545227 -18.61024 
1.936673 0.03511794 0.0307458 0.9625934 -9.506559 9.77817 1.931866 1.490435 
1.925279 0.03895453 0.1191583 0.9416677 -4.890358 4.965396 -7.831661 22.47346 
1.896737 0.04869638 0.06793069 0.955591 -10.4451 -16.29804 13.31134 7.261443 
