"Delta_1" "Delta_2" "Delta_3" "Delta_4"
1.271823 5.348793 -2.004864 -3.286245
1.194713 -12.39621 -2.167876 -2.992993
0.5264924 -18.3772 -2.020014 -2.870082
0.7742689 6.972235 -1.997617 -3.062227
1.123194 -10.7761 -2.252398 -2.902019
0.8802534 -19.51559 -2.159955 -2.972907
1.017599 -3.262219 -1.964743 -2.962465
0.9677426 -3.789206 -1.95747 -3.058809
1.054703 -25.40753 -2.161817 -2.793717
1.078237 10.19957 -2.062367 -2.845097
0.6739114 -6.824165 -2.407853 -2.911148
1.581552 20.94632 -2.009942 -3.177687
1.230946 -6.775584 -1.961887 -3.065351
1.322335 -5.928643 -2.551922 -3.109937
1.362897 -2.571567 -2.639479 -2.948755
0.9123799 1.007798 -2.676964 -3.004363
0.942513 -7.685411 -2.773884 -3.102492
0.9499328 1.190951 -2.444797 -3.090765
0.9207326 6.875799 -2.305844 -3.266663
1.124023 5.408501 -2.166214 -3.170111
1.166011 8.28464 -1.930037 -3.161948
0.9942408 2.391935 -1.997014 -3.02289
0.6842868 -6.966922 -2.150937 -2.963878
1.073541 3.856622 -2.124427 -2.764644
0.9065354 -2.717444 -1.926785 -2.780223
0.8500507 -10.76026 -2.105386 -2.872648
0.9193967 -9.786025 -1.891918 -2.709909
0.9470471 6.249154 -1.906629 -2.802749
0.8832153 -1.105568 -2.033827 -2.893116
0.6533586 6.49474 -1.784606 -2.880535
1.19194 1.530622 -1.8829 -3.07638
0.9274829 -6.392701 -1.976078 -3.070761
0.8985584 9.922885 -2.168191 -3.08712
0.9432432 -3.80765 -2.11166 -3.121008
0.9507745 -1.484233 -2.35235 -3.175748
0.88943 -15.14226 -2.13947 -3.194868
0.9494933 -6.064031 -2.147915 -3.181441
0.8682492 2.727103 -2.238154 -3.167267
1.232873 -5.72175 -2.274094 -3.130079
1.046415 -7.947443 -1.911001 -3.237873
1.221481 0.1567498 -1.878219 -3.238114
1.173965 8.997514 -1.995494 -3.044737
0.9401721 -9.509633 -2.146291 -2.953426
1.356052 -5.559293 -2.189185 -2.953963
1.219086 -1.299964 -2.125502 -3.103757
0.830138 -18.50794 -2.000757 -3.207611
0.8105765 -6.573644 -2.424514 -3.25862
0.8792615 -5.705527 -2.525078 -3.172211
1.035622 16.86681 -2.357052 -3.223242
1.410357 -2.017271 -2.316129 -3.227039
1.116532 -13.86144 -1.846756 -3.273639
0.9500098 -11.62553 -2.289752 -3.264128
