"Delta_1" "Delta_2" "Delta_3"
1.093681 -3.231086 -2.032829
1.178442 -3.116351 -2.158809
1.260825 -3.033672 -2.215175
1.285677 -2.916411 -2.171225
1.429443 -3.030363 -2.134639
1.308342 -2.860109 -1.989529
1.269065 -3.176658 -1.874878
1.223923 -2.780419 -2.000922
1.187704 -2.703017 -2.062379
1.180962 -2.850595 -2.053381
1.126499 -3.021889 -2.02794
1.145557 -2.986506 -2.039608
1.137301 -2.685112 -2.035081
1.132518 -2.856412 -2.021529
1.206615 -2.831514 -2.001021
1.22634 -3.019302 -1.98533
1.271609 -2.646178 -2.13603
1.125227 -2.474403 -2.047521
1.129425 -2.718548 -2.193202
1.113513 -2.922002 -2.242195
1.055824 -3.103819 -2.147979
1.054457 -3.010714 -2.216693
1.167526 -2.854456 -2.227848
1.082523 -2.786685 -2.184241
1.143315 -2.98868 -2.234494
1.158164 -2.868213 -2.202917
1.002668 -2.523672 -2.108522
1.034521 -3.019432 -1.845473
1.076533 -2.816831 -1.84667
1.064915 -3.067029 -1.946157
1.01847 -2.840373 -1.918598
1.110304 -2.734272 -1.969308
1.15489 -2.586735 -1.879989
1.235872 -2.757916 -1.885937
1.192275 -2.970709 -1.895233
1.202881 -2.882722 -1.966543
1.219476 -2.797688 -1.844284
1.214023 -2.878453 -1.970275
1.195121 -2.751428 -2.049312
1.01392 -2.657526 -2.048022
1.166603 -3.13604 -2.052278
1.046911 -3.127727 -1.971531
1.157742 -2.754681 -2.11295
1.204592 -3.071748 -1.936421
1.212982 -2.731409 -1.998014
1.117905 -2.880743 -2.057625
1.081099 -2.611956 -1.936919
1.016935 -2.646905 -1.949271
1.132137 -2.799536 -2.041237
1.174431 -2.992013 -2.148111
1.150584 -2.73229 -2.054865
1.205409 -2.415622 -2.174196
1.186653 -2.936053 -2.105694
1.095607 -2.901431 -2.159109
1.094811 -2.685305 -1.943586
1.112541 -2.906505 -1.91829
1.107579 -2.871002 -1.91663
1.085281 -2.772725 -2.061836
1.031112 -2.984685 -2.14392
1.130736 -3.064361 -2.115685
1.085368 -3.051478 -2.08926
1.045298 -2.936694 -2.137625
1.051746 -2.712817 -2.14884
1.090607 -2.655223 -1.978929
1.111643 -2.961497 -1.961433
1.189345 -3.093559 -1.942629
1.111237 -3.214554 -1.870445
1.143919 -3.407932 -1.949927
1.139172 -3.295357 -2.165157
1.103613 -3.073749 -1.978721
1.230464 -3.06751 -1.83307
1.051674 -3.197243 -1.676301
1.138283 -3.224623 -1.753838
1.199775 -2.920061 -1.835276
1.118692 -2.806048 -2.047566
1.233521 -2.9554 -2.090984
1.208265 -3.044606 -2.108103
1.213822 -2.916117 -1.953554
1.225047 -3.155753 -2.171139
1.179878 -3.008904 -2.182881
1.135611 -3.012781 -2.155698
1.111025 -2.669905 -2.101249
1.165789 -3.063939 -2.085455
1.222167 -3.031537 -2.03248
1.180681 -2.923348 -2.103528
1.087478 -3.141529 -2.092426
1.220036 -3.285831 -2.104124
1.215831 -2.947182 -2.132503
1.333512 -2.796206 -2.011813
1.266472 -2.995829 -2.112393
1.229366 -3.050386 -2.201392
1.085948 -3.102254 -2.06678
1.081541 -2.695088 -1.95592
1.199757 -2.696582 -2.023342
1.193447 -2.502318 -1.948021
1.259612 -2.561171 -1.982962
1.085613 -2.511025 -2.085053
1.157971 -2.851891 -2.132283
1.174954 -2.85038 -2.180278
1.307584 -2.603131 -2.169822
1.272355 -3.247837 -2.175416
1.330117 -3.008274 -2.025682
1.302062 -3.042985 -2.044438
1.201268 -3.092809 -2.224333
1.194922 -3.186233 -2.153333
1.213056 -2.910396 -2.156394
1.27585 -2.836461 -2.047563
1.218485 -2.908119 -2.032765
1.200976 -2.937717 -2.077019
1.163633 -2.82125 -2.027785
1.234565 -2.9673 -2.023834
1.219683 -3.061423 -2.027029
1.234658 -3.338949 -2.005041
1.170372 -2.844891 -1.911256
1.223438 -2.661047 -1.950325
1.058735 -2.680565 -1.908547
1.058386 -2.884984 -1.823567
1.08574 -2.788938 -1.884665
1.080048 -2.956898 -1.927394
1.128465 -2.975165 -1.874338
1.068423 -2.822373 -1.925931
1.111208 -2.550422 -1.96444
1.023111 -2.348362 -1.844268
0.9502119 -2.589153 -1.987791
1.065966 -2.383244 -1.889399
1.067257 -2.906409 -1.986618
1.059591 -3.229863 -2.056791
1.078956 -3.191133 -1.998335
1.030073 -3.042749 -1.982375
1.095019 -2.949445 -1.971275
1.0689 -2.87764 -2.082465
1.149308 -3.247676 -2.058864
1.135613 -2.881043 -2.0507
1.113724 -2.899681 -2.067672
1.082622 -2.772888 -1.925825
1.077226 -3.026905 -1.982215
1.088715 -3.032378 -1.952239
1.132488 -2.697419 -1.979414
1.110171 -2.982653 -1.899982
1.07529 -2.634109 -2.081326
0.9453781 -2.601886 -2.246108
0.9515908 -2.544452 -2.199378
1.051869 -2.97817 -1.99159
1.149212 -2.833802 -2.037942
1.211023 -2.799716 -1.952095
1.224586 -2.935254 -1.992037
1.140791 -2.683735 -1.943334
1.110355 -2.992558 -2.037243
1.097178 -2.927141 -1.941033
1.089924 -3.026469 -2.008065
1.0935 -2.587302 -1.935357
1.047492 -3.027064 -2.001718
1.220829 -3.015338 -2.003141
1.107378 -3.168003 -2.175792
1.180951 -3.026286 -2.076639
1.151803 -2.868658 -2.103031
1.19392 -2.870926 -2.101798
1.179988 -3.04603 -2.243332
1.195832 -2.858472 -2.144298
1.213226 -3.145166 -2.148294
1.285289 -2.846236 -2.197251
1.198251 -2.567146 -2.151364
1.080753 -3.0141 -2.199836
1.101132 -2.590137 -2.269197
1.166708 -2.9248 -2.253431
1.137764 -3.13828 -2.335614
1.086006 -3.003551 -2.074842
1.173096 -2.640225 -2.118226
1.277567 -2.985593 -2.117081
