"nu" "alpha"
3.35126 0.2752594
2.783652 0.3546778
2.663635 0.3789721
2.5195 0.2739657
2.694579 0.1955867
2.700758 0.2874166
3.249051 0.4567451
3.30695 0.2090121
3.360071 0.240028
3.138969 0.2652602
3.103131 0.285261
3.168843 0.313633
2.883414 0.3863695
3.104443 0.2557858
2.778882 0.2189207
3.089462 0.20924
2.87521 0.2959384
2.833735 0.2126334
2.181327 0.242246
3.05891 0.2721062
2.892295 0.4049645
3.604743 0.2691027
3.519684 0.4734797
3.182091 0.3503649
3.070133 0.3718037
3.033898 0.2193399
3.128029 0.1373931
3.390123 0.2065112
3.280526 0.4497564
3.024252 0.1261017
3.279412 0.4438183
3.43781 0.2545944
3.425608 0.07610962
2.847587 0.4643484
3.485879 0.4447133
2.435867 0.3669573
2.764913 0.2681929
2.686885 0.259436
3.231278 0.3442513
2.58853 0.4894186
2.948178 0.2122167
3.383234 0.2072487
2.982267 0.4106595
2.868344 0.2515747
2.494716 0.080322
3.401778 0.3759256
2.978423 0.3596877
3.554871 0.2856426
3.747175 0.2058767
3.565965 0.08583618
2.8007 0.3780176
2.865747 0.4185091
2.828415 0.3393866
3.155503 0.221967
3.170154 0.0390926
2.669187 0.1825837
3.014497 0.4542473
3.135731 0.2000583
2.558848 0.3138569
3.179202 0.4554159
3.267778 0.09272187
2.85569 0.3804502
3.281385 0.3871924
3.315557 0.2390752
2.928044 0.4292271
2.865119 0.455221
2.76664 0.05672124
2.428344 0.4864156
2.984476 0.3912535
2.364287 0.3704576
2.796039 0.1502967
2.444272 0.4582024
2.751959 0.2262115
2.504508 0.2134279
2.812089 0.2509473
2.930339 0.2541863
2.889325 0.3605325
3.028225 0.4324481
3.436082 0.06010582
3.610333 0.211301
2.977962 0.4578918
2.628149 0.04395044
3.000488 0.4540851
2.768202 0.1072495
2.487514 0.311775
3.065013 0.4083197
3.170024 0.4682337
3.855712 0.2528683
2.837548 0.1583307
2.712132 0.3588241
2.885509 0.3971982
2.839781 0.2107817
3.242192 0.3091609
2.761782 0.4348596
2.94536 0.2876934
3.372668 0.1912593
2.951789 0.2325851
3.652174 0.03526083
3.930706 0.1988349
3.35425 0.07884236
3.612278 0.3142692
3.129147 0.4325604
3.326332 0.1377288
2.875379 0.07666099
2.974653 0.2684051
3.108389 0.3266024
2.65234 0.4275886
