Delta_1 Delta_2 Delta_3 Delta_4 
-0.7807154 -2.360431 -8.094235 -2.912247 
-4.036753 -0.9367545 -4.987333 -2.549822 
-0.9163955 0.5989605 7.245043 -2.99559 
-0.2197433 -1.630159 -12.71226 -2.977692 
1.709617 0.3886053 0.9778658 -3.154868 
0.744122 0.9209605 3.813602 -3.631245 
-1.973589 -0.2787973 13.93523 -4.126587 
-4.328462 0.5465648 -18.4387 -3.861891 
-1.350483 -0.8501645 1.395167 -4.179014 
-1.920394 0.7491144 1.085782 -4.120661 
1.690634 -0.4132229 -11.25171 -4.274268 
0.1151173 1.784477 2.902751 -4.064087 
-0.3153406 1.930697 -12.84391 -3.997205 
-8.619472 0.1631872 -15.17752 -4.546397 
-5.957185 1.663781 -1.026801 -4.199048 
-11.38799 -0.5692282 -6.782076 -4.623923 
-7.303156 2.605615 -0.2824494 -5.664202 
10.67351 -1.852961 -0.7814912 -5.657065 
-2.679961 -1.133551 1.696331 -5.529835 
-5.572878 1.339966 -1.305567 -5.631508 
1.128067 0.3516732 0.4499866 -5.45216 
2.083388 -0.891437 3.160164 -4.635305 
9.746323 1.653064 -0.4046739 -3.923891 
-2.198374 0.349593 -1.994521 -4.079446 
-13.43912 2.465497 -0.4161176 -4.043478 
-4.341567 2.919495 -0.7438882 -3.473398 
-5.225441 -1.697006 -0.1719208 -2.202295 
3.772081 -1.749324 -8.514173 -2.742032 
-23.60181 -1.799461 -8.797322 -2.488806 
4.916887 1.297981 -0.1522621 -3.165161 
2.414039 0.7536431 0.3157488 -3.376895 
7.680774 1.018547 9.823489 -2.646984 
-4.885826 1.23433 -3.059848 -3.089674 
-9.695365 1.09653 -8.291016 -3.872812 
-16.84692 -1.048479 5.849263 -3.931559 
-15.24849 -1.497413 -0.9990202 -3.057873 
-25.43156 -2.148593 0.538806 -2.567842 
6.433878 0.1602866 0.5683047 -2.650865 
9.573376 0.1422891 -0.09561503 -2.174819 
-6.492 1.008505 0.1238448 -2.462657 
-4.712667 0.5676288 4.686889 -2.90141 
-1.113803 -2.29276 -1.428171 -3.463227 
0.9910586 -8.411924 -0.001734234 -3.062504 
1.758696 2.913341 -1.233941 -3.200222 
1.504015 0.6583451 -2.692627 -2.378634 
-0.5192981 16.24186 0.03110114 -2.613356 
-2.902662 -10.2082 -0.2443769 -3.4125 
-1.609323 6.763041 -0.007551467 -2.877252 
1.557763 -5.671858 -0.5509984 -2.568029 
1.529504 -2.856466 -0.1532341 -2.660278 
0.1220895 2.57018 0.3934217 -2.479924 
0.7499478 -1.380163 -0.9881121 -2.091424 
1.755009 -4.97435 -6.420254 -2.351944 
0.09792028 2.588394 -2.566734 -2.347255 
0.2972942 15.12242 -0.5300868 -2.469854 
2.541694 -9.203324 -0.4845671 -3.195854 
0.5486669 11.10999 -0.2753984 -3.334505 
0.3389366 8.039239 -0.1045826 -3.389829 
-0.7963037 4.497672 0.8281773 -3.756046 
0.2582141 10.25571 0.05357961 -3.58445 
-0.4744148 -24.85551 -5.131627 -3.556279 
-0.3531849 -0.9012407 1.80805 -3.455544 
-3.598755 -4.808003 -5.464711 -3.367486 
-0.4858727 0.2766273 -10.28676 -3.424523 
1.687021 0.4955507 -2.175635 -3.152365 
0.3799111 0.1373941 11.00006 -2.631383 
-0.5368145 0.8394029 22.57799 -2.690059 
2.332764 0.715462 -1.487508 -2.80756 
-0.3694928 -2.019104 19.01254 -2.051675 
-0.2427865 -20.37699 11.97221 -2.795158 
0.8382545 -5.804944 3.776386 -2.688411 
2.903846 -0.0004821007 -4.356496 -3.156509 
-1.600386 -0.07934975 5.569127 -3.062762 
1.363147 -1.14827 6.046981 -2.784651 
2.323789 2.074744 6.885926 -4.101134 
-5.714811 -0.1093535 -2.309927 -3.30747 
-10.57411 -0.05003548 -3.012895 -3.669417 
-7.207745 1.77824 -0.4588798 -3.662497 
-11.67146 5.697985 -2.239698 -3.633882 
-14.41354 -13.91308 0.7768097 -3.562782 
-5.514253 -8.977318 0.03747803 -3.396168 
-0.5429942 8.539256 1.102771 -3.686366 
0.4918608 7.179392 -2.331679 -4.05326 
0.2078647 7.893766 -0.8994048 -4.300282 
-0.9392811 -18.45416 1.46886 -4.118824 
0.4439124 5.693931 1.025612 -4.395811 
0.5910419 -7.473987 2.366006 -4.047479 
-0.1053348 12.57341 1.893824 -3.776668 
-0.2683101 10.33664 -1.85586 -4.560455 
-0.1700244 5.932867 1.464206 -4.22204 
1.796707 -6.620997 1.059558 -4.404061 
-0.7287698 0.1786202 1.069258 -2.975779 
-0.1967746 8.939274 0.5485179 -3.042947 
-0.690137 11.50434 -3.557056 -3.052754 
-0.2905084 3.21029 2.254356 -3.154101 
0.06905403 0.4107919 0.5052429 -3.503828 
-0.3033489 -6.149195 1.388012 -3.75548 
2.259796 7.073874 1.496355 -4.054358 
-0.1651411 -26.32783 -0.256623 -4.180287 
-0.8460714 -13.11168 0.9020348 -3.596415 
5.900777 -10.0306 1.099579 -3.010707 
0.3374352 8.5255 -0.2659846 -2.569195 
2.424828 8.585357 0.2228894 -3.174295 
-0.02015288 19.44256 0.7412475 -2.80013 
0.569888 7.580052 1.452261 -3.089962 
-0.7823889 -3.682228 0.9174974 -2.769004 
-5.808559 -33.98715 0.7662529 -3.325483 
-0.3352375 -0.001842943 1.070389 -3.258456 
0.05462186 -1.948644 2.220329 -2.939161 
-0.2190938 4.074189 -1.815573 -2.235071 
-0.2434303 7.010352 -1.451296 -2.268158 
-1.53969 -9.581456 -0.7820278 -2.474576 
0.2897924 -13.43394 0.4706914 -2.371398 
