Delta_1 Delta_2 
5.333524 -2.315341 
4.13991 -2.388764 
2.245854 -2.234959 
8.244787 -1.916252 
7.746303 -2.838963 
4.824332 -3.171094 
5.588125 -3.332941 
5.076159 -2.743053 
5.139216 -3.165546 
3.786493 -3.082467 
6.579643 -3.029722 
3.145463 -2.807488 
2.819027 -2.274038 
3.59836 -1.861344 
3.181121 -1.863069 
4.899791 -2.083357 
4.974593 -2.138812 
5.982371 -2.514709 
5.842146 -2.593369 
3.145346 -2.089405 
3.576612 -2.524798 
2.296748 -2.692518 
2.90916 -2.880441 
1.710328 -2.708028 
3.382571 -2.843571 
3.02517 -2.913493 
6.68271 -2.664824 
5.664388 -2.391398 
5.820204 -1.92866 
4.094813 -1.617566 
0.6007979 -1.732921 
0.6163521 -1.711353 
2.616995 -1.909916 
3.051483 -2.273265 
2.215373 -2.251843 
1.731557 -2.430138 
0.5513691 -2.743327 
1.451684 -2.781117 
3.213116 -2.456309 
2.012661 -1.535658 
3.597004 -1.832738 
2.155187 -2.248262 
2.013316 -2.137818 
3.534363 -2.533278 
5.375212 -2.540621 
5.384883 -2.846384 
4.930341 -3.311344 
8.290947 -3.44868 
7.81013 -3.494432 
3.957212 -3.389147 
4.998358 -2.947891 
5.921742 -2.433178 
5.752962 -2.795816 
5.040753 -2.314386 
5.64041 -3.335219 
4.993455 -2.584558 
4.191268 -2.313293 
5.130906 -2.347763 
4.526499 -2.507438 
6.307575 -2.661002 
6.875862 -2.519648 
5.495223 -2.719192 
5.096605 -2.09159 
5.694832 -1.970267 
4.678138 -1.992114 
4.572118 -1.11788 
3.666983 -2.073333 
6.12097 -1.662578 
6.663689 -1.865146 
3.237437 -2.624346 
4.403156 -2.737638 
3.22636 -2.66203 
2.959851 -2.395562 
2.552373 -1.851392 
2.890084 -2.086682 
2.782327 -2.476209 
6.495844 -2.858936 
5.935196 -3.060493 
6.060772 -2.483745 
7.284023 -2.859517 
4.893999 -2.958276 
4.112684 -2.905512 
4.299501 -2.582019 
2.311757 -2.732666 
0.9622193 -2.676297 
3.115434 -2.531387 
2.619495 -2.055679 
2.7837 -2.202296 
2.635239 -1.972894 
2.926556 -1.491514 
4.703333 -1.844933 
1.742676 -1.522383 
1.6292 -1.618209 
1.548534 -1.304714 
2.111737 -1.544366 
2.176501 -1.345957 
1.528548 -1.617294 
1.686219 -1.342924 
1.51296 -1.826796 
1.712247 -1.844447 
