beta1_1 beta2_1 beta1_2 beta2_2 
19.01405 3.563291 -30.04824 -3.720261 
19.43059 5.354943 -30.83485 -4.149872 
17.06546 4.171665 -30.51448 -3.756549 
27.62819 4.517563 -30.41076 -3.779651 
22.06106 7.568086 -30.0567 -3.630443 
18.8914 5.909546 -29.88459 -4.016597 
20.22626 4.190352 -30.38068 -3.71039 
17.24632 6.424948 -29.68522 -4.073032 
18.49385 4.512221 -29.69297 -4.051948 
17.87437 4.1646 -30.08019 -3.979801 
22.8215 6.798155 -32.09048 -3.965138 
19.24103 3.977742 -30.67504 -3.697184 
17.21103 5.009241 -29.58156 -4.137177 
18.72795 1.692771 -29.78865 -4.357559 
18.5632 0.5902006 -29.28525 -3.713271 
21.14401 4.182194 -30.15223 -3.959327 
21.02598 8.21626 -30.768 -3.584894 
19.27632 3.849571 -29.15338 -3.996323 
22.55596 4.294144 -31.18724 -4.071978 
21.42214 5.87326 -32.12262 -3.865974 
17.62789 6.110236 -29.90786 -3.796823 
21.02 3.501672 -33.99046 -4.011017 
19.03531 3.798234 -30.52119 -3.947359 
16.1755 5.948126 -31.25614 -4.129519 
19.69787 4.890983 -31.95171 -3.73848 
17.97838 5.349851 -31.11338 -3.90756 
21.42419 3.822655 -29.6925 -4.056623 
19.32816 6.349904 -29.42685 -3.613416 
22.68622 5.146825 -30.10681 -3.854113 
22.60567 3.03573 -30.28456 -3.667934 
17.08244 3.447092 -32.92051 -3.967812 
17.69383 3.571333 -34.43441 -3.939024 
20.10485 3.107926 -30.92167 -4.143496 
16.89282 8.281707 -30.7397 -3.882049 
18.76784 4.507364 -31.37397 -3.994296 
21.29725 2.594797 -35.68683 -4.062475 
16.18386 3.743552 -31.94448 -4.09868 
16.43202 4.102462 -30.40532 -4.066908 
20.85215 4.253226 -31.47445 -4.10842 
34.69687 4.493002 -43.07899 -3.771261 
20.52787 6.290849 -30.8559 -3.93296 
19.97663 4.360309 -32.58787 -3.96313 
19.41239 4.416136 -32.70226 -3.885249 
19.25197 3.413926 -30.62743 -3.784174 
18.8219 4.051569 -29.90086 -3.915682 
18.74961 2.404146 -29.57736 -4.114491 
18.01464 6.566466 -30.04591 -3.958333 
20.45046 6.602196 -29.98505 -3.758858 
21.35388 2.054258 -30.25903 -4.009159 
17.32404 4.119087 -29.98045 -3.840452 
17.32926 5.91372 -29.47483 -3.776926 
22.09761 2.060525 -30.57777 -3.857074 
19.00983 2.484701 -29.30477 -3.587387 
20.24959 2.788525 -29.5863 -4.067756 
19.52764 4.984657 -30.72348 -3.82618 
19.83849 2.812889 -30.13002 -4.134198 
22.91161 3.020431 -31.48706 -3.868698 
19.22795 4.706745 -29.54536 -3.980683 
20.4711 4.295039 -30.40408 -3.932281 
23.67384 2.046748 -31.13107 -4.032461 
20.30202 2.512361 -30.09302 -3.787467 
19.72367 4.19811 -30.06172 -3.817608 
19.35965 5.871795 -29.73584 -3.737475 
23.66066 2.219442 -30.45166 -3.753922 
22.44573 3.66799 -30.5888 -3.892657 
25.16429 5.461254 -30.34452 -3.742884 
20.65385 5.475077 -30.47002 -3.706684 
26.21338 1.415282 -30.90804 -3.736748 
22.65176 0.325377 -29.92978 -3.866955 
18.44232 4.664358 -30.23844 -3.760442 
17.64821 6.714929 -30.15934 -4.041886 
17.85057 5.110984 -30.22135 -4.015793 
22.19087 3.816248 -33.45772 -4.035588 
19.14999 4.408468 -30.06374 -3.982559 
20.00142 2.541392 -30.33866 -4.021821 
20.56469 4.937076 -32.66566 -3.949377 
19.27842 3.070177 -29.5498 -4.118196 
19.77863 6.445068 -29.77415 -4.074611 
20.17004 7.390683 -30.43727 -4.129082 
20.22096 4.947546 -30.043 -3.622028 
19.26266 3.690117 -29.53531 -4.072649 
17.6696 5.689308 -30.09126 -3.890482 
19.40115 2.400556 -30.54121 -3.975066 
23.42773 2.939023 -37.32661 -3.805583 
17.7051 4.58102 -33.49816 -4.122128 
19.00452 3.896391 -31.05874 -3.638394 
20.05871 3.410549 -30.94946 -3.898292 
18.61205 2.555773 -30.30017 -3.794425 
20.16872 2.763166 -31.275 -4.020603 
19.19838 4.797802 -29.79043 -4.029532 
22.8288 5.145856 -31.33332 -3.989523 
22.06945 2.842709 -33.15279 -3.861856 
71.67964 3.582056 -82.88386 -3.721157 
17.89367 4.531073 -29.97059 -4.008873 
18.17959 2.588746 -29.54568 -3.986133 
20.0267 5.252365 -31.73424 -3.704316 
51.38681 3.60124 -65.85438 -4.098597 
20.37825 2.12529 -31.36966 -4.166422 
17.93054 4.349094 -30.79395 -3.959969 
17.91876 6.5171 -31.17826 -3.775013 
18.76602 3.529785 -30.28094 -3.92625 
19.47713 3.522094 -29.85452 -3.847979 
17.36981 6.197622 -29.26701 -3.629836 
18.94087 6.310831 -30.12874 -3.912642 
19.09215 7.757334 -31.15447 -4.049423 
19.99117 6.451039 -30.5939 -4.091066 
18.0324 5.79291 -30.0913 -3.708042 
19.64569 3.306617 -29.67554 -3.670398 
18.69529 3.402446 -29.69582 -3.523444 
18.7908 2.899711 -29.19787 -4.073099 
18.48013 3.68199 -30.07422 -3.953501 
18.61615 6.441841 -29.41347 -3.723809 
20.35517 3.704529 -30.25592 -3.695674 
21.99557 4.094127 -30.09757 -3.92789 
17.41636 6.245773 -29.7797 -3.854681 
17.16795 6.034262 -30.02747 -3.733777 
17.43946 6.165925 -29.72214 -3.964557 
18.68979 2.484329 -30.10688 -4.05818 
18.10125 6.842591 -32.6342 -3.862118 
19.97113 4.011703 -32.29188 -3.647096 
15.44963 3.886983 -29.98014 -4.000485 
24.62637 5.278031 -31.55543 -4.009189 
18.63486 7.036748 -29.34404 -3.942912 
22.70061 3.299369 -31.47906 -4.015261 
17.6206 3.603086 -29.97359 -3.948326 
18.72424 3.48865 -30.21244 -4.140681 
16.58068 3.325332 -29.73656 -3.910164 
23.94545 3.011068 -33.4246 -4.029058 
19.45665 3.206804 -30.55509 -3.996547 
18.33526 6.736483 -29.88147 -4.046854 
21.27546 4.791468 -31.54641 -3.736874 
18.8976 5.804748 -29.29422 -3.561369 
21.3049 5.663064 -29.55029 -3.960512 
