"p_1" "p_2" "p_3"
0.3455116 0.2408863 0.4136021
0.346526 0.3322756 0.3211984
0.3715397 0.2196836 0.4087767
0.2770871 0.2970594 0.4258534
0.3050227 0.2625247 0.4324526
0.3038973 0.2008512 0.4952516
0.2992759 0.3112708 0.3894533
0.3291523 0.2438594 0.4269883
0.2901598 0.2721847 0.4376555
0.1882232 0.2726791 0.5390977
0.2836714 0.288761 0.4275675
0.3462006 0.2938927 0.3599066
0.3038753 0.3356847 0.36044
0.3171812 0.3044667 0.378352
0.2996407 0.2595926 0.4407667
0.3009138 0.3126015 0.3864847
0.3083874 0.2930018 0.3986109
0.2887367 0.3174607 0.3938027
0.2953783 0.2343526 0.4702691
0.2951963 0.3030183 0.4017854
0.2733157 0.2688013 0.457883
0.3945194 0.1778871 0.4275934
0.3057142 0.2551846 0.4391011
0.3670542 0.2027042 0.4302416
0.2539615 0.2588827 0.4871559
0.3028076 0.2916321 0.4055603
0.3073288 0.2949803 0.397691
0.2697275 0.2946446 0.4356279
0.3150831 0.2555137 0.4294031
0.3256404 0.1618481 0.5125115
0.3363865 0.2288307 0.4347828
0.3696057 0.2358551 0.3945392
0.2798839 0.2666804 0.4534357
0.3483104 0.2045399 0.4471497
0.3459399 0.2970127 0.3570473
0.2902305 0.2692275 0.4405421
0.234276 0.2795419 0.4861821
0.3810484 0.2332751 0.3856765
0.2583045 0.3049623 0.4367332
0.2464365 0.3015841 0.4519794
0.328384 0.2911617 0.3804543
0.3338877 0.3581201 0.3079922
0.3242838 0.2055579 0.4701583
0.3210126 0.2874323 0.3915551
0.3534255 0.2674611 0.3791134
0.3621951 0.2263297 0.4114752
0.3022193 0.2334145 0.4643662
0.3043513 0.3081986 0.3874501
0.3579242 0.3022213 0.3398545
0.36688 0.3093785 0.3237415
0.2698961 0.357353 0.3727509
0.3331797 0.2672326 0.3995877
0.3492651 0.3506739 0.300061
0.3547075 0.2953839 0.3499086
0.3095854 0.2326886 0.457726
0.3116283 0.2755844 0.4127873
0.3336491 0.2289633 0.4373875
0.3313455 0.2610882 0.4075663
0.2650242 0.2570075 0.4779683
0.317574 0.2157738 0.4666522
0.247868 0.3355919 0.4165401
0.3100493 0.3260065 0.3639442
0.3461449 0.1997701 0.4540851
0.2119421 0.2745189 0.513539
0.2778774 0.3363045 0.3858181
0.3318187 0.2508818 0.4172995
0.3046928 0.3732571 0.3220501
0.3021545 0.3253392 0.3725063
0.3361749 0.3666618 0.2971632
0.3387007 0.3103035 0.3509958
0.3313762 0.1832885 0.4853352
0.3584478 0.1848584 0.4566938
0.2853829 0.3456788 0.3689383
0.3633529 0.2498153 0.3868318
0.3023195 0.3202 0.3774805
0.2769328 0.2985316 0.4245356
0.3265817 0.2875035 0.3859148
0.2886793 0.2626506 0.4486701
0.2422885 0.2683733 0.4893382
0.2894954 0.2890401 0.4214645
0.3338764 0.2357055 0.4304181
0.2764561 0.3196134 0.4039305
0.3543429 0.2639336 0.3817235
0.3366283 0.2624311 0.4009406
0.3460338 0.2715442 0.382422
0.3288814 0.2954954 0.3756232
0.3126612 0.3113689 0.3759698
0.2616814 0.287192 0.4511265
0.3299381 0.2466433 0.4234186
0.2791266 0.307108 0.4137655
0.2593921 0.3260678 0.4145401
0.2788949 0.3223023 0.3988028
0.2519217 0.3538431 0.3942352
0.3213388 0.3275814 0.3510797
0.3013655 0.2755087 0.4231258
0.3112728 0.2866594 0.4020679
0.3085508 0.2459952 0.445454
0.3090265 0.216683 0.4742905
0.2608424 0.3534177 0.3857398
0.2504498 0.3276288 0.4219214
0.3618195 0.3054084 0.3327721
0.3446183 0.2088695 0.4465122
0.2557946 0.2605868 0.4836186
0.4085728 0.2607164 0.3307109
0.3099308 0.2925674 0.3975018
0.3512189 0.2665398 0.3822412
0.2870574 0.305911 0.4070316
0.245074 0.3361792 0.4187468
0.36788 0.284336 0.347784
0.2414193 0.3432794 0.4153013
0.2904058 0.2875638 0.4220304
0.3036786 0.285349 0.4109723
0.2972996 0.2979578 0.4047426
0.3490805 0.3283487 0.3225709
0.3411987 0.2958627 0.3629385
0.3049455 0.2391451 0.4559095
0.3222402 0.3362698 0.34149
0.3160868 0.2764345 0.4074787
0.2807883 0.2939388 0.4252729
0.3496757 0.2826323 0.367692
0.2910327 0.249325 0.4596422
0.2319451 0.2645521 0.5035028
0.3572642 0.2502391 0.3924967
0.2526472 0.3317371 0.4156157
0.300493 0.3550652 0.3444419
0.3040948 0.2207863 0.4751189
0.2902641 0.2738201 0.4359158
0.2939749 0.290481 0.4155442
0.3024063 0.2241892 0.4734045
0.3810833 0.187581 0.4313357
0.3021882 0.2734569 0.4243549
0.3094939 0.2667253 0.4237808
0.2261342 0.3232603 0.4506055
0.2314185 0.3555991 0.4129824
0.3436088 0.3174596 0.3389316
0.3425204 0.2941848 0.3632949
0.314452 0.2284393 0.4571087
0.3050983 0.2127588 0.4821429
0.29883 0.3154364 0.3857336
0.2568028 0.2740528 0.4691444
0.3756216 0.2940004 0.330378
0.2331031 0.3513171 0.4155799
0.2849719 0.2102969 0.5047312
0.3875955 0.2397322 0.3726723
0.2886252 0.297188 0.4141868
0.3346849 0.29401 0.3713051
0.3818893 0.2305891 0.3875216
0.2607428 0.3174426 0.4218145
0.273409 0.2477686 0.4788224
0.255551 0.3713083 0.3731407
0.3185083 0.3210489 0.3604428
0.2977068 0.2907095 0.4115838
0.3164036 0.2882579 0.3953384
0.2342589 0.3006073 0.4651338
0.2861906 0.3043326 0.4094768
0.3906894 0.1588685 0.4504421
0.2199182 0.3660185 0.4140632
0.292013 0.3179446 0.3900424
0.1869579 0.3033444 0.5096977
0.2984768 0.2589972 0.442526
0.25458 0.2237331 0.5216869
0.3972928 0.2434402 0.359267
0.3685551 0.2413956 0.3900493
0.370316 0.2447552 0.3849288
0.2425507 0.3429635 0.4144858
0.3406648 0.2627802 0.396555
0.3525111 0.2634498 0.3840392
0.4186983 0.2873075 0.2939943
0.3556913 0.3176326 0.3266761
0.2853454 0.3020691 0.4125855
0.3778557 0.2117368 0.4104075
0.2488854 0.3245773 0.4265373
0.2548891 0.2737603 0.4713506
0.2333278 0.3555006 0.4111716
0.2622417 0.3321148 0.4056435
0.3841214 0.2918227 0.3240559
0.3529956 0.2592599 0.3877445
0.3387872 0.2585327 0.4026802
0.2870224 0.2781436 0.434834
0.2441796 0.3792845 0.3765359
0.2885809 0.2963609 0.4150582
0.284342 0.2817618 0.4338962
0.3529858 0.2640616 0.3829526
0.3318556 0.2623998 0.4057445
0.2732606 0.2789478 0.4477916
0.2610759 0.2852699 0.4536542
0.3613917 0.2046437 0.4339646
0.3054132 0.2663005 0.4282863
0.4341591 0.2470555 0.3187855
0.3829501 0.2440664 0.3729835
