"comp1" "comp2" "comp3"
-4.966767 0.6743795 -1.346633
-4.498607 0.6234142 -1.752811
-4.645167 0.08432546 -1.07645
-4.063011 0.4214788 -0.998936
-4.807165 0.7017867 -2.12987
-4.556612 0.7983723 -2.065178
-4.307402 0.7023664 -1.648491
-4.400998 0.4887096 -1.125933
-4.23724 0.1780861 -1.060855
-2.526639 0.4081058 -1.884621
-2.879383 0.4675611 -1.690941
-2.442188 0.9361681 -1.767188
-2.681323 0.5917406 -1.518178
-3.25195 0.8520892 -2.440132
-4.093681 0.04116536 -2.050473
-4.581098 0.4395697 -1.602501
-4.983049 0.4860467 -1.44042
-4.489746 0.4894027 -1.141211
-4.80278 0.331597 -1.899823
-4.573306 0.06675059 -1.625586
-4.250186 0.8560673 -1.010164
-4.594666 0.7619102 -1.198847
-5.667979 0.9502308 -2.422531
-5.968358 0.7333518 -1.219831
-7.135546 0.6632929 -0.9658514
-6.654994 0.4482165 -1.133713
-5.72942 0.7842303 -1.628045
-4.532595 0.5095773 -1.794127
-5.698053 0.6187958 -1.080735
-5.471767 0.8465006 -1.926825
-5.591297 0.7079361 -2.258461
-4.418295 0.6484735 -1.51531
-4.400402 0.3501532 -1.514538
-4.355701 0.883682 -2.058294
-3.338957 0.3299229 -1.211334
-3.955701 0.4495036 -1.92283
-4.926392 0.586657 -1.364575
-4.700326 0.3439629 -1.58266
-4.572317 0.8668249 0.2910008
-4.202383 0.8271544 -1.975568
-4.363534 1.057478 -1.716841
-3.084375 0.8777024 -1.541915
-4.294243 0.06207266 -1.500698
-4.007825 0.6349353 -1.427141
-3.4668 0.5281426 -1.356725
-4.043555 0.6137434 -1.852608
-4.244288 0.6105402 -2.364397
-3.642276 0.4039009 -2.414209
-4.187314 0.6742693 -1.901478
-3.009589 0.7627356 -1.42722
-3.127561 0.5608378 -0.8854347
-2.849987 0.5893425 -1.483387
-3.738454 1.030019 -1.394296
-3.746374 0.6988846 -1.533241
-2.885832 0.3768827 -0.8607831
-2.449615 0.1104451 -1.682999
-3.024361 0.8268816 -0.5700402
-4.586443 0.5308874 -2.201102
-4.185788 1.073907 -2.966816
-4.073341 0.3983831 -1.559003
-4.190711 0.7108226 -0.3339765
-4.158893 0.8245791 -1.778531
-4.532084 0.6495175 -1.324262
-4.66764 1.119921 -0.8481347
-4.382123 1.168427 -1.070386
-4.277935 0.7906343 -1.345756
-4.737733 0.00144676 -1.781533
-5.178702 0.9653556 -2.128467
-4.934264 0.5181395 -1.669927
-3.58684 0.5819205 -2.231597
-3.690907 1.025541 -1.019898
-5.074399 0.3610341 -1.81167
-4.498437 0.2438803 -1.375108
-3.606209 0.4337755 -1.458823
-4.159691 0.8202086 -1.638
-4.160426 0.5247713 -1.495036
-5.407139 0.7449263 -1.63514
-5.488309 0.867131 -1.537664
-2.782574 0.999422 -1.801713
-4.817937 0.4871469 -2.274079
-2.75622 1.016475 -1.084448
-3.049997 0.6606744 -1.744035
-2.651455 0.5365734 -1.139888
-3.030945 0.5537467 -0.7397848
-3.99498 0.909268 -1.067879
-4.240814 1.099008 -1.750912
