Delta_1 Delta_2 Delta_3 Delta_4 
-7.93361 0.05051866 0.05107392 -3.419409 
-5.446315 -0.02324173 -0.001960337 14.16206 
8.144067 -0.06400816 -0.008343328 2.084216 
-0.01799656 -0.008852481 0.005838433 8.964848 
4.39189 -0.01857757 -0.002558845 11.07474 
-0.6302983 -0.02653558 -0.03852257 20.29363 
12.06377 0.001192158 0.006778443 -1.324731 
-8.988026 -0.03493344 -0.0301113 -10.50996 
2.4295 -0.02111707 -0.02852288 4.056297 
-10.1901 -0.04984708 -0.006307497 3.061223 
-16.86664 -0.1049782 0.007206188 0.4451723 
-1.871421 -0.03130195 0.001619564 0.8163709 
-1.918401 0.04449755 -0.03398394 -2.751509 
1.676975 0.008797684 -0.004474815 6.353789 
-2.386753 0.05603449 -0.0002144891 -8.670271 
-2.47256 -0.09113229 0.009331786 14.59763 
-0.9600815 0.07355442 0.005217863 2.673631 
-14.94075 -0.03423722 -0.002099388 5.500463 
-1.393826 -0.09206962 0.003146267 -10.11631 
2.520721 0.12487 0.02363383 0.9064513 
-24.67243 0.0001108386 -0.0128946 6.348995 
-4.269905 -0.04366046 -0.00588186 2.26172 
-6.534856 0.08477459 -0.00731373 -7.120939 
-3.882347 -0.004301393 0.03529368 -0.128353 
5.899219 -0.01721442 0.002878556 5.664868 
15.74201 0.06663979 -0.009237638 -6.312079 
-9.916484 -0.08000981 -0.01015621 1.460447 
2.329942 -0.02862437 0.01458768 -15.1208 
-4.117661 -0.03606155 -0.03548028 -10.18273 
4.301943 -0.0467988 0.0180832 -1.706555 
5.867554 -0.1158091 0.005396695 -0.7158959 
-10.40709 -0.1581679 0.006151612 -2.652375 
2.994738 -0.1617533 -0.006369609 -14.34686 
-3.807731 0.04146223 0.01689409 1.717426 
-1.659075 -0.0267207 0.0217491 10.56794 
8.448539 0.1004115 0.02879445 19.07172 
-5.857357 -0.03874883 -0.0235888 -8.493831 
1.517162 -0.03392288 -0.008351605 -2.288928 
-9.486918 -0.06733536 0.01141192 -6.097724 
18.94135 0.004457981 -0.02271409 7.739331 
1.406944 0.003044936 -0.02631568 -5.242637 
-0.6290187 0.01011847 -0.03920635 -15.43844 
3.575283 -0.09873416 0.05087019 -12.07166 
10.53414 -0.0190915 0.0079942 5.673089 
14.33786 -0.02323917 0.002589317 -3.170077 
15.59673 -0.005185329 -0.006929951 3.232483 
-4.393129 -0.01041984 -0.01599565 6.954196 
4.175624 -0.02361396 0.01392797 3.064613 
10.35441 -0.02336451 -0.008187745 22.5322 
-0.0676977 -0.06285956 -0.0002650965 9.705028 
-6.019174 -0.0226523 0.006422703 -8.821543 
-1.900947 -0.06820425 0.0222718 -1.945728 
-16.47991 -0.08404356 0.006036702 -14.13874 
11.53988 -0.03780197 0.02328791 -5.855155 
-10.47504 -0.04936635 -0.01489105 3.476372 
13.2583 -0.03611334 -0.008464734 -2.43356 
-9.055752 -0.1327593 0.0002701325 -14.58838 
-10.98245 0.03688114 -0.01216346 -16.0144 
0.9358327 -0.02092438 0.006189936 4.54961 
8.298259 -0.03239504 -0.01353023 -10.56323 
-3.899384 -0.01057104 -0.03022648 -2.497605 
1.630702 -0.1035533 -4.600192e-05 -1.628058 
5.384174 -0.07298758 0.002786606 -7.658613 
20.87346 -0.005455931 0.003852074 13.25429 
-0.234333 -0.1625469 -0.02531301 -1.89373 
6.398438 -0.07906788 0.0006053101 -19.27045 
-5.002779 0.06071189 -0.003874989 2.04948 
-1.619304 -0.1536766 -0.003780086 -5.778913 
4.154122 -0.04924617 0.002396408 4.045847 
9.078174 -0.06794782 0.006634529 -12.03578 
8.344175 -0.008623889 0.02023565 -0.5879659 
-5.647565 0.2052522 -0.004559773 2.179737 
5.308555 -0.0443729 -0.0002574871 2.075391 
2.580648 -0.0286016 0.004739555 -13.33107 
-11.41194 -0.0006642206 0.004503875 11.06665 
-4.344603 -0.02895587 0.008997761 -2.360574 
14.33911 0.1105156 0.0127522 -13.3425 
-0.3247 -0.0005951726 -0.01245123 -11.42827 
8.375381 0.07460309 0.0106443 0.1380069 
-20.49649 -0.008909813 0.01967208 -19.38266 
4.814094 -0.05835939 -0.03983886 7.95743 
-7.110157 -0.02339195 -0.01041599 -0.8016132 
-11.58453 0.08260992 -0.006695542 -12.41694 
-11.92299 -0.1285012 -0.01449799 10.80214 
-7.25026 -0.1587673 0.007719226 4.744983 
0.2370484 -0.1342458 -0.008049656 0.534701 
-17.03547 -0.009340643 -0.007212767 -2.663867 
11.14264 -0.02919398 -0.02107713 3.877418 
-1.243842 -0.08882984 -0.00436035 -4.254786 
-7.676315 0.02040996 -0.003668023 -14.95059 
-3.719302 -0.05433067 -0.01918003 -2.408589 
19.80483 -0.06934806 -0.005750972 8.501684 
-2.168512 -0.0467432 -0.01730866 11.43088 
-2.201299 0.0200098 0.01131829 -15.19049 
-4.718312 -0.07447459 -0.01330567 10.29736 
-3.839833 -0.04717243 -0.01771919 5.525771 
-10.23866 -0.1456776 0.02149361 -4.095263 
-6.130636 0.05400605 -0.04234837 -6.559459 
10.79364 -0.02563782 -0.02429702 -3.987062 
-0.9665984 -0.05241848 -0.006289767 -2.76361 
-14.52168 0.1141374 -0.0108506 -0.9132281 
9.114987 -0.07009933 -0.02376606 -2.161652 
19.67963 -0.009938081 -0.002668462 11.13817 
-11.16385 -0.006440065 -0.002587807 -13.7796 
-4.690417 0.198554 0.005495396 1.90147 
-5.699827 -0.04502459 -0.03155535 3.198839 
-14.58489 0.01913588 -0.0163157 -11.30624 
13.06399 0.02118775 0.0208627 11.34755 
-4.630042 -0.007664834 0.001134322 -0.148587 
3.839244 0.009595446 0.01139637 -4.947457 
-2.642424 -0.01161045 -0.01781267 -6.219864 
19.03986 -0.03744057 0.01487067 -4.065775 
-11.6083 -0.02948764 0.009201013 -4.575692 
2.642065 0.006904159 0.00358462 -2.028678 
14.26262 -0.07451378 -0.003230637 5.66239 
22.14297 0.03245897 -0.001538048 -11.75687 
-1.878639 -0.02665534 -0.02032801 2.847781 
1.344967 -0.132711 -0.01437116 11.14456 
-18.28641 -0.05608863 -0.02059369 -4.425647 
-21.59974 -0.09339619 0.005850078 -12.00056 
0.9912749 -0.04988623 -0.009859066 2.560068 
3.33529 -0.1618309 -0.009826624 0.9165164 
3.680919 -0.07218133 0.002486116 -11.12361 
-0.4695268 -0.01966754 -0.02055593 -8.166297 
-16.18851 -0.06705237 -0.0001546024 10.98805 
-5.281908 0.007891035 -0.00457704 6.696005 
-10.22236 -0.05257414 -0.01287443 -18.3026 
-5.217923 -0.03761622 0.003724791 -5.200885 
