"Delta_1" "Delta_2" "Delta_3" "Delta_4"
1.115655 -2.268785 1.304583 -2.485109
1.075339 -2.176416 12.96202 -3.772066
1.031693 -2.231912 -3.487297 -2.504949
0.9788782 -2.135237 -12.58044 -2.019871
0.9235506 -2.100677 7.147711 0.005071232
1.024408 -1.441286 0.09376938 -1.077642
1.031422 -1.922782 5.025129 -0.7957497
1.031135 -1.809724 -7.835259 1.668569
1.09284 -1.912958 -20.53511 1.557859
1.094655 -2.328493 4.709431 -0.4775436
1.082914 -2.018508 -9.948374 -3.071459
0.9771654 -1.977096 -14.18829 -2.453733
0.9783433 -2.055236 9.856152 -2.290683
0.9708712 -1.566704 0.1571526 -0.1232294
0.967326 -2.045602 9.651013 -2.261034
0.9878689 -2.212554 36.1778 -2.477934
0.9380165 -1.946932 -5.059886 0.2262563
0.9728633 -1.811838 3.8408 -2.75132
0.9763646 -2.186827 -2.173152 -2.242224
0.958768 -2.374808 -12.05439 -3.15649
1.026897 -2.44089 3.127568 -2.092995
0.996143 -2.343641 3.94838 -1.089509
1.045825 -2.259026 7.978098 1.220653
1.020896 -2.612179 6.251046 -1.559499
1.032952 -2.491778 -9.06891 1.493536
1.024558 -2.00407 6.957096 -0.8856901
0.9672937 -1.971637 2.067648 -2.495074
1.039136 -2.149631 -4.149278 -1.446398
1.085744 -2.182265 4.393644 -0.1896472
1.111528 -2.141973 6.409232 -2.005077
1.079157 -2.503472 7.539783 -3.687894
1.064385 -2.48782 6.4697 -2.572758
1.002888 -2.182936 5.626277 -1.438634
1.053061 -2.871239 -1.356762 -2.517275
1.088834 -2.914674 2.715131 -1.460287
1.085444 -2.542647 3.256414 -1.361679
1.111385 -2.093355 -10.25108 -2.602553
1.133954 -2.576553 4.420481 1.193328
1.113012 -2.61879 1.692956 -0.5988765
1.10615 -2.663584 -0.2507372 -1.870437
1.035257 -2.630604 19.31301 -2.308051
1.062765 -2.452391 -6.77102 -1.862244
1.091238 -1.964861 8.546471 -2.93859
1.09296 -1.967969 1.048794 -2.554058
1.112618 -2.276338 -9.200829 -2.854368
1.097794 -2.301428 -3.506715 1.569042
1.082815 -1.963853 -8.733646 -1.225952
1.107221 -1.757421 5.009518 0.4396331
1.138015 -2.307407 -6.930513 -0.9659151
1.145924 -2.010107 -9.016566 1.326847
1.124501 -1.998939 -4.559487 -1.385401
1.086799 -2.367651 12.16417 -3.248747
1.055662 -2.293611 -0.4439694 -0.8054133
1.04527 -2.184247 7.325482 0.7100195
1.113089 -2.011614 5.062583 -1.199867
1.119425 -1.929891 11.21467 -2.693253
1.106701 -2.04524 -5.925882 -1.838642
1.110292 -2.45765 1.683354 0.170651
1.100128 -2.059964 -3.911809 1.398825
1.059916 -2.647328 1.126644 -1.874731
1.037668 -2.381681 6.632739 -1.955161
1.050845 -2.280975 1.239462 -0.8088585
0.9957932 -2.124259 2.535917 -0.4966839
0.9999221 -2.272456 -5.261884 -1.958435
1.013234 -2.116963 9.13122 -2.512475
1.005018 -2.69204 9.147889 -0.3696197
0.989233 -2.40528 -1.839332 -2.776116
1.095531 -2.25641 -4.776857 -0.7942504
1.120024 -2.324012 1.25025 -3.027937
1.119271 -2.341587 4.064227 -2.285479
1.055853 -2.468334 5.059975 -3.775554
0.9956486 -2.262185 9.988904 -3.681201
0.9602466 -2.210345 7.752722 -1.468041
1.034019 -2.016772 -16.16375 -2.935807
1.082125 -2.017037 -10.15278 -2.958422
1.079192 -2.026788 0.07010928 -2.682436
1.083574 -1.873414 -22.44325 -2.912743
1.067381 -2.429921 0.0938162 -2.46779
1.065673 -2.388966 14.26622 1.472638
1.022318 -2.163296 -1.415993 -2.262226
1.075624 -2.269663 7.006648 -1.876862
1.090591 -2.14841 -17.49697 -1.848431
1.072609 -2.192595 4.374986 -1.87511
1.056992 -2.608829 -3.256504 -5.166621
1.057485 -2.423005 4.107675 -0.9133496
1.035569 -1.835658 5.089431 -1.138988
