"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3" "beta1_4" "beta2_4"
0.04893869 3.964445 -10.26484 -4.908787 5.082623 8.512355 -24.25269 -4.909915
0.01451755 3.993655 -10.34816 -5.011062 3.390522 6.801647 -26.04378 -4.947298
-0.01024298 4.009193 -10.33387 -4.999483 4.691504 -12.61189 -24.79898 -4.328619
-0.0299248 3.95585 -10.17783 -4.940853 -6.464183 10.15929 -24.1236 -4.852811
-0.003101782 3.975556 -10.39516 -4.93513 8.122706 6.344369 -24.50835 -3.989432
-0.01197748 3.989695 -9.917323 -4.979315 5.469167 -1.644091 -23.46104 -5.029812
0.04752588 4.004755 -10.15477 -5.093291 17.6535 -10.60119 -25.16216 -4.616755
0.007453217 3.960201 -10.0672 -4.939226 12.90354 16.17132 -24.54547 -4.157857
0.01737697 3.974573 -10.14879 -5.155976 5.938045 7.794863 -24.2022 -4.48562
0.08531313 3.994396 -10.40455 -4.996508 13.34165 -1.818558 -24.70905 -3.881511
0.0140444 3.972294 -10.04757 -5.081705 16.93935 -3.477596 -24.3057 -5.12627
0.1109285 3.95391 -10.21714 -4.942562 -7.752462 1.847568 -25.15353 -4.779357
-0.04080303 3.97751 -10.08132 -5.145467 -1.94144 13.31919 -24.40299 -4.439091
-0.03030218 3.99027 -9.971745 -5.154007 -9.043932 -2.674588 -24.07709 -4.992773
0.01847789 3.965336 -10.23622 -4.995478 3.908417 7.668185 -24.57924 -4.529669
0.00805281 3.988832 -10.39287 -4.919789 6.002662 7.096077 -24.71398 -4.124006
-0.05552492 3.974571 -10.23683 -4.954594 5.132049 -14.20973 -23.67604 -4.553039
-0.04030116 3.983187 -9.851054 -5.15651 -10.68985 0.5721699 -25.01895 -4.928948
-0.03435683 3.957631 -10.31161 -4.93809 -15.05273 5.881891 -24.354 -4.681382
-0.01352733 3.992095 -10.40631 -4.996608 1.657534 0.198511 -25.40756 -4.988385
0.005551552 3.999838 -10.55962 -5.039353 -1.239689 0.3273461 -25.42565 -4.25373
-0.06403625 3.991783 -10.4868 -4.95301 -16.40815 -2.501889 -23.08273 -5.043609
-0.04446789 3.98188 -10.32626 -4.918614 -0.0633272 -6.129474 -24.63111 -4.715166
-0.01548515 3.980498 -10.53182 -5.11397 -1.991006 -9.698288 -24.25864 -4.467256
0.01405728 4.003731 -10.56928 -4.996563 3.280898 -2.215772 -23.78097 -4.064731
-0.01808894 3.989017 -10.15697 -5.004681 0.2764578 10.34385 -24.45023 -4.767697
-0.001686131 3.96574 -10.12961 -4.841525 -1.010039 -5.881129 -24.47465 -5.914896
0.06172538 3.943759 -10.18078 -4.937378 2.202734 -6.552962 -23.72423 -5.161601
-0.01250771 3.951695 -10.05972 -4.853079 1.923913 7.052992 -24.72829 -4.862643
-0.0286968 3.983313 -10.04261 -4.922403 -11.68195 7.862628 -24.20946 -4.96304
0.02345737 3.969897 -10.45922 -5.036251 -12.40597 -1.769657 -24.90738 -4.541102
0.04643571 3.979278 -10.32914 -5.023151 1.784228 9.935815 -24.53614 -4.749352
-0.02221836 3.940223 -10.32849 -5.055545 1.809648 -16.18892 -25.11298 -4.768991
0.05951249 3.963316 -10.97201 -5.003104 -5.381892 -6.461035 -23.80045 -4.761053
-0.0034847 3.994534 -10.72003 -5.07615 -5.88204 -3.836913 -24.37417 -4.786261
-0.03111181 3.995064 -10.49437 -5.050885 -9.810399 -6.091373 -24.51579 -5.451599
-0.03417357 3.97382 -9.963874 -5.130519 7.484505 -1.980846 -24.97558 -5.084552
0.01986343 3.983254 -10.35364 -5.06314 -7.154382 3.645414 -24.45854 -4.011184
0.005452972 3.981027 -10.42961 -5.005252 0.4238675 -11.47328 -25.30989 -3.557615
0.03955175 3.929555 -10.60455 -5.024362 -10.63334 -1.493369 -25.26723 -4.564996
0.05658827 3.981026 -10.9123 -4.958967 -15.46076 20.45702 -25.62973 -5.006273
-0.01097281 3.968449 -10.37199 -4.956608 -6.776527 6.756277 -24.26286 -4.433497
0.01113386 3.968902 -10.0746 -5.085367 -18.16608 -3.352176 -24.95483 -4.480946
0.01890412 3.981892 -10.05319 -4.98655 -24.2689 -9.69598 -23.95732 -4.913748
0.1272453 3.998212 -10.33771 -4.955891 -8.009554 1.655258 -25.43341 -4.570247
0.007808202 3.985603 -10.18806 -5.0717 -9.661694 0.7248982 -24.2934 -4.084539
0.05458275 3.96469 -10.06817 -5.018799 2.315568 11.40849 -24.61532 -4.281865
-0.008354532 3.977914 -9.775097 -4.918169 6.682631 3.735422 -24.55289 -4.127212
-0.009671091 3.951954 -10.19579 -4.961843 8.664211 -4.222275 -24.35299 -3.608127
0.07387636 3.981568 -9.90897 -5.049492 -16.87719 -5.106259 -24.34148 -3.996134
-0.02872787 3.976639 -9.904168 -5.039621 12.4738 -19.94882 -24.36002 -4.345774
0.01743153 3.962606 -10.16513 -4.973959 11.64036 -8.833671 -25.03086 -4.901118
-0.00888049 3.994952 -10.28002 -4.895471 24.81059 2.249641 -23.87544 -4.322487
