"comp1" "comp2"
0.008573547 0.003747591
0.01531142 0.003186434
0.01021813 0.004179029
0.003708317 0.003845398
0.01681006 0.003346272
0.01250822 0.002931182
0.01658005 0.002959866
0.009793938 0.002786214
0.01287523 0.003560225
0.01126763 0.003319164
0.008194952 0.002740961
0.008602561 0.002279117
0.009544991 0.004732959
0.008992785 0.002691707
0.02291903 0.003397583
0.02311115 0.003278177
0.006636891 0.00286933
0.01377932 0.002229684
0.01235332 0.004089348
0.01008507 0.003169124
0.0154406 0.003319147
0.007302203 0.002998649
0.01001014 0.002594223
0.008974202 0.002278186
0.009781827 0.004341804
0.01880274 0.00313983
0.01475986 0.003221635
0.01049008 0.003103315
0.01786597 0.003342705
0.01666042 0.002976807
0.011628 0.002593529
0.01937763 0.003250229
0.01946644 0.003726318
0.005572069 0.003704953
0.009655578 0.002560088
0.007110321 0.002295837
0.01484768 0.002756825
0.008831396 0.002329119
0.008572335 0.003803625
0.03618611 0.002557111
0.01019761 0.003259495
0.01222457 0.004288714
0.008468607 0.004452157
0.007626458 0.002727342
0.002700087 0.003861196
0.00851084 0.002603311
0.01804755 0.00307411
0.01055225 0.002922706
0.01000699 0.00240431
0.01259122 0.002753419
0.0100034 0.002491464
0.01203554 0.002584418
0.01341947 0.003144097
0.009220445 0.002721581
0.0099053 0.003330033
0.01086956 0.00315113
0.005801052 0.002944068
0.01628641 0.00263018
0.01989803 0.002968227
0.007864924 0.003248509
0.01446005 0.003129925
0.007552432 0.003023073
0.0160056 0.003428538
0.01603847 0.002517063
0.01660608 0.002541897
0.01463081 0.003196835
0.009956716 0.003261237
0.004427928 0.003796885
0.02180405 0.003700112
0.009604539 0.003837537
0.02068519 0.002886846
0.02149376 0.002648333
0.01739678 0.004506911
0.01936727 0.003160004
0.02404354 0.003069756
0.007614884 0.002391812
0.01005801 0.002326577
0.006180288 0.004726399
0.01191705 0.003615835
0.03316102 0.003263475
0.005629191 0.002233058
0.004487812 0.002916771
0.006655435 0.003722594
0.008055546 0.004093088
0.01690486 0.003415068
0.008869718 0.002232975
0.01174714 0.003138453
0.013379 0.001986006
0.005811151 0.002405125
0.003420945 0.002762021
0.01357899 0.003289573
0.006102459 0.00264454
