"u.bar" "t.bar"
1.055815 0.8669323
1.011897 0.7846862
1.077979 0.8761524
1.200922 0.9626141
1.0301 0.7647556
1.011831 0.9052799
1.05215 0.8058258
0.9589957 0.8324382
1.058612 0.9433907
0.9593527 0.7682307
1.190485 0.8941461
1.004521 0.896155
1.211319 0.9195793
1.079568 0.8466122
1.018451 0.7949977
0.9945467 0.8339979
1.041159 0.8235473
0.9788305 0.9296118
1.070668 0.878145
1.068364 0.8451748
1.023432 0.7935039
1.092255 0.838466
1.00035 0.85441
0.963621 0.8588162
1.066329 0.753888
1.003383 0.6815688
0.9718819 0.9569365
1.018394 0.9231
1.026902 0.8041639
1.058561 0.7775734
1.019583 0.8178294
1.06643 0.9221353
0.9610241 0.9314316
1.116137 0.9677254
1.047661 1.023622
1.070188 1.021688
1.062993 0.7621087
1.059127 0.9389273
1.062206 0.7771214
1.077627 0.8196819
1.022533 0.8166549
1.081685 0.8351734
1.059076 0.7795605
1.074509 0.8244487
1.159307 1.143941
1.007022 0.7524659
1.009072 0.9342868
1.03665 0.9518152
1.054101 0.7952179
1.064915 0.8384756
1.065128 0.9598461
1.039568 0.8922765
1.053816 0.9230648
1.058877 0.7951293
1.084023 0.8728361
1.024417 0.9099078
1.10336 0.8803714
1.063444 0.8702842
0.9714373 0.8416302
1.083798 0.7983078
0.9837719 0.762476
1.057511 0.8999238
1.049144 0.8376925
1.055426 0.8719531
1.030953 0.8161422
0.9528416 0.9430686
1.034296 0.8085489
1.053131 1.013338
1.041185 0.7293548
1.122908 0.8259755
1.015026 0.9212228
1.027349 0.8159726
1.007303 0.8232874
1.032824 0.9007983
1.004103 0.8606503
1.10088 0.9603765
0.9895997 0.8918182
1.220823 0.9399814
1.054693 0.8346033
1.000907 0.8083319
1.020287 1.000254
1.081959 0.8154537
1.047656 0.8938059
1.05283 0.895221
1.015403 0.9239909
1.018278 1.054125
1.019896 0.7966394
1.048232 0.7941238
1.091298 1.026886
1.123317 0.9974028
1.013298 0.7639626
1.04288 0.9890408
0.9579693 0.9527088
1.162359 0.790364
1.026339 0.7497771
1.075465 0.795308
1.039955 0.7060392
1.005518 0.8185966
1.006903 0.8881914
1.060797 0.974727
1.015153 0.8037885
1.023255 0.8442684
1.125379 1.031558
0.9843946 0.8524937
1.027732 0.815364
