p_1 p_2 p_3 
0.8113483 0.04582472 0.142827 
0.7624814 0.0950649 0.1424537 
0.7889889 0.03941032 0.1716008 
0.7666983 0.06098985 0.1723119 
0.7880254 0.0555141 0.1564605 
0.8754427 0.01940099 0.1051563 
0.8442637 0.05702206 0.09871419 
0.8093338 0.05952679 0.1311394 
0.7835383 0.1014841 0.1149776 
0.7444598 0.0803953 0.1751449 
0.7674972 0.1133342 0.1191686 
0.7924985 0.09103862 0.1164629 
0.7608325 0.09936401 0.1398035 
0.8319479 0.02673595 0.1413162 
0.7971205 0.04415335 0.1587262 
0.7456953 0.05129737 0.2030074 
0.7589817 0.04761456 0.1934038 
0.8218308 0.1019047 0.0762645 
0.6761437 0.07710003 0.2467563 
0.7945548 0.04613443 0.1593107 
0.7503975 0.09924597 0.1503565 
0.862387 0.04443962 0.09317339 
0.8092724 0.0585533 0.1321743 
0.8418156 0.06916153 0.08902287 
0.7930504 0.03050398 0.1764456 
0.7548667 0.02924093 0.2158924 
0.7244935 0.1466134 0.1288931 
0.8076248 0.06787934 0.1244958 
0.7919571 0.07665156 0.1313913 
0.7877987 0.1061377 0.1060635 
0.7539187 0.04746695 0.1986143 
0.7700255 0.1136778 0.1162968 
0.767311 0.0758646 0.1568244 
0.7303517 0.06158555 0.2080627 
0.796868 0.0516216 0.1515104 
0.7405585 0.04784651 0.211595 
0.8017408 0.07997914 0.1182801 
0.7374039 0.08389107 0.1787051 
0.7782794 0.02960718 0.1921135 
0.8176631 0.07016465 0.1121723 
0.779413 0.08595415 0.1346328 
0.9069542 0.01793217 0.0751136 
0.7830202 0.04323922 0.1737405 
0.8445285 0.06109387 0.09437762 
0.8199767 0.04961043 0.1304129 
0.8483689 0.04389218 0.1077389 
0.8529153 0.05304386 0.09404083 
0.8269259 0.08090128 0.0921728 
0.7696124 0.04062966 0.1897579 
0.7799255 0.07477113 0.1453033 
0.8265166 0.07604689 0.09743649 
0.8200761 0.04433966 0.1355842 
0.7649502 0.06266953 0.1723802 
0.8047514 0.03768598 0.1575626 
0.8061479 0.06248381 0.1313683 
0.7978722 0.05663514 0.1454927 
0.787212 0.03729601 0.175492 
0.7787162 0.05454895 0.1667348 
0.8036609 0.0794907 0.1168484 
0.7820107 0.06173685 0.1562524 
0.8552145 0.0485621 0.09622343 
0.7334094 0.1113376 0.1552531 
0.8605319 0.03886994 0.1005981 
0.8336948 0.03966964 0.1266356 
0.8540492 0.01330348 0.1326473 
0.8310562 0.02938779 0.139556 
