Delta_1 Delta_2 Delta_3 Delta_4 
3.949396 -0.5279537 0.2981005 -2.628117 
6.519594 -0.1426763 -0.1065985 -2.694148 
0.1048884 1.126416 -0.4542154 -2.470289 
6.63542 1.446293 2.59108 -2.872969 
5.859813 0.3514569 -1.624879 -2.672645 
3.025073 0.3281476 -1.619849 -3.16541 
4.949362 -0.8800585 -2.009811 -3.322112 
1.340084 -1.578306 0.9750722 -2.777123 
-7.498026 -0.8792124 -1.310269 -3.008289 
-5.680055 -0.5245756 -0.7463169 -2.978978 
1.675708 -0.4682612 -2.439138 -2.614936 
-1.743382 0.735241 -1.52096 -2.936608 
-11.24845 -0.08510343 1.85005 -2.365227 
8.9405 -0.7470308 0.1609634 -3.23039 
-16.18141 1.514342 -0.1333613 -3.475785 
9.914618 -0.06525283 -0.07597692 -2.948551 
-5.185888 -0.2994024 -0.1182978 -3.271054 
-0.8007264 0.9573378 1.018987 -2.882001 
-2.538468 -2.538866 -0.6252572 -3.026944 
-2.666061 0.401559 -0.5748804 -3.485417 
-8.438077 -0.3861153 -0.6043703 -3.174023 
-1.852563 -0.2024193 -2.54225 -2.779389 
2.690219 -0.3056246 1.58579 -2.526901 
-8.966292 0.2179245 -2.08898 -2.496664 
19.28127 -0.3683705 -1.390549 -2.779738 
3.500737 -0.3760208 0.5801047 -2.985458 
11.18157 -0.2942259 -0.3005559 -2.982915 
0.306365 -0.4118541 0.9467587 -2.534279 
4.641334 0.1831063 0.8053624 -2.017626 
-6.228161 1.331176 2.826384 -2.382657 
14.1184 -4.468257 4.494913 -2.08433 
0.4626038 9.507805 4.261714 -1.970772 
-3.894691 0.5927846 4.76113 -1.474929 
-1.037021 3.684717 3.930761 -2.527332 
0.475719 -2.965536 0.7011822 -2.617381 
0.885405 -2.873883 -0.2356731 -2.796914 
-0.08976339 6.611448 -0.5615395 -4.105465 
-5.993864 7.03938 0.044453 -3.52408 
-0.8886255 5.543679 -1.195994 -3.842173 
2.346621 -2.87118 -0.9135982 -3.358814 
-0.5149163 -12.55878 0.4783491 -3.377223 
2.163073 2.537029 1.587515 -3.571097 
-7.4138 -0.5593589 -1.810195 -2.986594 
9.881717 0.08825507 -0.2028993 -2.96503 
3.051435 -0.5774872 1.278054 -3.251765 
4.536358 0.2105997 -0.1679864 -2.216819 
14.38599 1.161889 -1.637305 -2.688041 
6.487035 0.9053241 -1.276974 -2.954764 
-1.6667 -14.21396 -0.7769609 -2.868632 
-14.52179 -6.602718 -2.404877 -2.214003 
-3.753866 0.748474 1.49747 -2.653925 
2.676187 17.96795 5.115295 -3.279056 
-9.655724 -13.94296 4.357262 -2.829611 
-5.424473 0.8324931 1.182782 -2.70528 
-4.172205 -0.1222512 1.954457 -2.36611 
0.3167328 -0.4203811 -0.4752567 -2.514025 
-13.14651 0.1786974 1.779774 -2.96092 
6.259172 -1.392391 -2.42309 -2.627089 
-3.950531 -0.2416871 -0.1860345 -2.262136 
-1.710327 -4.256995 -0.2490181 -1.94098 
15.6299 0.8553109 -1.309589 -2.397318 
-4.683607 0.4461856 -0.9879577 -2.635729 
20.50292 -1.081614 -1.389716 -2.263032 
9.839515 -2.773853 -0.1734422 -2.231162 
