beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
4.228074 -20.73514 28.86501 4.455675 16.01542 2.594163 -30.2354 -3.763269 
-9.746031 15.07939 28.82216 5.041458 14.19607 4.731451 -29.6038 -3.971831 
16.04272 6.022374 29.54686 4.394216 15.73609 3.715173 -29.78954 -3.939371 
23.51407 8.431153 29.9453 4.406529 16.85494 4.143011 -29.50954 -4.15364 
-11.43862 -1.959954 29.5925 4.848602 10.90849 3.354046 -35.56756 -3.87605 
-0.5843402 -3.877828 29.06794 4.713014 13.67018 4.894917 -32.45167 -3.902076 
1.664104 -3.117157 28.29643 5.334497 15.68855 3.549807 -29.66122 -4.071876 
-6.30564 16.32591 27.87228 4.778844 15.98354 3.520165 -29.93288 -3.807024 
14.85296 14.06765 28.88724 4.242162 15.20983 4.021324 -29.83198 -3.840408 
6.484128 -8.691678 28.6732 4.866019 15.08987 3.451247 -29.30815 -3.804051 
-5.366068 -2.867459 29.96371 3.181557 15.10633 4.066358 -29.64069 -3.950496 
-26.99347 -19.58511 29.57632 4.47204 15.19555 3.97365 -29.88711 -3.815342 
-9.330487 7.316765 29.32058 4.01879 16.25713 3.408787 -29.15552 -3.541722 
-3.075489 -2.55856 28.58643 4.54331 15.81891 3.361271 -29.77251 -4.302717 
-9.794732 12.23378 30.21541 4.97143 15.97928 3.752812 -30.00442 -3.922562 
-0.7362286 -11.18431 29.21443 4.472356 15.84495 3.027891 -30.38299 -4.039463 
-0.3430144 4.0588 29.07303 4.722813 15.41646 3.431914 -29.77648 -3.613276 
7.255695 -3.071078 29.30661 4.492325 16.00438 2.456006 -30.30799 -4.054881 
13.34781 10.31906 30.21266 2.453396 15.28769 4.365047 -29.39118 -3.995084 
-1.530354 2.023577 29.46184 5.096728 15.66414 4.706997 -30.0588 -3.792919 
12.99587 -5.847866 28.83768 4.520836 15.30509 3.70791 -30.58039 -3.953935 
-31.68272 -15.57957 28.91852 4.640036 15.1139 3.33436 -29.51625 -3.610034 
-5.391758 7.127069 27.94733 5.52599 16.29759 4.943131 -29.89258 -3.95673 
9.327331 -6.169598 29.73969 3.708726 14.95174 4.769291 -29.28096 -3.766985 
-3.14228 -5.611498 29.80284 3.374413 14.61264 4.372558 -31.43976 -4.013055 
6.662104 19.75204 29.05892 4.492092 14.97959 5.216347 -29.9652 -4.014553 
3.94227 0.619907 29.17019 4.219587 15.48898 3.237807 -29.94881 -3.988262 
3.146613 -8.849907 28.74616 6.193808 16.59663 3.946444 -29.59823 -4.113315 
-17.64912 -6.417596 30.06921 3.962466 17.47082 3.727581 -30.88465 -3.894797 
9.413723 0.8250594 30.19266 4.278938 17.54187 3.609109 -29.34765 -3.981735 
1.747637 12.7749 23.33385 5.189687 23.389 2.42695 -31.36224 -3.808837 
