"Delta_1" "Delta_2"
5.565805 -3.240051
5.318033 -3.346965
5.564715 -3.220351
6.007179 -3.180642
5.014528 -3.251844
5.199529 -3.146428
4.17285 -2.965742
5.24536 -2.771535
5.078205 -2.820885
5.033961 -2.649664
4.237262 -2.679142
4.714616 -2.65405
5.939683 -2.688603
4.812138 -2.759408
4.350259 -2.774317
4.737609 -2.796542
5.103574 -2.690994
4.457416 -2.684215
4.617829 -2.715699
3.797811 -2.780157
4.272981 -2.73996
4.495277 -2.600618
4.958718 -2.69067
5.145147 -2.766888
5.661656 -2.878915
4.370199 -3.015198
6.047677 -3.034069
5.042699 -3.122507
5.139192 -3.044059
4.853065 -3.179354
4.799084 -3.156327
5.168966 -2.850489
5.233759 -2.918392
3.781042 -2.91769
5.468572 -2.990636
4.186464 -2.865428
5.483627 -2.96028
4.858383 -3.02906
5.365397 -2.799026
3.552269 -2.812572
4.49807 -2.854405
4.634425 -2.940987
4.8117 -2.864594
4.525735 -2.753195
4.866904 -2.516541
5.604987 -2.609855
5.448775 -2.7146
4.245353 -2.749802
4.455698 -2.657132
4.660673 -2.752846
4.142561 -2.834294
4.594279 -3.107393
4.859896 -3.003434
4.117257 -2.853086
5.337395 -2.941243
4.858793 -3.034542
4.93212 -3.07633
5.40261 -3.156462
4.820945 -2.919025
5.253321 -2.880538
5.126891 -2.731215
4.987428 -2.662963
4.433141 -2.596453
4.781226 -2.886849
4.176954 -3.066718
4.772183 -2.915074
4.96743 -2.991519
4.749917 -2.944072
4.636309 -2.913101
4.19038 -3.028888
4.707616 -2.924434
4.484364 -2.761513
6.4509 -2.784413
5.072464 -3.034652
5.561675 -2.986636
5.165225 -2.992635
4.994607 -2.945868
4.034359 -3.069947
4.47605 -3.168498
3.457501 -3.098941
4.913883 -3.106488
5.571306 -3.041318
5.812717 -3.290703
6.092559 -3.216809
6.186424 -3.237849
5.99536 -3.340599
6.39437 -3.324506
5.891511 -3.233299
6.02435 -3.1605
5.544905 -3.064184
4.564901 -2.95306
5.089932 -3.082515
5.529671 -3.057583
5.681763 -3.177853
5.85635 -3.09685
5.12087 -3.059313
4.924817 -3.021895
5.550795 -3.12577
5.471334 -3.070299
5.292029 -3.077039
4.970039 -2.90916
4.961775 -2.721889
4.772484 -2.788228
4.896954 -2.660354
4.311225 -2.624629
4.296414 -2.634929
6.036693 -2.805236
4.926445 -2.778043
5.111042 -3.002285
5.37622 -2.91083
5.509958 -2.948618
5.684769 -2.92402
5.141701 -2.955696
5.708987 -2.738004
5.906269 -2.875403
4.802244 -2.90757
4.761345 -2.973458
4.214113 -3.098289
4.788938 -3.057786
5.062794 -2.746992
4.953353 -2.698915
5.161572 -2.6908
4.665899 -2.860977
5.838464 -2.872118
4.999445 -2.818605
3.934832 -2.805982
4.4259 -2.822697
5.87163 -2.861705
4.574531 -3.123413
4.211824 -2.977108
4.3167 -2.910366
4.40438 -2.812804
4.963634 -3.055696
4.931164 -3.126177
4.272727 -3.148697
3.698762 -3.063667
5.608182 -3.084764
4.835248 -3.047756
5.445932 -3.008505
4.455367 -3.018296
5.780245 -3.009327
5.114681 -3.026865
4.269475 -2.900482
5.257416 -2.802385
4.720266 -2.80175
5.736088 -2.946621
5.469931 -3.064631
5.205789 -2.948601
5.334209 -2.814696
5.633354 -2.715403
6.015883 -2.661246
4.478009 -2.665207
4.432541 -2.709424
4.467727 -2.68719
4.431818 -2.642998
5.321251 -2.691034
5.191416 -2.671563
5.029918 -2.824692
5.009035 -2.68861
4.101199 -2.777759
4.797667 -2.703312
4.205748 -2.875588
3.812831 -2.825902
4.671515 -2.918802
4.3496 -2.984366
4.257545 -3.076546
4.934337 -2.970408
5.009725 -2.926347
3.983663 -2.997913
4.628613 -3.029218
4.62694 -2.9972
