"tau2_1" "tau2_2"
3.877805 0.1649954
4.207277 0.09322359
3.609156 0.1098948
3.044393 0.1195108
2.819658 0.1258722
3.65308 0.08487665
3.204683 0.1132401
2.279545 0.1363894
2.492668 0.2192938
1.841742 0.1450598
2.297521 0.1053912
2.362635 0.1201372
3.30174 0.1422771
2.782914 0.1551729
2.198195 0.2867602
2.438949 0.1360101
1.820966 0.1473727
3.235165 0.1431877
2.808907 0.1031095
1.779512 0.09872995
4.188773 0.09705571
1.863921 0.08264314
2.77267 0.2051656
2.120298 0.1279441
1.487463 0.08855904
3.926583 0.1227564
1.561894 0.1148468
3.566844 0.09469372
3.336419 0.1039764
2.433494 0.09689098
2.265825 0.1072818
2.884289 0.1483493
3.86127 0.08158352
2.265457 0.1256813
4.556377 0.1197895
4.286757 0.1000418
4.218145 0.1255051
2.988141 0.09887232
1.948989 0.194103
1.970495 0.1132023
2.239997 0.09068188
3.029187 0.1027294
1.492477 0.09555324
2.61412 0.08226463
2.741989 0.1210865
2.731922 0.184834
2.104551 0.1009777
2.227877 0.1455652
3.30953 0.1354781
2.769095 0.1302125
2.48924 0.1925396
2.988144 0.08276246
3.000302 0.07852538
4.506999 0.1078281
1.807313 0.1280083
3.016181 0.1146627
2.86908 0.1752953
2.105727 0.09185218
2.177121 0.07284085
4.945504 0.0963188
1.736845 0.1288205
1.226366 0.1831905
2.713907 0.2090113
2.350349 0.1334884
2.243288 0.1575623
2.481399 0.07952619
2.493223 0.1029421
2.444607 0.1657922
2.643792 0.1745576
2.56297 0.1270921
4.619808 0.1272432
2.346669 0.1743844
2.774098 0.1766418
2.897309 0.2011362
3.399784 0.1097507
4.187798 0.09667847
3.893911 0.09251193
3.50876 0.1048311
2.724914 0.1544278
2.513772 0.1202224
2.323068 0.09761606
2.850641 0.1085302
2.32569 0.1263661
3.027932 0.1002417
1.509834 0.08805702
2.250502 0.1263335
2.033941 0.1372518
2.766296 0.08940413
2.564204 0.05749587
2.817786 0.1936814
3.065038 0.09210763
3.909092 0.08187706
4.107624 0.08734662
1.908772 0.08461425
2.404455 0.1128726
2.309986 0.1566367
1.058185 0.1573388
2.138821 0.1405437
2.693076 0.1247721
2.708239 0.1167055
1.595618 0.0861744
2.581558 0.1043549
1.616899 0.1069464
1.498589 0.1265848
1.583854 0.1864497
3.002839 0.1742047
3.077964 0.1334015
2.580856 0.2144307
3.386784 0.1325445
2.497052 0.115467
2.653276 0.06332779
3.400862 0.09136967
3.062441 0.1135064
2.993083 0.1057482
2.190339 0.1959055
2.966278 0.1737164
2.932729 0.1691618
3.846637 0.2027444
1.929876 0.1225105
1.623961 0.1789991
3.308145 0.1624852
2.382421 0.1725442
2.359176 0.1097885
5.261555 0.1044453
2.232131 0.172681
2.81165 0.1393214
2.25536 0.08730495
1.927507 0.2048513
3.752973 0.1380109
