tau2_1 tau2_2 tau2_3 tau2_4 
2.848184 0.7346098 0.03557501 88.62792 
0.1005327 0.2256483 0.02646718 0.3901651 
0.05347638 1.29355 0.01373978 165557908623 
0.5687427 0.4675931 0.02565536 219376.9 
1.205492 0.4375273 0.009983111 5.64463 
43.41422 0.785414 0.02119356 57.32266 
21.50036 2.155753 0.01673602 0.07951056 
5.725891 0.6711971 0.01891837 0.3719573 
5.272435 0.5077576 0.03455354 0.1683932 
0.548489 1.334694 0.02797236 0.2908557 
303.2086 9.686881 0.03185763 0.1307308 
1.509345 0.1481069 0.01007266 6.252856 
0.0430887 0.2012732 0.02411882 0.2695994 
0.3144772 0.4766901 0.01660342 21293.93 
1.881157 0.07110468 0.02579691 30.44037 
0.09385632 1.282781 0.02796549 1.786412 
0.9483985 0.9076948 0.02575567 0.08539425 
1.717509 0.1139878 0.009722135 2.699314 
1.173462 2636535 0.01118751 3.501225 
0.3946891 2.074958 0.01845875 1.08961 
0.378156 468.3849 0.02706196 3.643526 
0.3250069 4.443632 0.02084164 1.355069 
0.8432652 0.8265629 0.0221768 0.03230633 
0.04208266 23.34519 0.01651998 14.65126 
0.1457355 3.486012 0.01958772 0.08706526 
0.4934685 0.2989959 0.06064372 0.1851878 
0.1708907 0.1356045 0.02506946 630.4142 
0.2025474 44.74499 0.02061216 0.3064795 
0.8249043 93.46701 0.01141927 67.58139 
0.4358734 2.767151 0.01250515 0.2352297 
0.2659489 0.6222324 0.01827821 33.85419 
1.031887 0.4415329 0.03892174 1.100851 
1.271077 0.2495367 0.02002197 0.2491619 
0.5793952 0.03315872 0.02064961 0.4966477 
0.2629018 14.23706 0.01630989 803.2057 
1.689385 0.2562293 0.05799204 0.03475772 
0.2063852 262.0803 0.02086918 1.53883 
2.674214 2.299188 0.08715171 0.19815 
0.8143673 0.2151499 0.01690995 0.5360458 
0.7658376 0.2908869 0.01893022 4158.505 
0.3072062 0.630743 0.008230822 9941.019 
0.1898182 0.2051759 0.05148544 61.70709 
1.345111 1.534152 0.02622537 25.5794 
0.1013076 1.542321 0.0293719 418962464 
1.143864 28.25872 0.05877137 0.4616511 
2.231474 0.3934318 0.0258782 0.07278088 
0.9196585 0.2832186 0.02348092 59.3981 
