"nu" "alpha"
2.802137 0.2873505
2.722771 0.3169375
3.452278 0.3566677
3.115461 0.392183
2.971123 0.4531495
3.272805 0.2807712
2.763682 0.4642356
2.669895 0.07182673
3.288739 0.1326954
2.998572 0.331044
2.762899 0.2249445
2.686072 0.4127846
2.851764 0.4064907
3.286469 0.240121
3.314053 0.1300478
3.595335 0.4304466
3.094261 0.2944026
2.889939 0.3074898
2.679755 0.4648848
2.718585 0.1759365
2.826634 0.434642
3.072032 0.4522608
3.346647 0.3367542
2.828214 0.3045441
2.28222 0.1959336
3.036622 0.3030729
3.016689 0.3620959
3.060459 0.2470032
2.805748 0.2447427
2.617696 0.1942406
2.913421 0.2867303
2.710071 0.437344
2.7681 0.2606237
2.733384 0.4946767
3.034364 0.2511139
3.097739 0.378369
3.008894 0.4565531
2.559519 0.4203262
3.178381 0.2460506
2.821022 0.03864261
2.582617 0.1763844
2.537729 0.1675472
2.924323 0.425909
2.709388 0.3926065
3.133589 0.1145982
3.112417 0.2079453
3.254984 0.1572585
3.665076 0.323703
3.285507 0.1927583
3.255358 0.1255996
3.165898 0.2914349
3.19648 0.3037928
2.895284 0.2314143
2.810258 0.4371567
2.711714 0.1097046
2.56975 0.2518066
3.327855 0.3413548
3.466951 0.4572331
3.096837 0.4168688
3.283928 0.3957648
3.109952 0.2748289
3.374119 0.02188993
3.74207 0.2034302
3.565772 0.1969125
3.176502 0.3677606
2.665727 0.1785017
2.581044 0.4887704
3.01899 0.4812638
3.4424 0.2026629
3.330301 0.2492081
3.457475 0.4637256
2.885697 0.1488852
2.935785 0.1281642
3.43113 0.07648641
3.0249 0.2298645
3.416616 0.2188477
3.382259 0.2757339
3.309087 0.1446072
3.289445 0.37931
3.444687 0.3799787
3.284235 0.07505259
3.388714 0.1205201
2.989404 0.3720175
3.304946 0.1109108
2.983764 0.4667117
2.564392 0.3495261
2.999979 0.3706824
2.71659 0.4496282
2.611806 0.3873018
3.053308 0.2605674
2.965749 0.1702361
3.076161 0.1413741
2.486441 0.3447053
2.901845 0.09853873
3.007692 0.2646463
2.936102 0.1959317
3.11107 0.1365544
2.991164 0.1148507
2.753551 0.3704787
2.997184 0.08978393
2.975339 0.14987
2.734653 0.362665
3.102564 0.1578565
2.932247 0.1061613
2.696792 0.2106412
3.048191 0.28444
3.354871 0.1895735
4.099542 0.179704
3.523163 0.4055749
3.386085 0.3521743
3.171029 0.4077873
3.124444 0.3681209
2.752934 0.2839455
2.855846 0.3128943
3.298085 0.3996551
2.9974 0.2911852
3.062873 0.1983147
2.538269 0.4788272
3.052898 0.3610209
3.453406 0.07177182
2.950678 0.2183724
2.68482 0.2137108
2.645977 0.3857915
2.971045 0.3975102
2.706326 0.04407665
2.906392 0.1599021
2.675137 0.2951676
2.572931 0.321611
3.06233 0.2463631
2.942599 0.2973615
3.348734 0.1722924
3.223522 0.2916212
2.890288 0.07081867
3.431544 0.1896796
3.318931 0.2383794
3.788264 0.3159943
3.353744 0.03485783
3.123924 0.3361435
2.792597 0.4577961
2.727573 0.3353335
2.52516 0.3701441
3.588762 0.1235518
3.095297 0.3177172
2.610448 0.1231445
2.515933 0.4125025
2.717049 0.266872
3.03436 0.3225165
3.335608 0.4569183
2.899974 0.2051006
2.959332 0.4232481
3.442764 0.1330556
2.672681 0.491026
2.55384 0.3883941
2.742089 0.2836394
2.603815 0.4715301
2.686436 0.3876184
3.046379 0.3703544
3.108881 0.1315983
3.049511 0.3428661
3.20799 0.2440038
2.976645 0.3086904
2.772648 0.1451758
2.816894 0.1106636
2.561792 0.4574756
3.407723 0.4991697
2.983667 0.04897731
3.181916 0.1117886
3.062696 0.0762732
2.588274 0.1382265
3.185774 0.2429767
2.770167 0.3976457
2.594979 0.2224657
2.898 0.2714289
2.648601 0.3962106
2.868279 0.145177
2.728074 0.09640267
2.263417 0.436158
2.555864 0.3319387
2.532731 0.496035
2.644486 0.3379213
2.891902 0.3927783
2.517296 0.3022732
2.981772 0.3689438
2.722365 0.4405396
2.38531 0.4216092
2.603431 0.05421968
2.477312 0.3791681
2.493359 0.112597
2.532051 0.2138675
2.506808 0.1751626
2.863654 0.08007808
3.031076 0.1892981
3.292876 0.3265848
3.031941 0.1463687
3.01613 0.2888802
3.054318 0.134025
3.191549 0.2800985
3.165567 0.1526733
2.998971 0.3176076
2.938072 0.2758686
2.943533 0.1585433
2.581125 0.4085773
2.955881 0.4123388
2.385139 0.07396625
2.910956 0.3941013
2.629001 0.2850997
3.074865 0.2733962
2.583063 0.3553786
2.716474 0.2944051
2.584608 0.3765861
2.71698 0.2076925
2.652075 0.4650372
2.704548 0.4085295
2.810042 0.2976175
2.790731 0.3307293
2.914645 0.1072834
2.768492 0.3920929
2.595067 0.2258184
3.182494 0.251555
3.057725 0.2194237
2.564048 0.3336632
2.922865 0.2637105
2.695802 0.4336125
2.884229 0.4713035
2.629177 0.382299
2.608188 0.4051032
2.671054 0.3228643
2.629891 0.345388
3.24267 0.3228416
2.894212 0.4932485
2.642729 0.326091
2.677258 0.2788663
2.922291 0.4546869
3.199334 0.3301022
3.193652 0.2556571
3.222443 0.1008431
3.565503 0.4070331
3.024684 0.2435353
2.972536 0.05209687
3.531923 0.3429182
2.632709 0.3470552
3.142608 0.4144348
3.523691 0.2582641
3.280059 0.1642606
2.987076 0.4365919
3.273859 0.4365135
2.863319 0.2258786
2.586299 0.4419388
2.686102 0.3038959
2.750827 0.4777425
2.798233 0.1688341
2.705189 0.1282037
2.940594 0.08119849
2.78709 0.3499607
2.436777 0.03943552
2.450656 0.3258809
2.639755 0.2640338
2.779643 0.3217121
3.003238 0.450159
2.817581 0.3498617
2.794151 0.3568073
2.601988 0.209067
2.815958 0.3825877
3.056993 0.3378609
3.739402 0.4911807
2.775384 0.1635049
2.764809 0.4444673
3.567985 0.2406585
2.689717 0.2614351
3.611065 0.3710835
3.02926 0.1023476
2.712015 0.359302
3.018053 0.303231
2.671839 0.1825415
2.773359 0.2749921
2.414363 0.3533761
2.332285 0.4161303
2.919606 0.3915741
2.476885 0.3097051
3.049885 0.07931904
3.273184 0.4266524
2.709652 0.4058687
2.533526 0.1851195
2.809213 0.265063
3.155917 0.3887482
2.969599 0.1560843
2.633123 0.2226632
2.414303 0.2385554
2.537218 0.4901487
