"p_1" "p_2" "p_3" "p_4"
0.1572867 0.001899013 0.7887648 0.05204952
0.1456318 0.001638786 0.7985492 0.05418016
0.168028 0.003424763 0.7798479 0.0486993
0.1828541 0.0003253744 0.7606191 0.05620149
0.1444206 0.0006669164 0.8053085 0.04960403
0.1825368 0.003385194 0.7627202 0.05135788
0.1753845 0.000244811 0.7726759 0.05169474
0.1873956 0.002817407 0.745405 0.06438196
0.1741348 0.0005656463 0.7651055 0.06019405
0.1969076 0.002038158 0.7522818 0.04877249
0.1606601 0.0029883 0.7758436 0.06050805
0.1580627 0.003096828 0.7871619 0.05167853
0.1650046 0.0004551677 0.7724823 0.062058
0.1461185 0.0016581 0.7896816 0.06254183
0.179904 5.514372e-05 0.7676717 0.05236917
0.1617952 0.003692541 0.76897 0.06554225
0.1354714 0.001951074 0.8013322 0.0612453
0.1661871 0.002891458 0.7774735 0.05344792
0.1661353 0.0002756511 0.770461 0.06312805
0.151739 0.0002506851 0.7897131 0.0582972
0.1395531 7.248765e-05 0.8041558 0.05621866
0.1755129 0.004417672 0.7608524 0.05921706
0.1573079 0.000119888 0.7777977 0.06477447
0.1653921 0.001783629 0.7847979 0.04802639
0.1541892 0.0007602666 0.7831884 0.06186217
0.155719 0.0001027505 0.7820342 0.06214411
0.1681455 0.001421797 0.7910437 0.03938896
0.1466591 0.00676346 0.8012589 0.04531857
0.1633903 0.000857159 0.7734428 0.06230969
0.1716112 0.005437724 0.772006 0.05094505
0.1367641 0.0006511656 0.8036481 0.05893666
0.159052 0.0004239353 0.7795791 0.06094499
0.1650966 0.003731425 0.7861454 0.04502651
0.1670405 0.001072056 0.7886344 0.04325297
0.1579358 0.001060975 0.7802252 0.06077803
0.165235 0.00161194 0.7841298 0.04902327
0.1588584 0.001630609 0.78447 0.05504102
0.1464438 0.0003966565 0.7985623 0.05459719
0.1576167 0.001203094 0.7873788 0.05380133
0.1635863 0.0003621154 0.7892552 0.04679631
0.177901 0.003083931 0.7560466 0.06296842
0.1662962 0.002167072 0.7723967 0.05914006
0.1742461 0.004281514 0.7656528 0.05581959
0.1584808 0.0005496271 0.7758793 0.06509034
0.1723037 0.000473126 0.7612577 0.06596556
0.1697653 0.001337367 0.7779746 0.0509227
0.1598968 0.00115648 0.781386 0.05756069
0.1780512 0.001370427 0.7585316 0.0620468
0.1465863 0.0002770256 0.7949143 0.05822235
0.1833667 0.001781691 0.7535369 0.06131469
0.1710769 0.00170539 0.7845832 0.04263454
0.1634594 0.001835609 0.7797105 0.05499457
0.186987 0.0008920602 0.7621268 0.04999421
0.159045 0.0002527088 0.7871793 0.053523
0.153841 6.64281e-06 0.7842389 0.06191349
0.1777057 0.001636789 0.7733702 0.0472873
0.1660771 0.002155864 0.7692287 0.06253835
0.1721534 0.0003696588 0.764844 0.06263299
0.16614 0.0007131126 0.777134 0.05601291
0.1893966 0.0003754783 0.7616554 0.04857249
0.1559095 0.006394991 0.784582 0.05311353
0.1552102 0.001203509 0.786788 0.05679824
0.1618545 4.674755e-05 0.7924217 0.04567708
0.1824442 0.00199119 0.7710604 0.04450424
0.1737385 0.001199007 0.7693377 0.05572485
0.1570237 0.00183328 0.7882085 0.05293452
0.162774 0.004384935 0.7725182 0.06032284
0.1609416 0.004852611 0.7779206 0.05628521
0.1691534 0.00213187 0.7769038 0.05181094
0.1527823 0.003509061 0.7792692 0.06443952
0.1456731 0.0007893021 0.7867409 0.06679671
0.1628038 0.002128216 0.7883377 0.04673023
0.1546996 0.001269896 0.7850344 0.05899614
0.1514671 0.002387952 0.7893388 0.05680613
0.1715758 1.212734e-05 0.7784229 0.0499892
0.1547235 0.0004346263 0.7887942 0.05604772
0.1621503 0.009096899 0.7727559 0.05599687
0.1521486 0.002027943 0.8036556 0.04216783
0.1469685 8.051911e-05 0.7969415 0.05600947
0.148295 0.001189396 0.7842355 0.06628012
0.1620081 0.001954649 0.7906429 0.04539437
0.1600391 0.002039342 0.7817246 0.05619697
0.1573678 0.000233754 0.7973177 0.04508081
0.1684611 0.0006146812 0.7649409 0.06598325
0.1445107 0.0006245566 0.7892062 0.0656585
0.1644938 0.001537907 0.7933133 0.04065498
0.1576428 0.0008113674 0.7912674 0.05027842
0.1674735 0.001447941 0.7684923 0.06258632
0.1726772 0.001418622 0.7794851 0.04641903
0.1564114 0.0005448107 0.7913633 0.0516805
0.150251 0.005142059 0.793367 0.05123998
0.1636349 0.001388443 0.7888563 0.0461203
0.1575642 0.01658667 0.7531531 0.07269607
0.1503471 0.02406662 0.7686594 0.05692691
0.1556807 0.01282633 0.7749343 0.0565586
0.1662474 0.001352682 0.7853537 0.04704624
0.1485239 0.001287724 0.7878983 0.06229007
0.1696121 0.002259425 0.7742116 0.05391687
0.1701496 0.000323293 0.7838909 0.04563617
0.1656494 0.002024112 0.793079 0.0392475
0.1609011 0.0007260623 0.7822192 0.05615356
0.1573053 0.003343831 0.7901122 0.04923862
0.1631288 0.0009497791 0.7902684 0.04565298
0.1980128 0.002581321 0.7535467 0.04585915
0.1447377 0.001588474 0.7924013 0.06127252
0.1693838 0.001576389 0.7757093 0.05333055
0.1642575 0.002486664 0.7761396 0.05711623
0.1606836 0.005091795 0.7783846 0.05584
0.1866613 0.0007103275 0.7651603 0.04746805
0.1775241 0.002439599 0.7644287 0.05560761
0.16942 0.0001485064 0.7715738 0.05885769
0.1488578 0.002638194 0.8087769 0.03972714
0.1650112 0.002374215 0.7794944 0.05312015
0.1584618 0.0008392624 0.7756037 0.06509529
0.1724537 0.004022962 0.7739895 0.04953382
0.1593233 0.002242204 0.7791254 0.05930901
0.1728552 0.002557745 0.7719684 0.05261872
0.1639513 6.30122e-05 0.7721266 0.06385908
0.1745602 0.007111532 0.7666073 0.05172092
0.1530015 0.00349652 0.7917107 0.05179124
0.1663897 0.002657231 0.7795255 0.05142761
0.1716519 0.0001409367 0.7731228 0.05508429
0.1697421 0.0005958467 0.7790995 0.05056261
0.1529007 0.0123979 0.7867924 0.04790898
0.1848446 4.824175e-05 0.7549153 0.06019187
0.1918468 0.0002799484 0.7512115 0.05666171
0.1532541 0.001344843 0.7746128 0.07078823
0.1673688 0.0004261322 0.7715426 0.06066252
0.1748948 0.0005418021 0.7786596 0.04590381
0.1746768 0.0005251039 0.7628239 0.06197421
0.1533871 0.0003413569 0.7897808 0.05649071
0.1474717 0.000641709 0.7984128 0.05347377
0.1734902 0.001026623 0.7700564 0.05542684
0.1625505 0.0005575753 0.7820335 0.05485836
0.1527433 0.002840381 0.7853542 0.05906208
0.1778925 0.0007014499 0.7702802 0.05112589
0.1582315 0.003540469 0.7890322 0.04919586
0.164921 0.002412542 0.7830852 0.04958123
0.1576331 0.008653002 0.7837503 0.04996358
0.1602628 0.0009598915 0.7929686 0.04580871
0.1611074 0.0009952173 0.7822856 0.05561176
0.155444 0.002301132 0.788426 0.05382891
0.1482313 0.000114267 0.7927266 0.05892785
0.1424052 0.0004093164 0.8142325 0.04295298
0.1800635 0.004927782 0.779279 0.03572965
0.1720925 0.008245305 0.7646451 0.05501703
0.1674903 0.002366301 0.7694417 0.06070169
0.1698306 0.004481892 0.7664176 0.05926994
0.1267026 0.03443531 0.7793819 0.05948019
0.1572656 0.0005341931 0.7896345 0.05256577
0.1650019 6.653657e-05 0.7734175 0.06151406
0.1582101 0.0002676883 0.7818547 0.05966752
0.162488 0.001034122 0.7869907 0.04948719
0.1582584 0.009610411 0.7667407 0.06539045
0.1723813 9.078143e-06 0.7828086 0.04480103
0.1549113 0.002816973 0.7839423 0.05832947
0.1725882 0.0005621566 0.7633719 0.06347766
0.1461303 0.001617238 0.792695 0.05955739
0.1860715 0.0006838835 0.7648069 0.04843774
0.1787317 3.048548e-05 0.7699495 0.05128831
0.1605194 3.612437e-05 0.786389 0.05305543
0.1771499 0.003583989 0.7544253 0.06484085
0.1662296 0.001661509 0.7767826 0.05532631
0.1630762 5.637328e-05 0.7844467 0.05242067
0.1589187 0.0002120294 0.7820727 0.05879658
0.1627803 0.0002049935 0.7863533 0.0506614
0.1533075 0.00785327 0.7981611 0.04067809
0.1667272 0.001764711 0.7683604 0.06314768
0.1670169 0.0007335119 0.7787385 0.05351106
0.1563775 0.003855425 0.7846828 0.05508424
0.1563947 0.0003046561 0.7983819 0.04491878
0.1693233 0.001862261 0.7759511 0.05286341
0.1426325 0.00249443 0.7943443 0.06052873
0.1661961 0.001304912 0.7733739 0.05912512
0.1671902 0.00545086 0.7741147 0.05324425
0.1660619 0.0019055 0.77954 0.05249257
0.1709535 2.80346e-05 0.7837094 0.04530901
0.1927375 0.0001424555 0.7538753 0.05324477
0.1583101 0.01488209 0.7620363 0.06477145
0.1522699 0.01515723 0.7720426 0.06053026
0.1057582 0.05143796 0.7888491 0.05395474
0.1418517 0.0369588 0.7854804 0.03570909
0.1497304 0.01399697 0.786782 0.04949066
0.1572101 0.001964663 0.7808213 0.06000402
0.1687507 0.003198676 0.7681777 0.05987289
0.1643528 0.00283656 0.778666 0.05414459
0.1739829 0.002751032 0.7749652 0.04830088
0.1932 0.002103131 0.7593982 0.04529873
0.1767726 0.001793254 0.7563307 0.06510346
0.1585705 0.0002358024 0.7972693 0.04392439
0.1519687 0.00085234 0.7973781 0.04980085
0.1636221 0.000185355 0.7899277 0.04626488
0.1637047 0.000490851 0.7784351 0.05736932
0.1440871 0.002302505 0.8034521 0.05015824
0.1844971 0.001693668 0.7400146 0.07379461
0.15383 0.0076323 0.7886364 0.04990131
0.1591671 2.448338e-05 0.7757384 0.06507007
0.1683138 0.002569902 0.7751606 0.05395576
0.1738249 0.0008989122 0.775561 0.04971519
0.16139 0.001682066 0.7884234 0.04850448
0.1642097 0.0007902448 0.7715501 0.06344998
0.1560882 0.003927236 0.7986812 0.04130337
0.1538225 0.00194176 0.7951516 0.04908423
0.1769412 0.004083456 0.7592899 0.05968536
0.1801648 0.004915906 0.7612191 0.0537002
0.186213 0.0004478622 0.7490039 0.06433532
0.1574863 1.937905e-05 0.7859936 0.05650068
0.1545833 0.0006428202 0.8006942 0.04407976
0.1564284 0.001840423 0.7949593 0.04677183
0.1607613 0.002591913 0.7804945 0.05615228
0.1699153 0.003336261 0.770293 0.05645544
0.1694404 0.001298761 0.7825866 0.04667427
0.1602104 0.0006059107 0.7899634 0.04922023
0.1808708 0.0002467814 0.7657381 0.05314432
0.1631327 0.001115651 0.7565096 0.07924197
0.1789308 0.0003207546 0.7601457 0.06060272
0.170947 0.002722143 0.7766263 0.04970452
0.16065 0.001073935 0.7857198 0.05255631
0.136968 0.0231286 0.7897707 0.05013267
0.1568668 0.001078744 0.8004154 0.04163905
0.16396 0.0002975185 0.7720946 0.06364794
0.1661486 0.0009507963 0.778994 0.05390655
0.1369861 0.0008163272 0.808591 0.05360659
0.1609505 0.0002856658 0.7845761 0.05418776
0.1817434 0.001764248 0.7693741 0.04711824
0.1662116 0.001602724 0.7881056 0.04408003
0.1672273 0.002635352 0.7823628 0.04777455
0.1755369 0.004835928 0.7520051 0.06762207
0.160911 0.002860238 0.7819192 0.05430957
0.1634909 0.0005769351 0.7658994 0.0700328
0.1615663 0.0008118221 0.7776141 0.06000776
0.1767844 0.005978947 0.7566561 0.06058057
0.1491534 0.01040587 0.7952877 0.04515304
0.1489058 0.008470871 0.7979753 0.044648
0.1559325 0.001180654 0.792011 0.05087587
0.1703251 0.001907584 0.768666 0.05910136
0.1848806 0.0002728557 0.7527167 0.06212982
0.1629779 0.003890671 0.7790486 0.05408277
0.158622 0.002100319 0.7806893 0.05858842
0.139164 0.02064296 0.7867591 0.05343396
0.1629045 0.01839935 0.7563221 0.06237414
0.1637352 0.0006065153 0.7787641 0.05689417
0.1639765 0.0002165653 0.7830163 0.05279055
0.1700589 0.0007872148 0.7710511 0.05810281
0.1651592 0.0003877412 0.7986628 0.03579033
0.1675289 0.0007703748 0.7802209 0.05147984
0.15285 0.00161604 0.7880001 0.05753391
0.1471158 0.004417156 0.7940174 0.05444966
0.1497932 0.0002874487 0.778025 0.0718944
0.16549 0.0001982892 0.7898395 0.04447222
0.1815352 0.001943322 0.7737737 0.04274771
0.1877095 0.004170771 0.7436731 0.0644466
0.1644981 0.0008232661 0.778285 0.05639365
0.1717081 0.00842829 0.7608882 0.05897541
0.1752118 0.004441639 0.7775151 0.04283143
0.1825227 0.0008640596 0.7753035 0.04130974
0.1699999 0.0002019422 0.7811083 0.04868983
0.1588681 0.008319446 0.7881213 0.04469108
0.1718725 0.002268594 0.7638525 0.06200644
0.1797905 0.004112571 0.7738787 0.04221817
0.1636209 0.000179577 0.776496 0.05970359
0.173832 0.003495989 0.7716445 0.05102746
0.1531634 0.004351011 0.7971021 0.04538341
0.1558298 0.00311079 0.8008293 0.04023013
0.1681613 0.0009341377 0.7781729 0.05273164
0.1579368 0.002885017 0.78284 0.05633816
0.1625355 0.0002291349 0.7988349 0.03840049
0.1524217 0.001005545 0.7980802 0.04849253
0.1646094 9.320177e-05 0.7890924 0.04620499
0.1587373 0.001096855 0.7883363 0.05182954
0.1435711 0.0004647789 0.8085621 0.0474021
0.1420914 0.0003172787 0.7964824 0.06110894
0.1614786 0.003546487 0.7752727 0.0597022
0.1736405 0.003133671 0.7696869 0.05353891
0.157451 0.002146203 0.7882621 0.05214067
0.1659844 0.003870513 0.7875072 0.04263793
0.1743406 7.261291e-05 0.7708712 0.05471559
0.179438 0.002847627 0.7791549 0.03855945
0.1542065 0.002970331 0.7907633 0.05205981
0.1707945 0.001587572 0.7724502 0.05516769
0.195415 0.0009941047 0.7429436 0.06064729
0.1701743 0.0007903641 0.7783844 0.05065096
0.134775 0.003528847 0.8151437 0.0465524
0.1603395 0.0009167809 0.7938428 0.04490093
0.1694079 0.0002975407 0.7818389 0.0484557
0.1631915 0.001020947 0.7796433 0.05614419
0.1794761 0.0001100098 0.7581069 0.06230699
0.1669186 0.002146948 0.7664907 0.0644438
0.1600647 0.0004656522 0.7830427 0.05642695
0.1762494 0.001611427 0.7773568 0.04478232
0.1712968 0.007569407 0.7684326 0.05270121
0.1535997 0.004462936 0.7919391 0.04999828
0.1743641 2.582188e-05 0.7723094 0.05330075
0.1689066 0.002513682 0.7783119 0.05026774
0.1727606 0.003484691 0.7667241 0.05703067
0.1760433 0.0005150325 0.7670297 0.056412
0.1704043 0.003209803 0.7840557 0.04233027
0.1696827 0.001414342 0.7655908 0.06331218
0.1570008 0.001443393 0.796792 0.04476383
0.1428778 0.001288774 0.8124003 0.04343316
0.1718387 0.0005384689 0.7847305 0.04289235
0.1658024 0.005354166 0.7676544 0.06118901
0.1563372 0.002676246 0.7837448 0.05724181
0.1791099 0.0003091126 0.774409 0.04617206
0.1509456 0.0005300207 0.7938301 0.05469431
0.1689796 0.001764015 0.7777681 0.05148821
0.1770996 0.0004749817 0.7701475 0.05227794
0.1712031 0.0003489262 0.773035 0.05541298
0.1594006 0.0002329447 0.7910547 0.04931179
0.1469785 0.0003840079 0.7933722 0.0592653
0.1727329 0.00144089 0.7622877 0.0635385
0.1682888 0.0005546292 0.7700302 0.06112638
0.1619323 0.0113954 0.7796383 0.04703405
0.166166 0.0003544964 0.7883477 0.0451318
0.1654605 0.002111766 0.7818815 0.05054631
0.1649395 0.0009569002 0.7734378 0.06066582
0.1571553 0.002222264 0.7845019 0.05612046
0.1526549 0.0008648046 0.781313 0.06516731
0.1824195 0.0004003189 0.7686255 0.04855464
0.1720988 0.001191968 0.7802468 0.04646249
0.155086 0.001256956 0.7741056 0.06955148
0.1530569 0.002194112 0.7738997 0.07084928
0.14498 9.454726e-05 0.810188 0.04473737
0.1875633 0.0003000321 0.757818 0.05431862
0.1747474 0.003533092 0.7726164 0.04910306
0.165333 0.0006893856 0.7796504 0.05432727
0.1474993 0.002519142 0.7887405 0.06124108
0.1735111 0.00173281 0.7800819 0.04467414
0.1645445 0.0006581603 0.7819968 0.05280046
0.161837 0.001926394 0.7818176 0.05441897
0.1722538 0.0006408509 0.7740408 0.05306451
0.1774866 0.0003247634 0.7812015 0.04098711
0.1530979 0.0009010509 0.7844134 0.06158769
0.1442414 0.0007458356 0.7965044 0.05850844
0.1715475 0.004072765 0.7722448 0.052135
0.1657813 0.001403153 0.7763453 0.05647027
0.1605883 0.0001041049 0.7823268 0.05698084
0.1589531 0.0007852867 0.7922789 0.04798268
0.1844484 0.0009776258 0.7615602 0.05301381
0.1540582 0.003160994 0.7871476 0.05563319
0.1497043 0.001494436 0.8031542 0.04564705
0.1657766 0.00311578 0.7817039 0.04940374
0.1470307 0.008631891 0.7759966 0.0683408
0.119838 0.0299135 0.7997715 0.05047701
0.171276 0.0003917797 0.7903834 0.03794877
0.1602952 0.005049123 0.7781359 0.05651976
0.1689546 0.00272471 0.7847123 0.04360838
0.1591258 0.001143634 0.7909006 0.04883003
0.1789407 0.002277957 0.783695 0.03508634
0.1546806 0.005048511 0.7805435 0.05972744
0.1709573 0.002347798 0.771775 0.05491987
0.1730634 0.0002509962 0.7691661 0.05751945
0.1816103 0.0015344 0.7656345 0.05122073
0.1629296 0.001429141 0.7758186 0.05982265
0.1620574 0.001408045 0.7861621 0.05037242
0.1722745 0.001163762 0.7761866 0.05037515
0.1709527 0.0003369917 0.778587 0.05012336
0.1813989 0.000322932 0.75643 0.06184823
0.1593929 0.0003939416 0.7829235 0.0572896
0.1545359 6.192179e-05 0.7949236 0.05047865
0.1636609 0.009463151 0.778471 0.048405
0.1686128 0.0003943379 0.7718105 0.05918238
0.1670282 3.319154e-06 0.7817484 0.05122008
0.1717263 0.001546526 0.7786074 0.04811977
0.175746 0.0004509358 0.762739 0.06106414
0.1831752 0.001995461 0.7665584 0.04827085
0.1390183 0.001342537 0.7959824 0.06365674
0.1810569 0.001204614 0.7617323 0.05600622
0.1716292 0.001162617 0.7747183 0.05248983
0.1622843 0.0004368403 0.7867357 0.05054322
0.169863 0.0009729244 0.7701592 0.05900483
0.1676923 0.0002552092 0.7662572 0.06579533
0.1769433 0.001477787 0.7739672 0.04761163
0.1613278 0.0007111238 0.7974613 0.04049974
0.1490714 0.01032686 0.7825771 0.05802466
0.1636439 0.0001116752 0.7892093 0.0470351
0.1599359 0.01050421 0.7766375 0.05292248
0.1616099 0.0012887 0.7712526 0.06584877
0.1713333 0.006232881 0.775561 0.04687281
0.1696242 0.003214109 0.7696112 0.05755048
0.1414286 0.001305765 0.8133417 0.04392396
0.1670173 0.0002577619 0.7827471 0.04997782
0.1433543 4.236848e-05 0.8129551 0.04364822
0.1325851 1.700463e-05 0.8049526 0.06244528
0.1594957 0.003248257 0.7794434 0.05781261
0.1736034 0.0007362941 0.7679168 0.05774349
0.1593065 1.993452e-05 0.7911361 0.04953745
0.177542 0.003402634 0.7602985 0.05875691
0.1542509 0.00408234 0.7790624 0.06260438
0.1644297 0.00539866 0.7696025 0.06056912
0.1632669 0.003909877 0.7787648 0.05405839
0.1642972 0.0008183993 0.7782785 0.05660591
0.1703438 0.002690426 0.7760784 0.05088738
0.1684366 0.0003999055 0.7756596 0.05550394
0.1631474 0.002520331 0.7852511 0.04908109
0.186286 0.001793032 0.7626174 0.04930351
0.1612911 0.000171027 0.7936427 0.04489524
0.1454767 0.004594754 0.7872912 0.06263739
0.1688315 0.003514151 0.7703122 0.05734216
0.180736 4.637121e-05 0.7669044 0.05231332
0.175281 0.001508369 0.7656585 0.05755214
0.1530226 9.290868e-05 0.8048403 0.04204418
0.1609389 0.0002802596 0.7859214 0.05285942
0.1661666 0.001068181 0.7672019 0.06556326
0.1605993 0.002298932 0.7903215 0.0467803
0.164491 0.0006673086 0.7872256 0.04761605
0.1508804 4.212105e-05 0.8009711 0.04810641
0.1618064 0.001082791 0.7903795 0.04673131
0.1604522 0.000536338 0.7818731 0.05713832
0.1684189 0.0008742882 0.7804451 0.0502617
0.1735411 0.0002731942 0.7649862 0.06119953
0.1574325 0.005562294 0.7865594 0.0504458
0.1685161 0.001877253 0.7814484 0.04815821
0.184078 0.0002509352 0.7613151 0.05435602
0.1719834 0.001507655 0.7769998 0.04950908
0.163297 0.001697789 0.7788685 0.05613674
0.1546243 0.002188906 0.7873846 0.05580214
0.1763346 0.001475114 0.7729836 0.04920665
0.1950248 0.001626001 0.7533571 0.04999215
0.1705055 0.001009228 0.7758788 0.05260645
0.1796287 0.0001977471 0.7778961 0.0422775
0.1499751 0.0001744007 0.7797627 0.0700878
0.1779194 0.002106714 0.7709367 0.04903721
0.1675014 0.004989384 0.7582587 0.06925049
0.1573192 0.0008415437 0.7905978 0.05124143
0.1814359 0.00165403 0.7713416 0.04556849
0.1609723 0.001361619 0.7834729 0.05419319
0.1554475 0.00176551 0.8026428 0.0401442
0.1492861 0.001618474 0.7855096 0.06358589
0.1869025 0.001068667 0.7532875 0.0587414
0.1711517 0.001216902 0.7785167 0.04911474
0.193416 0.0004006534 0.7643145 0.04186886
0.1798132 0.0003475261 0.7762818 0.04355752
0.1389881 0.001103494 0.8055196 0.05438886
0.1714587 0.0005443654 0.7694151 0.05858178
0.168788 0.001285387 0.7732127 0.05671383
0.1457003 0.002503111 0.8037949 0.04800164
0.1470217 3.742735e-05 0.7948327 0.05810819
0.1695062 0.001920091 0.7832568 0.04531686
0.1723905 0.003111347 0.7675135 0.05698465
0.1666369 0.002517274 0.7646991 0.06614672
0.1776827 0.00127037 0.7578004 0.06324651
0.1689407 0.0001103483 0.7831751 0.04777385
0.178692 0.003579365 0.7760273 0.04170137
0.1685701 0.0005217697 0.7730402 0.05786794
0.1662847 0.004230591 0.7848474 0.04463732
0.1507406 0.0004691411 0.7780164 0.07077384
0.158058 0.0007923475 0.7923526 0.04879701
0.1577666 0.0009056877 0.7962195 0.04510822
0.1651736 0.0002948139 0.7845246 0.05000695
0.1621162 0.004853847 0.7856841 0.04734585
0.1658288 1.972645e-05 0.7879775 0.04617393
0.1372886 0.001613439 0.8005025 0.06059553
0.1570088 0.004684559 0.783425 0.05488171
0.1668327 0.001873865 0.77622 0.05507351
0.163144 0.001516873 0.7937222 0.04161692
0.1565305 0.001046472 0.7865519 0.05587109
0.1865475 0.001562034 0.7636694 0.04822105
0.1367432 0.02167277 0.7934402 0.0481439
0.1543284 0.0004145212 0.800143 0.04511402
0.1890529 0.002198828 0.766236 0.0425122
0.1599874 0.003387015 0.7735187 0.06310689
0.1575674 0.0001235922 0.7851233 0.05718563
0.1614285 0.001123893 0.7882568 0.04919072
0.1634339 0.0005569284 0.7891382 0.04687094
0.1588185 0.001867109 0.7818649 0.0574495
0.1587258 0.005106838 0.7793293 0.05683801
0.1634483 0.0003012511 0.7823899 0.05386054
0.1532819 0.002369921 0.7983075 0.04604072
0.1913524 0.000756432 0.7594644 0.04842674
0.1464432 0.004757295 0.7942304 0.05456905
0.163695 0.001114595 0.7742063 0.06098412
0.1623033 0.001888925 0.7938887 0.04191903
0.1570465 0.0006934647 0.7935705 0.0486895
0.1722225 0.000597853 0.7658434 0.06133618
0.1594629 0.0003309735 0.7920991 0.04810696
0.1662694 0.0006558886 0.7727058 0.06036885
0.1735412 0.0005141689 0.7695049 0.05643979
0.1416112 0.0002282531 0.8091144 0.04904618
0.1616796 0.0006013223 0.7893672 0.04835187
0.1852227 0.000407811 0.7677597 0.04660979
0.1727395 2.777542e-05 0.7860089 0.04122377
0.170632 0.001337369 0.7778093 0.05022131
0.1494185 0.0004993419 0.8083898 0.04169236
0.161266 0.004125567 0.7804347 0.05417376
0.1488051 7.21051e-05 0.7787149 0.0724079
0.1741775 0.001615562 0.7669565 0.05725041
0.1592848 0.001595548 0.7931601 0.04595965
0.1575242 0.0005721562 0.7826803 0.05922343
0.1527527 0.00438652 0.7820465 0.06081426
0.1777645 0.001297974 0.7717403 0.04919719
0.1831175 0.0008719148 0.7666188 0.04939178
0.1619165 0.0006561445 0.7829571 0.05447032
0.1772356 0.0001810555 0.7732111 0.04937222
0.1635663 0.006304051 0.7952009 0.03492873
0.160825 0.00136839 0.7648828 0.07292373
0.1571646 0.0009060781 0.7765976 0.06533166
0.1644756 0.0008546577 0.7843178 0.05035195
0.1714599 0.002529035 0.7647339 0.0612772
0.1424787 0.002222862 0.8073988 0.04789962
0.1616591 0.001418588 0.7707934 0.06612895
0.1771952 0.002238402 0.7726724 0.04789399
0.1613177 0.005375376 0.7793773 0.05392965
0.1441437 0.002228485 0.8018904 0.05173733
0.160143 0.003346196 0.7758366 0.06067422
0.1920823 0.0006990352 0.7581305 0.04908823
0.1508219 0.001541902 0.7919002 0.05573605
0.1713428 0.0006435821 0.7800843 0.04792936
0.1434721 0.01819272 0.7915412 0.046794
0.1486947 0.001155916 0.7993624 0.050787
0.1799158 0.000240027 0.7612849 0.05855927
0.1688374 0.001654108 0.7809647 0.04854377
0.1551814 0.004530266 0.7923993 0.04788901
0.1670366 0.001067363 0.7814542 0.05044184
0.1620104 0.002170949 0.7852378 0.05058085
0.1629187 0.0005581805 0.7797498 0.05677324
0.1651228 0.001213136 0.790462 0.04320211
0.1425172 0.0006152593 0.7962088 0.06065878
0.1515314 0.001499471 0.8025049 0.04446423
0.1482134 0.002738934 0.8063286 0.0427191
0.1545029 0.0004963397 0.7859134 0.05908727
0.1535644 0.0006054108 0.7882417 0.05758847
0.171546 0.0003019862 0.7669651 0.0611869
0.1626021 0.005083946 0.7813486 0.05096539
0.1578667 0.005523914 0.780317 0.05629239
0.1708357 0.0003225028 0.7664882 0.06235355
0.1543253 0.0004049447 0.7868969 0.05837278
0.1501921 0.003001616 0.7798662 0.06694009
0.2013776 0.0006735851 0.7498896 0.04805927
0.1614556 0.004225803 0.7664713 0.06784735
0.1766733 0.001492668 0.7717721 0.05006192
0.1694142 0.004370025 0.7759038 0.05031207
0.1521215 0.004505582 0.7964855 0.04688741
0.1682713 0.01144149 0.7625936 0.05769361
0.1746312 0.0006264507 0.7781245 0.04661779
0.1703394 0.000543823 0.7811242 0.04799259
0.1820533 0.0003841084 0.7663193 0.05124328
0.1673981 0.003327725 0.7783809 0.05089319
0.1605177 0.0005895692 0.7960813 0.04281148
0.170057 0.0009974818 0.772731 0.05621455
0.162308 0.003687506 0.7850479 0.04895659
0.1768491 0.0008095933 0.7607908 0.06155056
0.1380023 0.02781468 0.7714473 0.0627357
0.144915 0.01416079 0.7807697 0.06015449
0.174184 0.005345841 0.769887 0.05058322
0.1814469 0.0002822929 0.7528446 0.06542627
0.1731269 0.0002517645 0.7715789 0.0550425
0.1696925 2.008457e-05 0.7621771 0.06811031
0.1708275 0.00149009 0.7580593 0.06962317
0.146623 0.001424027 0.7965102 0.05544276
0.1761341 0.004225038 0.7725739 0.04706694
0.1778365 0.000739934 0.77177 0.04965356
0.1470233 0.005781816 0.794451 0.0527439
0.1640321 0.002367752 0.7706573 0.06294285
0.1612764 0.004222413 0.767599 0.06690215
