"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3" "beta1_4" "beta2_4"
14.20816 4.003729 11.29196 1.239197 -30.37593 -3.936229 30.3754 4.078483
14.30066 4.00695 15.33724 7.254403 -30.34307 -3.907175 30.28386 4.162378
14.57831 4.159221 0.4565609 8.631936 -30.05306 -3.920065 30.1226 3.988961
14.46053 4.035335 4.536367 -16.35381 -30.10086 -3.875869 29.89316 4.057096
14.24504 4.039773 6.407272 16.4946 -30.3555 -3.912898 29.9862 3.907368
14.65548 4.068585 -15.20778 3.220949 -30.0247 -4.022336 30.08538 4.18646
14.24463 3.958516 7.772661 -8.47615 -30.25639 -3.894829 30.18093 3.903013
14.2376 4.025626 2.055184 -10.36963 -30.35715 -3.866179 30.24306 3.741735
14.89136 4.064363 8.728797 7.729242 -30.04495 -3.873248 30.0151 4.038502
14.61061 4.097637 3.701527 -7.4491 -30.14179 -3.913042 30.16691 3.93702
14.43838 4.063557 7.136011 2.472892 -30.23016 -3.867999 30.34109 3.931131
14.26293 4.074056 -1.206962 19.28406 -30.15802 -3.950006 30.34854 4.021225
14.54013 4.056837 5.29349 4.463632 -30.09216 -3.866743 29.85262 4.057375
14.45523 4.069442 -0.9988412 8.045951 -29.9942 -3.968209 30.3383 4.156312
14.35899 4.072262 -13.87784 7.072429 -30.29806 -3.948409 30.19696 3.77204
14.79259 3.865565 -1.480506 13.34675 -30.02646 -3.911356 29.9253 3.952685
14.49545 4.092285 -17.48856 -6.537432 -30.07812 -3.978209 30.14403 3.964199
14.33847 3.830369 1.715655 -6.92456 -30.18401 -3.957714 29.71753 3.942134
14.2585 4.03147 2.427388 -9.140377 -30.27353 -3.911224 30.00564 4.037634
13.80793 4.007896 -10.66536 -15.59599 -30.3025 -3.962464 30.26276 3.819539
14.22061 4.037936 -2.902986 20.19868 -30.05005 -3.956761 30.21821 3.995384
14.64095 4.027888 5.233616 -4.384454 -30.11773 -3.803016 29.95009 3.949901
14.24265 4.006135 3.150902 -7.684564 -30.08789 -3.941989 30.47678 4.011421
14.53804 4.073861 13.70792 7.324862 -29.98757 -4.005611 30.12205 4.041346
14.08058 4.08082 -4.908077 -18.01475 -30.46092 -3.958143 30.37124 4.044726
14.83021 4.063661 12.27632 7.528342 -29.97234 -3.901834 30.16241 3.97909
14.87604 4.105447 4.36705 -17.97454 -30.13065 -3.864652 29.97283 4.01864
15.004 3.879311 10.5097 9.373027 -30.01178 -3.947073 30.26844 3.92335
14.79943 3.980384 14.26141 -15.40807 -30.26855 -3.91686 30.09024 3.982545
14.9444 4.073792 13.22496 -0.09283702 -30.11188 -3.958021 30.15741 3.933094
14.5733 3.994618 11.52196 -11.20613 -30.13266 -3.952932 29.91914 3.88906
14.57305 4.078962 -8.924762 -13.05038 -30.32108 -3.939414 30.22911 3.963189
14.72607 4.118145 18.20846 -5.230885 -30.23752 -3.90606 30.0887 3.859499
14.70284 4.017201 -0.2283426 7.940039 -30.35828 -3.929054 30.22112 4.176781
14.86136 3.968595 -13.806 -1.67573 -30.26894 -3.943415 29.8382 4.116573
14.80802 4.003402 -8.775245 0.872311 -30.0878 -3.933811 29.87468 4.004197
14.79152 4.047547 -6.774427 6.947167 -30.06117 -3.859082 30.24923 4.014588
14.54285 4.078306 -18.75928 -5.149729 -30.30886 -3.870171 30.57363 3.945337
14.72918 3.900629 4.049847 1.131473 -29.82665 -3.916751 30.05214 3.943165
14.76123 3.998377 1.169791 -7.240646 -29.9274 -4.010094 30.2305 4.048154
14.46783 4.164982 14.73139 5.320137 -29.9693 -3.927245 30.01834 3.985125
14.50927 4.139045 -18.00135 8.804029 -30.16026 -3.91941 30.13274 3.929133
14.71558 4.040555 -1.380272 -0.6948697 -29.91216 -3.981286 29.90947 4.026235
14.59492 4.114811 4.770519 7.66111 -30.09696 -3.939425 29.98272 4.004824
14.59777 3.932358 -14.61188 21.15199 -30.15209 -3.851056 29.82363 3.89397
14.90418 4.108742 12.27052 11.27247 -30.27263 -3.840128 30.22444 3.928075
14.95072 3.96749 13.17625 13.44158 -30.10889 -3.950521 30.11528 4.068993
14.70828 3.991549 5.261902 4.708336 -30.15146 -3.835079 29.91845 4.135397
14.64163 4.145711 9.516859 5.871909 -30.33165 -3.951453 30.39498 3.935099
14.62432 3.968461 -22.62813 -5.197446 -30.06611 -3.926397 30.26601 3.80858
14.76782 4.070772 0.3214806 -28.30404 -30.18891 -3.89113 30.0775 3.912074
14.56489 3.891333 -4.154439 -2.312991 -29.9321 -3.878409 30.10213 3.90018
14.20923 3.936827 -1.3155 -12.44415 -30.04172 -3.957555 30.17128 3.833203
14.25217 3.992901 9.334305 7.782789 -29.95973 -3.923286 29.96664 4.035996
14.17353 3.922869 -22.4352 12.81428 -30.30373 -3.852033 30.05488 3.817302
13.88838 4.122464 15.59467 -2.01484 -30.40844 -3.920837 30.23874 3.892846
14.71571 4.068915 0.3802943 -11.69622 -30.0368 -3.953306 30.01906 3.906064
14.575 3.967394 13.72402 -0.1159023 -29.96806 -3.962487 30.01779 3.993793
14.57573 4.192716 -8.999281 4.736576 -30.26565 -3.843038 30.10096 3.995502
14.54066 4.012099 14.4478 6.69143 -30.32986 -3.971622 29.90304 4.005845
14.64208 4.078577 0.9569517 21.57592 -30.36913 -3.915885 29.9145 3.883803
14.67764 4.146353 -11.63735 20.70013 -30.23642 -3.913044 30.15467 4.083509
14.41168 3.935823 11.40969 5.297087 -30.12771 -3.946404 29.99028 4.059775
