Delta_1 Delta_2 
0.184975 -0.02977073 
-0.007091049 0.00252879 
0.005570628 -0.004978727 
-0.06602143 0.001424613 
-0.03547493 -0.02380745 
-0.02829377 -0.007363834 
0.008717893 -0.006718244 
-0.01566812 -0.01795383 
-0.06436042 -0.008211088 
-0.07111593 -0.009823497 
-0.01030859 -0.000460171 
0.02485016 -0.02282541 
0.02071939 -0.0106707 
0.05281603 0.01137168 
-0.0337887 -0.006878438 
0.04631894 0.01441556 
-0.07277986 0.00508168 
-0.05320194 0.006217467 
-0.0285439 0.0266357 
-0.006010827 -0.005308381 
-0.02629097 0.02211172 
0.04962181 -0.01835889 
-0.1082846 0.0003562189 
-0.05976304 0.002720118 
0.01241199 -0.01092515 
-0.06268993 -0.003702477 
0.04387334 0.017401 
0.009832445 -0.009845264 
0.01536946 -0.02325093 
-0.03093598 0.003039958 
-0.02890471 -0.007320457 
-0.01789692 -0.02233083 
-0.1009419 0.003990988 
0.01825251 0.006745674 
-0.02963971 -0.01951481 
-0.05592694 -0.009269211 
-0.01484658 0.002384288 
-0.007513393 0.001512225 
-0.08033438 0.04927863 
-0.1291336 0.003361998 
0.04203049 0.01444089 
-0.07610582 0.006488363 
-0.08910089 -0.007613317 
0.05878371 -0.001211382 
0.007277521 0.01373641 
-0.01997681 0.01280723 
-0.08235373 -0.008319702 
-0.02637682 -0.02342382 
-0.07606337 0.004859165 
-0.06828142 -0.007921054 
0.01091258 0.02458252 
-0.02393389 0.01638579 
-0.03444588 -0.01092494 
-0.1295894 -0.03367712 
0.06286239 -0.002342173 
0.02741229 -0.008113646 
0.03717369 -0.01997291 
-0.05002091 0.01219416 
-0.00103548 -0.001795191 
0.01573677 -0.001544995 
0.01998187 -0.02748826 
-0.07519441 -0.01312108 
-0.08371413 -0.01488236 
0.002114066 -0.03253325 
-0.05636515 0.01374021 
0.005574246 -0.006840361 
-0.03036902 -0.02878082 
-0.0273284 -0.01799578 
-0.0003432379 -0.002867165 
-0.06275908 0.001995989 
-0.05633532 -0.00931434 
0.03043457 -0.01548502 
0.002173785 0.02714868 
-0.02726787 0.009292812 
-0.01061197 -0.01087566 
0.06290402 -0.02643935 
-0.04362665 0.002708601 
0.03575926 -0.007477119 
-0.001132308 -0.004548647 
-0.0206926 -0.008986621 
-0.02548467 -0.0084859 
0.0494251 -0.01892289 
-0.01334267 -0.005226275 
-0.02664348 -0.0009366831 
-0.002822285 0.01521666 
-0.04793864 -0.004385417 
-0.0537871 0.006840862 
-0.02441057 0.000989462 
0.001264234 0.001670508 
-0.05550993 -0.01775926 
-0.05304051 -0.001756981 
0.01241025 0.03994206 
-0.1134148 0.0001792302 
-0.07423755 0.0112444 
-0.02473574 -0.003496185 
-0.1119039 -0.01702044 
-0.02592215 -0.002983146 
-0.03591269 -0.02299627 
-0.007370167 0.01089365 
-0.03234471 -0.006252941 
-0.1666038 -0.01645298 
-0.009473548 0.02309071 
-0.03609491 0.00642898 
-0.05656958 0.01363402 
-0.02816056 0.007088552 
0.07161272 -0.02201735 
-0.006258052 -0.02322642 
0.06200929 0.007168638 
-0.01370679 0.02320936 
-0.014739 0.004105507 
-0.01196029 -0.001286087 
-0.05607212 -0.02254945 
0.05020956 -0.01753608 
0.0592658 -0.01474038 
0.1311703 -0.00506952 
0.02016484 -0.04275276 
-0.01669366 -0.00958877 
0.07918218 0.01235212 
-0.002951451 -0.003977469 
0.07621771 -0.03282664 
0.1567538 0.01175226 
-0.0285512 -0.00790041 
-0.1351242 0.005319134 
-0.02648396 -0.0006546537 
0.07375573 -0.009101131 
0.0004333947 0.008709812 
0.01973089 0.01138162 
-0.04367763 0.02393517 
-0.016873 0.006083788 
-0.05094774 -0.0259815 
-0.03939692 -0.02124074 
-0.04365959 -0.02104115 
0.006304624 0.008812866 
0.1240282 -0.002066132 
0.1431183 0.0324083 
0.111357 -0.02483506 
-0.05095983 -0.01305741 
0.05897222 -0.01377854 
0.03943822 -0.04791981 
-0.03291095 0.01007248 
0.04450315 0.01177342 
0.01776675 0.01215047 
0.03372563 -0.02487356 
-0.03858482 0.005033864 
0.02041018 -0.01347642 
0.1296543 0.01017579 
-0.01858654 0.008552734 
-0.07078024 0.01042498 
0.02529293 0.01424512 
-0.02094217 -0.00532882 
-0.06160437 -0.003513855 
0.02680694 -0.0133228 
-0.0564273 -0.02185402 
-0.08653251 -0.001248066 
0.0514942 -0.02347636 
-0.0614842 -0.02040072 
0.05077939 -0.001711166 
-0.06458363 -0.008268605 
-0.0460083 -0.0005671507 
-0.1403587 0.0007595262 
0.07445323 0.007430244 
-0.01372873 0.006719393 
0.1291261 0.005086977 
-0.05654478 0.01920906 
0.02195458 0.01301436 
0.09039516 -0.00238156 
0.005149943 0.0003608857 
0.04352629 0.0477102 
0.04711317 -0.007476395 
-0.05491163 -0.003994524 
-0.04671348 -0.01097826 
-0.01943132 0.003820062 
0.01280008 -0.004371965 
-0.05006811 0.003202676 
-0.05703838 -0.009964517 
0.02158568 -0.005423233 
-0.015058 -0.009374826 
-0.03773698 -0.005932563 
-0.03393779 0.002503898 
0.009892467 0.02650962 
-0.1115944 0.01128414 
-0.03453755 0.02506826 
-0.03316783 0.00718657 
0.1379879 -0.0202248 
-0.06615906 -0.02520913 
-0.008894256 -0.03174888 
-0.075185 0.01584681 
-0.03679305 0.0008618802 
-0.02326965 0.006272378 
-0.1235245 -0.02830753 
0.1115494 0.004078594 
-0.05857567 -0.005721475 
-0.05665506 -0.0003799253 
-0.0620763 0.005666138 
-0.02335237 -0.006588185 
0.01200077 5.95977e-05 
-0.006083699 -0.006432584 
-0.03096595 -0.009983788 
0.1026048 0.001268653 
-0.004416727 -0.01633944 
-0.04617311 -0.01175553 
-0.0728411 -0.0006172207 
-0.03104791 -0.02750995 
-0.007686849 -0.0190947 
0.03901944 0.001399442 
-0.07863319 0.01568884 
0.002596021 -0.02039126 
-0.1473551 -0.008321779 
-0.02634002 -0.01821743 
0.04670964 0.0146161 
-0.03260512 -0.01328002 
0.0219403 -0.001403846 
0.02740824 -0.01956297 
-0.0340377 0.02095846 
0.01015826 0.01023194 
-0.0008222945 0.001034869 
-0.07496412 0.0009655394 
-0.01720122 0.01133753 
-0.01530322 0.01998221 
-0.01649066 -0.01362571 
-0.08438849 0.008662503 
-0.1395716 -0.006663022 
0.008275065 0.018926 
-0.06842174 -0.02374081 
-0.04509493 -0.002243691 
-0.03141712 -0.004956804 
0.01820973 -0.03990746 
