beta1_1 beta2_1 beta1_2 beta2_2 
0.2157972 4.014361 -12.28474 -5.72958 
0.02273431 3.987719 -11.60068 -4.942102 
0.6041563 3.937071 -11.00031 -5.447838 
0.8779849 3.980646 -13.13672 -4.749876 
0.9909448 3.990698 -13.10123 -4.224796 
0.2094979 3.889168 -12.8925 -6.051365 
-0.01829389 3.976567 -12.0767 -4.793483 
0.5696361 3.924359 -13.46726 -4.575871 
-0.01383022 4.006116 -11.25618 -5.331908 
0.03622137 3.946314 -15.96955 -3.91138 
0.07032861 3.97758 -13.30638 -5.519917 
0.08029303 3.992868 -14.90554 -4.027904 
1.261509 3.921524 -25.09543 -6.394747 
0.3306852 4.043657 -15.15551 -7.108271 
0.191407 3.918558 -13.89371 -2.891531 
0.3078503 3.97443 -11.66815 -4.963117 
0.01510801 4.008883 -10.2632 -7.690606 
0.02577627 3.947463 -11.19857 -7.429041 
0.4212083 4.025138 -12.16818 -5.11733 
0.006829477 3.995999 -11.39684 -5.026781 
-0.01704741 3.984709 -11.45688 -4.738406 
0.1965712 3.985587 -11.69722 -4.855096 
0.0354241 3.943902 -13.47359 -5.542314 
-0.2053019 3.979834 -10.73634 -5.982082 
-0.1671501 3.948645 -11.37998 -6.036751 
2.534208 3.964487 -20.05228 -4.772108 
-13.42667 3.939776 54.46897 -4.181615 
0.2712839 3.936236 -12.71774 -4.853715 
0.5405152 4.004985 -13.95502 -4.462683 
0.1805975 4.038396 -13.2491 -5.802629 
8.068995 3.996803 -49.60135 -5.004613 
0.3806398 3.940059 -13.40738 -2.889086 
0.007555547 3.977352 -15.20186 -6.634525 
-0.1285937 3.954744 -11.70834 -5.130739 
-0.009178196 3.91771 -11.59902 -4.344345 
0.05387598 3.95915 -11.4055 -2.423188 
0.1503808 4.017645 -11.49134 -4.051048 
-0.03054011 3.992786 -11.12182 -4.22052 
0.09852895 3.999713 -12.98036 -6.089002 
-0.008175529 3.9859 -13.42181 -6.139579 
0.224943 3.893815 -15.45012 -6.098789 
0.2475624 3.959172 -11.93653 -3.847873 
-0.04111766 3.987774 -10.54555 -6.290304 
0.1874571 3.974201 -12.70415 -5.473829 
-0.05790036 3.975261 -13.81097 -4.980298 
0.05995834 3.986831 -12.03422 -5.261522 
0.2646169 3.968856 -15.06536 -5.209416 
-0.1447897 3.913296 -13.85375 -4.135343 
0.02343223 3.952797 -12.08378 -4.381866 
0.1704863 3.984246 -13.23964 -3.614607 
0.04884 3.973555 -13.46777 -5.401339 
0.03851477 3.951048 -14.92511 -4.353485 
-0.1584607 3.947391 -12.2181 -4.50441 
0.1618908 4.013477 -10.92327 -7.300044 
1.251699 3.887196 -17.65811 -5.154638 
0.07774706 3.988535 -14.38525 -4.481116 
-0.05341187 3.958899 -13.36608 -4.485522 
-0.06208885 4.013125 -13.42354 -9.07186 
0.1085903 4.008649 -16.22135 -9.324024 
-0.1576902 3.913751 -14.68832 -6.878836 
0.2521436 3.940008 -14.33858 -4.006545 
-0.268107 3.996944 -10.97679 -6.71246 
-0.0113396 3.963975 -12.86826 -4.380971 
-0.2306096 4.015395 -12.76385 -5.484944 
3.501702 3.989866 -48.91282 -5.316013 
0.2338649 3.998431 -15.6588 -5.037501 
0.14755 4.02979 -16.15652 -3.34796 
0.727352 3.953299 -17.28661 -5.454332 
0.004535859 3.951123 -11.67748 -12.0015 
-0.1315553 3.994668 -15.5897 -5.408084 
-0.04823893 3.994136 -14.25248 -2.954824 
0.8830153 3.954386 -18.06669 -5.344598 
0.04386375 3.971722 -13.33343 -7.150614 
-0.1028349 3.84558 -13.1041 -6.732604 
0.07407563 3.960539 -13.17685 -4.60325 
-0.007753231 3.935684 -12.77751 -3.344133 
0.1506125 3.93059 -13.27401 -2.850417 
-0.01891893 3.942897 -13.92008 -3.563447 
0.3054735 3.950728 -15.37481 -7.751525 
0.006015045 3.967208 -12.9959 -5.148564 
-0.01383067 3.961743 -12.04732 -5.491918 
-0.2046649 3.967508 -13.91017 -2.395891 
0.001563211 3.892723 -14.40738 -4.239612 
