nu alpha 
3.286001 0.1183063 
3.723652 0.1744475 
2.568697 0.4898187 
3.651628 0.1506992 
2.801557 0.4951775 
1.895009 0.2274173 
5.622049 0.436128 
3.274282 0.2841069 
1.85779 0.4172352 
2.309595 0.4128797 
2.531197 0.2902732 
4.016481 0.2316215 
3.327322 0.1913129 
4.467355 0.1433809 
3.775421 0.1906097 
4.434704 0.3788461 
2.569661 0.4230004 
4.005785 0.1593174 
2.913221 0.3545842 
4.238697 0.1080294 
1.87633 0.2367102 
3.033376 0.1823777 
2.213005 0.1585335 
1.76492 0.3224548 
2.078089 0.1846957 
2.687965 0.2077454 
2.076968 0.4184551 
1.64418 0.2311113 
3.602863 0.3204856 
5.198891 0.193816 
6.289747 0.1704591 
6.653858 0.434846 
4.660731 0.2511631 
5.2466 0.1843299 
1.74927 0.4090481 
3.875384 0.489669 
3.41971 0.1944026 
3.106747 0.3837383 
3.310549 0.2851994 
3.124205 0.4089036 
6.183462 0.2664528 
6.565289 0.1218374 
5.068068 0.3813047 
3.122027 0.2557942 
2.334677 0.378324 
5.189291 0.1082451 
2.588174 0.1192043 
3.722767 0.3596271 
5.639664 0.1643869 
4.991794 0.466854 
2.734924 0.2318913 
3.314396 0.3524375 
3.431872 0.3411946 
3.29007 0.4761019 
2.703094 0.2403824 
2.295706 0.2232839 
3.347815 0.4572692 
2.387036 0.2855511 
4.087397 0.3616175 
2.95146 0.1901513 
3.308347 0.09691925 
2.741418 0.1838937 
2.333374 0.2585515 
2.868675 0.3879918 
3.296895 0.4254726 
3.009564 0.2999014 
2.614996 0.2340879 
2.256621 0.3007928 
3.423623 0.2550955 
2.710491 0.459763 
3.078388 0.4983793 
2.292475 0.4706421 
2.369668 0.2887893 
1.981925 0.1676789 
2.71309 0.4056697 
4.265225 0.2842592 
3.910466 0.2918733 
1.991117 0.4177706 
2.406629 0.3069145 
3.958914 0.2985404 
2.298188 0.1251311 
2.793816 0.4635274 
1.928834 0.2558743 
2.945329 0.3997973 
3.123345 0.364429 
2.756117 0.2343245 
1.903629 0.4218143 
1.688943 0.3767287 
1.476163 0.4937909 
4.899037 0.2389104 
2.991854 0.4837313 
6.823433 0.03960644 
2.041429 0.3596177 
1.954368 0.2686374 
2.675612 0.1144275 
3.979404 0.1834189 
4.33036 0.24192 
5.236553 0.2332815 
2.610012 0.3183042 
5.473451 0.068181 
3.808109 0.318974 
4.241085 0.4841246 
3.104032 0.05885013 
3.328246 0.3569118 
4.550396 0.4651701 
10.67713 0.1612044 
4.180848 0.1144469 
4.017823 0.2764665 
2.381496 0.2165839 
3.55204 0.258981 
4.081407 0.3720724 
4.196836 0.3281566 
2.70074 0.153003 
3.630098 0.05783501 
2.118542 0.2623628 
3.913829 0.07707077 
2.817025 0.3769093 
3.395002 0.3643475 
4.211951 0.3323146 
6.040945 0.2808347 
2.796987 0.4444336 
4.525655 0.3488469 
4.530094 0.485788 
3.687275 0.29838 
3.522869 0.3818574 
3.30808 0.1282809 
2.864341 0.4189491 
2.705602 0.3868812 
2.523358 0.1667941 
2.63945 0.2534508 
2.321173 0.0435172 
3.351586 0.148851 
2.477221 0.3731426 
3.284615 0.2522171 
1.884551 0.3924074 
2.283344 0.4756439 
2.077101 0.1214282 
2.543146 0.1240194 
1.873625 0.4155934 
3.3187 0.4513443 
2.901341 0.3862491 
8.813624 0.2152115 
2.736049 0.3979101 
2.673078 0.2180053 
2.200318 0.09561199 
2.329369 0.1713173 
2.551385 0.4620311 
3.144725 0.2987348 
3.105394 0.1811163 
2.80947 0.1574664 
2.088797 0.1307503 
2.659058 0.1758465 
1.893961 0.3145935 
2.24679 0.3372463 
4.066366 0.2207652 
3.712213 0.1961177 
2.453754 0.1549723 
2.150729 0.0853395 
5.070462 0.2768293 
3.069989 0.1421673 
8.561954 0.2198702 
7.157843 0.4383352 
4.035927 0.2130601 
3.499337 0.3662591 
3.701006 0.4483729 
3.158102 0.1859392 
3.273748 0.1850058 
2.871835 0.4028801 
3.167859 0.4388117 
3.527285 0.3468428 
3.691727 0.1804464 
