"p_1" "p_2"
0.3307365 0.6692635
0.2983225 0.7016775
0.2729838 0.7270162
0.279315 0.720685
0.3887418 0.6112582
0.3535077 0.6464923
0.2925261 0.7074739
0.2682681 0.7317319
0.2165014 0.7834986
0.2536587 0.7463413
0.2024018 0.7975982
0.3329426 0.6670574
0.2729581 0.7270419
0.268466 0.731534
0.3736846 0.6263154
0.1797147 0.8202853
0.2490992 0.7509008
0.2709645 0.7290355
0.335748 0.664252
0.3403232 0.6596768
0.3538587 0.6461413
0.3124207 0.6875793
0.264175 0.735825
0.3468258 0.6531742
0.2848098 0.7151902
0.2281291 0.7718709
0.3050513 0.6949487
0.2862914 0.7137086
0.3134727 0.6865273
0.3497337 0.6502663
0.2480475 0.7519525
0.2572844 0.7427156
0.304537 0.695463
0.339424 0.660576
0.3525632 0.6474368
0.2616275 0.7383725
0.3158581 0.6841419
0.288304 0.711696
0.2575489 0.7424511
0.3082588 0.6917412
0.3863578 0.6136422
0.3140098 0.6859902
0.3125986 0.6874014
0.2006286 0.7993714
0.391341 0.608659
0.3159269 0.6840731
0.3830262 0.6169738
0.4070301 0.5929699
0.2850573 0.7149427
0.2609702 0.7390298
0.3079271 0.6920729
0.2955043 0.7044957
0.3266318 0.6733682
0.3240564 0.6759436
0.3131749 0.6868251
0.4163009 0.5836991
0.3647959 0.6352041
0.2774155 0.7225845
0.2532355 0.7467645
0.2969541 0.7030459
0.2258348 0.7741652
0.4206258 0.5793742
0.3493478 0.6506522
0.3327511 0.6672489
0.3924101 0.6075899
0.2424518 0.7575482
0.2385882 0.7614118
0.2923047 0.7076953
0.3801717 0.6198283
0.2521408 0.7478592
0.3618141 0.6381859
0.2636162 0.7363838
0.3032312 0.6967688
0.3913259 0.6086741
0.3823199 0.6176801
0.3071918 0.6928082
0.3185192 0.6814808
0.3387655 0.6612345
0.3616156 0.6383844
0.3648993 0.6351007
0.3589534 0.6410466
0.2673785 0.7326215
0.3124603 0.6875397
0.2843451 0.7156549
0.3743389 0.6256611
0.2431521 0.7568479
0.3152043 0.6847957
0.3703461 0.6296539
0.3502578 0.6497422
0.2990863 0.7009137
0.3787172 0.6212828
0.2786319 0.7213681
0.267371 0.732629
0.2705107 0.7294893
0.2980134 0.7019866
0.3161111 0.6838889
0.2814415 0.7185585
0.2474978 0.7525022
0.2432443 0.7567557
0.2336969 0.7663031
0.4007668 0.5992332
0.3862704 0.6137296
0.2624147 0.7375853
0.4120995 0.5879005
0.3231248 0.6768752
0.3687329 0.6312671
0.3808213 0.6191787
0.3518898 0.6481102
0.3974668 0.6025332
0.2769335 0.7230665
0.3412396 0.6587604
0.3338903 0.6661097
0.2768996 0.7231004
0.223291 0.776709
0.2579237 0.7420763
0.2719643 0.7280357
0.4242882 0.5757118
0.2525424 0.7474576
0.2744699 0.7255301
0.2689291 0.7310709
0.3110229 0.6889771
0.2437751 0.7562249
0.3382292 0.6617708
0.3087222 0.6912778
0.2537895 0.7462105
0.2921474 0.7078526
0.2798524 0.7201476
0.2864042 0.7135958
0.2737157 0.7262843
0.3324611 0.6675389
0.4395499 0.5604501
0.3134199 0.6865801
0.3690793 0.6309207
0.3041542 0.6958458
0.2372231 0.7627769
0.2842857 0.7157143
0.2254968 0.7745032
0.3580775 0.6419225
0.3216497 0.6783503
0.3176924 0.6823076
0.2703091 0.7296909
0.3134282 0.6865718
0.4219269 0.5780731
0.3987888 0.6012112
0.3219784 0.6780216
0.2861856 0.7138144
0.1343336 0.8656664
0.2693544 0.7306456
0.2637541 0.7362459
0.2517895 0.7482105
0.3427116 0.6572884
0.2721086 0.7278914
0.2934079 0.7065921
0.3114456 0.6885544
0.2986114 0.7013886
0.295696 0.704304
0.3267797 0.6732203
0.3322426 0.6677574
0.2887496 0.7112504
0.3174416 0.6825584
0.2701362 0.7298638
0.3434067 0.6565933
0.2760371 0.7239629
0.2667183 0.7332817
0.3142548 0.6857452
0.3330703 0.6669297
0.2912141 0.7087859
0.2755694 0.7244306
0.2198385 0.7801615
0.2931783 0.7068217
0.2742827 0.7257173
0.3521786 0.6478214
0.2950898 0.7049102
0.2562726 0.7437274
0.3066803 0.6933197
0.2233714 0.7766286
0.3256248 0.6743752
0.2918055 0.7081945
0.2901383 0.7098617
0.3540695 0.6459305
0.3713559 0.6286441
0.2570666 0.7429334
0.3240058 0.6759942
0.2637264 0.7362736
0.3217384 0.6782616
0.2626837 0.7373163
0.2643469 0.7356531
0.259205 0.740795
0.3465604 0.6534396
0.3968665 0.6031335
0.2829088 0.7170912
0.1935847 0.8064153
0.3441393 0.6558607
0.3557341 0.6442659
0.3807625 0.6192375
0.3033225 0.6966775
0.4557407 0.5442593
0.2729212 0.7270788
0.2606247 0.7393753
0.2384576 0.7615424
0.3392402 0.6607598
0.2821362 0.7178638
0.3533384 0.6466616
0.363253 0.636747
0.3547912 0.6452088
0.3295958 0.6704042
0.3057922 0.6942078
0.2715656 0.7284344
0.28424 0.71576
0.3898355 0.6101645
0.2687062 0.7312938
0.2607655 0.7392345
0.2136389 0.7863611
0.3505652 0.6494348
0.3737771 0.6262229
0.2515393 0.7484607
0.4155143 0.5844857
0.3044199 0.6955801
0.2976168 0.7023832
0.3823656 0.6176344
0.3197325 0.6802675
0.2454463 0.7545537
0.2923 0.7077
0.3362052 0.6637948
0.2597317 0.7402683
0.199685 0.800315
0.2808307 0.7191693
0.2530855 0.7469145
0.2968365 0.7031635
0.2196192 0.7803808
0.3940106 0.6059894
0.4109276 0.5890724
0.3748882 0.6251118
0.3409872 0.6590128
0.3106421 0.6893579
0.3745149 0.6254851
0.2659593 0.7340407
0.2632153 0.7367847
0.253514 0.746486
0.297844 0.702156
0.2887535 0.7112465
0.2938504 0.7061496
0.3195756 0.6804244
0.2903127 0.7096873
0.2615257 0.7384743
0.2484353 0.7515647
0.2532405 0.7467595
0.2446238 0.7553762
0.301269 0.698731
0.4045311 0.5954689
0.3096023 0.6903977
0.3490626 0.6509374
0.2975175 0.7024825
0.2367843 0.7632157
0.2557466 0.7442534
0.3498463 0.6501537
0.2612401 0.7387599
0.3942319 0.6057681
0.2417302 0.7582698
0.2951088 0.7048912
0.2885602 0.7114398
0.2339465 0.7660535
0.2140445 0.7859555
0.3028087 0.6971913
0.2694285 0.7305715
0.2732754 0.7267246
0.2219673 0.7780327
