"p_1" "p_2"
0.2797315 0.7202685
0.3154617 0.6845383
0.2808416 0.7191584
0.29776 0.70224
0.3072558 0.6927442
0.2589095 0.7410905
0.2968977 0.7031023
0.3094516 0.6905484
0.2502125 0.7497875
0.2673009 0.7326991
0.2825973 0.7174027
0.3093396 0.6906604
0.2946784 0.7053216
0.3108734 0.6891266
0.3045568 0.6954432
0.3001518 0.6998482
0.278231 0.721769
0.3011981 0.6988019
0.2885274 0.7114726
0.3042801 0.6957199
0.289185 0.710815
0.2996413 0.7003587
0.2735892 0.7264108
0.2924329 0.7075671
0.2982303 0.7017697
0.2888504 0.7111496
0.2776103 0.7223897
0.3194514 0.6805486
0.2875097 0.7124903
0.2820838 0.7179162
0.292531 0.707469
0.3005602 0.6994398
0.3037667 0.6962333
0.2647344 0.7352656
0.2759616 0.7240384
0.2742612 0.7257388
0.3232932 0.6767068
0.2883772 0.7116228
0.2884845 0.7115155
0.2770794 0.7229206
0.3043262 0.6956738
0.2851383 0.7148617
0.2916252 0.7083748
0.2867817 0.7132183
0.2929879 0.7070121
0.2940365 0.7059635
0.2875449 0.7124551
0.2908778 0.7091222
0.2911863 0.7088137
0.3072774 0.6927226
0.2792493 0.7207507
0.2732297 0.7267703
0.304584 0.695416
0.2935501 0.7064499
0.3276394 0.6723606
0.2690778 0.7309222
0.3195577 0.6804423
0.2780645 0.7219355
0.2867873 0.7132127
0.3053723 0.6946277
0.2976392 0.7023608
0.2871301 0.7128699
0.2951476 0.7048524
0.3156519 0.6843481
0.3088304 0.6911696
0.2896928 0.7103072
0.2972448 0.7027552
0.3128697 0.6871303
0.2889945 0.7110055
0.2908425 0.7091575
0.3087179 0.6912821
0.2801359 0.7198641
0.3247858 0.6752142
0.2808963 0.7191037
0.2907617 0.7092383
0.2835957 0.7164043
0.3089785 0.6910215
0.3208495 0.6791505
0.2909146 0.7090854
0.2707508 0.7292492
0.2664126 0.7335874
0.2781038 0.7218962
0.2711281 0.7288719
0.280265 0.719735
0.2977076 0.7022924
0.2902323 0.7097677
0.2856607 0.7143393
0.2937074 0.7062926
0.2846734 0.7153266
0.2858318 0.7141682
0.2728956 0.7271044
0.2667082 0.7332918
0.2904086 0.7095914
0.2875917 0.7124083
0.2951922 0.7048078
0.2886257 0.7113743
0.3112863 0.6887137
0.305991 0.694009
0.2925876 0.7074124
0.2927453 0.7072547
0.2818776 0.7181224
0.2895404 0.7104596
0.2897667 0.7102333
0.2926845 0.7073155
0.3178582 0.6821418
0.2922059 0.7077941
0.3134788 0.6865212
0.2972628 0.7027372
0.3097547 0.6902453
0.2653587 0.7346413
0.3088317 0.6911683
0.305689 0.694311
0.3001413 0.6998587
0.2985178 0.7014822
0.2924862 0.7075138
0.2931296 0.7068704
0.3125123 0.6874877
0.2720556 0.7279444
0.2976695 0.7023305
0.2902246 0.7097754
0.2746094 0.7253906
0.3202847 0.6797153
0.2831682 0.7168318
0.2833921 0.7166079
0.2827672 0.7172328
0.282478 0.717522
0.2908015 0.7091985
0.3056076 0.6943924
0.2786796 0.7213204
0.3010085 0.6989915
0.2905154 0.7094846
0.3054934 0.6945066
0.2906546 0.7093454
0.304247 0.695753
0.2865289 0.7134711
0.2916802 0.7083198
0.3124851 0.6875149
0.2708029 0.7291971
0.2823559 0.7176441
0.2938928 0.7061072
0.303249 0.696751
0.3034185 0.6965815
0.2904645 0.7095355
0.2859797 0.7140203
0.2752513 0.7247487
0.2768752 0.7231248
0.2936208 0.7063792
0.2882226 0.7117774
0.2952902 0.7047098
0.29201 0.70799
0.2931327 0.7068673
0.2832906 0.7167094
0.2740709 0.7259291
0.2629475 0.7370525
0.2929651 0.7070349
0.3044039 0.6955961
0.3155961 0.6844039
0.3022557 0.6977443
0.2847305 0.7152695
0.2594222 0.7405778
0.2853206 0.7146794
0.300335 0.699665
0.3085648 0.6914352
0.2916919 0.7083081
0.3086264 0.6913736
0.3031735 0.6968265
0.3030044 0.6969956
