"tau2_1" "tau2_2"
4.776534 0.1925722
7.769077 0.2153735
4.642466 0.1432536
5.583924 0.1490823
5.156043 0.1616796
4.989187 0.1705233
5.173735 0.1345475
3.908383 0.2481464
4.947791 0.07651828
4.244928 0.03629354
4.876922 0.1179468
4.660311 0.2282604
4.906385 0.09584876
4.123729 0.150445
7.201798 0.1392991
5.236512 0.08887565
6.029485 0.1165605
5.556668 0.2103728
5.012855 0.2393793
6.18583 0.30191
4.827894 0.3153931
6.630558 0.1902933
6.583112 0.1472306
6.300322 0.294967
5.138737 0.1644861
5.893118 0.1259953
5.928332 0.2287399
6.048824 0.2330703
3.190246 0.09140743
4.303213 0.2966691
6.457574 0.1660781
4.908542 0.08237642
4.471554 0.103301
6.798783 0.1004987
4.095337 0.08214682
6.723628 0.1000562
6.860068 0.1172362
6.639219 0.06987774
4.962535 0.2302023
3.946974 0.1748618
4.216246 0.2361086
4.604201 0.1420329
4.248073 0.1802415
5.752758 0.07824032
5.818262 0.1468213
5.507014 0.2004788
4.663425 0.137263
5.970676 0.0854598
5.416148 0.2047626
5.012386 0.2088332
4.632992 0.2322575
3.692961 0.04106635
6.1435 0.06924321
5.864393 0.1616059
6.053827 0.09471858
5.188314 0.3549304
6.395086 0.1725207
5.466545 0.07343329
4.983149 0.1126872
5.3159 0.07823039
3.964932 0.08083699
4.688665 0.3630119
5.280145 0.2060909
5.144018 0.121867
4.588928 0.1015285
6.016094 0.0913328
3.911408 0.1887265
4.903501 0.142785
5.018993 0.229712
6.705729 0.2136811
5.414849 0.2298589
8.984016 0.1991602
4.842274 0.1187619
5.499775 0.2252755
4.863017 0.1126755
4.713154 0.1361362
4.942557 0.1044994
7.471571 0.1693823
4.870572 0.1258285
5.58625 0.1787687
4.675694 0.1068177
6.036408 0.1120985
4.725753 0.2248889
5.672559 0.2904595
5.952565 0.2382764
6.75644 0.3524513
5.277852 0.182217
6.203379 0.07861486
5.988835 0.1066812
5.762981 0.231116
6.346016 0.2114299
6.82616 0.4887636
6.445408 0.08350834
5.91139 0.1951387
6.161623 0.1197807
5.422768 0.1103958
5.244681 0.1351666
4.704683 0.1187218
5.588478 0.07541069
6.471194 0.2130531
3.375498 0.05801527
4.420994 0.164268
6.016487 0.1640186
7.274135 0.277001
6.77957 0.1124654
4.421063 0.05358137
4.802078 0.08566723
5.820247 0.09518523
5.715413 0.1257706
6.031545 0.2124876
7.531463 0.193707
9.048068 0.1440734
6.233344 0.136733
3.773893 0.115178
4.761919 0.06689628
6.354245 0.1198735
7.583134 0.1045319
4.88143 0.1901083
4.871224 0.1687699
6.184413 0.1366684
6.628213 0.1509765
6.759185 0.1663172
5.870329 0.08810273
7.506662 0.05946105
8.174038 0.1122904
4.783824 0.2787553
6.141648 0.1752179
6.974604 0.09182881
4.46632 0.1317986
6.951747 0.1150582
4.935343 0.1514593
3.471978 0.1820942
4.667701 0.1041973
4.6231 0.1674282
3.885548 0.1998445
6.658291 0.2470946
5.143034 0.09522581
5.909752 0.1272809
7.32553 0.2100777
5.839113 0.1285175
5.817684 0.1004628
7.895543 0.2062704
5.675188 0.05178198
7.448502 0.06133015
5.894689 0.08586466
8.724041 0.111452
5.406836 0.1159545
5.537651 0.2807256
6.718087 0.1658989
4.267582 0.2033639
7.144462 0.1599839
6.547498 0.4002266
5.934518 0.2423363
4.835243 0.2163906
5.212665 0.1121401
6.148298 0.09055133
5.499051 0.2226044
5.16413 0.0860906
7.309425 0.4137884
6.318487 0.1939314
4.90879 0.1124239
8.184926 0.1991282
5.898345 0.2479867
5.150772 0.1896084
4.360056 0.2032767
4.173932 0.3526909
3.751232 0.4089444
6.845594 0.1248542
5.251436 0.2200085
5.907707 0.1032443
4.610818 0.09160228
6.382334 0.1902531
5.774502 0.2354586
5.786637 0.2237121
4.733233 0.1578773
4.481717 0.1624502
4.871077 0.06652016
6.016322 0.08259714
3.521264 0.1178195
4.493222 0.1184845
5.342545 0.07810219
5.23759 0.1945148
4.168044 0.132844
5.942557 0.1953432
5.456204 0.1389579
5.566641 0.1856001
5.46109 0.1863521
5.326984 0.286988
7.176571 0.383431
4.763234 0.1123215
5.563278 0.1787375
5.542642 0.2168593
7.262429 0.1809506
5.003667 0.1591959
5.814562 0.2280135
5.41262 0.1674467
4.777358 0.02976788
6.407636 0.1414837
8.70301 0.1424111
7.398262 0.1982608
5.989556 0.2132938
4.960658 0.1236459
5.535942 0.07823457
4.643467 0.1425961
4.773768 0.266526
4.674965 0.1993663
6.608395 0.2830524
4.737676 0.5030639
4.384095 0.2607816
6.225695 0.1861925
3.57788 0.07879264
3.953104 0.2153283
6.502987 0.0938341
5.005359 0.1497006
7.754223 0.2070003
5.591034 0.1759953
4.780035 0.2791618
5.106912 0.1878825
6.577447 0.2051127
4.023538 0.07585861
5.386953 0.0874377
5.894017 0.148495
6.336159 0.1079627
6.004847 0.08863431
6.503386 0.1555468
4.73519 0.1288833
5.449479 0.1858657
5.691132 0.290718
4.968967 0.1469297
5.41853 0.1544451
6.544826 0.07901779
5.442215 0.1545368
5.190755 0.1790087
5.93023 0.2518513
5.707269 0.1766111
5.83806 0.0437695
6.083258 0.107352
3.115111 0.2424118
5.471061 0.1865842
5.933132 0.261122
5.196187 0.1499037
6.613059 0.2591155
6.866501 0.1998819
5.18467 0.1441848
5.045794 0.1165245
4.832372 0.2232539
6.393731 0.1768493
4.482161 0.1899768
4.260859 0.2954217
5.256762 0.1815148
5.98392 0.57983
3.802473 0.1287666
8.061801 0.2705915
4.548178 0.09541527
4.010126 0.09538131
7.332816 0.7337746
5.158966 0.3634819
7.385713 0.1445068
4.887688 0.09760882
5.336634 0.214846
3.085529 0.1335185
4.874937 0.106598
4.581713 0.144346
7.473271 0.2812375
6.055966 0.4026397
4.967471 0.1626881
5.058082 0.08615275
5.381127 0.07458075
5.508965 0.2705388
5.70761 0.15042
5.049349 0.1525419
6.606358 0.06110872
6.010158 0.1848665
5.561791 0.1687276
4.335675 0.1331914
6.293039 0.1401002
7.188954 0.1156111
4.794968 0.1779163
6.010299 0.1383506
3.65883 0.1611673
6.541983 0.1941705
6.260269 0.246958
6.257669 0.1147742
4.814884 0.3043505
6.400555 0.1994005
5.035876 0.09088928
4.365671 0.1466373
5.511789 0.2527927
6.041327 0.2721843
7.102049 0.2389307
4.958834 0.6166851
5.314592 0.1514726
5.648782 0.1363387
4.260963 0.1763035
7.004464 0.1466072
4.731213 0.1378713
5.959063 0.2452967
5.43498 0.1042656
5.13056 0.12112
5.883091 0.1605629
6.362382 0.320026
7.864265 0.07997163
5.56857 0.05737184
5.900473 0.115685
5.183027 0.07210771
3.885168 0.1154711
5.000359 0.1254224
4.668154 0.1842219
3.226793 0.3432464
5.146346 0.08692682
5.256953 0.1752494
4.406609 0.1102484
5.622119 0.1683853
7.014592 0.121717
5.705296 0.2102088
5.961436 0.1991484
3.821811 0.1466953
8.380631 0.1323961
5.250451 0.05977662
8.652736 0.1546263
6.658799 0.181585
4.286464 0.06037257
4.565604 0.1715127
5.070135 0.112366
7.41027 0.1266539
5.729732 0.1368839
4.746692 0.09687859
5.621301 0.173606
6.59962 0.1586802
9.181502 0.2501649
5.312729 0.3105755
7.182621 0.1525089
6.502151 0.1363647
4.798768 0.08834817
4.358917 0.2760166
4.807966 0.11968
5.967955 0.1033431
5.29598 0.09535222
4.816791 0.07833753
5.110224 0.04225072
6.521546 0.219101
6.694522 0.1184148
5.177095 0.1711804
5.169091 0.08354459
5.066263 0.09429798
4.770277 0.1110907
8.65442 0.1790942
4.177301 0.1081248
5.989209 0.1342601
6.354118 0.1480139
5.023511 0.2065516
6.914783 0.428743
5.853583 0.2361002
5.603667 0.1147385
7.314296 0.1434693
5.280569 0.2321767
5.894242 0.139109
7.678699 0.1979802
5.606199 0.06324168
4.960525 0.1521402
3.982979 0.1068084
6.164975 0.1772758
6.597832 0.2484314
7.164722 0.2277534
5.959907 0.1697085
4.979582 0.1121921
5.073799 0.1393789
5.340915 0.2370356
6.029061 0.1806716
4.987249 0.1162106
6.041846 0.325903
5.046984 0.161079
5.501368 0.1388762
5.542128 0.1680485
5.067517 0.06105381
6.574648 0.07611249
4.726807 0.1018268
5.911375 0.1318832
6.575088 0.1904334
4.652592 0.09067886
5.03904 0.1297225
5.162359 0.2488389
4.809907 0.1578513
5.467015 0.1731698
3.565422 0.06073645
6.652794 0.145527
4.069874 0.04989847
5.679586 0.1998035
4.856108 0.1449056
6.380749 0.2442346
6.494779 0.2760242
4.821376 0.09393456
6.050592 0.1862557
8.919571 0.2601161
6.183243 0.1056676
5.696033 0.1728033
6.022078 0.09469385
6.422976 0.1230231
5.81917 0.2655635
5.251663 0.2390972
6.420748 0.1106593
4.874537 0.06786362
4.63697 0.1554973
3.782403 0.2415659
5.625956 0.1528991
4.245676 0.1971669
5.495578 0.2701324
6.9895 0.175457
5.220037 0.1219638
5.360413 0.1398313
5.628144 0.1019472
4.595673 0.2038125
6.709416 0.1644801
5.303687 0.07940429
6.722718 0.1922215
4.321545 0.1501675
4.636707 0.1623329
4.465551 0.1494893
5.453174 0.1139639
6.493918 0.1897187
6.12911 0.1461666
3.659268 0.3594859
3.854058 0.135076
3.572108 0.1076932
7.063606 0.1718406
5.438485 0.2311805
5.917607 0.1580615
7.02938 0.1565506
5.283485 0.3638927
6.778531 0.197735
6.340175 0.192796
4.382376 0.0843014
5.567529 0.1136852
6.218987 0.1109558
7.13837 0.1462104
7.010794 0.2420948
3.373606 0.3356553
5.856289 0.1927293
6.142579 0.1638576
4.220843 0.0572195
5.328519 0.1582739
8.963252 0.130827
3.606659 0.07757827
5.361732 0.1695755
6.907276 0.1526099
4.289215 0.2121961
6.842248 0.1518581
5.072763 0.326552
5.006209 0.07898858
6.504614 0.1528343
3.735783 0.1399055
6.42707 0.2213687
6.363466 0.1804862
5.518197 0.09284109
5.689008 0.1414844
4.755459 0.2115737
4.716173 0.1197551
5.602904 0.1597702
5.349535 0.07330036
5.550753 0.0888605
3.861758 0.1275681
5.064018 0.1804926
6.064959 0.15881
5.148295 0.2311704
4.85552 0.2062122
5.801026 0.1339006
5.89563 0.06216284
5.35033 0.1139177
4.907097 0.1653324
5.800305 0.272907
4.356611 0.1092576
4.704858 0.1531944
6.494091 0.1710032
6.769127 0.2638606
6.9188 0.3874426
5.124638 0.2438803
5.683403 0.2374036
3.461889 0.1092479
6.922727 0.1430867
5.589758 0.2710039
5.224276 0.1414853
6.461004 0.1543177
4.035774 0.1700853
5.097168 0.3218199
5.609444 0.1734713
5.304648 0.1460705
5.516482 0.1784582
7.414456 0.2626383
4.766893 0.112984
5.7912 0.1071275
5.010522 0.2431524
5.685506 0.1373455
5.395946 0.1437236
5.100026 0.2400411
3.988105 0.1795859
4.547001 0.07262618
4.524812 0.1363798
6.72901 0.1747941
5.712175 0.1381054
5.827097 0.2280643
7.715808 0.1769186
6.297723 0.08775011
5.677069 0.1066505
6.33135 0.3227734
5.155694 0.2964438
5.775037 0.1113112
5.1805 0.1182442
6.540779 0.1178765
6.021676 0.1040915
4.915107 0.2998762
5.664207 0.1684117
5.793206 0.1242194
4.428451 0.09295723
5.425276 0.1142064
6.502053 0.2178008
5.900682 0.09333625
4.919166 0.1311476
8.296665 0.2592843
3.303475 0.2096279
6.167279 0.2348945
5.811226 0.2426508
5.534845 0.1140857
5.81187 0.1508136
7.3491 0.1123405
4.297364 0.1913804
7.206907 0.07115213
6.329448 0.1193869
4.638065 0.1489524
5.594788 0.0798993
5.280404 0.1301233
7.564596 0.147665
3.809077 0.2350965
4.879632 0.2025815
7.231112 0.1673944
6.798379 0.2320819
6.713329 0.08664679
4.710408 0.202098
6.580604 0.1072284
6.571522 0.1550017
4.324217 0.1141656
4.201312 0.1341098
4.748783 0.2732393
6.371411 0.2601654
6.038891 0.1730198
4.899009 0.04446576
5.488454 0.1353716
6.409443 0.2091667
6.683256 0.2114632
4.273954 0.2605881
5.004684 0.2096241
5.343137 0.1409148
4.208046 0.09228266
5.218253 0.2504575
4.545006 0.2148642
4.940774 0.0886989
6.315499 0.1057277
6.090155 0.2611179
5.06916 0.1066506
4.07838 0.1138112
5.506147 0.1197626
5.381596 0.06155338
8.199401 0.139813
6.197494 0.1337981
4.326096 0.1719744
3.870997 0.1958228
3.949845 0.169165
5.999622 0.1659473
7.19986 0.153185
5.023399 0.1645712
4.271028 0.4078879
5.805026 0.2669726
6.365176 0.1035478
4.818439 0.1785651
5.691524 0.1399577
6.197199 0.1119236
7.710643 0.09055506
6.112588 0.1296795
9.241256 0.1879942
5.8937 0.1580829
6.060831 0.2981449
6.908735 0.08866461
5.653456 0.3505993
6.805136 0.07241976
6.437826 0.1543896
4.635147 0.1302092
4.455014 0.1033244
3.951383 0.1147544
6.717699 0.2169266
6.282258 0.2280767
7.789627 0.2110574
5.730425 0.1012007
5.157238 0.2492455
4.111339 0.139977
4.560452 0.2041908
4.930426 0.1219261
4.357573 0.1323796
5.343868 0.1672883
5.284819 0.1578941
7.476762 0.09668581
5.310785 0.1502149
5.993479 0.04160006
4.221347 0.05840368
4.916327 0.1314334
5.468015 0.1976885
5.895512 0.1458929
7.68088 0.1693102
6.377119 0.09027036
5.920554 0.1493378
11.84442 0.2790571
5.002821 0.1088706
5.198607 0.1447569
4.983649 0.1827192
6.281608 0.1440191
5.573681 0.2294203
6.185309 0.2960944
6.396597 0.09115202
7.926599 0.08512518
5.133593 0.1427604
5.350648 0.1039862
4.162124 0.137368
6.005751 0.08385131
4.553125 0.1092534
6.108248 0.1780454
6.851014 0.1815983
6.211947 0.265374
4.701278 0.304954
5.716061 0.2510881
5.375782 0.1779084
6.266006 0.1949603
6.229533 0.2506468
5.644945 0.2134718
5.835797 0.1347932
5.152369 0.1389529
7.109238 0.07464166
4.690693 0.1370293
3.376561 0.07534391
4.816171 0.06841097
4.440229 0.1815552
7.781934 0.290125
5.064925 0.1412986
6.084375 0.2136615
4.859861 0.1638366
4.512354 0.08217027
4.869237 0.1853735
6.523961 0.245509
5.409157 0.1902679
5.217468 0.311785
6.646187 0.3069872
5.494022 0.1435018
4.105046 0.2696405
7.522075 0.1864018
4.235763 0.09593114
4.941788 0.1105684
6.423537 0.06697705
5.493462 0.103427
7.450517 0.07874592
4.813042 0.2170165
4.902564 0.1290127
7.381325 0.2194576
4.185494 0.2574981
5.520542 0.2188161
4.346563 0.3193215
5.232667 0.3210441
6.194844 0.1970713
5.706796 0.1153951
4.506604 0.1989056
6.251466 0.1856586
4.799303 0.2978054
6.726344 0.1597487
6.219538 0.1525138
7.09467 0.08730182
5.643871 0.361695
4.442195 0.4396082
5.93614 0.1211296
6.148782 0.2284453
6.018548 0.1792941
7.084831 0.06639775
6.152792 0.5748517
6.322023 0.2215974
5.015706 0.1252701
7.188807 0.2044616
4.963001 0.1540946
4.614222 0.157806
4.862405 0.1674072
5.090456 0.09425914
7.230258 0.140268
4.483993 0.06297904
5.706172 0.1270344
7.708858 0.185641
5.04173 0.08470433
6.33184 0.1619003
6.426089 0.2035342
8.125091 0.07069687
6.219452 0.05418417
5.912716 0.1063115
5.079042 0.05246824
5.168093 0.0761491
6.020518 0.1834445
4.438449 0.1097133
4.913747 0.1868603
4.010976 0.1957458
4.985869 0.2190075
4.760318 0.1620484
4.164213 0.1920452
4.790365 0.1895362
7.621566 0.1365302
4.745295 0.1730912
4.02445 0.1245413
4.689232 0.1938853
3.860701 0.1404274
5.177753 0.3203678
6.222197 0.1215239
5.701433 0.1347174
4.989404 0.2146813
4.600114 0.1460217
4.265979 0.1172189
4.644296 0.09587434
6.52454 0.2788807
4.667036 0.2412191
4.625118 0.1614178
6.476347 0.2120809
4.831847 0.2831803
5.530462 0.2198202
6.964774 0.1582011
8.776845 0.1226079
6.169236 0.1564188
6.192292 0.1090667
4.71157 0.1081623
3.836857 0.03919557
4.227472 0.1415953
5.517247 0.08805286
5.158526 0.156701
6.051978 0.09904171
5.595082 0.2058026
6.117519 0.1327956
6.347589 0.1329784
5.860172 0.08830144
5.849255 0.1259124
5.899325 0.1651136
4.438998 0.1162816
5.237848 0.1646021
7.114728 0.2024808
4.725539 0.1013789
5.446323 0.1065395
6.046654 0.1329878
5.353029 0.1343703
4.070911 0.1561786
4.572608 0.3548863
6.383537 0.1063497
7.310631 0.1243131
3.609824 0.07587295
4.678528 0.320679
6.110912 0.2573757
5.239159 0.1856865
5.510222 0.09056588
4.497325 0.1337371
5.482448 0.1396237
5.59037 0.2391655
4.130202 0.1442227
4.631744 0.3051447
3.760307 0.1134996
4.994067 0.1094945
5.013699 0.0852527
6.177617 0.1720308
4.372945 0.1309908
6.356432 0.1423872
5.202285 0.2323733
4.916584 0.07969021
3.598202 0.1051488
6.540967 0.07761204
5.822308 0.1086649
6.328143 0.1413215
6.462443 0.1712424
6.308199 0.1639208
4.746513 0.3164629
6.373435 0.2472953
4.503247 0.1205029
4.628868 0.1849652
4.713486 0.1444784
5.786164 0.09829351
5.366058 0.0787887
8.019068 0.1452087
4.462069 0.1064623
4.857518 0.06732637
5.296241 0.06289599
4.747135 0.06127628
6.258892 0.07814422
5.515888 0.1136116
4.005984 0.2449569
6.19444 0.0994635
6.042553 0.1771574
6.020174 0.1284536
4.174003 0.158625
5.405908 0.2971728
7.076959 0.1357217
5.370502 0.2718104
6.805847 0.2420426
6.401475 0.1237888
5.334631 0.1472364
8.731488 0.1742898
5.017157 0.09873902
4.947555 0.2179333
5.763741 0.1747425
6.853108 0.213892
6.210768 0.253157
5.022184 0.2700548
6.045906 0.1622995
6.39907 0.1674176
7.2744 0.1696579
4.210435 0.2959087
4.828448 0.1519856
5.359413 0.1431944
5.867851 0.1129361
5.88012 0.05188089
6.252576 0.09212472
5.782338 0.1926812
5.064543 0.1291979
6.194329 0.0797365
7.359844 0.1999205
4.035355 0.131371
6.054204 0.08158281
4.429117 0.2316872
5.343085 0.1950651
6.620587 0.1445613
6.551226 0.126535
7.366672 0.1743273
6.311996 0.3197766
4.766522 0.3232495
6.107864 0.1962712
4.139854 0.1181404
6.05053 0.1835215
4.69054 0.1447944
4.357448 0.173972
5.21568 0.1993108
5.059521 0.09344407
5.810849 0.1681217
6.181191 0.1210632
6.232587 0.1456315
4.908188 0.0930795
5.239577 0.1644006
5.795221 0.3432688
3.791692 0.2315875
4.44027 0.2372641
10.38255 0.3873971
5.950093 0.2058505
4.796988 0.231365
4.249566 0.1614718
6.919509 0.1241897
4.990205 0.138663
6.544859 0.1622669
8.708393 0.1909373
5.753958 0.3082109
6.662202 0.2047377
5.480235 0.1449046
5.469177 0.1192216
4.413847 0.1103485
5.049581 0.06716264
5.490808 0.08292601
5.965176 0.2121209
7.441801 0.106836
6.020142 0.1511588
4.407789 0.1501575
7.484629 0.1214421
6.936293 0.1664949
5.239648 0.1175887
4.980144 0.1681418
5.58949 0.06138263
4.504322 0.1164615
8.416343 0.08470092
4.234389 0.1032943
6.617381 0.08670268
5.384604 0.09935182
5.657266 0.1131719
4.758416 0.0532716
5.112378 0.08468657
4.355003 0.2586979
6.35602 0.2009569
4.94568 0.236323
4.411252 0.2112099
5.432094 0.2468453
5.789848 0.2342785
10.16448 0.07400319
6.289823 0.06327294
6.812143 0.09491105
4.207636 0.064482
5.661126 0.4847463
