"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-3.35956 -1.957798 -7.244164 1.260775
-3.225235 -2.142889 14.03819 1.09328
-3.078412 -2.178663 -9.631885 1.274595
-3.284615 -2.210394 -6.825204 1.16813
-3.275842 -2.561518 -10.966 1.05231
-3.251585 -2.370364 8.460392 1.105358
-3.482465 -2.483526 9.016966 1.005212
-3.131685 -2.064841 9.957993 1.060123
-2.999714 -2.040221 1.760472 1.196297
-3.238735 -2.55506 2.465978 1.019337
-3.223343 -2.4191 3.326374 1.174847
-3.081024 -2.61265 -12.28964 1.034178
-3.21992 -2.574765 11.46362 1.07074
-2.973302 -2.484604 0.6353528 1.863374
-3.074897 -2.636561 -14.07373 1.134331
-3.081255 -2.290428 -13.62149 1.443422
-3.217512 -2.348223 5.03559 0.8633446
-3.238852 -2.411201 1.68536 1.142158
-3.105057 -2.279189 -12.45412 1.196372
-3.305291 -2.43552 0.06774313 1.539148
-3.369497 -2.129668 -4.403723 0.8401757
-3.388764 -2.250984 -11.29517 1.266254
-3.280725 -2.382525 14.88154 0.9604866
-3.047343 -2.267005 3.552211 0.9638382
-3.162827 -2.111217 -9.254459 1.408325
-3.029729 -1.961928 -6.062705 1.026353
-3.080999 -1.902319 0.8283564 1.203602
-3.123988 -1.94361 -12.89572 0.8905619
-2.974921 -2.270707 7.0539 0.9473641
-2.987114 -2.202544 -17.70657 0.8909674
-3.064118 -2.267522 23.84637 0.8573752
-3.088805 -2.331654 -4.253236 1.214867
-2.991939 -1.981977 0.3839765 1.110345
-3.083124 -2.299701 6.437616 0.888469
-3.253238 -2.227446 4.49861 1.224669
-3.328307 -2.01654 -2.791375 0.9145058
-3.476674 -1.88829 1.772586 1.107078
-3.283383 -2.392143 -1.595515 1.224656
-3.278188 -2.38737 -4.500261 1.642825
-3.103553 -2.329862 -11.24419 1.201535
-2.909777 -2.189339 9.787977 1.165279
-3.236775 -2.12495 -14.12982 0.9536101
-3.207992 -2.304152 3.786037 0.9015163
-3.124001 -1.823221 2.757999 1.104696
-2.948272 -1.830231 -21.38047 1.043773
-2.788446 -2.199435 17.59594 0.9938773
-2.919116 -2.521191 9.361447 1.061525
-2.997177 -2.754413 4.564938 0.9388194
-2.912164 -2.83978 -6.153881 1.00657
-3.014826 -2.452353 -2.434846 1.115059
-2.962655 -2.334343 -8.716077 1.280989
-3.034914 -2.038206 5.459307 1.105616
-2.973682 -1.897214 16.09746 1.031844
-2.958518 -1.961706 -18.62882 1.173926
-2.905192 -2.044198 -5.433811 0.8941008
-2.93052 -2.194349 -4.320106 0.5374441
-2.832521 -1.993964 -2.544341 0.9831112
-2.945536 -2.133449 2.851149 0.8382377
-2.993577 -2.23953 0.8412008 0.8376664
-2.95905 -2.403807 7.269589 0.9099849
-3.153724 -2.305248 -14.755 1.01285
-3.193727 -2.286082 12.42892 1.305425
-3.175694 -2.289011 -29.01566 1.499573
-3.016843 -2.261187 -4.134307 0.7872095
-2.959516 -2.168307 1.383225 1.043046
-3.030902 -2.241535 1.906164 0.823002
-3.10257 -2.129073 4.470158 0.9867559
-2.970229 -2.306743 -1.148688 1.080907
-2.874899 -2.492512 10.57822 1.229328
-2.893506 -2.110477 8.342758 0.8321257
-3.118097 -1.997282 -0.4822191 1.053629
-3.243616 -2.170753 -1.464232 0.8555261
-3.210192 -1.964858 -0.6479392 1.252129
-3.187017 -1.950011 4.142221 0.9435605
-3.145253 -2.307927 4.593316 0.7428691
-3.143917 -2.246046 -4.514335 1.224468
-2.990625 -2.147265 -10.50248 1.268382
-2.986393 -2.07624 0.5954059 1.050619
-2.969542 -1.966691 3.635712 0.982683
-3.100466 -2.322316 4.654742 0.535403
-2.946947 -2.431662 -5.645578 0.7195333
-2.818542 -2.303979 -11.06064 1.084053
-2.924362 -2.233097 8.337297 1.350196
